id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value
2475233883,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-10-22T09:34:54.198Z,2022-10-22T10:25:57Z,3861195939,194,c6k1w8sothxmc08dbhqjzp1w5,3861195935,130,4,3861195943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861195937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861195931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861195933,59,"1, 2, 14, 25, 4, 5, 7, 10, 21, 9, 11, 3, 6, 8, 12, 13, 15, 17, 22, 41",3861195929,30,"20ccu2ngcfo3cvczhzk682ju1, 8hq106ex872xezlr1j901kpux, bo5e35lsptja0pnlvk1y38dex, 7op9czmiln7ktmvetw97scz4l, 470uu9issmbdfyhxjq75gdbs9, c6k1w8sothxmc08dbhqjzp1w5, 7gmh6g5c39asg7gnthx1jxp79, et72990p9axru09oxv51hokwl, cm84oje8txj7m34zuhhv68ct1, 8gxse7h6ucubo3weq7sp9dnf9, 10d8jj5vwrmib55tth0isfvft, 1cyzpbgl74lage7toh7f1tgb9, 5vuw3lywsh90t394m8h6g5ihh, brflebs8m00rgali2owyoyove, 3ddo1m631pf9ruzzpaujs9gph, 1to70vfsch5kwvw3kjgo1iggl, eb0h79vh5dwggjx7shj0ovetx, 5t9mthxv6kthq6tnntv5q4fdh, 6vqain7mmp94wueprv9aj5xp1, a8p1m5xzbpbzere0gmb3rye0a",3861195941,197,4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475234205,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-10-22T09:42:04.739Z,2022-10-22T10:56:50Z,3861200783,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861200775,130,2,3861200779,194,30pcgn07mnn0sk4jp0t7bx9ed,3861200781,197,6732,3861200769,30,"4vgx21i9mmnoud5h6px197f11, eoc724h5j6mnvvu1nbumezmxh, ceww6vauxaqddgogso515rcru, z8vdz64bgqus4c85451nsrf9, elelvar8kyxwpfqzwr1v00b85, 30pcgn07mnn0sk4jp0t7bx9ed, 8gh56ar8x8yxjfcm66m7532ll, 6aaes6ikbmrg75h6asm58wpg5, drwlmmiguqz2mfzsh6gjmklx, aope7yfid6ez33sha2ip7t04p, tzc4bqcf2wkz1k7d96l8g3my, 7f3opq72gey1boxe6vcgmfvth, a1v4wcs80zp79nq6u2efnzgfd, 7kx86ostcp0tfo53g9cpqn7px, xfhvn9tfu8wwd1whgo1jgand, dwclepmsssh2hd8381rjqbufp, 8up2ey86u6cx49ujaanwuwokq",3861200773,59,"22, 4, 13, 15, 5, 3, 14, 25, 24, 10, 29, 1, 7, 8, 9, 18, 26",3861200777,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3861200771,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244351,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-10-22T10:30:16.737Z,2022-10-22T10:30:18Z,3861259881,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244347,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-10-22T10:30:16.737Z,2022-10-22T10:30:16Z,3861259875,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244369,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,49.9,50.4,2022-10-22T10:30:16.920Z,2022-10-22T10:30:21Z,3861259965,279,S,3861259957,140,33.9,3861259959,141,56.6,3861259963,213,2.9,3861259955,56,Back,3861259961,212,17.3,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244375,4,1,1,0,4,9ijyncrxsejz505dbadwr1dir,0,32.9,56.7,2022-10-22T10:30:21.526Z,2022-10-22T10:30:22Z,3861259995,140,72.5,3861260003,1,,3861259999,212,46.6,3861260001,213,0.5,3861259993,56,Left,3861259991,155,,3861259997,141,87.7,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244373,3,1,1,0,4,36tr17foeaf9ejjmt2txuoy3y,0,44.6,26.2,2022-10-22T10:30:21.660Z,2022-10-22T10:30:22Z,3861259985,213,0.5,3861259983,212,1.6,3861259977,56,Back,3861259981,141,27.3,3861259979,140,46.0,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244421,5,2,1,0,9,9ijyncrxsejz505dbadwr1dir,1,69.8,73.6,2022-10-22T10:30:25.854Z,2022-10-22T10:30:28Z,3861260163,7,tzc4bqcf2wkz1k7d96l8g3my,3861260165,56,Left,3861260167,140,87.1,3861260169,141,87.4,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244409,4,55,1,0,9,36tr17foeaf9ejjmt2txuoy3y,1,37.2,22.1,2022-10-22T10:30:25.855Z,2022-10-22T10:34:45Z,,,,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244509,5,1,1,0,22,36tr17foeaf9ejjmt2txuoy3y,1,15.6,26.2,2022-10-22T10:30:39.458Z,2022-10-22T10:30:41Z,3861260565,56,Back,3861260571,212,13.4,3861260573,213,1.7,3861260569,141,45.8,3861260563,241,,3861260561,5,,3861260567,140,13.9,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
