id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2545396823,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-05-07T16:59:06.902Z,2023-05-07T17:46:58Z,4259885135,130,8,4259885129,30,"6xrzl8rljlz8zmlaj69qqktlh, 6ypmyozp8zmq4tk36n49oz5xx, c0my4y3kjf7jbbfujj5l8e8yx, amox5xqwe8gybft16wa7qbufp, daqovjw2z3rsq6rs1vq38980l, eincxi6xa1nrhr9qldtxboyqd, 2m6wew2746q1xsoio3703t8t1, ek8x7y3jt0xcebttt75qi5exh, 66f0rjs4c2yih8phn6meyj74l, 2hkkfeyzmu2pkqgjw3bpl7cnp, 1cfhmihovl78l8osqbo1w9nth, 9ohn9m84cy89huz745lirkted, 1tbavyz1q1hq1fqcoc3gijutx, 9n2d2dv38kp2exb7z3xh2ykiy, cij18xj0bx2zyx3mi9xwykn9x, dz9ye5g98flhuscti7l8nillh, eb16y0nh6ekr5yyrgfqigyq5l, 6fi5hacjc8lj8zej0d2lfq66t",4259885141,197,735,4259885143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259885139,194,eincxi6xa1nrhr9qldtxboyqd,4259885131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4259885133,59,"1, 15, 21, 5, 18, 16, 19, 17, 20, 28, 11, 7, 8, 10, 22, 23, 27, 30",4259885137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545399083,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-05-07T17:04:21.878Z,2023-05-08T17:05:20Z,4259897229,194,8k21bzux0l41m2cdsuetbco9h,4259897225,130,4,4259897219,30,"ds8eeciyv1vk6nwh26qgy1lg5, e6s5iphbrws04dxrvw0xqd7f9, 8kmne7pn10uwqe6g1kc4w69cl, ekmg1wlig0qdtzhafm3lwsz4l, 8j67kyyfq5i300eeqbihgcqfp, 3c80px00lrpe84s9yurszqcid, 9x4qkir5sofsdi6jf3qdnvgx6, bqbs20rirfi1eh7k7ss4pt0ix, 27iu58a0k5jqsxidnaxbothbd, 8k21bzux0l41m2cdsuetbco9h, e2lt71eeqb97hw6wnebjrrgt1, 6flq1204p7494fm1ct06w6ket, 8zpj2ov0kc2d7a2b14ys2y8dl, c4ptt043q3lm4npuwpyviprdh, 24i5v2hlbeen8brcaa79oqjft, bdiuv7a7j50drm3gsc9ne28dl, egxn1df9397tv24tzmbmjc44",4259897227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4259897221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4259897233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259897231,197,727,4259897223,59,"18, 20, 2, 7, 4, 5, 10, 28, 25, 14, 22, 8, 12, 21, 23, 27, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545421919,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-05-07T17:45:47.112Z,2023-05-08T16:13:26Z,4260025869,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545421905,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-05-07T17:45:47.112Z,2023-05-07T17:45:47Z,4260025775,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545421953,3,1,1,0,1,spi3g782q7m4evjxn1sv6cfa,1,50,50,2023-05-07T17:45:48.212Z,2023-05-08T16:14:04Z,4260026047,140,27.6,4260026055,279,S,4260026049,141,53.4,4260026053,213,3.0,4260026045,56,Back,4260026051,212,23.6,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545421991,4,1,1,0,4,spi3g782q7m4evjxn1sv6cfa,1,26.9,55.4,2023-05-07T17:45:51.180Z,2023-05-07T17:45:54Z,4260026245,141,77.6,4260026241,56,Back,4260026243,140,32.6,4260026247,212,16.2,4260026249,213,1.2,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545422015,5,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,34.2,82.3,2023-05-07T17:45:54.836Z,2023-05-07T17:45:57Z,4260026367,140,64.9,4260026375,1,,4260026363,155,,4260026369,141,80.3,4260026373,213,6.2,4260026371,212,32.3,4260026365,56,Left,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545422023,6,44,1,0,9,spi3g782q7m4evjxn1sv6cfa,1,68.6,84,2023-05-07T17:45:56.316Z,2023-05-08T16:14:58Z,4260026429,56,Left,4260026455,233,3,4260026433,286,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545422013,3,44,1,0,9,7kt37xy93vjy6wac8vq6fqz3g,0,31.4,16,2023-05-07T17:45:56.317Z,2023-05-08T16:14:56Z,4260026463,233,6,4260026351,56,Back,4260026353,285,,,,,,,,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545422063,7,2,1,0,10,spi3g782q7m4evjxn1sv6cfa,1,64.9,80.3,2023-05-07T17:45:58.044Z,2023-05-07T17:47:49Z,4260026691,141,86.2,4260026689,140,87.5,4260026687,56,Left,4260026683,7,1cfhmihovl78l8osqbo1w9nth,4260026685,3,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
