id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/13/value,qualifier/14/value,qualifier/16/value
2519234603,4,5,1,0,17,cz26xwowfjp8ei14n9z2ac135,1,29.5,102,2023-03-12T15:01:46.659Z,2023-03-12T15:47:41Z,4093073699,233,8,4093073629,56,Back,4093073631,347,,,,,,,,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234531,8,5,1,0,17,8l30dsub3sutr6j3ruvk650xc,0,70.5,-2,2023-03-12T15:01:46.659Z,2023-03-12T15:01:58Z,4093073243,56,Right,4093073249,347,,4093073717,233,4,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234685,5,1,1,0,28,cz26xwowfjp8ei14n9z2ac135,1,25.6,100,2023-03-12T15:01:57.257Z,2023-03-12T15:02:03Z,4093074075,213,6.0,4093074069,140,47.3,4093074073,212,23.5,4093074067,56,Back,4093074071,141,93.5,4093074065,107,,4093074077,1,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234701,6,1,1,0,34,cz26xwowfjp8ei14n9z2ac135,0,61.9,95.7,2023-03-12T15:02:03.729Z,2023-03-12T15:02:05Z,4093074159,141,96.0,4093074161,212,4.3,4093074203,233,9,4093074157,140,57.8,4093074155,56,Left,4093074207,286,,4093074201,236,,4093074163,213,3.1,29r8ofc6v5wms17o8vq6myw2d,A. Thestrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234699,9,74,1,0,34,8l30dsub3sutr6j3ruvk650xc,1,37.5,2.5,2023-03-12T15:02:03.730Z,2023-03-12T15:02:06Z,4093074233,233,6,4093074147,285,,4093074145,56,Back,,,,,,,,,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234831,7,5,1,0,36,cz26xwowfjp8ei14n9z2ac135,1,60.6,101.4,2023-03-12T15:02:04.824Z,2023-03-12T15:47:41Z,4093074853,56,Left,4093074877,233,10,4093074855,347,,,,,,,,,,,,,,,,,29r8ofc6v5wms17o8vq6myw2d,A. Thestrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234711,10,5,1,0,36,8l30dsub3sutr6j3ruvk650xc,0,39.4,-1.4,2023-03-12T15:02:04.824Z,2023-03-12T15:02:13Z,4093074219,56,Back,4093074919,233,7,4093074221,347,,,,,,,,,,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234905,8,1,1,0,43,cz26xwowfjp8ei14n9z2ac135,0,59.1,100,2023-03-12T15:02:12.785Z,2023-03-12T15:02:17Z,4093075229,107,,4093075239,213,6.1,4093075231,56,Left,4093075237,212,20.7,4093075233,140,78.5,4093075235,141,95.7,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234907,11,8,1,0,48,8l30dsub3sutr6j3ruvk650xc,1,27,1.6,2023-03-12T15:02:17.768Z,2023-03-12T15:02:17Z,4093075241,56,Back,,,,,,,,,,,,,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235083,9,5,1,0,49,cz26xwowfjp8ei14n9z2ac135,1,74.1,102,2023-03-12T15:02:18.176Z,2023-03-12T15:47:41Z,4093076193,56,Left,4093076221,233,12,4093076195,347,,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234925,12,5,1,0,49,8l30dsub3sutr6j3ruvk650xc,0,25.9,-2,2023-03-12T15:02:18.176Z,2023-03-12T15:02:30Z,4093076233,233,9,4093075323,347,,4093075321,56,Back,,,,,,,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235113,10,1,1,1,1,cz26xwowfjp8ei14n9z2ac135,1,76.2,100,2023-03-12T15:02:29.970Z,2023-03-12T15:02:32Z,4093076387,107,,4093076397,213,5.8,4093076389,56,Left,4093076391,140,89.1,4093076393,141,90.6,4093076395,212,15.6,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235117,11,61,1,1,3,cz26xwowfjp8ei14n9z2ac135,0,89.1,90.6,2023-03-12T15:02:32.185Z,2023-03-12T15:02:32Z,4093076411,56,Left,,,,,,,,,,,,,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235153,13,1,1,1,5,8l30dsub3sutr6j3ruvk650xc,1,19,16.5,2023-03-12T15:02:33.889Z,2023-03-12T15:02:34Z,4093076607,213,2.3,4093076599,56,Back,4093076601,140,14.8,4093076605,212,7.0,4093076603,141,24.4,,,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235173,14,1,1,1,5,8l30dsub3sutr6j3ruvk650xc,1,14.8,24.4,2023-03-12T15:02:34.632Z,2023-03-12T15:02:35Z,4093076721,141,11.9,4093076719,140,19.5,4093076723,212,9.8,4093076725,213,5.2,4093076717,56,Back,,,,,,,,,,dw2a5y50m5vbzpy53w2e7n179,R. Corsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235175,15,49,1,1,6,8l30dsub3sutr6j3ruvk650xc,1,19.5,11.9,2023-03-12T15:02:35.656Z,2023-03-12T15:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235203,16,1,1,1,7,8l30dsub3sutr6j3ruvk650xc,1,19.5,11.9,2023-03-12T15:02:36Z,2023-03-12T15:02:37Z,4093076893,141,28.0,4093076895,212,12.9,4093076887,56,Back,4093076897,213,2.1,4093076891,140,13.0,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235247,17,1,1,1,8,8l30dsub3sutr6j3ruvk650xc,1,13,28,2023-03-12T15:02:37.688Z,2023-03-12T15:02:40Z,4093077141,212,16.4,4093077135,56,Back,4093077143,213,1.8,4093077139,141,51.6,4093077137,140,9.9,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235329,18,1,1,1,11,8l30dsub3sutr6j3ruvk650xc,1,13.2,53.7,2023-03-12T15:02:40.368Z,2023-03-12T15:02:45Z,4093077507,213,1.2,4093077499,56,Back,4093077501,140,21.7,4093077505,212,22.3,4093077503,141,83.8,,,,,,,,,,dw2a5y50m5vbzpy53w2e7n179,R. Corsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235425,19,1,1,1,18,8l30dsub3sutr6j3ruvk650xc,1,27.8,85,2023-03-12T15:02:46.816Z,2023-03-12T15:02:52Z,4093078035,56,Center,4093078041,212,25.8,4093078039,141,70.3,4093078043,213,5.9,4093078037,140,50.5,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235481,20,1,1,1,23,8l30dsub3sutr6j3ruvk650xc,0,63.4,70.5,2023-03-12T15:02:52.665Z,2023-03-12T15:02:55Z,4093078283,212,17.2,4093078285,213,0.6,4093078281,141,84.8,4093078279,140,76.9,4093078277,56,Left,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235457,12,1,1,1,24,cz26xwowfjp8ei14n9z2ac135,0,22.2,15.1,2023-03-12T15:02:53.681Z,2023-03-12T15:03:13Z,4093078881,213,6.2,4093078879,212,2.4,4093079869,233,21,4093079873,286,,4093078187,56,Back,4093078877,141,14.7,4093079867,236,,4093078875,140,24.5,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,4093078873,157,4093078883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235563,21,74,1,1,24,8l30dsub3sutr6j3ruvk650xc,1,76,84.7,2023-03-12T15:02:53.682Z,2023-03-12T15:55:35Z,4093078735,56,Left,4093078737,285,,4093079893,233,12,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235657,22,1,1,1,33,8l30dsub3sutr6j3ruvk650xc,0,71.7,75.4,2023-03-12T15:03:02.408Z,2023-03-12T15:04:01Z,4093079219,141,63.0,4093079223,213,6.0,4093079217,140,100.0,4093079225,1,,4093079213,155,,4093079215,56,Center,4093079221,212,32.6,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235623,13,5,1,1,34,cz26xwowfjp8ei14n9z2ac135,1,-1.2,39.2,2023-03-12T15:03:03.393Z,2023-03-12T15:03:06Z,4093079277,233,23,4093079045,346,,4093079043,56,Back,,,,,,,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235663,23,5,1,1,34,8l30dsub3sutr6j3ruvk650xc,0,101.2,60.8,2023-03-12T15:03:03.393Z,2023-03-12T15:47:42Z,4093079249,56,Center,4093079251,346,,4093079309,233,13,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236027,14,1,1,1,59,cz26xwowfjp8ei14n9z2ac135,0,5,37,2023-03-12T15:03:28.009Z,2023-03-12T15:03:29Z,4093081223,1,,4093081217,141,76.1,4093081225,74,,4093081219,212,48.9,4093081211,124,,4093081221,213,0.6,4093081213,56,Back,4093081215,140,44.1,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236069,15,44,1,2,2,cz26xwowfjp8ei14n9z2ac135,1,47.4,62.6,2023-03-12T15:03:30.920Z,2023-03-12T15:03:41Z,4093081395,285,,4093082209,233,26,4093081393,56,Back,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236159,26,44,1,2,2,8l30dsub3sutr6j3ruvk650xc,0,52.6,37.4,2023-03-12T15:03:30.921Z,2023-03-12T15:03:41Z,4093082233,233,15,4093081833,286,,4093081831,56,Center,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236087,16,1,1,2,2,cz26xwowfjp8ei14n9z2ac135,0,46.6,61.8,2023-03-12T15:03:31.489Z,2023-03-12T15:03:32Z,4093081473,3,,4093081483,213,5.8,4093081481,212,10.5,4093081475,56,Center,4093081479,141,55.1,4093081477,140,55.6,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236099,24,1,1,2,3,8l30dsub3sutr6j3ruvk650xc,1,41.4,63,2023-03-12T15:03:31.792Z,2023-03-12T15:03:33Z,4093081555,141,47.6,4093081549,3,,4093081553,140,48.7,4093081559,213,5.3,4093081551,56,Back,4093081557,212,13.0,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236151,25,1,1,2,4,8l30dsub3sutr6j3ruvk650xc,0,47.5,51.8,2023-03-12T15:03:33.344Z,2023-03-12T15:03:37Z,4093081793,155,,4093081795,56,Center,4093081799,141,56.0,4093081803,213,0.2,4093081801,212,13.4,4093081797,140,60.0,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236183,17,1,1,2,8,cz26xwowfjp8ei14n9z2ac135,1,36.2,47.5,2023-03-12T15:03:37.608Z,2023-03-12T15:03:39Z,4093081967,141,38.8,4093081965,140,32.0,4093081969,212,7.4,4093081961,3,,4093081971,213,4.1,4093081963,56,Back,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236219,18,1,1,2,10,cz26xwowfjp8ei14n9z2ac135,0,30.9,37,2023-03-12T15:03:39.104Z,2023-03-12T15:03:40Z,4093082195,213,0.0,4093082193,212,34.9,4093082185,157,,4093082197,1,,4093082187,56,Center,4093082191,141,39.2,4093082189,140,64.1,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236273,27,44,1,2,13,8l30dsub3sutr6j3ruvk650xc,1,46.2,60.7,2023-03-12T15:03:41.897Z,2023-03-12T15:03:43Z,4093082485,233,19,4093082457,56,Back,4093082459,285,,,,,,,,,,,,,,,,,dw2a5y50m5vbzpy53w2e7n179,R. Corsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236271,19,44,1,2,13,cz26xwowfjp8ei14n9z2ac135,0,53.8,39.3,2023-03-12T15:03:41.898Z,2023-03-12T15:03:44Z,4093082449,56,Center,4093082453,286,,4093082499,233,27,,,,,,,,,,,,,,,,29r8ofc6v5wms17o8vq6myw2d,A. Thestrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236307,28,1,1,2,13,8l30dsub3sutr6j3ruvk650xc,0,48.7,58.8,2023-03-12T15:03:42.281Z,2023-03-12T16:58:16Z,4093082581,140,62.6,4093082579,56,Center,4093082591,213,6.0,4093082587,212,15.4,4093082573,3,,4093082583,141,51.8,,,,,,,dw2a5y50m5vbzpy53w2e7n179,R. Corsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236357,20,50,1,2,17,cz26xwowfjp8ei14n9z2ac135,1,38.4,42.9,2023-03-12T15:03:46.167Z,2023-03-12T15:03:48Z,4093082903,286,,4093082901,56,Back,4093082975,233,29,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236349,29,7,1,2,17,8l30dsub3sutr6j3ruvk650xc,1,61.6,57.1,2023-03-12T15:03:46.168Z,2023-03-12T15:03:48Z,4093082971,233,20,4093082869,56,Center,4093082871,285,,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236373,30,1,1,2,18,8l30dsub3sutr6j3ruvk650xc,1,61.6,52.4,2023-03-12T15:03:47.026Z,2023-03-12T15:03:48Z,4093082995,212,7.7,4093082983,56,Center,4093083001,213,0.2,4093082991,141,54.3,4093082987,140,68.8,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236363,21,43,1,2,18,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-03-12T15:03:47.745Z,2023-03-12T15:03:49Z,4093082923,56,Back,4093083147,144,50,4093082925,286,0,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236391,31,1,1,2,19,8l30dsub3sutr6j3ruvk650xc,1,70,54.8,2023-03-12T15:03:48.216Z,2023-03-12T15:03:49Z,4093083087,212,12.5,4093083083,140,68.2,4093083089,213,4.6,4093083085,141,36.7,4093083081,56,Center,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236419,32,1,1,2,20,8l30dsub3sutr6j3ruvk650xc,0,68.2,36.7,2023-03-12T15:03:49.640Z,2023-03-12T15:03:50Z,4093083241,212,30.2,4093083233,155,,4093083235,56,Center,4093083237,140,93.1,4093083243,213,0.5,4093083239,141,58.8,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236457,22,52,1,2,23,cz26xwowfjp8ei14n9z2ac135,1,7.1,36.3,2023-03-12T15:03:52.016Z,2023-03-12T15:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236621,23,1,1,2,28,cz26xwowfjp8ei14n9z2ac135,1,12.6,40.3,2023-03-12T15:03:56.928Z,2023-03-12T15:04:02Z,4093084247,56,Back,4093084255,213,1.4,4093084253,212,12.9,4093084249,140,15.1,4093084251,141,58.8,4093084245,123,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236657,24,1,1,2,33,cz26xwowfjp8ei14n9z2ac135,1,22.9,69.9,2023-03-12T15:04:02.075Z,2023-03-12T15:04:04Z,4093084435,141,98.4,4093084433,140,28.7,4093084431,56,Back,4093084439,213,1.3,4093084437,212,20.3,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236697,25,1,1,2,35,cz26xwowfjp8ei14n9z2ac135,0,29.5,96.8,2023-03-12T15:04:04.305Z,2023-03-12T15:04:06Z,4093084657,140,67.5,4093084661,212,40.2,4093084659,141,90.0,4093084663,213,6.2,4093084665,1,,4093084653,155,,4093084655,56,Left,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236749,33,1,1,2,39,8l30dsub3sutr6j3ruvk650xc,0,35,28.5,2023-03-12T15:04:07.969Z,2023-03-12T15:04:08Z,4093084937,56,Back,4093084939,140,43.4,4093084943,212,10.4,4093084945,213,5.7,4093084935,3,,4093084941,141,20.4,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236743,26,8,1,2,39,cz26xwowfjp8ei14n9z2ac135,1,61.1,82.7,2023-03-12T15:04:08.401Z,2023-03-12T15:04:08Z,4093084897,56,Left,,,,,,,,,,,,,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519236807,34,4,1,2,43,8l30dsub3sutr6j3ruvk650xc,1,41.6,24.9,2023-03-12T15:04:11.848Z,2023-03-12T15:04:23Z,4093085185,13,,4093085193,286,,4093086067,233,27,4093085189,152,,4093085191,265,,4093085187,56,Back,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
