id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2479457741,5,6,1,0,13,9ijyncrxsejz505dbadwr1dir,1,98.5,77.4,2022-10-30T14:01:29.624Z,2022-10-30T14:01:31Z,3883578433,73,,3883578465,233,7,3883578431,56,Center,,,,,,,,,,,,,,,,xfhvn9tfu8wwd1whgo1jgand,N. Karczewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457733,7,6,1,0,13,dcdnoyf6kzhj46iyfm7xq43fy,0,1.5,22.6,2022-10-30T14:01:29.624Z,2022-10-30T14:09:17Z,3883578495,233,5,3883578401,73,,3883578399,56,Back,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458397,6,1,1,0,39,9ijyncrxsejz505dbadwr1dir,0,99.5,99.5,2022-10-30T14:01:55.159Z,2022-10-30T14:01:59Z,3883581637,155,,3883581641,56,Center,3883581647,212,25.6,3883581645,141,62.0,3883581635,6,,3883581633,2,,3883581643,140,97.3,3883581649,213,4.6,ceww6vauxaqddgogso515rcru,A. Ale,3883581639,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458465,8,8,1,0,45,dcdnoyf6kzhj46iyfm7xq43fy,1,5.2,39.5,2022-10-30T14:02:01.339Z,2022-10-30T14:02:01Z,3883581995,56,Back,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458589,7,6,1,0,46,9ijyncrxsejz505dbadwr1dir,1,98,71.4,2022-10-30T14:02:02.890Z,2022-10-30T14:09:17Z,3883582701,56,Center,3883582703,73,,3883582719,233,9,,,,,,,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458509,9,6,1,0,46,dcdnoyf6kzhj46iyfm7xq43fy,0,2,28.6,2022-10-30T14:02:02.890Z,2022-10-30T14:02:07Z,3883582739,233,7,3883582197,56,Back,3883582199,73,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458837,8,1,1,0,56,9ijyncrxsejz505dbadwr1dir,1,99.5,99.5,2022-10-30T14:02:12.016Z,2022-10-30T14:02:57Z,3883584085,6,,3883584093,212,22.1,3883589043,25,,3883584087,56,Left,3883584089,140,80.0,3883584091,141,87.4,3883589041,210,16,3883584095,213,3.5,z8vdz64bgqus4c85451nsrf9,A. James,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458845,9,16,1,1,2,9ijyncrxsejz505dbadwr1dir,1,78.7,74.5,2022-10-30T14:02:18.568Z,2022-10-30T14:02:57Z,3883589101,102,49.4,3883584143,56,Center,3883589109,231,50.2,3883586131,25,,3883586141,374,2022-10-30 14:02:16.895,3883584139,18,,3883589105,215,,3883589093,79,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,3883589107,230,,99.4,3883586135,20,3883589095,29,3883586145,375,01:00.930,3883589097,55,8,3883589103,103,31.6,,,,,,,,,,,,
2479459899,10,1,1,1,40,dcdnoyf6kzhj46iyfm7xq43fy,1,49.7,50.3,2022-10-30T14:02:56.554Z,2022-10-30T14:03:02Z,3883589643,279,G,3883589633,141,45.2,3883589641,213,3.3,3883589627,140,30.4,3883589639,212,20.6,3883589621,56,Back,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460007,11,1,1,1,46,dcdnoyf6kzhj46iyfm7xq43fy,1,33.8,43,2022-10-30T14:03:02.393Z,2022-10-30T14:03:26Z,3883590093,140,36.7,3883590099,213,4.8,3883590097,212,23.1,3883590091,56,Back,3883590095,141,9.4,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460117,12,1,1,1,50,dcdnoyf6kzhj46iyfm7xq43fy,0,37,9.1,2022-10-30T14:03:06.778Z,2022-10-30T14:03:10Z,3883590635,212,56.9,3883590623,155,,3883590629,140,90.2,3883590637,213,0.2,3883590639,1,,3883590633,141,24.9,3883590625,56,Center,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460083,10,49,1,1,53,9ijyncrxsejz505dbadwr1dir,1,14.7,75.9,2022-10-30T14:03:09.768Z,2022-10-30T14:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460141,11,1,1,1,54,9ijyncrxsejz505dbadwr1dir,1,14.7,75.9,2022-10-30T14:03:10.306Z,2022-10-30T14:03:12Z,3883590751,213,3.9,3883590743,56,Back,3883590747,141,65.2,3883590745,140,7.9,3883590749,212,10.2,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460179,12,1,1,1,56,9ijyncrxsejz505dbadwr1dir,0,7.9,65.2,2022-10-30T14:03:12.017Z,2022-10-30T14:03:13Z,3883590923,141,100.0,3883590919,56,Back,3883590929,1,,3883590921,140,22.6,3883590927,213,1.0,3883590917,157,,3883590925,212,28.7,,,,7f3opq72gey1boxe6vcgmfvth,T. Korpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460189,13,5,1,1,57,9ijyncrxsejz505dbadwr1dir,0,24.9,100.9,2022-10-30T14:03:13.198Z,2022-10-30T14:03:27Z,3883590961,56,Back,3883592561,233,13,3883590963,347,,,,,,,,,,,,,,,,,7f3opq72gey1boxe6vcgmfvth,T. Korpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460467,13,5,1,1,57,dcdnoyf6kzhj46iyfm7xq43fy,1,75.1,-0.9,2022-10-30T14:03:13.198Z,2022-10-30T14:09:20Z,3883592525,233,13,3883592465,347,,3883592463,56,Right,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461017,14,1,1,2,11,dcdnoyf6kzhj46iyfm7xq43fy,1,72.7,0,2022-10-30T14:03:27.073Z,2022-10-30T14:03:46Z,3883595265,56,Right,3883595269,141,13.1,3883595271,212,13.6,3883595267,140,63.6,3883595263,107,,3883595273,213,2.4,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461463,16,1,1,2,12,dcdnoyf6kzhj46iyfm7xq43fy,1,83.2,14.4,2022-10-30T14:03:28.561Z,2022-10-30T14:04:06Z,3883597527,56,Right,3883597539,213,3.5,3883597533,141,5.5,3883597525,152,,3883597523,5,,3883597537,212,18.9,3883597529,140,66.1,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461027,15,4,1,2,19,dcdnoyf6kzhj46iyfm7xq43fy,1,71.1,6.4,2022-10-30T14:03:35.882Z,2022-10-30T14:04:13Z,3883598517,233,14,3883595319,286,,3883595315,152,,3883595313,56,Right,3883595317,265,,3883595311,13,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460781,14,4,1,2,19,9ijyncrxsejz505dbadwr1dir,0,28.9,93.6,2022-10-30T14:03:35.883Z,2022-10-30T14:04:14Z,3883594065,152,,3883594069,285,,3883594067,265,,3883594063,56,Back,3883598547,233,15,3883594061,13,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461055,15,27,1,2,29,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-10-30T14:03:45.122Z,2022-10-30T14:04:29Z,3883600681,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461839,17,27,1,2,29,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-10-30T14:03:45.122Z,2022-10-30T14:04:29Z,3883599429,41,Injury,3883599431,53,a1654m0k2rptsqkxj96s955n9,3883600651,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479462141,16,28,1,3,14,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-10-30T14:04:30.498Z,2022-10-30T14:04:32Z,3883600967,55,15,3883601051,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479462097,18,28,1,3,14,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-10-30T14:04:30.498Z,2022-10-30T14:04:32Z,3883601013,233,16,3883600823,55,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479462633,19,1,1,3,32,dcdnoyf6kzhj46iyfm7xq43fy,0,73.6,4.6,2022-10-30T14:04:48.673Z,2022-10-30T14:04:50Z,3883603375,152,,3883603377,56,Center,3883603371,5,,3883603383,212,29.7,3883603385,213,1.0,3883603369,2,,3883603379,140,87.7,3883603373,155,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,3883603381,141,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,
2479462697,17,12,1,3,36,9ijyncrxsejz505dbadwr1dir,1,11,52.1,2022-10-30T14:04:52.033Z,2022-10-30T14:04:53Z,3883603767,212,11.7,3883603807,15,,3883603747,56,Back,3883603757,141,36.6,3883603775,213,4.3,3883603751,140,6.2,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479462871,18,52,1,3,43,9ijyncrxsejz505dbadwr1dir,1,4.7,43.3,2022-10-30T14:04:59.841Z,2022-10-30T14:04:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7f3opq72gey1boxe6vcgmfvth,T. Korpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463053,19,1,1,3,48,9ijyncrxsejz505dbadwr1dir,1,12.7,51.5,2022-10-30T14:05:04.865Z,2022-10-30T14:05:07Z,3883605571,141,70.5,3883605567,56,Back,3883605575,213,1.1,3883605565,123,,3883605573,212,14.8,3883605569,140,19.5,,,,,,,7f3opq72gey1boxe6vcgmfvth,T. Korpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463121,20,1,1,3,51,9ijyncrxsejz505dbadwr1dir,1,19.4,75,2022-10-30T14:05:07.545Z,2022-10-30T14:05:10Z,3883605913,141,93.0,3883605917,213,1.6,3883605911,140,19.5,3883605909,56,Back,3883605915,212,12.2,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463185,21,1,1,3,54,9ijyncrxsejz505dbadwr1dir,0,19.5,93,2022-10-30T14:05:10.312Z,2022-10-30T14:08:50Z,3883606249,212,9.0,3883606245,140,28.1,3883606251,213,6.3,3883606243,56,Back,3883606247,141,92.6,,,,,,,,,,ceww6vauxaqddgogso515rcru,A. Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463153,20,61,1,3,56,dcdnoyf6kzhj46iyfm7xq43fy,1,64.2,5.2,2022-10-30T14:05:12.094Z,2022-10-30T14:05:12Z,3883606091,56,Right,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463199,22,61,1,3,57,9ijyncrxsejz505dbadwr1dir,1,28.1,92.6,2022-10-30T14:05:13.643Z,2022-10-30T14:05:13Z,3883606303,56,Back,,,,,,,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463243,21,49,1,3,59,dcdnoyf6kzhj46iyfm7xq43fy,1,69.1,9.1,2022-10-30T14:05:15.145Z,2022-10-30T14:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463321,22,1,1,3,59,dcdnoyf6kzhj46iyfm7xq43fy,1,69.1,9.1,2022-10-30T14:05:15.241Z,2022-10-30T14:05:18Z,3883606789,212,5.8,3883606781,56,Right,3883606795,213,2.4,3883606783,140,65.0,3883606787,141,14.9,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463377,23,1,1,4,2,dcdnoyf6kzhj46iyfm7xq43fy,1,59.9,23.4,2022-10-30T14:05:18.521Z,2022-10-30T14:05:20Z,3883607077,56,Back,3883607083,212,19.2,3883607085,213,3.0,3883607079,140,41.8,3883607081,141,27.1,,,,,,,,,,cluv8to27h67l6upuanv59bai,L. Bance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463505,24,1,1,4,4,dcdnoyf6kzhj46iyfm7xq43fy,1,41.8,27.1,2022-10-30T14:05:20.377Z,2022-10-30T14:05:24Z,3883607729,213,2.1,3883607731,1,,3883607723,140,25.5,3883607725,141,67.5,3883607721,56,Back,3883607727,212,32.4,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463565,25,1,1,4,8,dcdnoyf6kzhj46iyfm7xq43fy,1,25.5,67.5,2022-10-30T14:05:24.577Z,2022-10-30T14:05:27Z,3883608039,56,Back,3883608043,141,34.2,3883608045,212,22.7,3883608041,140,27.1,3883608047,213,4.8,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463905,26,1,1,4,15,dcdnoyf6kzhj46iyfm7xq43fy,1,29.7,35.5,2022-10-30T14:05:31.553Z,2022-10-30T14:05:39Z,3883609727,212,24.7,3883609723,140,26.5,3883609721,56,Back,3883609725,141,71.5,3883609729,213,1.7,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463921,27,1,1,4,23,dcdnoyf6kzhj46iyfm7xq43fy,0,29.4,73.8,2022-10-30T14:05:39.825Z,2022-10-30T14:05:58Z,3883609813,213,0.4,3883609811,212,38.0,3883609807,140,62.4,3883609803,155,,3883609809,141,96.6,3883609805,56,Left,3883609815,1,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479463987,23,8,1,4,26,9ijyncrxsejz505dbadwr1dir,1,29.2,6.8,2022-10-30T14:05:42.513Z,2022-10-30T14:05:42Z,3883610077,56,Back,,,,,,,,,,,,,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464161,28,61,1,4,35,dcdnoyf6kzhj46iyfm7xq43fy,0,91.7,82.3,2022-10-30T14:05:51.097Z,2022-10-30T14:05:55Z,3883611047,56,Left,,,,,,,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464273,24,5,1,4,37,9ijyncrxsejz505dbadwr1dir,1,-0.9,33,2022-10-30T14:05:53.209Z,2022-10-30T14:09:20Z,3883611693,233,29,3883611629,346,,3883611627,56,Back,,,,,,,,,,,,,,,,ceww6vauxaqddgogso515rcru,A. Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464183,29,5,1,4,37,dcdnoyf6kzhj46iyfm7xq43fy,0,100.9,67,2022-10-30T14:05:53.209Z,2022-10-30T14:05:56Z,3883611181,346,,3883611179,56,Center,3883611721,233,24,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464593,25,1,1,4,50,9ijyncrxsejz505dbadwr1dir,1,5.1,55.1,2022-10-30T14:06:06.777Z,2022-10-30T14:06:10Z,3883613439,56,Back,3883613443,141,75.6,3883613445,212,14.2,3883613441,140,7.7,3883613451,237,,3883613437,124,,3883613447,213,1.4,,,,7f3opq72gey1boxe6vcgmfvth,T. Korpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464673,26,1,1,4,54,9ijyncrxsejz505dbadwr1dir,1,9.1,81.5,2022-10-30T14:06:10.361Z,2022-10-30T14:06:13Z,3883613883,141,69.6,3883613877,155,,3883613889,1,,3883613887,213,6.1,3883613881,140,47.5,3883613879,56,Back,3883613885,212,41.1,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464699,27,1,1,4,57,9ijyncrxsejz505dbadwr1dir,0,47.5,69.6,2022-10-30T14:06:13.490Z,2022-10-30T14:06:14Z,3883614021,141,79.1,3883614017,56,Left,3883614023,212,17.3,3883614025,213,0.4,3883614019,140,62.8,3883614015,3,,,,,,,,xfhvn9tfu8wwd1whgo1jgand,N. Karczewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479465453,30,44,1,4,58,dcdnoyf6kzhj46iyfm7xq43fy,1,48.4,30.2,2022-10-30T14:06:14.304Z,2022-10-30T14:09:09Z,3883618099,56,Back,3883639523,233,50,3883639527,285,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479469361,50,44,1,4,58,9ijyncrxsejz505dbadwr1dir,0,51.6,69.8,2022-10-30T14:06:14.305Z,2022-10-30T14:09:09Z,3883638831,56,Center,3883638837,286,,3883639573,233,30,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479465495,31,1,1,4,58,dcdnoyf6kzhj46iyfm7xq43fy,0,54,31.2,2022-10-30T14:06:14.433Z,2022-10-30T14:09:03Z,3883618333,212,13.3,3883618325,3,,3883618327,56,Back,3883618331,141,19.1,3883618329,140,44.1,3883618335,213,3.8,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464883,28,1,1,5,0,9ijyncrxsejz505dbadwr1dir,0,48.9,89.9,2022-10-30T14:06:16.890Z,2022-10-30T14:09:08Z,3883615043,140,61.9,3883615039,3,,3883615049,213,5.9,3883615047,212,15.0,3883615041,56,Left,3883615045,141,80.8,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464989,29,1,1,5,5,9ijyncrxsejz505dbadwr1dir,1,58.4,72.1,2022-10-30T14:06:21.073Z,2022-10-30T14:06:24Z,3883615599,213,3.2,3883615595,141,70.3,3883615591,56,Back,3883615597,212,28.1,3883615593,140,31.7,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479465103,30,1,1,5,8,9ijyncrxsejz505dbadwr1dir,1,32.6,67.5,2022-10-30T14:06:24.689Z,2022-10-30T14:06:29Z,3883616191,212,19.8,3883616185,141,39.2,3883616197,213,4.5,3883616183,140,28.0,3883616181,56,Back,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
