id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2497650483,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-01-15T12:06:03.658Z,2023-01-15T14:14:14Z,3979377183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3979377193,197,726,3979377189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3979377179,30,"8zpj2ov0kc2d7a2b14ys2y8dl, avttb0ne86ra4pqruk0d8al05, 8e7wbpcbwxvdz0fojwuyov3rp, bqbs20rirfi1eh7k7ss4pt0ix, 3c80px00lrpe84s9yurszqcid, 8j67kyyfq5i300eeqbihgcqfp, 9x4qkir5sofsdi6jf3qdnvgx6, e2lt71eeqb97hw6wnebjrrgt1, 27iu58a0k5jqsxidnaxbothbd, 8k21bzux0l41m2cdsuetbco9h, bmw6mvkeropjorm2rxzw2fzai, 24i5v2hlbeen8brcaa79oqjft, ekmg1wlig0qdtzhafm3lwsz4l, 6flq1204p7494fm1ct06w6ket, 69nz7p1izpw4i8tle2c8hls2y, ds8eeciyv1vk6nwh26qgy1lg5, e6s5iphbrws04dxrvw0xqd7f9, c4ptt043q3lm4npuwpyviprdh, bdiuv7a7j50drm3gsc9ne28dl",3979377187,130,4,3979377191,194,8e7wbpcbwxvdz0fojwuyov3rp,3979377195,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979377185,59,"12, 17, 6, 28, 5, 4, 10, 22, 25, 14, 11, 23, 7, 8, 15, 18, 20, 21, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497652895,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-01-15T12:11:28.149Z,2023-01-15T12:43:29Z,3979390485,30,"3q2zbn0eco577z0ss84g9f2s5, 9aqn77y0knb58698qj46eee39, 16gnoas9x34hm887omkmeee39, 9parlijxpxnfis96jwy9p37bp, 4lshrw6i3uk9kx4kiutn06iuh, 6sq9uor68fca8nz7tes0vfdgp, 1o571356wx95l3qbpbe00o991, 1bpq54voea3pt7n7ppzoyvvth, cannlc91eqjjy24i7keyvyaui, dly0s8kcg05jee3nkwnkd228l, cdyp0hsm3q10ds5tv2ink2qxh, 5op3c93qca8mh67vkwrb3tvpx, 3rh7yurfuhun7zvoymgjb7g7p, 34vcol9n5hg1tv2v4tiq0et0q, b0fb391qk3blyandllrxt6fh1, dltovemexu20xdg1ff55b1ed, 2eoggfnen5l1u32thxevo3sb8",3979390495,194,16gnoas9x34hm887omkmeee39,3979390493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3979390489,59,"25, 9, 3, 5, 14, 2, 27, 10, 12, 11, 51, 1, 7, 15, 17, 18, 30",3979390499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979390497,197,5142,3979390487,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3979390491,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674725,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-01-15T13:03:15.299Z,2023-01-15T13:03:17Z,3979505803,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674719,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-01-15T13:03:15.299Z,2023-01-15T13:03:15Z,3979505777,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674739,3,1,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,49.7,50.6,2023-01-15T13:03:15.399Z,2023-01-15T14:26:01Z,3979505885,141,49.9,3979505889,213,3.2,3979505883,140,42.8,3979758505,278,,3979505891,279,S,3979505881,56,Back,3979505887,212,7.3,,,,dly0s8kcg05jee3nkwnkd228l,L. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674771,4,1,1,0,2,bsbugp9qfasrrtg55bf7evvwv,1,42.8,49.9,2023-01-15T13:03:17.801Z,2023-01-15T13:03:19Z,3979506057,213,5.5,3979506049,56,Back,3979506055,212,2.9,3979506051,140,44.8,3979506053,141,46.9,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674783,5,1,1,0,4,bsbugp9qfasrrtg55bf7evvwv,1,44.8,46.9,2023-01-15T13:03:19.657Z,2023-01-15T13:03:20Z,3979506125,141,47.9,3979506121,56,Center,3979506127,212,6.2,3979506129,213,0.1,3979506123,140,50.7,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674821,6,1,1,0,5,bsbugp9qfasrrtg55bf7evvwv,1,50.7,47.9,2023-01-15T13:03:20.713Z,2023-01-15T13:03:25Z,3979506341,212,17.9,3979506339,141,22.8,3979506337,140,45.6,3979506343,213,4.4,3979506335,56,Back,,,,,,,,,,dly0s8kcg05jee3nkwnkd228l,L. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674855,7,1,1,0,9,bsbugp9qfasrrtg55bf7evvwv,1,53.8,11.7,2023-01-15T13:03:25.233Z,2023-01-15T13:03:29Z,3979506561,212,18.4,3979506555,56,Back,3979506557,140,38.5,3979506559,141,24.9,3979506563,213,2.6,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497674875,8,1,1,0,14,bsbugp9qfasrrtg55bf7evvwv,1,40.2,35.4,2023-01-15T13:03:29.865Z,2023-01-15T13:03:32Z,3979506687,212,19.9,3979506681,56,Back,3979506683,140,32.5,3979506689,213,2.0,3979506685,141,62.1,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
