id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value
2476538695,214,1,1,20,9,spi3g782q7m4evjxn1sv6cfa,1,55.2,0,2022-10-23T18:05:32.441Z,2022-10-23T18:05:34Z,3868051849,213,2.5,3868051841,140,41.9,3868051831,107,,3868051847,212,17.2,3868051835,56,Back,3868051845,141,13.1,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476538743,215,1,1,20,11,spi3g782q7m4evjxn1sv6cfa,1,41.9,13.1,2022-10-23T18:05:34.345Z,2022-10-23T18:05:38Z,3868052095,56,Back,3868052101,212,21.8,3868052097,140,34.1,3868052099,141,42.8,3868052105,213,2.0,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476538797,216,1,1,20,15,spi3g782q7m4evjxn1sv6cfa,1,34.4,43,2022-10-23T18:05:38.409Z,2022-10-23T18:05:41Z,3868052365,140,38.2,3868052371,213,1.4,3868052369,212,24.5,3868052367,141,78.5,3868052363,56,Back,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476538839,217,1,1,20,18,spi3g782q7m4evjxn1sv6cfa,1,43.2,78.5,2022-10-23T18:05:41.433Z,2022-10-23T18:05:44Z,3868052571,141,93.6,3868052565,56,Left,3868052573,212,26.8,3868052569,140,66.8,3868052575,213,0.4,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476538899,218,1,1,20,21,spi3g782q7m4evjxn1sv6cfa,1,67.1,90.2,2022-10-23T18:05:44.057Z,2022-10-23T18:05:48Z,3868052881,141,83.3,3868052877,56,Left,3868052887,213,3.4,3868052879,140,51.5,3868052885,212,17.0,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476538951,219,1,1,20,25,spi3g782q7m4evjxn1sv6cfa,1,58.3,72.7,2022-10-23T18:05:48.569Z,2022-10-23T18:05:52Z,3868053215,140,60.0,3868053223,212,20.5,3868053227,213,4.8,3868053209,56,Center,3868053219,141,42.7,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539023,220,1,1,20,29,spi3g782q7m4evjxn1sv6cfa,1,59.6,36.1,2022-10-23T18:05:52.025Z,2022-10-23T18:05:57Z,3868053545,213,3.3,3868053539,140,44.5,3868053543,212,16.0,3868053537,56,Back,3868053541,141,33.4,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539055,221,1,1,20,33,spi3g782q7m4evjxn1sv6cfa,1,58.1,35.2,2022-10-23T18:05:56.969Z,2022-10-23T18:05:59Z,3868053671,213,4.8,3868053665,140,59.0,3868053669,212,11.5,3868053667,141,18.3,3868053663,56,Right,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539091,222,1,1,20,36,spi3g782q7m4evjxn1sv6cfa,1,56.9,17.7,2022-10-23T18:05:59.353Z,2022-10-23T18:06:03Z,3868053901,213,2.8,3868053899,212,18.4,3868053897,141,27.3,3868053893,56,Back,3868053895,140,40.5,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539129,223,1,1,20,40,spi3g782q7m4evjxn1sv6cfa,0,45.7,26.8,2022-10-23T18:06:03.065Z,2022-10-23T18:06:05Z,3868054151,213,0.9,3868054141,56,Left,3868054149,212,45.8,3868054143,140,72.5,3868054147,141,79.9,3868054153,1,,3868054139,155,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539131,128,49,1,20,42,dcdnoyf6kzhj46iyfm7xq43fy,1,24.5,15.5,2022-10-23T18:06:05.315Z,2022-10-23T18:06:05Z,,,,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539205,129,1,1,20,43,dcdnoyf6kzhj46iyfm7xq43fy,1,23.8,17.4,2022-10-23T18:06:06.419Z,2022-10-23T18:06:10Z,3868054595,213,2.4,3868054587,56,Back,3868054593,212,20.0,3868054589,140,10.4,3868054591,141,38.2,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539245,130,1,1,20,47,dcdnoyf6kzhj46iyfm7xq43fy,1,10.6,39.8,2022-10-23T18:06:10.467Z,2022-10-23T18:06:12Z,3868054809,212,9.0,3868054811,213,5.0,3868054807,141,27.3,3868054803,56,Back,3868054805,140,13.3,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539263,131,1,1,20,49,dcdnoyf6kzhj46iyfm7xq43fy,1,15.1,27,2022-10-23T18:06:12.771Z,2022-10-23T18:06:14Z,3868054941,140,24.8,3868054945,212,15.7,3868054939,56,Back,3868054943,141,9.5,3868054947,213,5.4,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539295,132,1,1,20,51,dcdnoyf6kzhj46iyfm7xq43fy,1,24.7,8.9,2022-10-23T18:06:14.035Z,2022-10-23T18:06:16Z,3868055115,141,17.1,3868055117,212,6.7,3868055113,140,21.1,3868055119,213,2.2,3868055111,56,Back,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539397,133,1,1,20,53,dcdnoyf6kzhj46iyfm7xq43fy,1,18,19.8,2022-10-23T18:06:16.715Z,2022-10-23T18:06:23Z,3868055643,56,Back,3868055653,1,,3868055647,141,69.7,3868055649,212,34.0,3868055651,213,1.6,3868055645,140,16.7,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539479,134,1,1,21,0,dcdnoyf6kzhj46iyfm7xq43fy,0,25.1,86.5,2022-10-23T18:06:23.715Z,2022-10-23T18:06:31Z,3868056267,155,,3868056079,212,72.1,3868056083,1,,3868056073,56,Left,3868056077,141,81.1,3868056081,213,6.2,3868056075,140,93.7,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539507,224,49,1,21,8,spi3g782q7m4evjxn1sv6cfa,1,7.8,20.4,2022-10-23T18:06:31.418Z,2022-10-23T18:06:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539563,225,1,1,21,9,spi3g782q7m4evjxn1sv6cfa,1,9.2,27.6,2022-10-23T18:06:32.313Z,2022-10-23T18:06:36Z,3868056433,141,63.9,3868056439,213,0.9,3868056431,140,26.3,3868056435,212,30.5,3868056429,56,Back,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539621,226,1,1,21,15,spi3g782q7m4evjxn1sv6cfa,1,23,49.7,2022-10-23T18:06:38.153Z,2022-10-23T18:06:40Z,3868056773,212,21.7,3868056769,141,78.2,3868056775,213,1.1,3868056765,56,Back,3868056767,140,32.3,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539657,227,1,1,21,17,spi3g782q7m4evjxn1sv6cfa,1,32.3,78.2,2022-10-23T18:06:40.777Z,2022-10-23T18:06:43Z,3868056941,141,50.6,3868056937,56,Back,3868056939,140,24.8,3868056945,213,4.3,3868056943,212,20.4,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539675,228,1,1,21,20,spi3g782q7m4evjxn1sv6cfa,1,29.2,52.7,2022-10-23T18:06:43.784Z,2022-10-23T18:06:45Z,3868057039,212,19.5,3868057033,56,Back,3868057041,213,1.7,3868057037,141,80.9,3868057035,140,26.0,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539737,229,1,1,21,22,spi3g782q7m4evjxn1sv6cfa,1,26,80.9,2022-10-23T18:06:45.480Z,2022-10-23T18:06:53Z,3868057395,212,14.2,3868057389,56,Back,3868057391,140,29.1,3868057393,141,60.6,3868057397,213,4.9,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539745,230,3,1,21,30,spi3g782q7m4evjxn1sv6cfa,0,49.4,86.2,2022-10-23T18:06:53.160Z,2022-10-23T18:06:56Z,3868057435,56,Back,3868057731,233,135,3868057437,286,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539783,135,7,1,21,30,dcdnoyf6kzhj46iyfm7xq43fy,1,50.6,13.8,2022-10-23T18:06:53.161Z,2022-10-23T18:06:56Z,3868057611,56,Right,3868057675,233,230,3868057613,285,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539791,136,49,1,21,32,dcdnoyf6kzhj46iyfm7xq43fy,1,37.7,13.8,2022-10-23T18:06:55.548Z,2022-10-23T18:06:55Z,,,,,,,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539881,137,50,1,21,34,dcdnoyf6kzhj46iyfm7xq43fy,1,40.2,18.3,2022-10-23T18:06:57.255Z,2022-10-23T18:07:02Z,3868058155,56,Back,3868058157,286,,3868058219,233,231,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539843,231,7,1,21,34,spi3g782q7m4evjxn1sv6cfa,1,59.8,81.7,2022-10-23T18:06:57.256Z,2022-10-23T18:07:02Z,3868058209,233,137,3868057995,285,,3868057993,56,Left,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539847,232,61,1,21,35,spi3g782q7m4evjxn1sv6cfa,1,66,74.1,2022-10-23T18:06:58.920Z,2022-10-23T18:06:59Z,3868058005,56,Center,,,,,,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539957,138,4,1,21,38,dcdnoyf6kzhj46iyfm7xq43fy,1,41.7,17.7,2022-10-23T18:07:01.591Z,2022-10-23T18:07:58Z,3868058637,233,233,3868058633,286,,3868058631,152,,3868058625,13,,3868058629,56,Back,3868058627,295,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476539905,233,4,1,21,38,spi3g782q7m4evjxn1sv6cfa,0,58.3,82.3,2022-10-23T18:07:01.592Z,2022-10-23T18:07:08Z,3868058327,152,,3868058323,295,,3868058321,13,,3868058329,285,,3868058645,233,138,3868058325,56,Left,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476540087,139,27,1,21,48,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-10-23T18:07:11.081Z,2022-10-23T18:07:47Z,3868059231,41,Injury,3868059443,233,234,3868059233,53,a1654m0k2rptsqkxj96s955n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476540129,234,27,1,21,48,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-10-23T18:07:11.081Z,2022-10-23T18:07:21Z,3868059447,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476540715,140,28,1,22,53,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-10-23T18:08:16.635Z,2022-10-23T18:19:11Z,3868111259,233,235,3868062659,55,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476540969,235,28,1,22,53,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-10-23T18:08:16.635Z,2022-10-23T18:19:11Z,3868111295,233,140,3868064205,55,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541181,141,1,1,23,35,dcdnoyf6kzhj46iyfm7xq43fy,0,38.9,12.9,2022-10-23T18:08:58.650Z,2022-10-23T18:09:01Z,3868065483,212,48.7,3868065471,56,Center,3868065477,141,63.9,3868065473,140,71.4,3868065489,213,0.8,3868065463,155,,3868065467,152,,3868065495,1,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,3868065461,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541205,236,12,1,23,38,spi3g782q7m4evjxn1sv6cfa,1,34.2,14.7,2022-10-23T18:09:01.663Z,2022-10-23T18:10:54Z,3868065567,56,Back,3868065575,213,5.2,3868065569,140,39.7,3868065621,167,,3868065571,141,0.0,3868065573,212,12.1,3868065589,15,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541367,142,5,1,23,39,dcdnoyf6kzhj46iyfm7xq43fy,1,63,101.5,2022-10-23T18:09:02.554Z,2022-10-23T18:09:15Z,3868066457,233,237,3868066439,347,,3868066435,56,Left,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541213,237,5,1,23,39,spi3g782q7m4evjxn1sv6cfa,0,37,-1.5,2022-10-23T18:09:02.554Z,2022-10-23T19:39:53Z,3868065609,347,,3868065605,56,Back,3868066479,233,142,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541399,143,1,1,23,51,dcdnoyf6kzhj46iyfm7xq43fy,1,57.8,100,2022-10-23T18:09:15.003Z,2022-10-23T18:09:17Z,3868066613,107,,3868066631,213,5.8,3868066619,140,77.4,3868066635,1,,3868066615,56,Left,3868066627,212,23.0,3868066623,141,86.9,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541439,144,1,1,23,54,dcdnoyf6kzhj46iyfm7xq43fy,1,78.6,87.8,2022-10-23T18:09:17.338Z,2022-10-23T18:09:20Z,3868066841,140,80.1,3868066837,3,,3868066847,213,5.2,3868066843,141,83.5,3868066839,56,Left,3868066845,212,3.3,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541443,145,50,1,23,56,dcdnoyf6kzhj46iyfm7xq43fy,1,76.5,85.2,2022-10-23T18:09:19.890Z,2022-10-23T18:09:21Z,3868066859,56,Left,3868066863,286,,3868066951,233,238,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541453,238,7,1,23,56,spi3g782q7m4evjxn1sv6cfa,0,23.5,14.8,2022-10-23T18:09:19.891Z,2022-10-23T18:09:20Z,3868066931,285,,3868066941,233,145,3868066929,56,Back,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541497,146,1,1,24,0,dcdnoyf6kzhj46iyfm7xq43fy,1,74.8,70.5,2022-10-23T18:09:23.298Z,2022-10-23T18:09:24Z,3868067141,140,70.1,3868067147,213,2.7,3868067143,141,73.6,3868067139,56,Center,3868067145,212,5.4,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541525,147,1,1,24,1,dcdnoyf6kzhj46iyfm7xq43fy,1,69.9,73.9,2022-10-23T18:09:24.609Z,2022-10-23T18:09:26Z,3868067309,212,5.3,3868067305,140,71.3,3868067303,56,Left,3868067311,213,1.3,3868067307,141,81.4,,,,,,,,,,cluv8to27h67l6upuanv59bai,L. Bance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541555,148,1,1,24,3,dcdnoyf6kzhj46iyfm7xq43fy,0,78.1,85.7,2022-10-23T18:09:26.522Z,2022-10-23T18:09:28Z,3868067469,212,26.1,3868067461,155,,3868067467,141,50.0,3868067463,56,Center,3868067465,140,87.3,3868067471,213,5.1,3868067459,2,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541531,239,43,1,24,3,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-10-23T18:09:26.887Z,2022-10-23T18:09:29Z,3868067539,144,8,3868067341,56,Back,,,,,,,,,,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541605,240,12,1,24,7,spi3g782q7m4evjxn1sv6cfa,1,10.4,45.2,2022-10-23T18:09:30.583Z,2022-10-23T18:14:10Z,3868067689,213,6.1,3868067677,56,Back,3868067713,15,,3868067687,212,17.2,3868067683,141,40.8,3868067679,140,26.5,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541647,241,1,1,24,9,spi3g782q7m4evjxn1sv6cfa,1,25,34.8,2022-10-23T18:09:32.422Z,2022-10-23T18:09:33Z,3868067911,157,,3868067919,212,20.5,3868067913,56,Back,3868067917,141,26.8,3868067923,1,,3868067921,213,6.0,3868067915,140,43.8,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541651,242,49,1,24,10,spi3g782q7m4evjxn1sv6cfa,1,41.1,27.4,2022-10-23T18:09:33.687Z,2022-10-23T18:09:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541719,243,1,1,24,10,spi3g782q7m4evjxn1sv6cfa,1,40,30,2022-10-23T18:09:33.991Z,2022-10-23T18:09:39Z,3868068283,213,4.1,3868068279,141,9.1,3868068277,140,30.9,3868068275,56,Back,3868068281,212,17.1,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541737,244,1,1,24,16,spi3g782q7m4evjxn1sv6cfa,1,34.4,29.5,2022-10-23T18:09:39.799Z,2022-10-23T18:09:41Z,3868068377,56,Back,3868068381,141,73.6,3868068385,213,1.8,3868068379,140,29.2,3868068383,212,30.5,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541827,245,1,1,24,18,spi3g782q7m4evjxn1sv6cfa,1,29.3,73.8,2022-10-23T18:09:41.606Z,2022-10-23T18:09:49Z,3868068871,140,43.8,3868068875,212,18.5,3868068869,56,Back,3868068873,141,89.3,3868068877,213,0.6,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541859,246,1,1,24,26,spi3g782q7m4evjxn1sv6cfa,1,60.6,94.5,2022-10-23T18:09:49.718Z,2022-10-23T18:09:52Z,3868069041,212,27.5,3868069037,140,36.2,3868069043,213,3.5,3868069039,141,79.9,3868069035,56,Back,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541937,247,1,1,24,29,spi3g782q7m4evjxn1sv6cfa,1,33.5,78.8,2022-10-23T18:09:52.406Z,2022-10-23T18:09:57Z,3868069485,56,Back,3868069491,212,26.6,3868069489,141,44.2,3868069487,140,21.6,3868069493,213,4.2,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541961,248,1,1,24,34,spi3g782q7m4evjxn1sv6cfa,1,22.5,46,2022-10-23T18:09:57.558Z,2022-10-23T18:09:59Z,3868069655,213,0.3,3868069653,212,14.5,3868069647,56,Back,3868069649,140,35.6,3868069651,141,52.7,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476541991,249,1,1,24,36,spi3g782q7m4evjxn1sv6cfa,1,35.6,52.7,2022-10-23T18:09:59.528Z,2022-10-23T18:10:04Z,3868069853,140,31.3,3868069859,212,22.6,3868069851,56,Back,3868069855,141,20.1,3868069863,213,4.5,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542015,250,1,1,24,41,spi3g782q7m4evjxn1sv6cfa,1,31.3,20.1,2022-10-23T18:10:04.087Z,2022-10-23T18:10:06Z,3868069977,141,16.8,3868069973,56,Right,3868069981,213,6.2,3868069983,1,,3868069979,212,35.8,3868069975,140,65.3,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542017,251,61,1,24,42,spi3g782q7m4evjxn1sv6cfa,0,65.3,16.8,2022-10-23T18:10:05.534Z,2022-10-23T18:10:11Z,3868069987,56,Right,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542037,149,49,1,24,45,dcdnoyf6kzhj46iyfm7xq43fy,1,22.1,95.4,2022-10-23T18:10:08.122Z,2022-10-23T18:10:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542125,150,1,1,24,45,dcdnoyf6kzhj46iyfm7xq43fy,1,22.1,95.4,2022-10-23T18:10:08.402Z,2022-10-23T18:10:14Z,3868070653,56,Back,3868070657,141,60.0,3868070655,140,12.8,3868070661,212,26.0,3868070663,213,4.3,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542189,151,1,1,24,51,dcdnoyf6kzhj46iyfm7xq43fy,1,12.4,59.6,2022-10-23T18:10:14.427Z,2022-10-23T18:10:20Z,3868070983,56,Back,3868070987,141,29.8,3868070991,213,5.3,3868070989,212,24.6,3868070985,140,25.7,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542247,152,1,1,24,57,dcdnoyf6kzhj46iyfm7xq43fy,1,24.1,27,2022-10-23T18:10:20.162Z,2022-10-23T18:10:23Z,3868071317,213,2.4,3868071313,141,42.1,3868071309,56,Back,3868071315,212,16.0,3868071311,140,12.4,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542323,153,1,1,25,0,dcdnoyf6kzhj46iyfm7xq43fy,1,12.5,47.6,2022-10-23T18:10:23.274Z,2022-10-23T18:10:27Z,3868071719,56,Back,3868071731,213,1.2,3868071723,141,62.3,3868071727,212,10.8,3868071721,140,16.4,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542367,154,1,1,25,4,dcdnoyf6kzhj46iyfm7xq43fy,1,18.8,75,2022-10-23T18:10:27.434Z,2022-10-23T18:10:30Z,3868071989,212,19.8,3868071991,213,4.4,3868071983,56,Back,3868071987,141,47.6,3868071985,140,12.3,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542407,155,1,1,25,7,dcdnoyf6kzhj46iyfm7xq43fy,1,14,49.9,2022-10-23T18:10:30.410Z,2022-10-23T18:10:34Z,3868072241,212,17.5,3868072237,140,20.7,3868072243,213,5.1,3868072239,141,26.4,3868072235,56,Back,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476542463,156,1,1,25,11,dcdnoyf6kzhj46iyfm7xq43fy,1,21.3,23.3,2022-10-23T18:10:34.618Z,2022-10-23T18:10:39Z,3868072565,141,68.4,3868072563,140,21.9,3868072567,212,30.7,3868072561,56,Back,3868072569,213,1.6,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
