id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value
2504396105,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-02-05T13:12:31.864Z,2023-02-05T14:04:51Z,4014743865,30,"3q2zbn0eco577z0ss84g9f2s5, 16gnoas9x34hm887omkmeee39, 2jwojltrp06sa8qloordtohrd, 5vzr4dly8xl2hhybhel0comol, 4lshrw6i3uk9kx4kiutn06iuh, 9parlijxpxnfis96jwy9p37bp, 9aqn77y0knb58698qj46eee39, 1o571356wx95l3qbpbe00o991, cannlc91eqjjy24i7keyvyaui, cdyp0hsm3q10ds5tv2ink2qxh, ce4cgftejsd46a0rahih0divp, 5op3c93qca8mh67vkwrb3tvpx, 6sq9uor68fca8nz7tes0vfdgp, dly0s8kcg05jee3nkwnkd228l, 34vcol9n5hg1tv2v4tiq0et0q, dltovemexu20xdg1ff55b1ed, 6o0xf7vl4enney4rtwerkb5k9, 2eoggfnen5l1u32thxevo3sb8, blbeuhuw60c2dkx2ofl0xp82c",4014743869,59,"25, 3, 28, 20, 14, 5, 9, 27, 12, 51, 23, 1, 2, 11, 15, 18, 19, 30, 37",4014743873,130,8,4014743877,194,16gnoas9x34hm887omkmeee39,4014743881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014743867,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4014743879,197,5141,4014743875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504396225,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-02-05T13:12:43.302Z,2023-02-05T14:08:44Z,4014744501,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014744513,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014744509,194,40drqeciuqe2j07g5cnc6xf55,4014744505,130,11,4014744499,30,"cn8ti0qxxvg0z0vvmwkocggr9, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, 4rz247hboaqnxo1mbdiw3ctsl, 871cll4se1mtci0na61o632dx, 5wjfxb57gtzmp7m29wotyafv9, brppytuf1766c50274dkue5pm, 3tot15elwrc9lz9ohha1z0ij9, dw593ezeekrbzlc2qhtc805p1, efvcf4syatkaw5fbo37i5hat, 9v895fdc1blaaboscv14vp149, cmcx5h39wkd0cnsbq1vcob4r9, 8eixmur5ss02hjp0vh099jyz9, d0da7ef6pvbmrnw0j93iv1jze, en5gss0im4eenrtt3zctkpm8l, 153m45p2fkc2q8x9zq105g45, 5llfshqnnnclh5o2t1b1ckqtx, 768y6t2upduf30343ymkariwa, d1qqpvdx6b20aqcqav7l2dvdg, d80r13kh5f6bcpwsy3cka75d5",4014744507,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014744511,197,738,4014744503,59,"1, 2, 12, 28, 6, 23, 7, 11, 24, 8, 18, 3, 4, 15, 17, 20, 21, 22, 34, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436529,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-02-05T14:01:25.460Z,2023-02-05T14:01:27Z,4014947019,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436519,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-02-05T14:01:25.460Z,2023-02-05T14:01:25Z,4014946963,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436567,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50.1,50,2023-02-05T14:01:25.560Z,2023-02-05T14:01:28Z,4014947181,141,39.5,4014947177,56,Back,4014947185,213,3.7,4014947179,140,39.2,4014947187,279,S,4014947183,212,13.5,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436617,4,1,1,0,2,mjejb0x57ms54j9ry6s8njwh,1,38.4,36.7,2023-02-05T14:01:28.016Z,2023-02-05T14:01:32Z,4014947441,213,3.1,4014947439,212,26.4,4014947435,140,13.3,4014947437,141,39.5,4014947433,56,Back,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436675,5,1,1,0,6,mjejb0x57ms54j9ry6s8njwh,1,10.7,34.8,2023-02-05T14:01:32.016Z,2023-02-05T14:01:35Z,4014947821,141,9.4,4014947817,56,Back,4014947823,212,20.2,4014947819,140,20.6,4014947825,213,5.3,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436711,6,1,1,0,9,mjejb0x57ms54j9ry6s8njwh,1,15.5,17.6,2023-02-05T14:01:35.345Z,2023-02-05T14:01:37Z,4014948011,140,11.5,4014948013,141,34.6,4014948017,213,1.9,4014948015,212,12.3,4014948009,56,Back,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436783,7,1,1,0,11,mjejb0x57ms54j9ry6s8njwh,1,10.8,44.8,2023-02-05T14:01:37.449Z,2023-02-05T14:01:41Z,4014948423,212,24.4,4014948419,140,14.4,4014948425,213,1.4,4014948421,141,80.2,4014948417,56,Back,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436855,8,1,1,0,15,mjejb0x57ms54j9ry6s8njwh,1,16.8,90,2023-02-05T14:01:40.881Z,2023-02-05T14:01:44Z,4014948793,56,Back,4014948797,141,91.4,4014948801,213,0.1,4014948795,140,25.5,4014948799,212,9.2,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436859,9,1,1,0,17,mjejb0x57ms54j9ry6s8njwh,1,23.9,89.6,2023-02-05T14:01:42.824Z,2023-02-05T14:01:44Z,4014948815,213,5.8,4014948809,140,30.6,4014948813,212,7.9,4014948811,141,84.4,4014948807,56,Back,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436895,10,1,1,0,19,mjejb0x57ms54j9ry6s8njwh,1,28.7,82.4,2023-02-05T14:01:44.536Z,2023-02-05T14:01:46Z,4014948977,141,88.6,4014948973,140,30.3,4014948981,213,1.2,4014948971,56,Back,4014948979,212,4.5,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436987,11,1,1,0,20,mjejb0x57ms54j9ry6s8njwh,1,32.1,93,2023-02-05T14:01:46.449Z,2023-02-05T14:01:50Z,4014949399,212,42.4,4014949403,1,,4014949401,213,5.9,4014949395,140,69.1,4014949397,141,68.2,4014949393,56,Center,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437021,12,1,1,0,23,mjejb0x57ms54j9ry6s8njwh,1,70.4,63.6,2023-02-05T14:01:49.433Z,2023-02-05T14:01:52Z,4014949563,213,4.4,4014949559,141,31.2,4014949561,212,23.5,4014949557,140,62.5,4014949555,56,Center,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437111,13,1,1,0,27,mjejb0x57ms54j9ry6s8njwh,1,62.5,27.4,2023-02-05T14:01:52.808Z,2023-02-05T14:01:59Z,4014950025,56,Right,4014950027,140,69.1,4014950031,212,13.5,4014950029,141,10.4,4014950033,213,5.3,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437181,14,1,1,0,33,mjejb0x57ms54j9ry6s8njwh,1,93.1,8.2,2023-02-05T14:01:59.328Z,2023-02-05T14:02:02Z,4014950381,140,86.1,4014950385,212,7.6,4014950383,141,5.2,4014950387,213,3.4,4014950379,56,Right,,,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437209,15,1,1,0,37,mjejb0x57ms54j9ry6s8njwh,0,86.9,5.9,2023-02-05T14:02:02.480Z,2023-02-05T14:02:03Z,4014950541,212,34.5,4014950549,1,,4014950533,155,,4014950537,140,100.0,4014950545,213,1.1,4014950539,141,51.3,4014950527,2,,4014950535,56,Center,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437235,3,5,1,0,38,bsbugp9qfasrrtg55bf7evvwv,1,-1.5,42,2023-02-05T14:02:03.508Z,2023-02-05T14:19:41Z,4014950655,56,Back,4014950661,233,16,4014950657,346,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437215,16,5,1,0,38,mjejb0x57ms54j9ry6s8njwh,0,101.5,58,2023-02-05T14:02:03.508Z,2023-02-05T14:02:05Z,4014950559,56,Center,4014950681,233,3,4014950561,346,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437695,4,1,1,1,1,bsbugp9qfasrrtg55bf7evvwv,1,3.1,53,2023-02-05T14:02:26.854Z,2023-02-05T14:02:31Z,4014953161,141,29.7,4014953157,56,Back,4014953169,237,,4014953155,124,,4014953163,212,16.0,4014953165,213,4.8,4014953159,140,5.1,,,,3q2zbn0eco577z0ss84g9f2s5,J. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437721,5,1,1,1,5,bsbugp9qfasrrtg55bf7evvwv,0,5.3,30.4,2023-02-05T14:02:30.950Z,2023-02-05T14:02:32Z,4014953269,140,32.5,4014953265,56,Back,4014953275,212,32.2,4014953263,155,,4014953279,213,5.8,4014953283,1,,4014953271,141,8.6,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437791,17,1,1,1,7,mjejb0x57ms54j9ry6s8njwh,1,66,90.5,2023-02-05T14:02:32.616Z,2023-02-05T14:02:35Z,4014953591,212,13.1,4014953587,140,78.5,4014953583,3,,4014953589,141,90.9,4014953585,56,Left,4014953593,213,0.0,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437805,18,49,1,1,9,mjejb0x57ms54j9ry6s8njwh,1,75,93.6,2023-02-05T14:02:35.345Z,2023-02-05T14:02:35Z,,,,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437847,19,1,1,1,10,mjejb0x57ms54j9ry6s8njwh,1,75,93.6,2023-02-05T14:02:35.464Z,2023-02-05T14:02:37Z,4014953849,141,91.1,4014953853,213,3.5,4014953845,56,Left,4014953847,140,70.0,4014953851,212,5.5,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437877,20,1,1,1,11,mjejb0x57ms54j9ry6s8njwh,0,71,91.8,2023-02-05T14:02:37.136Z,2023-02-05T14:02:39Z,4014953999,140,81.2,4014954003,212,10.8,4014954005,213,6.2,4014954001,141,90.0,4014953997,56,Left,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437853,6,8,1,1,11,bsbugp9qfasrrtg55bf7evvwv,1,22.2,12.6,2023-02-05T14:02:37.318Z,2023-02-05T14:02:37Z,4014953875,56,Back,,,,,,,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437901,21,50,1,1,15,mjejb0x57ms54j9ry6s8njwh,1,93.1,88.2,2023-02-05T14:02:40.480Z,2023-02-05T14:02:46Z,4014954103,56,Left,4014954105,286,,4014954817,233,7,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437999,7,7,1,1,15,bsbugp9qfasrrtg55bf7evvwv,1,6.9,11.8,2023-02-05T14:02:40.481Z,2023-02-05T14:02:46Z,4014954659,56,Back,4014954657,167,,4014954739,233,21,4014954661,285,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504438005,8,6,1,1,17,bsbugp9qfasrrtg55bf7evvwv,0,0,13.9,2023-02-05T14:02:42.568Z,2023-02-05T14:19:38Z,4014954845,233,22,4014954733,73,,4014954687,56,Back,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
