id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2486658279,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-11-19T14:15:12.922Z,2022-11-19T14:59:22Z,3921230113,30,"6vqain7mmp94wueprv9aj5xp1, 8hq106ex872xezlr1j901kpux, eb0h79vh5dwggjx7shj0ovetx, et72990p9axru09oxv51hokwl, 470uu9issmbdfyhxjq75gdbs9, bo5e35lsptja0pnlvk1y38dex, 7op9czmiln7ktmvetw97scz4l, 7gmh6g5c39asg7gnthx1jxp79, cm84oje8txj7m34zuhhv68ct1, 8gxse7h6ucubo3weq7sp9dnf9, a8p1m5xzbpbzere0gmb3rye0a, 1cyzpbgl74lage7toh7f1tgb9, c6k1w8sothxmc08dbhqjzp1w5, 5vuw3lywsh90t394m8h6g5ihh, brflebs8m00rgali2owyoyove, 3ddo1m631pf9ruzzpaujs9gph, 60q198d41n3y887jeiezr850q, bkjq8yp0rffvauz0nz94flfu2, 9wai7ac93bsj07oh9b5o90nze",3921230127,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921230115,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3921230119,130,4,3921230125,197,4268,3921230121,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3921230117,59,"22, 2, 15, 10, 4, 14, 25, 7, 21, 9, 41, 3, 5, 6, 8, 12, 30, 35, 36",3921230123,194,bo5e35lsptja0pnlvk1y38dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486658289,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-11-19T14:15:13.880Z,2022-11-19T14:48:51Z,3921230187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3921230179,30,"8zpj2ov0kc2d7a2b14ys2y8dl, avttb0ne86ra4pqruk0d8al05, bdiuv7a7j50drm3gsc9ne28dl, 8e7wbpcbwxvdz0fojwuyov3rp, 8j67kyyfq5i300eeqbihgcqfp, e6s5iphbrws04dxrvw0xqd7f9, 3c80px00lrpe84s9yurszqcid, bqbs20rirfi1eh7k7ss4pt0ix, 27iu58a0k5jqsxidnaxbothbd, 9x4qkir5sofsdi6jf3qdnvgx6, e2lt71eeqb97hw6wnebjrrgt1, ekmg1wlig0qdtzhafm3lwsz4l, 69nz7p1izpw4i8tle2c8hls2y, ds8eeciyv1vk6nwh26qgy1lg5, cl94qe8su9mdjcijafr4gst4a, c4ptt043q3lm4npuwpyviprdh, 49esy9y0fisrx7765t47i4vf8",3921230189,194,avttb0ne86ra4pqruk0d8al05,3921230181,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3921230191,197,726,3921230185,130,10,3921230183,59,"12, 17, 27, 6, 4, 20, 5, 28, 25, 10, 22, 7, 15, 18, 19, 21, 39",3921230193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667627,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-11-19T15:00:27.119Z,2022-11-19T15:00:28Z,3921277873,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667625,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-11-19T15:00:27.119Z,2022-11-19T15:00:27Z,3921277869,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667643,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50.1,50.1,2022-11-19T15:00:27.219Z,2022-11-19T15:00:29Z,3921277913,140,38.2,3921277919,213,3.0,3921277921,279,S,3921277915,141,51.8,3921277917,212,12.5,3921277911,56,Back,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667655,4,1,1,0,2,36tr17foeaf9ejjmt2txuoy3y,1,38.2,51.8,2022-11-19T15:00:29.828Z,2022-11-19T15:00:32Z,3921277999,140,35.1,3921277997,56,Back,3921278001,141,7.0,3921278005,213,4.6,3921278003,212,30.6,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667675,5,1,1,0,5,36tr17foeaf9ejjmt2txuoy3y,1,35.1,7,2022-11-19T15:00:32.250Z,2022-11-19T15:00:34Z,3921278091,212,16.3,3921278087,140,25.2,3921278085,56,Back,3921278089,141,25.5,3921278093,213,2.3,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667695,6,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,24.8,27.7,2022-11-19T15:00:34.780Z,2022-11-19T15:00:37Z,3921278171,56,Back,3921278175,141,53.9,3921278173,140,11.1,3921278177,212,22.9,3921278179,213,2.3,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667757,7,1,1,0,10,36tr17foeaf9ejjmt2txuoy3y,1,11.1,53.9,2022-11-19T15:00:37.873Z,2022-11-19T15:00:42Z,3921278439,212,14.1,3921278433,56,Back,3921278441,213,1.4,3921278435,140,12.8,3921278437,141,74.5,,,,,,,,,,6vqain7mmp94wueprv9aj5xp1,S. MacIver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667779,8,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,20.3,81.8,2022-11-19T15:00:42.535Z,2022-11-19T15:00:45Z,3921278597,212,26.5,3921278599,213,0.1,3921278589,155,,3921278595,141,85.0,3921278591,56,Back,3921278593,140,45.5,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
