id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2519252941,174,1,1,17,17,7kt37xy93vjy6wac8vq6fqz3g,1,59.2,80.5,2023-03-12T15:17:23.534Z,2023-03-12T15:17:25Z,4093170285,140,69.7,4093170287,141,74.8,4093170291,213,5.9,4093170289,212,11.7,4093170283,56,Center,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253005,175,1,1,17,20,7kt37xy93vjy6wac8vq6fqz3g,1,71.3,75.1,2023-03-12T15:17:25.862Z,2023-03-12T15:17:30Z,4093170641,213,2.9,4093170633,56,Back,4093170635,140,44.6,4093170639,212,28.7,4093170637,141,84.1,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253067,176,1,1,17,24,7kt37xy93vjy6wac8vq6fqz3g,1,41.2,79.1,2023-03-12T15:17:29.982Z,2023-03-12T15:17:33Z,4093171003,141,61.7,4093171001,140,23.7,4093170999,56,Back,4093171007,213,3.7,4093171005,212,21.9,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253085,177,1,1,17,27,7kt37xy93vjy6wac8vq6fqz3g,1,23.2,62.4,2023-03-12T15:17:32.973Z,2023-03-12T15:17:34Z,4093171117,140,31.5,4093171119,141,73.2,4093171115,56,Back,4093171123,212,11.4,4093171125,213,0.7,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253361,178,1,1,17,33,7kt37xy93vjy6wac8vq6fqz3g,1,31.9,68.8,2023-03-12T15:17:38.750Z,2023-03-12T15:17:48Z,4093172583,56,Center,4093172597,1,,4093172581,155,,4093172593,213,5.9,4093172585,140,73.1,4093172587,141,39.5,4093172589,212,47.6,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253389,179,1,1,17,42,7kt37xy93vjy6wac8vq6fqz3g,1,88.6,12,2023-03-12T15:17:48.134Z,2023-03-12T15:18:04Z,4093172757,155,,4093172759,56,Left,4093172763,141,88.8,4093172755,2,,4093172761,140,89.6,4093172771,345,,4093174379,1,,4093172767,213,1.6,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,4093172765,212,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,
2519253573,180,1,1,17,50,7kt37xy93vjy6wac8vq6fqz3g,0,82.7,95,2023-03-12T15:17:56.116Z,2023-03-12T15:18:14Z,4093173661,212,8.0,4093173687,233,136,4093173691,286,,4093173655,56,Left,4093173685,236,,4093173663,213,0.2,4093173659,141,97.2,4093173657,140,90.2,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253541,136,74,1,17,50,28u3q82ip96ahymkup01vfxli,1,16.4,4.4,2023-03-12T15:17:56.117Z,2023-03-12T15:17:57Z,4093173509,56,Back,4093173511,285,,4093173711,233,180,,,,,,,,,,,,,,,,eqcpu383wnbhhcjssk6pn1695,G. Eaton-Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253569,137,5,1,17,51,28u3q82ip96ahymkup01vfxli,0,15.2,-2,2023-03-12T15:17:57.069Z,2023-03-12T15:18:05Z,4093173637,56,Back,4093173641,347,,4093174527,233,181,,,,,,,,,,,,,,,,eqcpu383wnbhhcjssk6pn1695,G. Eaton-Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253725,181,5,1,17,51,7kt37xy93vjy6wac8vq6fqz3g,1,84.8,102,2023-03-12T15:17:57.069Z,2023-03-12T15:19:41Z,4093174481,56,Left,4093174507,233,137,4093174483,347,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253783,182,1,1,17,59,7kt37xy93vjy6wac8vq6fqz3g,1,86.6,100,2023-03-12T15:18:05.070Z,2023-03-12T15:18:07Z,4093174761,56,Left,4093174763,140,69.8,4093174759,107,,4093174769,213,3.4,4093174767,212,18.2,4093174765,141,95.4,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253843,183,1,1,18,1,7kt37xy93vjy6wac8vq6fqz3g,1,69.8,95.4,2023-03-12T15:18:07.405Z,2023-03-12T15:18:10Z,4093175125,56,Left,4093175129,141,97.4,4093175131,212,8.2,4093175127,140,77.5,4093175133,213,0.2,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253853,184,50,1,18,4,7kt37xy93vjy6wac8vq6fqz3g,1,75.5,76.6,2023-03-12T15:18:10.462Z,2023-03-12T15:18:13Z,4093175183,56,Center,4093175185,286,,4093175417,233,138,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253883,138,7,1,18,4,28u3q82ip96ahymkup01vfxli,1,24.5,23.4,2023-03-12T15:18:10.463Z,2023-03-12T15:18:12Z,4093175367,56,Back,4093175369,285,,4093175379,233,184,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253887,139,49,1,18,6,28u3q82ip96ahymkup01vfxli,1,23.3,26.7,2023-03-12T15:18:12.325Z,2023-03-12T15:18:12Z,,,,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253981,140,1,1,18,7,28u3q82ip96ahymkup01vfxli,0,12.2,20.7,2023-03-12T15:18:12.749Z,2023-03-12T15:18:34Z,4093175825,140,22.6,4093175829,212,10.9,4093175831,213,6.3,4093175827,141,20.4,4093177795,236,,4093177797,233,186,4093177801,286,,4093175823,56,Back,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254101,186,74,1,18,7,7kt37xy93vjy6wac8vq6fqz3g,1,84.7,84.8,2023-03-12T15:18:12.750Z,2023-03-12T15:19:39Z,4093176445,285,,4093176443,56,Left,4093177809,233,140,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519253995,141,5,1,18,11,28u3q82ip96ahymkup01vfxli,1,-1.4,21.9,2023-03-12T15:18:17.149Z,2023-03-12T15:18:20Z,4093175893,346,,4093176051,233,185,4093175889,56,Back,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254009,185,5,1,18,11,7kt37xy93vjy6wac8vq6fqz3g,0,101.4,78.1,2023-03-12T15:18:17.149Z,2023-03-12T15:19:41Z,4093175935,56,Center,4093175939,346,,4093176111,233,141,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254507,142,1,1,18,32,28u3q82ip96ahymkup01vfxli,1,4.1,43.3,2023-03-12T15:18:38.278Z,2023-03-12T15:18:41Z,4093178711,124,,4093178725,213,1.2,4093178713,56,Back,4093178731,237,,4093178717,141,70.9,4093178715,140,11.7,4093178721,212,20.4,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254553,143,1,1,18,35,28u3q82ip96ahymkup01vfxli,1,15.7,75.3,2023-03-12T15:18:40.861Z,2023-03-12T15:18:44Z,4093179033,140,27.0,4093179041,212,19.2,4093179043,213,0.9,4093179031,56,Back,4093179037,141,97.5,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254569,144,3,1,18,38,28u3q82ip96ahymkup01vfxli,0,28.2,94.6,2023-03-12T15:18:44.084Z,2023-03-12T15:18:47Z,4093179105,56,Back,4093179307,233,187,4093179107,285,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254583,187,7,1,18,38,7kt37xy93vjy6wac8vq6fqz3g,1,71.8,5.4,2023-03-12T15:18:44.085Z,2023-03-12T15:18:46Z,4093179239,233,144,4093179201,56,Right,4093179203,286,,4093179199,167,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254635,189,61,1,18,39,7kt37xy93vjy6wac8vq6fqz3g,1,69.6,3.4,2023-03-12T15:18:45.242Z,2023-03-12T15:18:51Z,4093179519,56,Right,,,,,,,,,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254813,145,5,1,18,40,28u3q82ip96ahymkup01vfxli,1,31.8,102,2023-03-12T15:18:45.685Z,2023-03-12T15:19:42Z,4093180527,233,188,4093180505,347,,4093180503,56,Back,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254607,188,5,1,18,40,7kt37xy93vjy6wac8vq6fqz3g,0,68.2,-2,2023-03-12T15:18:45.685Z,2023-03-12T15:18:58Z,4093180575,233,145,4093179337,347,,4093179335,56,Right,,,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254925,146,1,1,18,52,28u3q82ip96ahymkup01vfxli,1,28.5,100,2023-03-12T15:18:57.605Z,2023-03-12T15:19:01Z,4093181111,56,Back,4093181113,140,41.2,4093181109,107,,4093181115,141,95.4,4093181117,212,14.1,4093181119,213,6.0,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254959,147,1,1,18,56,28u3q82ip96ahymkup01vfxli,0,41.2,95.4,2023-03-12T15:19:01.573Z,2023-03-12T15:19:02Z,4093181265,213,6.2,4093181253,3,,4093181261,141,93.2,4093181255,168,,4093181259,140,55.2,4093181263,212,14.8,4093181257,56,Left,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255039,148,50,1,18,56,28u3q82ip96ahymkup01vfxli,1,57,95,2023-03-12T15:19:01.821Z,2023-03-12T15:19:07Z,4093181887,233,190,4093181791,286,,4093181789,56,Left,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254945,190,7,1,18,56,7kt37xy93vjy6wac8vq6fqz3g,1,43,5,2023-03-12T15:19:01.822Z,2023-03-12T15:19:06Z,4093181193,285,,4093181189,167,,4093181851,233,148,4093181191,56,Back,,,,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255513,149,5,1,18,56,28u3q82ip96ahymkup01vfxli,1,57.6,102,2023-03-12T15:19:02.254Z,2023-03-12T15:19:42Z,4093184407,347,,4093184471,233,191,4093184403,56,Left,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519254975,191,5,1,18,56,7kt37xy93vjy6wac8vq6fqz3g,0,42.4,-2,2023-03-12T15:19:02.254Z,2023-03-12T15:19:28Z,4093184555,233,149,4093181321,347,,4093181319,56,Back,,,,,,,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255599,150,1,1,19,21,28u3q82ip96ahymkup01vfxli,1,55.9,100,2023-03-12T15:19:26.958Z,2023-03-12T15:19:30Z,4093184837,140,70.3,4093184839,141,93.9,4093184835,56,Left,4093184845,213,6.0,4093184831,107,,4093184841,212,16.0,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255711,151,1,1,19,24,28u3q82ip96ahymkup01vfxli,1,66.7,93,2023-03-12T15:19:30.045Z,2023-03-12T15:19:34Z,4093185361,141,85.7,4093185365,213,4.6,4093185357,56,Left,4093185359,140,66.0,4093185363,212,5.0,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255713,152,4,1,19,28,28u3q82ip96ahymkup01vfxli,1,59.1,69.5,2023-03-12T15:19:33.557Z,2023-03-12T15:19:35Z,4093185373,56,Center,4093185371,13,,4093185379,286,,4093185377,265,,4093185447,233,192,4093185375,152,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519255721,192,4,1,19,28,7kt37xy93vjy6wac8vq6fqz3g,0,40.9,30.5,2023-03-12T15:19:33.558Z,2023-03-12T15:19:35Z,4093185461,233,152,4093185421,152,,4093185425,285,,4093185423,265,,4093185419,56,Back,4093185417,13,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256167,153,1,1,19,49,28u3q82ip96ahymkup01vfxli,0,59.5,67.8,2023-03-12T15:19:55.501Z,2023-03-12T15:19:58Z,4093187935,141,36.3,4093187937,212,36.6,4093187939,213,5.7,4093187941,1,,4093187933,140,87.8,4093187925,5,,4093187927,155,,4093187929,152,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,4093187931,56,,,,,,,,,,,,,,,,,,Center,,,,,,,,,
2519256223,193,1,1,19,52,7kt37xy93vjy6wac8vq6fqz3g,0,12.7,40.9,2023-03-12T15:19:58.518Z,2023-03-12T15:20:00Z,4093188235,212,20.5,4093188237,213,5.7,4093188229,56,Back,4093188231,140,28.6,4093188227,3,,4093188233,141,23.3,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256251,154,61,1,19,55,28u3q82ip96ahymkup01vfxli,0,68.4,66.4,2023-03-12T15:20:01.461Z,2023-03-12T15:20:07Z,4093188419,56,Center,,,,,,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256303,194,49,1,19,58,7kt37xy93vjy6wac8vq6fqz3g,1,36.3,24.1,2023-03-12T15:20:03.765Z,2023-03-12T15:20:03Z,,,,,,,,,,,,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256373,195,1,1,19,58,7kt37xy93vjy6wac8vq6fqz3g,1,36.6,23.9,2023-03-12T15:20:04.006Z,2023-03-12T15:20:06Z,4093189079,140,49.2,4093189077,56,Back,4093189085,213,0.9,4093189081,141,50.9,4093189083,212,22.6,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256397,196,1,1,20,1,7kt37xy93vjy6wac8vq6fqz3g,1,55.3,52.4,2023-03-12T15:20:06.869Z,2023-03-12T15:20:08Z,4093189237,213,1.5,4093189235,212,11.1,4093189231,140,56.0,4093189229,56,Center,4093189233,141,68.7,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256455,197,1,1,20,2,7kt37xy93vjy6wac8vq6fqz3g,1,58.9,63.6,2023-03-12T15:20:08.245Z,2023-03-12T15:20:12Z,4093189579,213,0.7,4093189571,141,82.1,4093189575,212,18.9,4093189563,56,Left,4093189567,140,72.3,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256465,198,1,1,20,6,7kt37xy93vjy6wac8vq6fqz3g,0,81.8,84.1,2023-03-12T15:20:12.478Z,2023-03-12T15:20:13Z,4093189659,56,Center,4093189663,141,56.9,4093189665,212,18.9,4093189667,213,4.9,4093189661,140,85.3,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256895,155,12,1,20,8,28u3q82ip96ahymkup01vfxli,1,15.1,35.8,2023-03-12T15:20:13.924Z,2023-03-12T15:20:32Z,4093191963,141,20.4,4093191959,140,36.6,4093191967,213,5.8,4093191953,56,Back,4093191965,212,24.9,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256565,199,1,1,20,12,7kt37xy93vjy6wac8vq6fqz3g,1,65.2,51.6,2023-03-12T15:20:17.549Z,2023-03-12T15:20:19Z,4093190161,212,15.3,4093190163,213,2.1,4093190159,141,71.4,4093190157,140,58.3,4093190155,56,Center,4093190153,3,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256645,200,1,1,20,13,7kt37xy93vjy6wac8vq6fqz3g,1,58.3,71.4,2023-03-12T15:20:18.957Z,2023-03-12T15:20:22Z,4093190543,212,19.6,4093190539,140,40.1,4093190537,56,Back,4093190541,141,64.8,4093190545,213,3.4,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256677,201,1,1,20,16,7kt37xy93vjy6wac8vq6fqz3g,1,39.6,63.3,2023-03-12T15:20:22.037Z,2023-03-12T15:20:23Z,4093190743,141,52.4,4093190741,140,53.3,4093190739,56,Center,4093190745,212,16.2,4093190747,213,5.8,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256847,202,1,1,20,18,7kt37xy93vjy6wac8vq6fqz3g,1,53.2,52.7,2023-03-12T15:20:23.685Z,2023-03-12T15:20:31Z,4093191665,141,69.4,4093191669,212,17.8,4093191671,213,2.4,4093191663,140,40.2,4093191659,56,Back,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256867,203,1,1,20,25,7kt37xy93vjy6wac8vq6fqz3g,0,53.3,67.3,2023-03-12T15:20:30.942Z,2023-03-12T15:20:32Z,4093191825,213,0.1,4093191821,141,69.9,4093191819,140,69.4,4093191817,56,Center,4093191823,212,17.0,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256901,156,8,1,20,26,28u3q82ip96ahymkup01vfxli,1,35.9,17.1,2023-03-12T15:20:32.389Z,2023-03-12T15:20:32Z,4093191997,56,Back,,,,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519256943,204,1,1,20,28,7kt37xy93vjy6wac8vq6fqz3g,1,56.3,76.6,2023-03-12T15:20:34.309Z,2023-03-12T15:20:35Z,4093192209,212,15.2,4093192207,141,95.9,4093192205,140,63.6,4093192211,213,1.0,4093192203,56,Left,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257027,205,1,1,20,29,7kt37xy93vjy6wac8vq6fqz3g,1,63.6,95.9,2023-03-12T15:20:35.221Z,2023-03-12T15:20:39Z,4093192611,212,10.5,4093192615,213,3.6,4093192609,141,89.3,4093192601,56,Left,4093192605,140,54.6,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257081,206,1,1,20,33,7kt37xy93vjy6wac8vq6fqz3g,1,48.4,88.7,2023-03-12T15:20:39.357Z,2023-03-12T15:20:43Z,4093192933,56,Back,4093192941,213,3.7,4093192935,140,25.5,4093192939,212,28.0,4093192937,141,67.5,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257121,207,1,1,20,38,7kt37xy93vjy6wac8vq6fqz3g,1,25.5,67.5,2023-03-12T15:20:43.549Z,2023-03-12T15:20:45Z,4093193147,140,28.8,4093193151,212,24.5,4093193149,141,31.8,4093193145,56,Back,4093193153,213,4.9,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257445,208,1,1,20,49,7kt37xy93vjy6wac8vq6fqz3g,1,63.5,49,2023-03-12T15:20:55.143Z,2023-03-12T15:21:00Z,4093194993,140,60.1,4093194991,56,Center,4093194997,212,16.3,4093194999,213,1.8,4093194995,141,72.4,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257515,209,1,1,20,54,7kt37xy93vjy6wac8vq6fqz3g,1,57.4,79.3,2023-03-12T15:21:00.182Z,2023-03-12T15:21:03Z,4093195329,141,64.5,4093195331,212,16.0,4093195327,140,45.6,4093195325,56,Back,4093195333,213,3.8,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257603,210,1,1,20,57,7kt37xy93vjy6wac8vq6fqz3g,1,45.7,64.6,2023-03-12T15:21:03.525Z,2023-03-12T15:21:08Z,4093195879,56,Center,4093195887,213,5.8,4093195889,1,,4093195877,155,,4093195885,212,51.7,4093195883,141,30.0,4093195881,140,89.5,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257625,211,1,1,21,2,7kt37xy93vjy6wac8vq6fqz3g,0,90.6,28.6,2023-03-12T15:21:08.390Z,2023-03-12T15:21:09Z,4093196003,213,1.0,4093195995,56,Center,4093195999,141,38.6,4093196001,212,8.3,4093195997,140,95.2,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257641,157,52,1,21,4,28u3q82ip96ahymkup01vfxli,1,5,55.5,2023-03-12T15:21:09.813Z,2023-03-12T15:21:10Z,,,,,,,,,,,,,,,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519257825,158,1,1,21,10,28u3q82ip96ahymkup01vfxli,1,8.5,53,2023-03-12T15:21:16.350Z,2023-03-12T15:21:18Z,4093197091,56,Back,4093197089,123,,4093197093,140,13.5,4093197095,141,31.9,4093197129,189,,4093197099,213,5.1,4093197097,212,15.3,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258223,159,1,1,21,28,28u3q82ip96ahymkup01vfxli,0,13.8,31.2,2023-03-12T15:21:33.765Z,2023-03-12T15:21:36Z,4093199249,141,10.0,4093199247,140,66.7,4093199255,1,,4093199245,56,Right,4093199251,212,57.4,4093199307,189,,4093199253,213,6.0,4093199243,155,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258229,212,49,1,21,30,7kt37xy93vjy6wac8vq6fqz3g,1,22.1,92.1,2023-03-12T15:21:35.653Z,2023-03-12T15:21:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519259965,224,4,1,21,35,7kt37xy93vjy6wac8vq6fqz3g,1,47.4,93.6,2023-03-12T15:21:40.773Z,2023-03-12T15:23:07Z,4093208917,13,,4093209357,233,160,4093208927,152,,4093208921,295,,4093208925,56,Back,4093209361,286,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258859,160,4,1,21,35,28u3q82ip96ahymkup01vfxli,0,52.6,6.4,2023-03-12T15:21:40.774Z,2023-03-12T15:23:07Z,4093202801,56,Right,4093202803,152,,4093202807,285,,4093209251,233,224,4093202799,295,,4093202797,13,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258457,213,1,1,21,39,7kt37xy93vjy6wac8vq6fqz3g,1,22.5,92.6,2023-03-12T15:21:44.693Z,2023-03-12T15:23:09Z,4093210025,152,,4093200515,213,3.9,4093200505,56,Back,4093200513,212,15.6,4093200509,140,11.7,4093210023,5,,4093200511,141,76.9,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258473,214,1,1,21,41,7kt37xy93vjy6wac8vq6fqz3g,1,11.7,76.9,2023-03-12T15:21:46.957Z,2023-03-12T15:21:47Z,4093200605,213,5.1,4093200607,1,,4093200601,141,31.6,4093200599,140,23.8,4093200597,56,Back,4093200603,212,33.3,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519258603,215,1,1,21,42,7kt37xy93vjy6wac8vq6fqz3g,1,23.8,31,2023-03-12T15:21:47.629Z,2023-03-12T15:21:52Z,4093201323,56,Back,4093201329,212,24.1,4093201327,141,1.9,4093201325,140,36.9,4093201333,213,5.3,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
