id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/13/value,assist,qualifier/16/value
2545020293,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-05-07T10:44:22.274Z,2023-05-07T11:28:11Z,4257895319,197,6733,4257895307,30,"7f3opq72gey1boxe6vcgmfvth, beeqbcwweng7zflrap12ph7qi, 2zdgbwd6y5u4pd08upf1sda6t, 30pcgn07mnn0sk4jp0t7bx9ed, eoc724h5j6mnvvu1nbumezmxh, elelvar8kyxwpfqzwr1v00b85, 8gh56ar8x8yxjfcm66m7532ll, z8vdz64bgqus4c85451nsrf9, ctzcuzproy4kwpa5wweruw3px, drwlmmiguqz2mfzsh6gjmklx, a1v4wcs80zp79nq6u2efnzgfd, 2394pwqy8u1g121y7xctawcet, 5rj3vthrtst79mu39t2d7axud, ceww6vauxaqddgogso515rcru, e6pdkq17etv9k527m94sqqu39, 4vgx21i9mmnoud5h6px197f11, enqn8azrcz6vks9d21ze9w2c5, 6aaes6ikbmrg75h6asm58wpg5, tzc4bqcf2wkz1k7d96l8g3my",4257895311,59,"1, 16, 6, 3, 4, 5, 14, 15, 19, 24, 7, 11, 12, 13, 20, 22, 23, 25, 29",4257895313,130,2,4257895317,194,30pcgn07mnn0sk4jp0t7bx9ed,4257895315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4257895309,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4257895321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545020393,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-05-07T10:44:28.476Z,2023-05-07T10:44:28Z,4257895825,197,8474,4257895817,59,"27, 2, 6, 8, 15, 21, 22, 12, 23, 7, 11, 5, 9, 14, 16, 17, 20, 28, 29, 32",4257895813,30,"eofeaerj2f8tm1xldw18e2o5x, 4ihrb3uj478vlzrbh94jj1i3t, 2s15k44faiinj3gz5tswtv4d1, 5adluw93r1tx4n3ta3wyhj7bp, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, c705ailfiov40xwoysz0ggct1, 1haq2mkmbebj3jbt0z2jom4lx, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, d29d4xtq3ib0nim6keirgdx3p, 3u2e56fhs12qok7truspt65zp, 9zdmc8v5sfrv9z7da49odn4a2, 13up673x1kzlwwi22awilagvd, 5c00ea33ei5ie1iauirtge505, 440p9vyf2bnhoivrea2biq9k9, 1co13krvtz3b1p9m9038kpadx, 1234a1tb7y6trj9xsoqvx0x5h, 7eq281s0sa083qvx8tfwp7pat, el8c138wsa0bnop68caop5uxh",4257895819,130,8,4257895821,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257895823,194,1haq2mkmbebj3jbt0z2jom4lx,4257895827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257895815,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545059417,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-05-07T11:31:44.137Z,2023-05-07T11:32:08Z,4258110869,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545059397,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-05-07T11:31:44.137Z,2023-05-07T11:32:09Z,4258110811,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545059533,3,1,1,0,0,axwnneoekq2f2yq6r1l704y96,1,50.1,50,2023-05-07T11:31:44.237Z,2023-05-07T13:38:38Z,4258111375,140,64.8,4258111377,141,51.2,4258111373,56,Center,4258885289,189,,4258111383,279,S,4258111381,213,0.1,4258111379,212,15.5,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545059567,4,1,1,0,5,axwnneoekq2f2yq6r1l704y96,1,33.8,78.1,2023-05-07T11:31:49.749Z,2023-05-07T13:36:09Z,4258111547,213,4.4,4258111543,141,34.7,4258111541,140,24.4,4258111545,212,31.1,4258111539,56,Back,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545059967,5,43,1,0,7,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-05-07T11:31:51.284Z,2023-05-07T13:38:19Z,4258113605,213,3.2,4258113597,56,Right,4258113601,141,7.4,4258912747,144,1,4258113603,212,17.5,4258113599,140,53.7,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545213983,955,1,1,0,13,axwnneoekq2f2yq6r1l704y96,0,26.7,31.9,2023-05-07T11:31:57.137Z,2023-05-07T13:38:34Z,4258901867,56,Center,4258901875,213,6.2,4258901869,140,61.7,4258901877,1,,4258901871,141,27.1,4258901873,212,36.9,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545215003,507,1,1,0,14,9ijyncrxsejz505dbadwr1dir,0,20.6,90.3,2023-05-07T11:31:58.137Z,2023-05-07T13:37:26Z,4258907097,212,22.6,4258907091,56,Back,4258907099,213,5.6,4258907093,140,37.4,4258907095,141,69.6,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545215807,956,1,1,0,16,axwnneoekq2f2yq6r1l704y96,1,51,29.2,2023-05-07T11:32:00.137Z,2023-05-07T13:38:07Z,4258911377,213,0.7,4258911371,140,71.9,4258911373,141,55.2,4258911375,212,28.2,4258911369,56,Center,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
