id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2497680297,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-01-15T13:13:13.305Z,2023-01-15T14:07:21Z,3979536573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979536561,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979536569,194,9ijnmgmapjcnctich86692tw5,3979536559,30,"eofeaerj2f8tm1xldw18e2o5x, 4ihrb3uj478vlzrbh94jj1i3t, 2s15k44faiinj3gz5tswtv4d1, 1haq2mkmbebj3jbt0z2jom4lx, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, 440p9vyf2bnhoivrea2biq9k9, 9ijnmgmapjcnctich86692tw5, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, c705ailfiov40xwoysz0ggct1, 589yqifloa5j7qwp2gnemyml1, 5vzr4dly8xl2hhybhel0comol, 3u2e56fhs12qok7truspt65zp, 5adluw93r1tx4n3ta3wyhj7bp, 9zdmc8v5sfrv9z7da49odn4a2, 321yjdo3gio1l33hc1pdps4wl, 1co13krvtz3b1p9m9038kpadx, 1234a1tb7y6trj9xsoqvx0x5h, el8c138wsa0bnop68caop5uxh",3979536571,197,8474,3979536565,130,8,3979536567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979536563,59,"27, 2, 6, 12, 15, 21, 17, 10, 23, 7, 22, 3, 4, 5, 8, 9, 19, 20, 28, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497685197,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-01-15T13:23:27.160Z,2023-01-15T14:13:19Z,3979562263,130,11,3979562257,30,"cn8ti0qxxvg0z0vvmwkocggr9, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, 4rz247hboaqnxo1mbdiw3ctsl, 13ch4zgnhtydtkf9vlvh68hjp, 5wjfxb57gtzmp7m29wotyafv9, xhbmqvlmvk0gguvc9u806itx, 9v895fdc1blaaboscv14vp149, 153m45p2fkc2q8x9zq105g45, 871cll4se1mtci0na61o632dx, 3tot15elwrc9lz9ohha1z0ij9, cmcx5h39wkd0cnsbq1vcob4r9, brppytuf1766c50274dkue5pm, 87ann5tlunyp4nzahpl5wqoyd, d0da7ef6pvbmrnw0j93iv1jze, en5gss0im4eenrtt3zctkpm8l, 768y6t2upduf30343ymkariwa",3979562267,194,13ch4zgnhtydtkf9vlvh68hjp,3979562265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3979562271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979562259,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3979562261,59,"1, 2, 12, 28, 5, 23, 19, 18, 20, 6, 11, 3, 7, 10, 15, 17, 22",3979562269,197,18095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706243,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-01-15T14:05:51.191Z,2023-01-15T20:06:33Z,3979671553,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706233,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-01-15T14:05:51.191Z,2023-01-15T14:05:51Z,3979671511,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706257,3,1,1,0,0,axwnneoekq2f2yq6r1l704y96,1,49.9,49.7,2023-01-15T14:05:51.402Z,2023-01-15T14:54:46Z,3979671617,56,Back,3979671621,140,35.5,3979671637,279,S,3979671629,212,15.3,3979671633,213,3.3,3979671625,141,46.4,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706317,4,1,1,0,4,axwnneoekq2f2yq6r1l704y96,1,36.3,48.7,2023-01-15T14:05:55.259Z,2023-01-15T20:06:51Z,3979671937,56,Back,3979671941,141,80.6,3979671945,213,2.0,3979671939,140,27.1,3979671943,212,23.7,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706331,5,1,1,0,5,axwnneoekq2f2yq6r1l704y96,1,28.1,80.8,2023-01-15T14:05:56.987Z,2023-01-15T20:07:10Z,3979672007,141,70.3,3979672009,212,10.9,3979672003,56,Back,3979672011,213,5.6,3979672005,140,35.9,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706345,6,1,1,0,7,axwnneoekq2f2yq6r1l704y96,1,38.3,71.1,2023-01-15T14:05:58.379Z,2023-01-15T14:06:00Z,3979672085,140,23.2,3979672083,56,Back,3979672089,212,16.6,3979672087,141,63.9,3979672091,213,3.4,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706387,7,1,1,0,8,axwnneoekq2f2yq6r1l704y96,1,23.1,63.4,2023-01-15T14:05:59.955Z,2023-01-15T14:06:03Z,3979672323,212,22.2,3979672325,213,4.7,3979672319,140,23.7,3979672321,141,30.7,3979672317,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706449,8,1,1,0,11,axwnneoekq2f2yq6r1l704y96,1,25.2,22.2,2023-01-15T14:06:02.971Z,2023-01-15T14:06:06Z,3979672661,212,21.6,3979672663,213,5.7,3979672657,140,42.9,3979672659,141,5.9,3979672655,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706483,9,1,1,0,15,axwnneoekq2f2yq6r1l704y96,1,50.5,5.5,2023-01-15T14:06:06.811Z,2023-01-15T14:06:09Z,3979672805,141,17.3,3979672803,140,63.4,3979672801,56,Right,3979672809,213,0.5,3979672807,212,15.7,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706487,10,61,1,0,17,axwnneoekq2f2yq6r1l704y96,0,64,17.1,2023-01-15T14:06:08.955Z,2023-01-15T14:06:09Z,3979672825,56,Right,,,,,,,,,,,,,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706507,3,49,1,0,18,mjejb0x57ms54j9ry6s8njwh,1,23.3,76,2023-01-15T14:06:09.846Z,2023-01-15T14:06:09Z,,,,,,,,,,,,,,,,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706545,4,1,1,0,19,mjejb0x57ms54j9ry6s8njwh,1,22.2,76.9,2023-01-15T14:06:10.397Z,2023-01-15T20:08:28Z,3979673095,213,3.7,3979673085,140,4.7,3979673091,212,21.1,3979673087,141,61.6,3979673083,56,Back,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497706589,5,1,1,0,21,mjejb0x57ms54j9ry6s8njwh,1,4.7,65.1,2023-01-15T14:06:12.989Z,2023-01-15T14:06:16Z,3979673363,213,1.5,3979673359,141,93.9,3979673357,140,6.0,3979673361,212,19.6,3979673355,56,Back,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
