id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2527668987,9,1,1,0,17,cz26xwowfjp8ei14n9z2ac135,0,46.1,2.2,2023-04-02T16:01:52.497Z,2023-04-02T16:01:54Z,4158569475,1,,4158569469,141,12.8,4158569465,56,Right,4158569471,212,39.6,4158569467,140,83.2,4158569473,213,0.2,4158569463,155,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669035,3,1,1,0,20,mjejb0x57ms54j9ry6s8njwh,1,20.9,87.7,2023-04-02T16:01:55.187Z,2023-04-02T16:01:56Z,4158569723,213,0.2,4158569721,212,11.4,4158569717,140,31.6,4158569713,3,,4158569715,56,Back,4158569719,141,90.8,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669039,4,49,1,0,21,mjejb0x57ms54j9ry6s8njwh,1,30.5,89.1,2023-04-02T16:01:56.642Z,2023-04-02T16:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669049,5,61,1,0,22,mjejb0x57ms54j9ry6s8njwh,0,30.2,88.7,2023-04-02T16:01:57.362Z,2023-04-02T16:01:57Z,4158569771,56,Back,,,,,,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669055,10,49,1,0,22,cz26xwowfjp8ei14n9z2ac135,1,78.3,15.3,2023-04-02T16:01:57.905Z,2023-04-02T16:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669119,11,1,1,0,24,cz26xwowfjp8ei14n9z2ac135,1,80.6,12.8,2023-04-02T16:01:59.121Z,2023-04-02T16:02:01Z,4158570223,212,11.5,4158570217,141,5.9,4158570213,56,Right,4158570225,213,5.9,4158570215,140,90.6,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669149,12,1,1,0,26,cz26xwowfjp8ei14n9z2ac135,0,93.1,5,2023-04-02T16:02:01.649Z,2023-04-02T16:02:03Z,4158570337,212,9.6,4158570327,2,,4158570335,141,19.1,4158570339,213,1.6,4158570333,140,93.1,4158570331,56,Right,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669181,6,49,1,0,29,mjejb0x57ms54j9ry6s8njwh,1,3.4,87.1,2023-04-02T16:02:04.082Z,2023-04-02T16:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669231,7,1,1,0,29,mjejb0x57ms54j9ry6s8njwh,0,3.7,87.4,2023-04-02T16:02:04.915Z,2023-04-02T16:02:07Z,4158570737,140,30.3,4158570739,141,92.3,4158570743,213,0.1,4158570741,212,28.1,4158570735,56,Back,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669293,13,49,1,0,36,cz26xwowfjp8ei14n9z2ac135,1,65.8,19.2,2023-04-02T16:02:11.169Z,2023-04-02T16:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669407,14,1,1,0,37,cz26xwowfjp8ei14n9z2ac135,1,65.2,21.8,2023-04-02T16:02:12.585Z,2023-04-02T16:02:17Z,4158571719,213,4.3,4158571715,212,12.8,4158571711,140,60.0,4158571713,141,4.7,4158571709,56,Right,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669417,15,61,1,0,42,cz26xwowfjp8ei14n9z2ac135,0,64.2,3.4,2023-04-02T16:02:17.857Z,2023-04-02T16:02:18Z,4158571767,56,Right,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669425,8,5,1,0,43,mjejb0x57ms54j9ry6s8njwh,1,30.4,101.6,2023-04-02T16:02:18.303Z,2023-04-02T16:19:14Z,4158571835,347,,4158571833,56,Back,4158572077,233,16,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669463,16,5,1,0,43,cz26xwowfjp8ei14n9z2ac135,0,69.6,-1.6,2023-04-02T16:02:18.303Z,2023-04-02T16:02:22Z,4158572057,56,Right,4158572059,347,,4158572101,233,8,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669459,9,1,1,0,43,mjejb0x57ms54j9ry6s8njwh,1,27.9,100,2023-04-02T16:02:18.723Z,2023-04-02T16:02:21Z,4158572031,107,,4158572033,56,Back,4158572037,141,92.6,4158572041,213,5.8,4158572039,212,13.4,4158572035,140,39.1,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669519,10,1,1,0,46,mjejb0x57ms54j9ry6s8njwh,0,50.4,92,2023-04-02T16:02:21.180Z,2023-04-02T16:02:26Z,4158572389,155,,4158572391,56,Left,4158572405,1,,4158572395,140,87.6,4158572399,141,82.7,4158572401,212,39.6,4158572403,213,6.1,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669547,17,52,1,0,52,cz26xwowfjp8ei14n9z2ac135,1,9.3,23,2023-04-02T16:02:27.041Z,2023-04-02T16:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669949,18,80,1,1,16,cz26xwowfjp8ei14n9z2ac135,0,15.2,30.1,2023-04-02T16:02:51.433Z,2023-04-02T16:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670079,19,1,1,1,19,cz26xwowfjp8ei14n9z2ac135,0,22.7,26.2,2023-04-02T16:02:54.681Z,2023-04-02T16:03:06Z,4158575427,212,38.8,4158575423,141,6.7,4158575421,140,57.4,4158575417,198,,4158575419,56,Right,4158575431,1,,4158575415,157,,4158575429,213,5.9,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670069,11,44,1,1,23,mjejb0x57ms54j9ry6s8njwh,1,38.7,92.9,2023-04-02T16:02:58.507Z,2023-04-02T16:03:00Z,4158575527,233,20,4158575365,285,,4158575363,56,Back,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670087,20,44,1,1,23,cz26xwowfjp8ei14n9z2ac135,0,61.3,7.1,2023-04-02T16:02:58.508Z,2023-04-02T16:03:01Z,4158575487,286,,4158575485,56,Right,4158575543,233,11,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670081,12,1,1,1,24,mjejb0x57ms54j9ry6s8njwh,0,34.7,92.6,2023-04-02T16:02:59.043Z,2023-04-02T16:02:59Z,4158575445,213,6.2,4158575443,212,22.0,4158575439,140,55.6,4158575441,141,90.9,4158575435,3,,4158575437,56,Left,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670103,21,43,1,1,26,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-04-02T16:03:01.369Z,2023-04-02T16:03:04Z,4158575723,144,49,,,,,,,,,,,,,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670113,22,1,1,1,26,cz26xwowfjp8ei14n9z2ac135,0,44.6,14.1,2023-04-02T16:03:01.529Z,2023-04-02T16:03:02Z,4158575605,140,49.3,4158575609,212,5.3,4158575653,236,,4158575611,213,5.9,4158575603,56,Back,4158575607,141,11.1,4158575659,286,,4158575655,233,13,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670117,13,74,1,1,26,mjejb0x57ms54j9ry6s8njwh,1,48.7,93,2023-04-02T16:03:01.530Z,2023-04-02T16:19:24Z,4158575673,233,22,4158575637,56,Back,4158575641,285,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670125,14,49,1,1,27,mjejb0x57ms54j9ry6s8njwh,1,51.8,94.1,2023-04-02T16:03:02.819Z,2023-04-02T16:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670195,15,1,1,1,28,mjejb0x57ms54j9ry6s8njwh,0,54.6,93.6,2023-04-02T16:03:03.539Z,2023-04-02T16:03:08Z,4158576087,213,6.1,4158576083,141,85.0,4158576081,140,90.3,4158576085,212,37.9,4158576079,56,Left,4158576089,1,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670187,23,49,1,1,33,cz26xwowfjp8ei14n9z2ac135,1,6,13.4,2023-04-02T16:03:08.369Z,2023-04-02T16:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670309,24,1,1,1,37,cz26xwowfjp8ei14n9z2ac135,1,12.1,4.6,2023-04-02T16:03:12.593Z,2023-04-02T16:03:15Z,4158576767,1,,4158576757,56,Right,4158576765,213,0.1,4158576761,141,14.6,4158576763,212,47.4,4158576759,140,56.8,4158576755,157,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670313,25,61,1,1,40,cz26xwowfjp8ei14n9z2ac135,0,56.8,14.6,2023-04-02T16:03:15.657Z,2023-04-02T16:03:16Z,4158576783,56,Right,,,,,,,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670371,16,1,1,1,42,mjejb0x57ms54j9ry6s8njwh,1,61,87.1,2023-04-02T16:03:17.851Z,2023-04-02T16:03:19Z,4158577027,140,72.0,4158577029,141,78.7,4158577025,56,Center,4158577031,212,12.9,4158577033,213,5.8,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670375,17,49,1,1,44,mjejb0x57ms54j9ry6s8njwh,1,68.3,72.7,2023-04-02T16:03:19.675Z,2023-04-02T16:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670447,18,1,1,1,45,mjejb0x57ms54j9ry6s8njwh,1,69.7,66.3,2023-04-02T16:03:20.379Z,2023-04-02T16:03:25Z,4158577447,140,75.7,4158577453,213,4.9,4158577451,212,28.1,4158577449,141,26.1,4158577445,56,Center,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670493,19,1,1,1,50,mjejb0x57ms54j9ry6s8njwh,1,84,17.7,2023-04-02T16:03:25.691Z,2023-04-02T16:03:28Z,4158577665,140,70.8,4158577663,56,Center,4158577671,212,17.6,4158577667,141,33.6,4158577675,213,2.5,,,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670509,20,1,1,1,53,mjejb0x57ms54j9ry6s8njwh,0,75.3,30.3,2023-04-02T16:03:28.066Z,2023-04-02T16:03:28Z,4158577785,140,93.4,4158577789,212,24.8,4158577791,213,0.7,4158577781,155,,4158577783,56,Center,4158577787,141,53.7,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670535,26,52,1,1,54,cz26xwowfjp8ei14n9z2ac135,1,1.5,50.4,2023-04-02T16:03:29.905Z,2023-04-02T16:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671009,27,1,1,2,17,cz26xwowfjp8ei14n9z2ac135,0,14.5,32.2,2023-04-02T16:03:52.841Z,2023-04-02T16:03:58Z,4158580599,141,13.8,4158580595,56,Right,4158580605,1,,4158580593,199,,4158580597,140,66.4,4158580601,212,55.9,4158580603,213,6.1,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671033,21,44,1,2,22,mjejb0x57ms54j9ry6s8njwh,1,31.6,86.6,2023-04-02T16:03:57.712Z,2023-04-02T16:03:59Z,4158580699,285,,4158580717,233,28,4158580697,56,Back,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671015,28,44,1,2,22,cz26xwowfjp8ei14n9z2ac135,0,68.4,13.4,2023-04-02T16:03:57.713Z,2023-04-02T16:03:59Z,4158580631,286,,4158580629,56,Right,4158580767,233,21,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671067,22,1,1,2,23,mjejb0x57ms54j9ry6s8njwh,1,29.6,87.1,2023-04-02T16:03:58.323Z,2023-04-02T16:04:15Z,4158580887,56,Back,4158580889,140,30.5,4158580893,212,4.2,4158580891,141,81.1,4158580885,3,,4158580895,213,4.9,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671079,23,49,1,2,23,mjejb0x57ms54j9ry6s8njwh,1,31.6,80.8,2023-04-02T16:03:58.947Z,2023-04-02T16:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671163,24,27,1,2,24,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-04-02T16:03:59.076Z,2023-04-02T16:04:19Z,4158582689,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671103,29,27,1,2,24,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-04-02T16:03:59.076Z,2023-04-02T16:04:19Z,4158581107,41,Injury,4158581109,53,e93vn46w6kk9xwdb8forgzil1,4158582677,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671389,25,28,1,2,44,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-04-02T16:04:19.130Z,2023-04-02T16:04:21Z,4158582747,55,24,4158582805,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671373,30,28,1,2,44,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-04-02T16:04:19.130Z,2023-04-02T16:04:20Z,4158582787,233,25,4158582627,55,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671421,31,68,1,2,47,cz26xwowfjp8ei14n9z2ac135,0,0,0,2023-04-02T16:04:22.403Z,2023-04-02T16:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671433,26,68,1,2,47,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-04-02T16:04:22.884Z,2023-04-02T16:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671499,27,1,1,2,48,mjejb0x57ms54j9ry6s8njwh,1,36.5,82.9,2023-04-02T16:04:23.611Z,2023-04-02T16:04:26Z,4158583287,140,25.6,4158583285,56,Back,4158583293,213,2.9,4158583289,141,87.8,4158583291,212,11.9,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671581,28,1,1,2,51,mjejb0x57ms54j9ry6s8njwh,1,26.1,87.2,2023-04-02T16:04:26.796Z,2023-04-02T16:04:31Z,4158583697,212,27.7,4158583695,141,49.3,4158583699,213,4.3,4158583691,56,Back,4158583693,140,16.5,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671601,29,1,1,2,56,mjejb0x57ms54j9ry6s8njwh,1,22.5,46.4,2023-04-02T16:04:31.051Z,2023-04-02T16:05:49Z,4158583853,212,38.1,4158583851,141,17.6,4158590795,1,,4158583847,56,Right,4158583845,155,,4158583849,140,53.6,4158583855,213,5.7,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527671657,30,61,1,3,0,mjejb0x57ms54j9ry6s8njwh,0,51.6,17.9,2023-04-02T16:04:35.506Z,2023-04-02T16:04:41Z,4158584183,56,Right,,,,,,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
