id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486924171,4,8,1,0,14,mjejb0x57ms54j9ry6s8njwh,1,21.5,76.7,2022-11-20T14:01:40.527Z,2022-11-20T14:01:40Z,3922629537,56,Back,,,,,,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924199,8,1,1,0,18,dcdnoyf6kzhj46iyfm7xq43fy,1,58,44.3,2022-11-20T14:01:44.470Z,2022-11-20T14:01:48Z,3922629693,212,42.0,3922629697,1,,3922629687,56,Right,3922629695,213,5.8,3922629689,140,92.9,3922629691,141,14.0,3922629685,155,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924203,9,1,1,0,22,dcdnoyf6kzhj46iyfm7xq43fy,0,95,16.7,2022-11-20T14:01:48.397Z,2022-11-20T14:01:50Z,3922629713,2,,3922629725,213,1.6,3922629721,141,53.6,3922629719,140,94.8,3922629723,212,25.1,3922629715,155,,3922629717,56,Center,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924211,5,12,1,0,24,mjejb0x57ms54j9ry6s8njwh,1,5.3,54.5,2022-11-20T14:01:50.391Z,2022-11-20T14:02:06Z,3922629777,212,11.2,3922629779,213,0.7,3922629771,56,Back,3922629775,141,65.7,3922629773,140,13.1,3922629781,15,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924221,10,13,1,0,27,dcdnoyf6kzhj46iyfm7xq43fy,1,84.9,37,2022-11-20T14:01:53.109Z,2022-11-20T14:02:11Z,3922630225,74,,3922630231,102,45.9,3922630239,328,,3922629829,22,,3922630245,231,50.5,3922629937,20,,3922630237,108,,3922630235,103,66.7,brs6i21j86k1w7cpgzorrxxwp,E. Terland,3922630241,458,3922629833,56,Center,3922629831,17,3922630243,230,98.1,,,,,,,,,,,,,,,,,,,,,
2486924219,6,5,1,0,27,mjejb0x57ms54j9ry6s8njwh,1,-0.4,55.2,2022-11-20T14:01:53.302Z,2022-11-20T14:01:55Z,3922629825,346,,3922629871,233,11,3922629823,56,Back,,,,,,,,,,,,,,,,5llfshqnnnclh5o2t1b1ckqtx,E. Cumings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924229,11,5,1,0,27,dcdnoyf6kzhj46iyfm7xq43fy,0,100.4,44.8,2022-11-20T14:01:53.302Z,2022-11-20T16:16:00Z,3922629867,56,Center,3922629869,346,,3922629875,233,6,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924307,7,1,1,0,46,mjejb0x57ms54j9ry6s8njwh,1,5.2,49.9,2022-11-20T14:02:12.566Z,2022-11-20T14:02:18Z,3922630337,140,5.6,3922630333,56,Back,3922630329,124,,3922630351,213,1.5,3922630355,237,,3922630341,141,67.2,3922630347,212,11.8,,,,5llfshqnnnclh5o2t1b1ckqtx,E. Cumings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924351,8,1,1,0,52,mjejb0x57ms54j9ry6s8njwh,1,13.5,65.2,2022-11-20T14:02:18.149Z,2022-11-20T14:02:21Z,3922630501,212,11.1,3922630495,56,Back,3922630499,141,54.6,3922630497,140,21.5,3922630503,213,5.6,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924363,9,1,1,0,55,mjejb0x57ms54j9ry6s8njwh,1,21.3,57.9,2022-11-20T14:02:21.589Z,2022-11-20T14:02:24Z,3922630607,212,25.6,3922630605,141,71.7,3922630601,56,Back,3922630609,213,0.4,3922630603,140,44.0,3922630599,155,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924369,10,1,1,0,58,mjejb0x57ms54j9ry6s8njwh,0,44,71.7,2022-11-20T14:02:24.085Z,2022-11-20T14:02:40Z,3922630633,140,40.5,3922630637,212,3.9,3922630639,213,2.8,3922630635,141,73.8,3922630631,56,Back,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924379,11,50,1,0,58,mjejb0x57ms54j9ry6s8njwh,1,40.6,70.8,2022-11-20T14:02:24.158Z,2022-11-20T14:02:26Z,3922630677,233,12,3922630647,56,Back,3922630649,286,,,,,,,,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924371,12,7,1,0,58,dcdnoyf6kzhj46iyfm7xq43fy,1,59.4,29.2,2022-11-20T14:02:24.159Z,2022-11-20T14:02:26Z,3922630643,285,,3922630673,233,11,3922630641,56,Center,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924373,13,49,1,0,59,dcdnoyf6kzhj46iyfm7xq43fy,1,61.9,30.4,2022-11-20T14:02:24.878Z,2022-11-20T14:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924381,14,43,1,1,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-11-20T14:02:26.574Z,2022-11-20T14:02:36Z,3922630685,56,Center,3922631055,144,61,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924423,15,4,1,1,5,dcdnoyf6kzhj46iyfm7xq43fy,1,64.8,25.2,2022-11-20T14:02:31.013Z,2022-11-20T14:02:34Z,3922630953,265,,3922630951,152,,3922630955,286,,3922630949,56,Center,3922630947,13,,3922630967,233,12,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924425,12,4,1,1,5,mjejb0x57ms54j9ry6s8njwh,0,35.2,74.8,2022-11-20T14:02:31.014Z,2022-11-20T14:02:34Z,3922630963,265,,3922630961,152,,3922630965,285,,3922630959,56,Back,3922630971,233,15,3922630957,13,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924593,16,1,1,1,30,dcdnoyf6kzhj46iyfm7xq43fy,0,67.5,22.5,2022-11-20T14:02:56.127Z,2022-11-20T14:02:58Z,3922631905,212,28.1,3922631901,140,87.0,3922631907,213,0.8,3922631899,56,Center,3922631895,155,,3922631897,152,,3922631893,5,,3922631903,141,50.7,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924623,13,12,1,1,34,mjejb0x57ms54j9ry6s8njwh,1,15.3,42.4,2022-11-20T14:02:59.917Z,2022-11-20T14:03:05Z,3922632033,56,Back,3922632041,213,6.3,3922632057,15,,3922632037,141,41.9,3922632039,212,10.5,3922632035,140,25.3,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924649,17,1,1,1,36,dcdnoyf6kzhj46iyfm7xq43fy,1,77.9,43.6,2022-11-20T14:03:02.101Z,2022-11-20T14:03:07Z,3922632193,141,34.3,3922632195,212,10.1,3922632189,56,Center,3922632191,140,70.4,3922632197,213,3.8,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924651,18,1,1,1,41,dcdnoyf6kzhj46iyfm7xq43fy,1,88,17,2022-11-20T14:03:07.165Z,2022-11-20T14:03:09Z,3922632209,213,2.3,3922632205,141,43.7,3922632201,56,Center,3922632207,212,24.2,3922632203,140,72.7,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924659,19,61,1,1,43,dcdnoyf6kzhj46iyfm7xq43fy,0,72.7,43.7,2022-11-20T14:03:09.589Z,2022-11-20T14:03:09Z,3922632249,56,Center,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924671,14,49,1,1,44,mjejb0x57ms54j9ry6s8njwh,1,28,43.7,2022-11-20T14:03:10.637Z,2022-11-20T14:03:10Z,,,,,,,,,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924705,15,50,1,1,49,mjejb0x57ms54j9ry6s8njwh,1,52.8,32.6,2022-11-20T14:03:14.892Z,2022-11-20T14:03:17Z,3922632531,233,20,3922632487,56,Center,3922632489,286,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924715,20,7,1,1,49,dcdnoyf6kzhj46iyfm7xq43fy,0,47.2,67.4,2022-11-20T14:03:14.893Z,2022-11-20T14:03:16Z,3922632515,56,Back,3922632519,233,15,3922632517,285,,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924709,16,61,1,1,50,mjejb0x57ms54j9ry6s8njwh,1,45.8,34.8,2022-11-20T14:03:16.459Z,2022-11-20T14:03:16Z,3922632501,56,Back,,,,,,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924743,21,49,1,1,54,dcdnoyf6kzhj46iyfm7xq43fy,1,53.8,86.8,2022-11-20T14:03:19.893Z,2022-11-20T14:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924747,22,1,1,1,54,dcdnoyf6kzhj46iyfm7xq43fy,1,53.8,86.8,2022-11-20T14:03:20.157Z,2022-11-20T14:03:21Z,3922632669,56,Back,3922632677,213,3.1,3922632675,212,16.8,3922632671,140,37.8,3922632673,141,88.4,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924769,23,1,1,1,55,dcdnoyf6kzhj46iyfm7xq43fy,1,37.8,88.4,2022-11-20T14:03:21.286Z,2022-11-20T14:03:25Z,3922632759,56,Back,3922632763,141,73.2,3922632761,140,24.0,3922632765,212,17.8,3922632767,213,3.8,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924785,24,1,1,1,59,dcdnoyf6kzhj46iyfm7xq43fy,1,24.3,73.8,2022-11-20T14:03:25.293Z,2022-11-20T14:03:28Z,3922632879,56,Back,3922632883,141,42.2,3922632887,213,4.5,3922632881,140,19.9,3922632885,212,22.0,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924843,25,1,1,2,2,dcdnoyf6kzhj46iyfm7xq43fy,1,20.4,44.5,2022-11-20T14:03:28.453Z,2022-11-20T14:04:01Z,3922633193,212,18.9,3922633191,141,72.0,3922633195,213,1.4,3922633189,140,23.1,3922633187,56,Back,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924857,26,1,1,2,11,dcdnoyf6kzhj46iyfm7xq43fy,1,25.2,71.7,2022-11-20T14:03:36.838Z,2022-11-20T14:03:39Z,3922633257,212,20.4,3922633259,213,4.8,3922633255,141,41.8,3922633251,56,Back,3922633253,140,26.1,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924875,27,1,1,2,13,dcdnoyf6kzhj46iyfm7xq43fy,1,25.7,39.2,2022-11-20T14:03:39.581Z,2022-11-20T14:03:42Z,3922633367,141,45.5,3922633365,140,18.8,3922633369,212,8.4,3922633371,213,2.6,3922633363,56,Back,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924911,28,1,1,2,16,dcdnoyf6kzhj46iyfm7xq43fy,1,18.8,45.5,2022-11-20T14:03:42.669Z,2022-11-20T14:03:58Z,3922633593,213,5.5,3922633589,141,32.5,3922633591,212,12.1,3922633585,56,Back,3922633587,140,26.7,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924945,29,1,1,2,22,dcdnoyf6kzhj46iyfm7xq43fy,1,25.6,29.1,2022-11-20T14:03:48.286Z,2022-11-20T14:03:50Z,3922633793,141,15.3,3922633799,1,,3922633795,212,57.7,3922633791,140,79.8,3922633789,56,Right,3922633787,155,,3922633797,213,6.1,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924959,30,1,1,2,25,dcdnoyf6kzhj46iyfm7xq43fy,1,80.8,11.7,2022-11-20T14:03:50.893Z,2022-11-20T14:03:52Z,3922633851,212,6.4,3922633853,213,2.3,3922633847,140,76.9,3922633845,56,Right,3922633849,141,18.9,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924981,31,1,1,2,26,dcdnoyf6kzhj46iyfm7xq43fy,1,76.9,18.9,2022-11-20T14:03:52.253Z,2022-11-20T14:03:54Z,3922633987,212,11.7,3922633989,213,5.9,3922633985,141,13.2,3922633981,56,Right,3922633983,140,87.4,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486924987,32,1,1,2,28,dcdnoyf6kzhj46iyfm7xq43fy,0,89.3,11.6,2022-11-20T14:03:54.405Z,2022-11-20T14:03:55Z,3922634051,236,,3922634057,286,,3922634021,213,1.1,3922634013,56,Right,3922634011,155,,3922634019,212,6.8,3922634015,140,92.0,3922634017,141,20.7,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,3922634053,233,3922634009,2,,,,,,,17,,,,,,,,,,,,,,,,,,,,
2486924989,17,12,1,2,28,mjejb0x57ms54j9ry6s8njwh,1,12.2,82.6,2022-11-20T14:03:54.505Z,2022-11-20T14:03:55Z,3922634023,185,,3922634059,233,32,3922634025,56,Back,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925009,18,49,1,2,31,mjejb0x57ms54j9ry6s8njwh,1,16.2,81.8,2022-11-20T14:03:57.357Z,2022-11-20T14:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925021,19,1,1,2,31,mjejb0x57ms54j9ry6s8njwh,1,16.2,81.8,2022-11-20T14:03:57.589Z,2022-11-20T14:03:58Z,3922634179,56,Back,3922634183,141,91.5,3922634187,213,0.6,3922634185,212,11.5,3922634181,140,25.2,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925083,20,1,1,2,33,mjejb0x57ms54j9ry6s8njwh,1,26.1,91.8,2022-11-20T14:03:58.845Z,2022-11-20T14:04:05Z,3922634513,140,4.4,3922634515,141,82.4,3922634519,213,3.4,3922634511,56,Back,3922634517,212,23.7,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925095,21,1,1,2,39,mjejb0x57ms54j9ry6s8njwh,1,12,82.3,2022-11-20T14:04:05.237Z,2022-11-20T14:04:07Z,3922634577,140,3.1,3922634579,141,56.0,3922634575,56,Back,3922634581,212,20.2,3922634583,213,4.2,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925127,22,1,1,2,41,mjejb0x57ms54j9ry6s8njwh,1,3.2,56.1,2022-11-20T14:04:07.669Z,2022-11-20T14:04:11Z,3922634745,1,,3922634741,213,1.1,3922634737,212,31.5,3922634733,141,97.2,3922634725,56,Back,3922634729,140,17.0,3922634721,157,,,,,5llfshqnnnclh5o2t1b1ckqtx,E. Cumings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925149,23,1,1,2,45,mjejb0x57ms54j9ry6s8njwh,1,17.7,97.2,2022-11-20T14:04:11.460Z,2022-11-20T14:04:14Z,3922634863,213,5.4,3922634861,212,13.9,3922634857,140,26.2,3922634859,141,81.5,3922634855,56,Back,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925175,24,1,1,2,48,mjejb0x57ms54j9ry6s8njwh,1,29.5,83.9,2022-11-20T14:04:14.485Z,2022-11-20T14:04:18Z,3922634979,140,19.1,3922634983,212,10.9,3922634977,56,Back,3922634985,213,3.2,3922634981,141,83.2,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925177,25,50,1,2,52,mjejb0x57ms54j9ry6s8njwh,1,23.6,81,2022-11-20T14:04:18.437Z,2022-11-20T14:04:22Z,3922634991,285,,3922634989,56,Back,3922635205,233,33,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925219,33,7,1,2,52,dcdnoyf6kzhj46iyfm7xq43fy,1,76.4,19,2022-11-20T14:04:18.438Z,2022-11-20T14:04:22Z,3922635183,286,,3922635179,167,,3922635185,233,25,3922635181,56,Right,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486925241,26,5,1,2,53,mjejb0x57ms54j9ry6s8njwh,1,19.6,102,2022-11-20T14:04:19.517Z,2022-11-20T14:11:58Z,3922635301,347,,3922635299,56,Back,3922655631,233,34,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
