id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/15/value
2540920887,5,1,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,1,39.3,49.6,2023-04-29T16:17:43.107Z,2023-04-29T16:17:46Z,4235993825,212,19.2,4235993827,213,2.1,4235993821,140,30.6,4235993823,141,74.5,4235993819,56,Back,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540920973,6,1,1,0,16,dcdnoyf6kzhj46iyfm7xq43fy,1,24.2,79.1,2023-04-29T16:17:46.659Z,2023-04-29T16:17:52Z,4235994333,141,61.4,4235994329,56,Back,4235994331,140,9.8,4235994337,213,3.8,4235994335,212,19.3,,,,,,,,,,92faf40oeermdhlvh8k482vo5,R. Stott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921043,7,1,1,0,22,dcdnoyf6kzhj46iyfm7xq43fy,1,10.6,49,2023-04-29T16:17:52.667Z,2023-04-29T16:17:56Z,4235994743,141,23.6,4235994741,140,14.3,4235994745,212,17.7,4235994747,213,4.9,4235994739,56,Back,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921101,8,1,1,0,26,dcdnoyf6kzhj46iyfm7xq43fy,1,17.5,24.3,2023-04-29T16:17:56.882Z,2023-04-29T16:17:59Z,4235995049,140,11.9,4235995047,56,Back,4235995053,212,18.2,4235995051,141,49.7,4235995055,213,1.9,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921145,9,1,1,0,29,dcdnoyf6kzhj46iyfm7xq43fy,1,11.9,49.9,2023-04-29T16:17:59.619Z,2023-04-29T16:18:01Z,4235995293,140,17.0,4235995291,56,Back,4235995299,213,1.3,4235995297,212,19.0,4235995295,141,76.7,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921199,10,1,1,0,31,dcdnoyf6kzhj46iyfm7xq43fy,1,17,76.7,2023-04-29T16:18:01.858Z,2023-04-29T16:18:05Z,4235995631,140,12.4,4235995629,56,Back,4235995633,141,55.8,4235995635,212,15.0,4235995637,213,4.4,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921285,11,1,1,0,34,dcdnoyf6kzhj46iyfm7xq43fy,1,12.7,53.9,2023-04-29T16:18:05.002Z,2023-04-29T16:18:09Z,4235996045,56,Back,4235996047,140,18.1,4235996051,212,17.3,4235996049,141,77.9,4235996053,213,1.2,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921315,12,1,1,0,38,dcdnoyf6kzhj46iyfm7xq43fy,1,21.1,81.7,2023-04-29T16:18:09.011Z,2023-04-29T16:18:11Z,4235996201,56,Back,4235996209,213,0.3,4235996203,140,39.7,4235996207,212,20.7,4235996205,141,92.0,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921325,13,1,1,0,41,dcdnoyf6kzhj46iyfm7xq43fy,0,39.7,92,2023-04-29T16:18:11.507Z,2023-04-29T16:18:12Z,4235996345,233,7,4235996263,140,40.8,4235996261,56,Back,4235996269,213,5.1,4235996343,236,,4235996267,212,3.5,4235996265,141,87.2,4235996349,286,,92faf40oeermdhlvh8k482vo5,R. Stott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921335,7,74,1,0,41,9ijyncrxsejz505dbadwr1dir,1,63.2,14.7,2023-04-29T16:18:11.508Z,2023-04-29T16:42:03Z,4235996321,285,,4235996367,233,13,4235996319,56,Right,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921347,8,5,1,0,42,9ijyncrxsejz505dbadwr1dir,0,73.8,-1.6,2023-04-29T16:18:13.153Z,2023-04-29T16:18:28Z,4235997915,233,14,4235996387,347,,4235996383,56,Right,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921623,14,5,1,0,42,dcdnoyf6kzhj46iyfm7xq43fy,1,26.2,101.6,2023-04-29T16:18:13.153Z,2023-04-29T16:42:11Z,4235997893,233,8,4235997887,347,,4235997885,56,Back,,,,,,,,,,,,,,,,92faf40oeermdhlvh8k482vo5,R. Stott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921649,15,1,1,0,57,dcdnoyf6kzhj46iyfm7xq43fy,0,21.5,100,2023-04-29T16:18:28.227Z,2023-04-29T16:18:29Z,4235998039,56,Back,4235998045,212,16.5,4235998047,213,5.5,4235998043,141,84.1,4235998041,140,32.1,4235998037,107,,,,,,,,92faf40oeermdhlvh8k482vo5,R. Stott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921691,9,49,1,1,1,9ijyncrxsejz505dbadwr1dir,1,71.1,20,2023-04-29T16:18:31.440Z,2023-04-29T16:18:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921717,10,1,1,1,1,9ijyncrxsejz505dbadwr1dir,1,72.3,26.7,2023-04-29T16:18:32.096Z,2023-04-29T16:18:33Z,4235998425,213,0.3,4235998421,141,31.5,4235998423,212,10.2,4235998419,140,81.5,4235998417,56,Center,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921739,11,1,1,1,2,9ijyncrxsejz505dbadwr1dir,0,81.5,31.5,2023-04-29T16:18:33.056Z,2023-04-29T16:18:34Z,4235998507,56,Center,4235998525,213,1.9,4235998513,140,76.0,4235998521,212,18.4,4235998517,141,57.2,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921787,16,49,1,1,6,dcdnoyf6kzhj46iyfm7xq43fy,1,21.3,44,2023-04-29T16:18:36.490Z,2023-04-29T16:18:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921875,17,1,1,1,6,dcdnoyf6kzhj46iyfm7xq43fy,0,21.3,44,2023-04-29T16:18:36.828Z,2023-04-29T16:18:41Z,4235999177,157,,4235999187,213,0.5,4235999185,212,50.6,4235999181,140,62.6,4235999189,1,,4235999183,141,82.3,4235999179,56,Left,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921857,12,49,1,1,10,9ijyncrxsejz505dbadwr1dir,1,36.2,14.9,2023-04-29T16:18:40.433Z,2023-04-29T16:18:40Z,,,,,,,,,,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540921953,13,1,1,1,10,9ijyncrxsejz505dbadwr1dir,1,35.4,14.3,2023-04-29T16:18:41.009Z,2023-04-29T16:18:44Z,4235999571,212,35.9,4235999573,213,2.6,4235999575,1,,4235999569,141,41.6,4235999565,56,Back,4235999567,140,6.1,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922045,14,1,1,1,14,9ijyncrxsejz505dbadwr1dir,1,8.4,38.3,2023-04-29T16:18:44.448Z,2023-04-29T16:18:49Z,4236000049,56,Back,4236000057,213,0.8,4236000055,212,29.1,4236000051,140,27.1,4236000053,141,69.9,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922061,15,1,1,1,19,9ijyncrxsejz505dbadwr1dir,1,27.6,68.2,2023-04-29T16:18:49.648Z,2023-04-29T16:18:50Z,4236000145,213,4.9,4236000139,140,30.8,4236000143,212,21.1,4236000137,56,Back,4236000141,141,37.6,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922143,16,1,1,1,20,9ijyncrxsejz505dbadwr1dir,1,30.8,37.6,2023-04-29T16:18:50.488Z,2023-04-29T16:18:56Z,4236000615,212,22.1,4236000617,213,2.7,4236000611,140,11.7,4236000613,141,51.3,4236000609,56,Back,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922159,17,1,1,1,25,9ijyncrxsejz505dbadwr1dir,1,11.7,51.3,2023-04-29T16:18:56.056Z,2023-04-29T16:18:57Z,4236000713,56,Back,4236000719,212,16.1,4236000721,213,5.5,4236000717,141,34.6,4236000715,140,22.6,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922215,18,1,1,1,27,9ijyncrxsejz505dbadwr1dir,1,21.9,33,2023-04-29T16:18:57.601Z,2023-04-29T16:19:02Z,4236001035,141,63.4,4236001037,212,20.8,4236001039,213,1.5,4236001031,56,Back,4236001033,140,24.2,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922237,19,1,1,1,31,9ijyncrxsejz505dbadwr1dir,1,21.7,68.7,2023-04-29T16:19:01.921Z,2023-04-29T16:19:03Z,4236001177,141,95.9,4236001175,140,27.2,4236001179,212,19.4,4236001181,213,1.3,4236001173,56,Back,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922269,20,1,1,1,33,9ijyncrxsejz505dbadwr1dir,1,26.7,94.7,2023-04-29T16:19:03.528Z,2023-04-29T16:19:05Z,4236001347,56,Back,4236001349,140,28.4,4236001355,213,4.9,4236001351,141,77.9,4236001353,212,11.6,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922309,21,1,1,1,35,9ijyncrxsejz505dbadwr1dir,1,28.4,77.8,2023-04-29T16:19:05.856Z,2023-04-29T16:19:08Z,4236001591,212,8.7,4236001593,213,1.0,4236001587,140,33.2,4236001585,56,Back,4236001589,141,88.3,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922355,22,1,1,1,38,9ijyncrxsejz505dbadwr1dir,1,35.2,91.8,2023-04-29T16:19:08.649Z,2023-04-29T16:19:11Z,4236001831,141,63.7,4236001829,140,37.8,4236001833,212,19.3,4236001827,56,Back,4236001835,213,4.9,,,,,,,,,,enqn8azrcz6vks9d21ze9w2c5,R. Ayane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922415,23,1,1,1,40,9ijyncrxsejz505dbadwr1dir,1,37.8,64.8,2023-04-29T16:19:11.248Z,2023-04-29T16:19:14Z,4236002181,212,32.6,4236002179,141,59.1,4236002183,213,3.3,4236002177,140,7.0,4236002175,56,Back,4236002185,1,,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922439,24,1,1,1,44,9ijyncrxsejz505dbadwr1dir,1,9,59.7,2023-04-29T16:19:14.592Z,2023-04-29T16:19:16Z,4236002319,141,38.6,4236002313,56,Back,4236002323,213,5.4,4236002315,140,20.2,4236002321,212,18.6,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922473,25,1,1,1,45,9ijyncrxsejz505dbadwr1dir,1,20.2,38.6,2023-04-29T16:19:16.232Z,2023-04-29T16:19:18Z,4236002541,140,21.1,4236002543,141,61.4,4236002539,56,Back,4236002547,213,1.5,4236002545,212,15.5,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922575,26,1,1,1,48,9ijyncrxsejz505dbadwr1dir,1,21.1,61.5,2023-04-29T16:19:18.472Z,2023-04-29T16:19:23Z,4236003059,212,22.4,4236003053,56,Back,4236003061,213,1.2,4236003057,141,92.3,4236003055,140,28.6,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922595,27,1,1,1,52,9ijyncrxsejz505dbadwr1dir,0,28.6,92.3,2023-04-29T16:19:22.952Z,2023-04-29T16:19:23Z,4236003145,213,5.6,4236003141,141,83.6,4236003137,140,36.2,4236003135,56,Back,4236003143,212,9.9,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922607,18,49,1,1,53,dcdnoyf6kzhj46iyfm7xq43fy,1,51.8,38,2023-04-29T16:19:24.306Z,2023-04-29T16:19:24Z,,,,,,,,,,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922653,19,1,1,1,54,dcdnoyf6kzhj46iyfm7xq43fy,1,54.9,33.4,2023-04-29T16:19:24.877Z,2023-04-29T16:19:27Z,4236003475,212,13.4,4236003477,213,3.5,4236003471,140,43.1,4236003473,141,25.8,4236003469,56,Back,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922693,20,1,1,1,57,dcdnoyf6kzhj46iyfm7xq43fy,1,38.1,17.9,2023-04-29T16:19:27.578Z,2023-04-29T16:19:30Z,4236003699,56,Back,4236003703,141,37.3,4236003701,140,24.2,4236003707,213,2.4,4236003705,212,19.7,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922763,21,1,1,2,0,dcdnoyf6kzhj46iyfm7xq43fy,1,24.9,38.3,2023-04-29T16:19:30.402Z,2023-04-29T18:15:17Z,4236004145,141,66.0,4236004147,212,19.2,4236004143,140,28.3,4236004141,56,Back,4236004149,213,1.4,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922827,22,1,1,2,4,dcdnoyf6kzhj46iyfm7xq43fy,1,28.8,60.2,2023-04-29T16:19:35.282Z,2023-04-29T16:19:40Z,4236004503,56,Back,4236004509,141,26.5,4236004511,212,23.0,4236004507,140,27.6,4236004513,213,4.7,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922877,23,1,1,2,10,dcdnoyf6kzhj46iyfm7xq43fy,1,31.8,25.5,2023-04-29T16:19:40.890Z,2023-04-29T16:19:44Z,4236004811,213,5.5,4236004797,141,7.9,4236004795,140,43.8,4236004809,212,17.4,4236004793,56,Back,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922897,24,3,1,2,14,dcdnoyf6kzhj46iyfm7xq43fy,0,44.7,7.6,2023-04-29T16:19:44.506Z,2023-04-29T16:19:46Z,4236004873,286,,4236004999,211,,4236004869,56,Back,,,,,,,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922937,28,1,1,2,16,9ijyncrxsejz505dbadwr1dir,0,58.3,83,2023-04-29T16:19:47.369Z,2023-04-29T16:19:48Z,4236005117,213,5.3,4236005115,212,9.9,4236005109,56,Center,4236005113,141,70.9,4236005111,140,63.5,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540922985,25,1,1,2,19,dcdnoyf6kzhj46iyfm7xq43fy,1,27.4,30.3,2023-04-29T16:19:49.562Z,2023-04-29T16:19:52Z,4236005403,141,21.6,4236005401,140,44.5,4236005407,213,6.0,4236005405,212,18.9,4236005399,56,Back,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540923009,26,1,1,2,21,dcdnoyf6kzhj46iyfm7xq43fy,1,44.5,21.6,2023-04-29T16:19:52.226Z,2023-04-29T16:19:54Z,4236005543,56,Back,4236005551,213,3.7,4236005549,212,13.2,4236005547,141,11.6,4236005545,140,33.7,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540923051,27,1,1,2,23,dcdnoyf6kzhj46iyfm7xq43fy,1,33.7,11.6,2023-04-29T16:19:54.091Z,2023-04-29T16:19:57Z,4236005835,213,2.6,4236005827,56,Back,4236005833,212,13.8,4236005831,141,22.8,4236005829,140,22.7,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540923083,28,1,1,2,27,dcdnoyf6kzhj46iyfm7xq43fy,1,26.3,23.6,2023-04-29T16:19:57.451Z,2023-04-29T16:20:00Z,4236006087,140,27.0,4236006085,56,Back,4236006089,141,58.7,4236006091,212,23.9,4236006093,213,1.5,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540923121,29,1,1,2,29,dcdnoyf6kzhj46iyfm7xq43fy,1,27.8,57.5,2023-04-29T16:20:00.251Z,2023-04-29T16:20:02Z,4236006339,141,48.1,4236006343,213,3.6,4236006341,212,15.1,4236006335,56,Back,4236006337,140,14.8,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540923161,30,1,1,2,32,dcdnoyf6kzhj46iyfm7xq43fy,1,17.2,44.5,2023-04-29T16:20:02.858Z,2023-04-29T18:15:19Z,4236006593,140,24.9,4236006591,56,Back,4236006599,213,5.4,4236006595,141,29.5,4236006597,212,13.0,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
