id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2491332941,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-12-14T18:18:39.769Z,2022-12-14T19:03:40Z,3945968597,59,"22, 4, 13, 25, 5, 3, 29, 8, 9, 24, 23, 1, 6, 7, 14, 15, 18, 26",3945968599,130,8,3945968595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3945968603,194,30pcgn07mnn0sk4jp0t7bx9ed,3945968601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3945968607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3945968593,30,"4vgx21i9mmnoud5h6px197f11, eoc724h5j6mnvvu1nbumezmxh, ceww6vauxaqddgogso515rcru, 6aaes6ikbmrg75h6asm58wpg5, elelvar8kyxwpfqzwr1v00b85, 30pcgn07mnn0sk4jp0t7bx9ed, tzc4bqcf2wkz1k7d96l8g3my, 7kx86ostcp0tfo53g9cpqn7px, xfhvn9tfu8wwd1whgo1jgand, drwlmmiguqz2mfzsh6gjmklx, enqn8azrcz6vks9d21ze9w2c5, 7f3opq72gey1boxe6vcgmfvth, 2zdgbwd6y5u4pd08upf1sda6t, a1v4wcs80zp79nq6u2efnzgfd, 8gh56ar8x8yxjfcm66m7532ll, z8vdz64bgqus4c85451nsrf9, dwclepmsssh2hd8381rjqbufp, 8up2ey86u6cx49ujaanwuwokq",3945968605,197,6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491333071,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-12-14T18:19:14.295Z,2022-12-14T19:13:26Z,3945969263,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3945969275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3945969271,194,8e7wbpcbwxvdz0fojwuyov3rp,3945969265,59,"12, 17, 6, 28, 5, 4, 10, 22, 25, 14, 11, 7, 8, 15, 18, 19, 21, 24",3945969273,197,727,3945969267,130,4,3945969269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3945969261,30,"8zpj2ov0kc2d7a2b14ys2y8dl, avttb0ne86ra4pqruk0d8al05, 8e7wbpcbwxvdz0fojwuyov3rp, bqbs20rirfi1eh7k7ss4pt0ix, 3c80px00lrpe84s9yurszqcid, 8j67kyyfq5i300eeqbihgcqfp, 9x4qkir5sofsdi6jf3qdnvgx6, e2lt71eeqb97hw6wnebjrrgt1, 27iu58a0k5jqsxidnaxbothbd, 8k21bzux0l41m2cdsuetbco9h, bmw6mvkeropjorm2rxzw2fzai, ekmg1wlig0qdtzhafm3lwsz4l, 6flq1204p7494fm1ct06w6ket, 69nz7p1izpw4i8tle2c8hls2y, ds8eeciyv1vk6nwh26qgy1lg5, cl94qe8su9mdjcijafr4gst4a, c4ptt043q3lm4npuwpyviprdh, 6krz9iy1cdya9kzw8thjeg4r8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338781,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-12-14T19:00:07Z,2022-12-14T19:00:08Z,3945997673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338779,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-12-14T19:00:07Z,2022-12-14T19:00:07Z,3945997671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338795,3,1,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,49.7,49.9,2022-12-14T19:00:07.100Z,2022-12-14T19:00:12Z,3945997745,279,S,3945997741,212,14.5,3945997743,213,3.0,3945997735,56,Back,3945997737,140,36.0,3945997739,141,52.1,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338807,4,1,1,0,5,7kt37xy93vjy6wac8vq6fqz3g,1,33.8,62,2022-12-14T19:00:12.646Z,2022-12-14T19:00:14Z,3945997807,212,16.6,3945997803,140,32.5,3945997801,56,Back,3945997809,213,1.7,3945997805,141,86.3,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338811,5,1,1,0,7,7kt37xy93vjy6wac8vq6fqz3g,1,30,86.6,2022-12-14T19:00:14.502Z,2022-12-14T19:00:15Z,3945997823,56,Back,3945997825,140,24.6,3945997831,213,3.9,3945997829,212,7.5,3945997827,141,79.4,,,,,,,,,,e2lt71eeqb97hw6wnebjrrgt1,A. Galli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338817,6,1,1,0,8,7kt37xy93vjy6wac8vq6fqz3g,1,24.4,79.3,2022-12-14T19:00:15.238Z,2022-12-14T19:00:17Z,3945997851,141,89.1,3945997855,213,0.5,3945997847,56,Back,3945997849,140,36.3,3945997853,212,14.2,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338833,7,1,1,0,10,7kt37xy93vjy6wac8vq6fqz3g,1,41.5,88.3,2022-12-14T19:00:17.710Z,2022-12-14T19:00:22Z,3945997919,213,3.5,3945997911,56,Back,3945997915,141,84.1,3945997913,140,34.7,3945997917,212,7.7,,,,,,,,,,e2lt71eeqb97hw6wnebjrrgt1,A. Galli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491338835,8,50,1,0,15,7kt37xy93vjy6wac8vq6fqz3g,1,38.4,79.5,2022-12-14T19:00:22.437Z,2022-12-14T19:00:26Z,3945997991,233,3,3945997925,286,,3945997923,56,Back,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
