id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist
2476337559,264,1,1,26,20,axwnneoekq2f2yq6r1l704y96,1,37.3,10.3,2022-10-23T14:28:22.517Z,2022-10-23T14:28:26Z,3866988333,213,0.3,3866988325,141,21.5,3866988329,212,24.3,3866988317,56,Center,3866988321,140,59.3,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Thorisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476337637,265,1,1,26,24,axwnneoekq2f2yq6r1l704y96,0,55,5.8,2022-10-23T14:28:26.308Z,2022-10-23T14:28:33Z,3866988799,213,5.4,3866988791,56,Right,3866988795,141,0.0,3866988797,212,6.3,3866988793,140,58.7,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476337697,161,5,1,26,27,28u3q82ip96ahymkup01vfxli,1,42.4,101.2,2022-10-23T14:28:29.389Z,2022-10-23T14:28:33Z,3866989095,233,266,3866989067,347,,3866989065,56,Back,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476337651,266,5,1,26,27,axwnneoekq2f2yq6r1l704y96,0,57.6,-1.2,2022-10-23T14:28:29.389Z,2022-10-23T14:29:36Z,3866988861,347,,3866988859,56,Right,3866989127,233,161,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476338199,162,27,1,26,53,28u3q82ip96ahymkup01vfxli,1,0,0,2022-10-23T14:28:55.213Z,2022-10-23T14:28:58Z,3866991575,41,Injury,3866991577,53,1ct6g590mpcg14jw94v4g2tm2,3866991585,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476338167,267,27,1,26,53,axwnneoekq2f2yq6r1l704y96,1,0,0,2022-10-23T14:28:55.213Z,2022-10-23T14:30:41Z,3866994245,53,2s15k44faiinj3gz5tswtv4d1,3866994243,41,Injury,3866991591,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476340591,163,28,1,28,56,28u3q82ip96ahymkup01vfxli,1,0,0,2022-10-23T14:30:57.741Z,2022-10-23T14:30:58Z,3867003817,55,162,3867003879,233,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476340595,268,28,1,28,56,axwnneoekq2f2yq6r1l704y96,1,0,0,2022-10-23T14:30:57.741Z,2022-10-23T14:30:58Z,3867003843,55,267,3867003913,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476340969,164,1,1,29,16,28u3q82ip96ahymkup01vfxli,1,48.5,100,2022-10-23T14:31:18.596Z,2022-10-23T14:31:19Z,3867005737,1,,3867005733,212,24.1,3867005727,56,Back,3867005731,141,86.0,3867005735,213,3.6,3867005725,107,,3867005729,140,28.0,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476340989,165,1,1,29,17,28u3q82ip96ahymkup01vfxli,1,27.8,84.1,2022-10-23T14:31:19.460Z,2022-10-23T14:31:20Z,3867005819,213,0.5,3867005811,56,Back,3867005813,140,36.8,3867005817,212,10.8,3867005815,141,91.7,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341079,166,1,1,29,18,28u3q82ip96ahymkup01vfxli,1,38.8,92.3,2022-10-23T14:31:20.347Z,2022-10-23T14:31:24Z,3867006295,140,56.3,3867006297,141,73.9,3867006293,56,Center,3867006303,213,5.7,3867006299,212,22.2,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341087,167,61,1,29,22,28u3q82ip96ahymkup01vfxli,0,48.2,78.1,2022-10-23T14:31:24.331Z,2022-10-23T14:31:24Z,3867006331,56,Back,,,,,,,,,,,,,,,,,,,,,,2hoa4v8810rmsbi85pfanyfl6,M. Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341095,269,49,1,29,23,axwnneoekq2f2yq6r1l704y96,1,62.2,22.8,2022-10-23T14:31:24.889Z,2022-10-23T14:31:25Z,,,,,,,,,,,,,,,,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341147,270,1,1,29,23,axwnneoekq2f2yq6r1l704y96,1,62.2,22.8,2022-10-23T14:31:25.049Z,2022-10-23T14:31:26Z,3867006617,213,4.5,3867006613,141,15.0,3867006611,140,61.3,3867006609,56,Right,3867006615,212,5.4,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341157,271,1,1,29,24,axwnneoekq2f2yq6r1l704y96,0,61.4,8,2022-10-23T14:31:26.561Z,2022-10-23T14:31:27Z,3867006643,56,Right,3867006647,141,7.4,3867006671,286,,3867006665,236,,3867006649,212,4.6,3867006645,140,65.8,3867006651,213,6.2,3867006667,233,168,440p9vyf2bnhoivrea2biq9k9,Lucía García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341141,168,74,1,29,24,28u3q82ip96ahymkup01vfxli,1,42,84.8,2022-10-23T14:31:26.562Z,2022-10-23T14:34:28Z,3867006693,233,271,3867006579,56,Back,3867006581,285,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341289,272,1,1,29,27,axwnneoekq2f2yq6r1l704y96,1,43.4,10.1,2022-10-23T14:31:29.305Z,2022-10-23T14:31:33Z,3867007323,56,Back,3867007325,140,33.3,3867007327,141,18.6,3867007329,212,12.1,3867007331,213,2.6,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Thorisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341345,273,1,1,29,31,axwnneoekq2f2yq6r1l704y96,1,31.7,20.1,2022-10-23T14:31:33.369Z,2022-10-23T14:31:36Z,3867007555,213,2.3,3867007547,56,Back,3867007549,140,16.8,3867007553,212,23.9,3867007551,141,46.7,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341379,274,1,1,29,34,axwnneoekq2f2yq6r1l704y96,1,19,43.9,2022-10-23T14:31:36.009Z,2022-10-23T14:31:38Z,3867007719,213,1.0,3867007715,141,67.3,3867007711,56,Back,3867007717,212,18.7,3867007713,140,28.4,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341513,275,1,1,29,37,axwnneoekq2f2yq6r1l704y96,1,28.4,67.3,2022-10-23T14:31:38.697Z,2022-10-23T14:31:43Z,3867008365,141,93.3,3867008369,213,1.0,3867008363,140,39.5,3867008367,212,21.2,3867008361,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341601,276,1,1,29,42,axwnneoekq2f2yq6r1l704y96,1,42.4,73.9,2022-10-23T14:31:43.833Z,2022-10-23T14:31:47Z,3867008729,140,28.0,3867008735,213,4.1,3867008731,141,44.3,3867008733,212,25.2,3867008727,56,Back,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341647,277,1,1,29,45,axwnneoekq2f2yq6r1l704y96,1,27.6,44,2022-10-23T14:31:47.593Z,2022-10-23T14:31:49Z,3867008991,213,4.9,3867008983,56,Back,3867008985,140,32.8,3867008987,141,7.9,3867008989,212,25.1,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341677,278,1,1,29,47,axwnneoekq2f2yq6r1l704y96,1,33.2,7.7,2022-10-23T14:31:49.601Z,2022-10-23T14:31:51Z,3867009169,212,16.9,3867009163,56,Back,3867009165,140,25.3,3867009171,213,2.1,3867009167,141,29.4,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Thorisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341741,279,1,1,29,50,axwnneoekq2f2yq6r1l704y96,1,25.5,29.7,2022-10-23T14:31:51.872Z,2022-10-23T14:31:54Z,3867009503,140,30.6,3867009507,212,22.5,3867009501,56,Back,3867009505,141,61.8,3867009509,213,1.3,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341801,280,1,1,29,53,axwnneoekq2f2yq6r1l704y96,1,32.9,69.4,2022-10-23T14:31:54.817Z,2022-10-23T14:31:58Z,3867009837,56,Back,3867009841,140,42.4,3867009851,213,0.9,3867009845,141,88.4,3867009849,212,16.3,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341853,281,1,1,29,56,axwnneoekq2f2yq6r1l704y96,1,41.2,93.6,2022-10-23T14:31:58.097Z,2022-10-23T14:32:00Z,3867010121,140,45.4,3867010123,141,80.8,3867010125,212,9.8,3867010127,213,5.2,3867010119,56,Back,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341893,282,1,1,29,58,axwnneoekq2f2yq6r1l704y96,1,43.5,82.3,2022-10-23T14:31:59.993Z,2022-10-23T14:32:01Z,3867010351,140,36.2,3867010353,141,93.3,3867010349,56,Back,3867010357,213,2.4,3867010355,212,10.7,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342093,283,1,1,30,0,axwnneoekq2f2yq6r1l704y96,1,36.1,93.3,2022-10-23T14:32:01.809Z,2022-10-23T14:32:10Z,3867011541,140,36.1,3867011539,56,Back,3867011545,212,8.5,3867011547,213,4.7,3867011543,141,80.8,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342105,284,4,1,30,6,axwnneoekq2f2yq6r1l704y96,1,30,83.8,2022-10-23T14:32:07.866Z,2022-10-23T14:32:11Z,3867011599,13,,3867011605,152,,3867011635,233,169,3867011607,285,,3867011603,56,Back,3867011601,295,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342091,169,4,1,30,6,28u3q82ip96ahymkup01vfxli,0,70,16.2,2022-10-23T14:32:07.867Z,2022-10-23T14:32:11Z,3867011531,286,,3867011523,13,,3867011527,56,Right,3867011529,152,,3867011679,233,284,3867011525,295,,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342529,285,1,1,30,27,axwnneoekq2f2yq6r1l704y96,1,24.7,76.7,2022-10-23T14:32:28.680Z,2022-10-23T14:32:30Z,3867014035,141,53.1,3867014029,152,,3867014039,213,4.5,3867014033,140,21.4,3867014037,212,16.4,3867014027,5,,3867014031,56,Back,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342561,286,1,1,30,28,axwnneoekq2f2yq6r1l704y96,1,21.4,53.1,2022-10-23T14:32:30.016Z,2022-10-23T14:32:31Z,3867014245,141,25.5,3867014247,212,19.0,3867014243,140,24.5,3867014241,56,Back,3867014249,213,4.9,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342691,287,1,1,30,30,axwnneoekq2f2yq6r1l704y96,1,24.7,23.4,2022-10-23T14:32:32.448Z,2022-10-23T14:32:35Z,3867014759,213,5.8,3867014755,141,7.7,3867014751,56,Back,3867014757,212,24.5,3867014753,140,45.7,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342715,288,1,1,30,33,axwnneoekq2f2yq6r1l704y96,0,51.3,5.2,2022-10-23T14:32:35.216Z,2022-10-23T14:32:36Z,3867014873,140,71.4,3867014875,141,21.5,3867014877,212,23.8,3867014879,213,0.5,3867014871,56,Center,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Thorisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342711,170,49,1,30,34,28u3q82ip96ahymkup01vfxli,1,32.7,76.3,2022-10-23T14:32:36.115Z,2022-10-23T14:32:36Z,,,,,,,,,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342763,171,1,1,30,35,28u3q82ip96ahymkup01vfxli,1,32.7,76.9,2022-10-23T14:32:36.939Z,2022-10-23T14:32:38Z,3867015129,213,0.9,3867015125,141,85.1,3867015121,56,Back,3867015127,212,7.2,3867015123,140,37.1,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342847,172,1,1,30,36,28u3q82ip96ahymkup01vfxli,1,37.1,85.1,2022-10-23T14:32:38.066Z,2022-10-23T14:32:40Z,3867015605,213,5.5,3867015599,140,44.9,3867015597,56,Back,3867015601,141,73.0,3867015603,212,11.6,,,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342893,173,1,1,30,38,28u3q82ip96ahymkup01vfxli,1,48.8,75,2022-10-23T14:32:40.435Z,2022-10-23T14:32:42Z,3867015839,212,17.5,3867015835,140,64.0,3867015841,213,5.9,3867015837,141,64.6,3867015833,56,Center,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342919,174,1,1,30,41,28u3q82ip96ahymkup01vfxli,0,61.3,62.6,2022-10-23T14:32:42.699Z,2022-10-23T14:32:45Z,3867015943,213,5.8,3867015927,168,,3867015941,212,7.9,3867015931,56,Center,3867015935,140,67.9,3867015939,141,56.9,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342953,289,49,1,30,43,axwnneoekq2f2yq6r1l704y96,1,41.9,39.1,2022-10-23T14:32:44.928Z,2022-10-23T14:32:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342979,290,1,1,30,43,axwnneoekq2f2yq6r1l704y96,1,41.9,38.2,2022-10-23T14:32:45.256Z,2022-10-23T14:32:57Z,3867016269,212,6.7,3867016271,213,3.9,3867016267,141,31.6,3867016265,140,37.1,3867016263,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343179,291,1,1,30,44,axwnneoekq2f2yq6r1l704y96,1,37,31.6,2022-10-23T14:32:46.112Z,2022-10-23T14:32:54Z,3867017389,212,23.5,3867017387,141,66.1,3867017385,140,35.6,3867017391,213,1.6,3867017383,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343263,292,1,1,30,56,axwnneoekq2f2yq6r1l704y96,1,35.6,61.2,2022-10-23T14:32:57.936Z,2022-10-23T14:32:58Z,3867017841,141,58.8,3867017843,212,7.5,3867017837,56,Back,3867017839,140,28.6,3867017845,213,3.4,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343309,293,1,1,30,57,axwnneoekq2f2yq6r1l704y96,1,28.1,58.4,2022-10-23T14:32:58.687Z,2022-10-23T14:33:00Z,3867018059,212,17.9,3867018057,141,32.1,3867018061,213,4.8,3867018055,140,29.0,3867018053,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343411,294,1,1,30,59,axwnneoekq2f2yq6r1l704y96,1,29,30.1,2022-10-23T14:33:00.703Z,2022-10-23T14:33:04Z,3867018585,213,2.4,3867018575,140,18.9,3867018573,56,Back,3867018577,141,44.8,3867018581,212,14.6,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343469,295,1,1,31,2,axwnneoekq2f2yq6r1l704y96,1,20,44.5,2022-10-23T14:33:04.440Z,2022-10-23T14:33:07Z,3867018893,213,5.4,3867018889,212,18.1,3867018885,140,30.9,3867018887,141,23.9,3867018883,56,Back,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343767,296,1,1,31,7,axwnneoekq2f2yq6r1l704y96,1,33.3,18,2022-10-23T14:33:08.959Z,2022-10-23T14:33:20Z,3867020535,140,58.6,3867020539,212,27.0,3867020537,141,10.6,3867020533,56,Right,3867020541,213,6.1,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343779,297,4,1,31,17,axwnneoekq2f2yq6r1l704y96,1,62.4,24.4,2022-10-23T14:33:18.873Z,2022-10-23T14:33:21Z,3867020795,233,175,3867020581,13,,3867020591,265,,3867020589,152,,3867020595,286,,3867020585,56,Center,,,,,,,440p9vyf2bnhoivrea2biq9k9,Lucía García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343803,175,4,1,31,17,28u3q82ip96ahymkup01vfxli,0,37.6,75.6,2022-10-23T14:33:18.874Z,2022-10-23T14:33:21Z,3867020707,265,,3867020703,56,Back,3867020701,13,,3867020831,233,297,3867020705,152,,3867020709,285,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344665,298,1,1,31,52,axwnneoekq2f2yq6r1l704y96,0,62.6,21.5,2022-10-23T14:33:54.438Z,2022-10-23T14:33:57Z,3867025103,212,35.9,3867025095,152,,3867025099,140,89.6,3867025101,141,53.9,3867025105,213,0.7,3867025093,155,,3867025097,56,Center,3867025109,1,,9ijnmgmapjcnctich86692tw5,K. Zelem,3867025091,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344713,176,12,1,31,57,28u3q82ip96ahymkup01vfxli,1,10.1,41.2,2022-10-23T14:33:59.234Z,2022-10-23T14:34:08Z,3867025337,140,20.7,3867025343,213,0.3,3867025335,56,Back,3867026451,15,,3867025341,212,11.7,3867025339,141,46.6,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344741,177,12,1,31,58,28u3q82ip96ahymkup01vfxli,1,20.7,46.6,2022-10-23T14:33:59.962Z,2022-10-23T14:34:10Z,3867025449,213,1.1,3867025445,141,66.1,3867025441,56,Back,3867025443,140,26.7,3867026617,15,,3867025447,212,14.7,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344749,178,49,1,31,59,28u3q82ip96ahymkup01vfxli,1,26.5,65.2,2022-10-23T14:34:01.098Z,2022-10-23T14:34:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2hoa4v8810rmsbi85pfanyfl6,M. Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344769,179,1,1,31,59,28u3q82ip96ahymkup01vfxli,0,26.5,65.2,2022-10-23T14:34:01.386Z,2022-10-23T14:34:02Z,3867025579,140,39.5,3867025581,141,54.0,3867025577,56,Back,3867025585,213,5.8,3867025583,212,15.6,,,,,,,,,,2hoa4v8810rmsbi85pfanyfl6,M. Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344857,299,8,1,32,3,axwnneoekq2f2yq6r1l704y96,1,65.2,35.1,2022-10-23T14:34:05.415Z,2022-10-23T14:34:05Z,3867026067,56,Center,,,,,,,,,,,,,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344869,300,49,1,32,4,axwnneoekq2f2yq6r1l704y96,1,65.2,35.1,2022-10-23T14:34:05.927Z,2022-10-23T14:34:06Z,,,,,,,,,,,,,,,,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344905,301,1,1,32,4,axwnneoekq2f2yq6r1l704y96,1,65.2,35.1,2022-10-23T14:34:06.119Z,2022-10-23T14:34:07Z,3867026331,56,Center,3867026339,213,2.8,3867026335,141,38.6,3867026337,212,8.2,3867026333,140,57.7,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476344959,302,1,1,32,5,axwnneoekq2f2yq6r1l704y96,1,57.7,38.6,2022-10-23T14:34:07.151Z,2022-10-23T14:34:10Z,3867026629,140,55.3,3867026635,213,1.8,3867026631,141,58.7,3867026633,212,13.9,3867026627,56,Center,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476345001,303,1,1,32,8,axwnneoekq2f2yq6r1l704y96,1,55.6,66.1,2022-10-23T14:34:10.454Z,2022-10-23T14:34:12Z,3867026867,56,Center,3867026875,213,0.0,3867026871,141,66.7,3867026869,140,63.4,3867026873,212,8.2,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476345053,304,1,1,32,10,axwnneoekq2f2yq6r1l704y96,1,63.4,69.6,2022-10-23T14:34:12.439Z,2022-10-23T14:34:14Z,3867027135,140,72.8,3867027139,212,18.2,3867027133,56,Left,3867027143,213,1.0,3867027137,141,92.1,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476345203,305,1,1,32,15,axwnneoekq2f2yq6r1l704y96,1,69.1,86.3,2022-10-23T14:34:16.718Z,2022-10-23T14:34:22Z,3867027903,213,0,3867027897,140,81.5,3867027895,56,Left,3867027893,155,,3867027899,141,86.3,3867027901,212,13.0,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476345385,306,4,1,32,20,axwnneoekq2f2yq6r1l704y96,1,72.2,88.8,2022-10-23T14:34:21.959Z,2022-10-23T14:34:30Z,3867028751,152,,3867028803,233,180,3867028749,56,Left,3867028753,265,,3867028747,13,,3867028755,286,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476345271,180,4,1,32,20,28u3q82ip96ahymkup01vfxli,0,27.8,11.2,2022-10-23T14:34:21.960Z,2022-10-23T14:34:30Z,3867028267,56,Back,3867028847,233,306,3867028271,265,,3867028265,13,,3867028269,152,,3867028273,285,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476346165,307,1,1,32,57,axwnneoekq2f2yq6r1l704y96,1,74.8,91.1,2022-10-23T14:34:58.893Z,2022-10-23T21:23:48Z,3867032847,141,50.9,3867032833,2,,3867032843,56,Center,3867032837,155,,3867032845,140,90.2,3867032835,5,,3867032849,212,31.8,3867032839,152,,9ijnmgmapjcnctich86692tw5,K. Zelem,3867036375,24,,,3867036373,154,3867032851,213,3867036371,210,16,,,5.2,,,,,,,,,,,,,,,1
2476346179,308,16,1,32,59,axwnneoekq2f2yq6r1l704y96,1,90.2,50.9,2022-10-23T14:35:01.142Z,2022-10-23T21:23:49Z,3867036407,24,,3867036423,102,52.4,3867036433,231,49.3,3867036419,55,307,3867036437,374,2022-10-23 15:35:00.524,3867036443,375,32:58.909,3867036415,29,,3867036431,230,99.4,c705ailfiov40xwoysz0ggct1,N. Parris,3867032925,56,Center,,3867032919,17,3867036425,103,3867036411,15,,3867036417,154,22.8,3867036413,77,,,3867036429,328,,,,,,,,,
2476347049,181,1,1,33,38,28u3q82ip96ahymkup01vfxli,1,50.1,49.7,2022-10-23T14:35:40.321Z,2022-10-23T14:36:13Z,3867037365,213,3.2,3867037359,140,32.3,3867037357,56,Back,3867037361,141,48.2,3867037363,212,18.7,3867037367,279,G,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476347119,182,1,1,33,40,28u3q82ip96ahymkup01vfxli,1,33.3,48.8,2022-10-23T14:35:42.185Z,2022-10-23T14:35:44Z,3867037639,213,2.6,3867037631,56,Back,3867037637,212,21.7,3867037635,141,65.1,3867037633,140,15.5,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476347193,183,1,1,33,43,28u3q82ip96ahymkup01vfxli,1,22.3,67.2,2022-10-23T14:35:44.873Z,2022-10-23T14:35:48Z,3867038031,56,Back,3867038039,213,3.7,3867038033,140,7.0,3867038035,141,51.9,3867038037,212,19.1,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476347307,184,1,1,33,46,28u3q82ip96ahymkup01vfxli,1,7,50.6,2022-10-23T14:35:48.465Z,2022-10-23T14:35:53Z,3867038605,56,Back,3867038613,213,0.9,3867038611,212,20.0,3867038609,141,73.5,3867038607,140,19.0,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476347345,185,3,1,33,51,28u3q82ip96ahymkup01vfxli,1,35.5,77.6,2022-10-23T14:35:52.929Z,2022-10-23T14:35:57Z,3867038751,56,Back,3867039101,286,,3867039097,233,309,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
