id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2541614781,9,1,1,0,22,36tr17foeaf9ejjmt2txuoy3y,1,25.6,75.6,2023-04-30T13:02:39.141Z,2023-04-30T13:02:43Z,4239673411,56,Left,4239673417,212,27.0,4239673415,141,84.5,4239673419,213,0.2,4239673413,140,50.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614897,10,1,1,0,26,36tr17foeaf9ejjmt2txuoy3y,1,50.7,84.2,2023-04-30T13:02:43.085Z,2023-04-30T13:02:48Z,4239674039,141,96.2,4239674043,213,0.9,4239674037,140,57.5,4239674041,212,10.8,4239674035,56,Left,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614967,11,1,1,0,31,36tr17foeaf9ejjmt2txuoy3y,1,54.5,92.6,2023-04-30T13:02:48.093Z,2023-04-30T13:02:50Z,4239674427,213,2.9,4239674421,141,95.0,4239674419,140,48.9,4239674423,212,6.1,4239674417,56,Back,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615035,12,1,1,0,34,36tr17foeaf9ejjmt2txuoy3y,1,44.1,80.6,2023-04-30T13:02:50.861Z,2023-04-30T13:02:53Z,4239674775,140,27.2,4239674781,213,3.4,4239674777,141,72.7,4239674779,212,18.5,4239674773,56,Back,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615105,13,1,1,0,36,36tr17foeaf9ejjmt2txuoy3y,1,26.9,72.9,2023-04-30T13:02:53.085Z,2023-04-30T13:02:55Z,4239675089,212,13.9,4239675087,141,56.1,4239675091,213,5.3,4239675083,56,Back,4239675085,140,34.5,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615133,14,1,1,0,39,36tr17foeaf9ejjmt2txuoy3y,0,35.2,57.8,2023-04-30T13:02:55.765Z,2023-04-30T13:02:57Z,4239675211,141,74.7,4239675207,56,Back,4239675215,213,1.1,4239675209,140,41.0,4239675213,212,13.0,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615129,3,49,1,0,40,bsbugp9qfasrrtg55bf7evvwv,1,68,27,2023-04-30T13:02:56.848Z,2023-04-30T13:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615167,4,1,1,0,40,bsbugp9qfasrrtg55bf7evvwv,1,68,27,2023-04-30T13:02:57.055Z,2023-04-30T13:02:58Z,4239675349,56,Center,4239675353,141,37.1,4239675355,212,6.9,4239675357,213,1.6,4239675351,140,68.0,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615227,5,1,1,0,42,bsbugp9qfasrrtg55bf7evvwv,1,64.8,41.9,2023-04-30T13:02:58.599Z,2023-04-30T13:03:01Z,4239675681,213,1.0,4239675675,140,67.5,4239675677,141,48.1,4239675673,56,Center,4239675679,212,5.1,,,,,,,,,,blbeuhuw60c2dkx2ofl0xp82c,T. Primmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615261,6,1,1,0,44,bsbugp9qfasrrtg55bf7evvwv,0,70.9,53.3,2023-04-30T13:03:01.422Z,2023-04-30T13:03:03Z,4239675869,141,63.9,4239675871,212,17.3,4239675873,213,0.4,4239675867,140,85.9,4239675865,56,Center,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615279,15,8,1,0,47,36tr17foeaf9ejjmt2txuoy3y,1,31.5,51.9,2023-04-30T13:03:04.094Z,2023-04-30T13:03:04Z,4239675959,56,Back,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615313,7,1,1,0,47,bsbugp9qfasrrtg55bf7evvwv,0,86.4,63.6,2023-04-30T13:03:04.319Z,2023-04-30T13:03:05Z,4239676109,213,3.3,4239676103,140,80.6,4239676101,56,Center,4239676105,141,62.6,4239676107,212,6.1,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615331,16,1,1,0,49,36tr17foeaf9ejjmt2txuoy3y,0,27.3,62.6,2023-04-30T13:03:05.556Z,2023-04-30T13:03:06Z,4239676249,213,6.0,4239676239,3,,4239676243,140,32.0,4239676241,56,Back,4239676247,212,5.2,4239676245,141,60.2,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615981,17,61,1,0,52,36tr17foeaf9ejjmt2txuoy3y,1,23.2,50.6,2023-04-30T13:03:09.417Z,2023-04-30T13:03:49Z,4239679557,56,Back,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615467,8,16,1,0,53,bsbugp9qfasrrtg55bf7evvwv,1,81.1,57,2023-04-30T13:03:10.175Z,2023-04-30T13:04:14Z,4239681389,72,,4239681399,375,00:52.471,4239681395,374,2023-04-30 14:03:08.951,4239683843,458,,4239683837,215,,4239676911,22,,4239683831,80,,4239683833,102,46.1,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,4239676913,18,4239683835,103,8.9,4239683847,230,98.6,4239683851,231,50,4239676915,56,Center,,,,,,,,,,,,,,,,,,
2541616083,9,43,1,1,21,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-30T13:03:38.425Z,2023-04-30T13:03:44Z,4239680057,56,Center,4239680621,144,61,,,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617011,10,27,1,1,43,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-30T13:04:00.288Z,2023-04-30T13:05:22Z,4239684845,53,5op3c93qca8mh67vkwrb3tvpx,4239692439,233,18,4239684843,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616551,18,27,1,1,43,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-04-30T13:04:00.288Z,2023-04-30T13:05:22Z,4239692379,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617047,11,28,1,2,5,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-30T13:04:21.925Z,2023-04-30T13:26:57Z,4239684993,55,10,4239685101,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616971,19,28,1,2,5,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-04-30T13:04:21.925Z,2023-04-30T13:04:26Z,4239685075,233,11,4239684653,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617209,20,1,1,2,13,36tr17foeaf9ejjmt2txuoy3y,1,49.9,49.4,2023-04-30T13:04:30.334Z,2023-04-30T13:04:33Z,4239685839,279,G,4239685821,56,Back,4239685827,141,53.9,4239685831,212,14.2,4239685823,140,36.7,4239685835,213,2.9,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617299,21,1,1,2,16,36tr17foeaf9ejjmt2txuoy3y,1,34.4,49.6,2023-04-30T13:04:32.917Z,2023-04-30T13:04:37Z,4239686307,140,25.0,4239686311,212,13.7,4239686309,141,35.7,4239686305,56,Back,4239686313,213,3.9,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617427,22,1,1,2,20,36tr17foeaf9ejjmt2txuoy3y,1,24.5,37.7,2023-04-30T13:04:37.108Z,2023-04-30T13:04:42Z,4239686969,141,62.6,4239686971,212,17.1,4239686973,213,1.4,4239686965,56,Back,4239686967,140,26.5,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617547,23,1,1,2,24,36tr17foeaf9ejjmt2txuoy3y,1,27.2,63.3,2023-04-30T13:04:41.477Z,2023-04-30T13:04:47Z,4239687619,56,Back,4239687625,141,77.5,4239687621,140,34.2,4239687629,212,12.1,4239687631,213,0.9,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617667,24,1,1,2,30,36tr17foeaf9ejjmt2txuoy3y,1,30.1,70.9,2023-04-30T13:04:47.421Z,2023-04-30T13:04:50Z,4239688219,212,8.5,4239688221,213,4.5,4239688211,56,Back,4239688215,140,28.1,4239688217,141,58.8,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617683,25,1,1,2,33,36tr17foeaf9ejjmt2txuoy3y,1,27.8,57,2023-04-30T13:04:50.357Z,2023-04-30T13:04:51Z,4239688295,212,15.5,4239688285,140,27.3,4239688289,141,34.2,4239688301,213,4.7,4239688279,56,Back,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617717,26,1,1,2,34,36tr17foeaf9ejjmt2txuoy3y,1,27,34.9,2023-04-30T13:04:51.053Z,2023-04-30T13:04:52Z,4239688463,212,27.1,4239688459,140,47.0,4239688465,213,5.6,4239688461,141,9.7,4239688455,56,Back,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617821,27,1,1,2,35,36tr17foeaf9ejjmt2txuoy3y,1,47,9.7,2023-04-30T13:04:52.349Z,2023-04-30T13:04:55Z,4239688933,141,19.1,4239688935,212,17.4,4239688937,213,0.4,4239688931,140,62.4,4239688929,56,Right,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617913,28,1,1,2,38,36tr17foeaf9ejjmt2txuoy3y,1,62,18.3,2023-04-30T13:04:55.404Z,2023-04-30T13:04:58Z,4239689437,140,67.5,4239689441,212,9.6,4239689435,56,Right,4239689443,213,5.4,4239689439,141,7.1,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617921,29,61,1,2,41,36tr17foeaf9ejjmt2txuoy3y,0,67.3,5.2,2023-04-30T13:04:57.892Z,2023-04-30T13:04:58Z,4239689475,56,Right,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618167,13,5,1,2,42,bsbugp9qfasrrtg55bf7evvwv,1,29.9,102,2023-04-30T13:04:59.140Z,2023-04-30T13:27:52Z,4239690741,233,30,4239690723,56,Back,4239690733,347,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618161,30,5,1,2,42,36tr17foeaf9ejjmt2txuoy3y,0,70.1,-2,2023-04-30T13:04:59.140Z,2023-04-30T13:27:52Z,4239690689,56,Right,4239690691,347,,4239690771,233,13,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541617977,12,43,1,2,43,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-30T13:05:00.064Z,2023-04-30T13:05:22Z,4239692467,144,28,4239689755,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618265,14,1,1,2,52,bsbugp9qfasrrtg55bf7evvwv,1,21.9,100,2023-04-30T13:05:09.279Z,2023-04-30T13:05:12Z,4239691193,107,,4239691203,141,82.7,4239691211,1,,4239691197,56,Back,4239691207,212,23.5,4239691209,213,5.7,4239691199,140,40.7,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618283,15,1,1,2,56,bsbugp9qfasrrtg55bf7evvwv,0,34,85.3,2023-04-30T13:05:12.728Z,2023-04-30T13:05:13Z,4239691289,213,0.4,4239691287,212,27.5,4239691291,1,,4239691281,140,58.0,4239691283,141,100.0,4239691279,56,Left,4239691277,157,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618289,16,5,1,2,56,bsbugp9qfasrrtg55bf7evvwv,0,59.6,101.5,2023-04-30T13:05:13.305Z,2023-04-30T13:05:21Z,4239691329,56,Left,4239691331,347,,4239692285,233,31,,,,,,,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618447,31,5,1,2,56,36tr17foeaf9ejjmt2txuoy3y,1,40.4,-1.5,2023-04-30T13:05:13.305Z,2023-04-30T13:27:53Z,4239692189,56,Back,4239692191,347,,4239692223,233,16,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618537,32,1,1,3,4,36tr17foeaf9ejjmt2txuoy3y,1,39.8,0,2023-04-30T13:05:20.660Z,2023-04-30T13:05:23Z,4239692657,213,2.6,4239692647,107,,4239692651,140,24.7,4239692649,56,Back,4239692655,212,19.0,4239692653,141,13.8,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618631,33,1,1,3,7,36tr17foeaf9ejjmt2txuoy3y,1,27.6,18.9,2023-04-30T13:05:23.780Z,2023-04-30T13:05:26Z,4239693121,141,53.9,4239693117,56,Back,4239693123,212,24.1,4239693119,140,24.2,4239693125,213,1.7,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618661,34,1,1,3,10,36tr17foeaf9ejjmt2txuoy3y,1,24.1,55.3,2023-04-30T13:05:26.685Z,2023-04-30T13:27:44Z,4239693305,56,Back,4239693313,213,0.9,4239693307,140,38.6,4239693311,212,25.9,4239693309,141,86.1,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618883,35,1,1,3,16,36tr17foeaf9ejjmt2txuoy3y,0,36.8,87.1,2023-04-30T13:05:32.917Z,2023-04-30T13:05:35Z,4239694421,56,Left,4239694425,141,100.0,4239694427,212,17.6,4239694429,213,0.6,4239694423,140,50.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618953,17,5,1,3,18,bsbugp9qfasrrtg55bf7evvwv,1,40.8,-1.7,2023-04-30T13:05:35.017Z,2023-04-30T13:27:53Z,4239694803,347,,4239694823,233,36,4239694801,56,Back,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541618889,36,5,1,3,18,36tr17foeaf9ejjmt2txuoy3y,0,59.2,101.7,2023-04-30T13:05:35.017Z,2023-04-30T13:05:40Z,4239694439,347,,4239694437,56,Left,4239694869,233,17,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619013,18,1,1,3,22,bsbugp9qfasrrtg55bf7evvwv,1,35,0,2023-04-30T13:05:39.455Z,2023-04-30T13:05:42Z,4239695199,56,Back,4239695201,140,40.5,4239695197,107,,4239695207,213,1.0,4239695203,141,10.9,4239695205,212,10.4,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619025,19,1,1,3,25,bsbugp9qfasrrtg55bf7evvwv,0,50.1,15.5,2023-04-30T13:05:41.943Z,2023-04-30T13:05:43Z,4239695281,212,14.7,4239695275,56,Right,4239695277,140,62.7,4239695283,213,5.8,4239695279,141,6.1,4239695273,155,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619069,37,1,1,3,28,36tr17foeaf9ejjmt2txuoy3y,0,34.1,93.9,2023-04-30T13:05:44.765Z,2023-04-30T13:05:45Z,4239695463,212,7.6,4239695459,141,85.9,4239695465,213,5.5,4239695451,56,Back,4239695455,140,39.1,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619051,20,8,1,3,28,bsbugp9qfasrrtg55bf7evvwv,1,67,10.7,2023-04-30T13:05:45.047Z,2023-04-30T13:05:45Z,4239695395,56,Right,,,,,,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619193,21,1,1,3,30,bsbugp9qfasrrtg55bf7evvwv,0,68.5,5.5,2023-04-30T13:05:46.527Z,2023-04-30T13:05:50Z,4239696061,141,17.3,4239696055,155,,4239696057,56,Right,4239696065,213,0.3,4239696063,212,25.6,4239696059,140,91.7,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541619231,38,4,1,3,34,36tr17foeaf9ejjmt2txuoy3y,1,8.4,84,2023-04-30T13:05:51.236Z,2023-04-30T13:05:55Z,4239696229,56,Back,4239696231,152,,4239696227,13,,4239696235,285,,4239696557,233,22,4239696233,265,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
