id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,assist
2497623593,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-01-15T11:07:09.838Z,2023-01-15T11:07:10Z,3979235453,59,"1, 21, 16, 5, 26, 4, 10, 22, 20, 17, 11, 7, 13, 14, 15, 18, 19, 27, 28, 30",3979235449,30,"6xrzl8rljlz8zmlaj69qqktlh, c0my4y3kjf7jbbfujj5l8e8yx, eincxi6xa1nrhr9qldtxboyqd, amox5xqwe8gybft16wa7qbufp, 4wxqckb43bkeobwanys62zvmd, anghujtc4achyb9mflowgg9n9, 9n2d2dv38kp2exb7z3xh2ykiy, cij18xj0bx2zyx3mi9xwykn9x, 66f0rjs4c2yih8phn6meyj74l, ek8x7y3jt0xcebttt75qi5exh, 1cfhmihovl78l8osqbo1w9nth, 9ohn9m84cy89huz745lirkted, 9gquu0c64ha2dtrwt5jv2vdn9, 8m3okb64mh1m7dfmp0km4wct1, 6ypmyozp8zmq4tk36n49oz5xx, daqovjw2z3rsq6rs1vq38980l, 2m6wew2746q1xsoio3703t8t1, eb16y0nh6ekr5yyrgfqigyq5l, 2hkkfeyzmu2pkqgjw3bpl7cnp, 6fi5hacjc8lj8zej0d2lfq66t",3979235455,130,8,3979235463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979235457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979235461,197,735,3979235451,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979235459,194,eincxi6xa1nrhr9qldtxboyqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497624415,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-01-15T11:09:35.096Z,2023-01-15T12:01:57Z,3979239763,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, e3fa1ou90dirp8yjjterhrs9h, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, bilgoekg6gqwr3qbp6dp0j1zp, 3i4ljm3hqc6wg8s6l4onlagut, e8ivbfq0irn8f2p8krhkikzx1, ec1vrqeqni3lmibeazgq62eol, 1o0o6thivoulnmsklkpbwpiad, ddagc0khq0zh1ywynyci8nzrp, 6ywketcafnc6x3tncvohzesx5, cl94qe8su9mdjcijafr4gst4a, 24qwx85sfxy0r8pld85w7tzze, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, e0gysmymetthyhdkn2q54l51x, 6679bfd6bjylogbe4ebese85x, 8jooatan3cxd38v2jyf23pot1, e6pdkq17etv9k527m94sqqu39",3979239765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979239773,194,5m2ilglr6tlmgs2d4qzk5wno5,3979239775,197,723,3979239767,59,"1, 26, 7, 10, 6, 2, 17, 13, 25, 12, 19, 21, 20, 22, 3, 5, 14, 15, 16, 23",3979239771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979239777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979239769,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647803,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-01-15T12:00:09.455Z,2023-01-15T16:28:27Z,3979362053,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647795,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-01-15T12:00:09.455Z,2023-01-15T12:00:09Z,3979362043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647833,3,1,1,0,1,spi3g782q7m4evjxn1sv6cfa,1,50,50,2023-01-15T12:00:10.555Z,2023-01-15T16:28:42Z,3979362217,212,23.1,3979362219,213,2.8,3979362211,56,Back,3979362215,141,60.3,3979362213,140,29.0,3979362221,279,S,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647845,4,1,1,0,4,spi3g782q7m4evjxn1sv6cfa,0,30,58.8,2023-01-15T12:00:14.076Z,2023-01-15T12:00:16Z,3979362301,140,64.0,3979362299,56,Center,3979362307,213,0.1,3979362311,1,,3979362297,155,,3979362303,141,64.0,3979362305,212,35.9,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647857,3,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,0,34.2,27.7,2023-01-15T12:00:17.050Z,2023-01-15T12:00:18Z,3979362365,140,41.4,3979362363,56,Back,3979362373,213,5.4,3979362371,212,12.1,3979362369,141,13.8,3979362361,3,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647875,5,1,1,0,8,spi3g782q7m4evjxn1sv6cfa,1,58,75.1,2023-01-15T12:00:17.996Z,2023-01-15T12:00:19Z,3979362463,141,89.1,3979362467,213,0.8,3979362459,56,Left,3979362465,212,12.9,3979362457,3,,3979362461,140,66.3,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647879,6,1,1,0,9,spi3g782q7m4evjxn1sv6cfa,0,66.2,89.3,2023-01-15T12:00:19.212Z,2023-01-15T12:00:21Z,3979362537,286,,3979362481,56,Left,3979362489,213,5.9,3979362487,212,4.5,3979362531,236,,3979362533,233,4,3979362483,140,70.1,3979362485,141,86.6,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647885,4,74,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,36,21.6,2023-01-15T12:00:19.213Z,2023-01-15T12:52:12Z,3979362523,56,Back,3979362551,233,6,3979362525,285,,,,,,,,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647891,7,1,1,0,11,spi3g782q7m4evjxn1sv6cfa,0,64.6,77.9,2023-01-15T12:00:20.935Z,2023-01-15T12:00:21Z,3979362577,141,82.6,3979362573,56,Left,3979362575,140,59.3,3979362579,212,6.4,3979362581,213,2.6,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647925,5,49,1,0,14,5rurqie3qt1qav9ir5mkqinn,1,55.3,13.1,2023-01-15T12:00:24.249Z,2023-01-15T12:00:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647967,6,3,1,0,18,5rurqie3qt1qav9ir5mkqinn,0,52.3,1.9,2023-01-15T12:00:27.945Z,2023-01-15T16:29:10Z,3979362905,211,,3979362885,56,Right,3980246651,464,,3979362887,286,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497647979,7,5,1,0,19,5rurqie3qt1qav9ir5mkqinn,0,53.1,-1.6,2023-01-15T12:00:28.936Z,2023-01-15T12:52:19Z,3979362939,347,,3979362937,56,Right,3979363403,233,8,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497648049,8,5,1,0,19,spi3g782q7m4evjxn1sv6cfa,1,46.9,101.6,2023-01-15T12:00:28.936Z,2023-01-15T12:25:05Z,3979363391,347,,3979363395,233,7,3979363389,56,Back,,,,,,,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
