id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2472790073,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-10-16T11:15:20.960Z,2022-10-16T14:02:44Z,3848337423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848337409,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848337407,30,"6fi5hacjc8lj8zej0d2lfq66t, 6ypmyozp8zmq4tk36n49oz5xx, 1cfhmihovl78l8osqbo1w9nth, eincxi6xa1nrhr9qldtxboyqd, 4wxqckb43bkeobwanys62zvmd, anghujtc4achyb9mflowgg9n9, cij18xj0bx2zyx3mi9xwykn9x, ek8x7y3jt0xcebttt75qi5exh, dz9ye5g98flhuscti7l8nillh, 9n2d2dv38kp2exb7z3xh2ykiy, 66f0rjs4c2yih8phn6meyj74l, 6xrzl8rljlz8zmlaj69qqktlh, 1euxm106eodeidsr5gor1kbmd, amox5xqwe8gybft16wa7qbufp, 9ohn9m84cy89huz745lirkted, ctzcuzproy4kwpa5wweruw3px, 9gquu0c64ha2dtrwt5jv2vdn9, daqovjw2z3rsq6rs1vq38980l, 2m6wew2746q1xsoio3703t8t1, c0my4y3kjf7jbbfujj5l8e8yx",3848337413,130,18,3848337417,194,eincxi6xa1nrhr9qldtxboyqd,3848337419,197,736,3848337411,59,"30, 15, 11, 16, 26, 4, 22, 17, 23, 10, 20, 1, 3, 5, 7, 9, 13, 18, 19, 21",3848337415,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472792897,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-10-16T11:18:38.962Z,2022-10-16T14:02:43Z,3848351873,130,13,3848351877,194,3c80px00lrpe84s9yurszqcid,3848351879,197,726,3848351875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3848351871,59,"18, 17, 6, 2, 4, 20, 5, 28, 10, 11, 27, 7, 8, 12, 19, 21, 22, 24",3848351869,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3848351881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848351867,30,"ds8eeciyv1vk6nwh26qgy1lg5, avttb0ne86ra4pqruk0d8al05, 8e7wbpcbwxvdz0fojwuyov3rp, 8kmne7pn10uwqe6g1kc4w69cl, 8j67kyyfq5i300eeqbihgcqfp, e6s5iphbrws04dxrvw0xqd7f9, 3c80px00lrpe84s9yurszqcid, bqbs20rirfi1eh7k7ss4pt0ix, 9x4qkir5sofsdi6jf3qdnvgx6, bmw6mvkeropjorm2rxzw2fzai, bdiuv7a7j50drm3gsc9ne28dl, ekmg1wlig0qdtzhafm3lwsz4l, 6flq1204p7494fm1ct06w6ket, 8zpj2ov0kc2d7a2b14ys2y8dl, cl94qe8su9mdjcijafr4gst4a, c4ptt043q3lm4npuwpyviprdh, e2lt71eeqb97hw6wnebjrrgt1, 6krz9iy1cdya9kzw8thjeg4r8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832423,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-10-16T12:02:50.977Z,2022-10-16T12:02:51Z,3848538233,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832429,3,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-10-16T12:02:50.977Z,2022-10-16T12:02:53Z,3848538257,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832511,3,1,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,50,50,2022-10-16T12:02:51.077Z,2022-10-16T12:02:56Z,3848538605,279,S,3848538601,212,20.0,3848538603,213,3.2,3848538597,140,31.0,3848538595,56,Back,3848538599,141,48.5,,,,,,,9x4qkir5sofsdi6jf3qdnvgx6,H. Bennison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832529,4,1,1,0,5,7kt37xy93vjy6wac8vq6fqz3g,1,31.8,47.8,2022-10-16T12:02:56.006Z,2022-10-16T12:02:58Z,3848538715,212,9.4,3848538711,140,33.3,3848538713,141,61.5,3848538717,213,1.4,3848538709,56,Back,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832565,5,1,1,0,7,7kt37xy93vjy6wac8vq6fqz3g,1,32.8,65.8,2022-10-16T12:02:58.822Z,2022-10-16T12:03:01Z,3848538917,56,Back,3848538929,212,21.6,3848538933,213,1.1,3848538925,141,94.1,3848538921,140,42.1,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832581,6,1,1,0,10,7kt37xy93vjy6wac8vq6fqz3g,1,43.3,91.4,2022-10-16T12:03:01.806Z,2022-10-16T12:03:03Z,3848539021,141,79.1,3848539025,213,5.8,3848539023,212,17.1,3848539015,56,Left,3848539017,140,57.5,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832591,7,1,1,0,12,7kt37xy93vjy6wac8vq6fqz3g,0,57.5,79.1,2022-10-16T12:03:03.566Z,2022-10-16T12:03:04Z,3848539063,140,61.7,3848539075,213,0.9,3848539071,212,6.7,3848539067,141,86.6,3848539059,56,Left,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472832587,4,49,1,0,12,spi3g782q7m4evjxn1sv6cfa,1,35.7,17.3,2022-10-16T12:03:03.754Z,2022-10-16T12:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
