id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value
2507004281,18,1,1,2,1,mjejb0x57ms54j9ry6s8njwh,0,34.8,96.2,2023-02-12T14:05:03.316Z,2023-02-12T14:05:03Z,4028397125,140,35.9,4028397121,3,,4028397131,213,1.2,4028397127,141,100.0,4028397129,212,3.7,4028397123,56,Back,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004285,19,5,1,2,2,mjejb0x57ms54j9ry6s8njwh,0,35.2,101.6,2023-02-12T14:05:03.781Z,2023-02-12T14:05:12Z,4028397147,347,,4028397145,56,Back,4028397977,233,26,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004423,26,5,1,2,2,28u3q82ip96ahymkup01vfxli,1,64.8,-1.6,2023-02-12T14:05:03.781Z,2023-02-12T14:49:38Z,4028397909,347,,4028397907,56,Right,4028397959,233,19,,,,,,,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004457,27,1,1,2,10,28u3q82ip96ahymkup01vfxli,0,70.3,0,2023-02-12T14:05:12.172Z,2023-02-12T14:05:14Z,4028398087,140,79.6,4028398089,141,7.6,4028398083,107,,4028398085,56,Right,4028398093,213,0.6,4028398091,212,11.7,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004495,20,8,1,2,13,mjejb0x57ms54j9ry6s8njwh,1,29,81.2,2023-02-12T14:05:15.643Z,2023-02-12T14:05:31Z,4028398263,56,Back,,,,,,,,,,,,,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004573,28,1,1,2,16,28u3q82ip96ahymkup01vfxli,1,57.9,30.4,2023-02-12T14:05:18.308Z,2023-02-12T14:05:20Z,4028398605,155,,4028398607,56,Center,4028398615,213,1.7,4028398611,141,50.6,4028398609,140,56.5,4028398613,212,13.8,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004607,29,1,1,2,18,28u3q82ip96ahymkup01vfxli,1,56.3,56.6,2023-02-12T14:05:20.020Z,2023-02-12T14:05:21Z,4028398737,212,14.2,4028398739,213,0.1,4028398733,140,69.8,4028398731,56,Center,4028398735,141,58.1,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004627,30,1,1,2,19,28u3q82ip96ahymkup01vfxli,0,70.2,57.9,2023-02-12T14:05:21.644Z,2023-02-12T14:05:22Z,4028398849,56,Center,4028398855,212,9.0,4028398851,140,68.6,4028398857,213,1.8,4028398853,141,70.9,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004645,21,8,1,2,22,mjejb0x57ms54j9ry6s8njwh,1,36.5,9.4,2023-02-12T14:05:23.683Z,2023-02-12T14:05:23Z,4028398951,56,Back,,,,,,,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004679,22,5,1,2,22,mjejb0x57ms54j9ry6s8njwh,0,39,-1.2,2023-02-12T14:05:24.395Z,2023-02-12T14:05:37Z,4028399115,347,,4028400519,233,31,4028399109,56,Back,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004949,31,5,1,2,22,28u3q82ip96ahymkup01vfxli,1,61,101.2,2023-02-12T14:05:24.395Z,2023-02-12T14:49:38Z,4028400419,347,,4028400417,56,Left,4028400459,233,22,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005009,32,1,1,2,35,28u3q82ip96ahymkup01vfxli,0,67.5,100,2023-02-12T14:05:37.292Z,2023-02-12T14:05:39Z,4028400685,56,Center,4028400687,140,64.8,4028400691,212,22.4,4028400695,1,,4028400689,141,69.3,4028400683,107,,4028400693,213,4.6,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005029,23,8,1,2,38,mjejb0x57ms54j9ry6s8njwh,1,25.9,28,2023-02-12T14:05:40.363Z,2023-02-12T14:05:40Z,4028400789,56,Back,,,,,,,,,,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005111,33,1,1,2,39,28u3q82ip96ahymkup01vfxli,1,64.8,69.3,2023-02-12T14:05:41.308Z,2023-02-12T14:05:44Z,4028401203,56,Center,4028401209,212,11.5,4028401207,141,68.8,4028401205,140,75.7,4028401201,155,,4028401211,213,6.3,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005115,34,61,1,2,43,28u3q82ip96ahymkup01vfxli,0,70.9,67.2,2023-02-12T14:05:44.708Z,2023-02-12T14:05:45Z,4028401217,56,Center,,,,,,,,,,,,,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005119,24,49,1,2,43,mjejb0x57ms54j9ry6s8njwh,1,34.2,42.4,2023-02-12T14:05:45.235Z,2023-02-12T14:05:45Z,,,,,,,,,,,,,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005157,25,1,1,2,43,mjejb0x57ms54j9ry6s8njwh,1,34.2,42.8,2023-02-12T14:05:45.646Z,2023-02-12T14:05:47Z,4028401429,141,51.8,4028401433,213,2.4,4028401421,56,Back,4028401431,212,9.0,4028401425,140,27.9,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507005227,26,1,1,2,46,mjejb0x57ms54j9ry6s8njwh,1,32.5,67.6,2023-02-12T14:05:47.723Z,2023-02-12T14:05:51Z,4028401729,141,86.2,4028401733,213,2.2,4028401727,140,24.3,4028401725,56,Back,4028401731,212,15.3,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
