id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value
2506967717,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-02-12T13:17:58.787Z,2023-02-12T14:07:45Z,4028223297,130,11,4028223285,30,"cn8ti0qxxvg0z0vvmwkocggr9, 8eixmur5ss02hjp0vh099jyz9, 40drqeciuqe2j07g5cnc6xf55, 4rz247hboaqnxo1mbdiw3ctsl, 871cll4se1mtci0na61o632dx, 5wjfxb57gtzmp7m29wotyafv9, efvcf4syatkaw5fbo37i5hat, 9v895fdc1blaaboscv14vp149, dw593ezeekrbzlc2qhtc805p1, brppytuf1766c50274dkue5pm, 3tot15elwrc9lz9ohha1z0ij9, cmcx5h39wkd0cnsbq1vcob4r9, d0da7ef6pvbmrnw0j93iv1jze, 153m45p2fkc2q8x9zq105g45, 5llfshqnnnclh5o2t1b1ckqtx, 768y6t2upduf30343ymkariwa, 1bpq54voea3pt7n7ppzoyvvth, d1qqpvdx6b20aqcqav7l2dvdg, d80r13kh5f6bcpwsy3cka75d5",4028223307,197,738,4028223301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4028223293,59,"1, 4, 12, 28, 6, 23, 8, 18, 24, 7, 11, 3, 15, 20, 21, 22, 29, 34, 35",4028223289,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4028223303,194,40drqeciuqe2j07g5cnc6xf55,4028223309,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506967789,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-02-12T13:18:02.447Z,2023-02-12T14:04:54Z,4028223645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028223641,194,7m31qpkmuh3amb6navttdlvpx,4028223631,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 4r1z04gidueqs684yxeyrq8ve, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, 8hmqpyniap0whyfhco0dhp3v9, 7m31qpkmuh3amb6navttdlvpx, 3km1u2mw1tkioh2mucow7d1pl, c7giuh90mnvajsobobcbx4ley, 1ct6g590mpcg14jw94v4g2tm2, 7f7tbbjqhhyydjj4wurm28xcl, 7n8jink50lk1tivoqpe57h32t, eqcpu383wnbhhcjssk6pn1695, 2hoa4v8810rmsbi85pfanyfl6, 4lfk4hy1a6ig3izoq3mgl9zhl, 9mfotw533oa5qs1muu2z8t8lx, 3upyu7hn2q7voapvgtlnl1yad, 8ctokja53x311jvllpdh6v4yd, 32qdycwtlahk754bdqjsowduc, cxn46t7y57p1u243wp7dy8ydw",4028223635,59,"33, 4, 2, 30, 15, 22, 10, 3, 16, 20, 21, 1, 6, 8, 13, 14, 23, 28, 32, 40",4028223637,130,8,4028223643,197,9086,4028223639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028223633,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001953,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-02-12T14:03:01.649Z,2023-02-12T14:03:01Z,4028385795,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001971,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-02-12T14:03:01.649Z,2023-02-12T14:03:03Z,4028385869,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002011,3,1,1,0,0,28u3q82ip96ahymkup01vfxli,1,50.2,50,2023-02-12T14:03:01.749Z,2023-02-12T14:03:04Z,4028386065,212,16.4,4028386059,56,Back,4028386061,140,35.0,4028386067,213,3.4,4028386069,279,S,4028386063,141,44.5,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002069,4,1,1,0,2,28u3q82ip96ahymkup01vfxli,1,40.5,41.2,2023-02-12T14:03:04.501Z,2023-02-12T14:03:07Z,4028386371,141,10.0,4028386375,213,5.8,4028386377,1,,4028386369,140,79.9,4028386373,212,46.5,4028386365,155,,4028386367,56,Right,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002109,5,1,1,0,6,28u3q82ip96ahymkup01vfxli,0,76.5,11.4,2023-02-12T14:03:07.796Z,2023-02-12T14:03:10Z,4028386517,3,,4028386529,212,7.0,4028386519,56,Right,4028386521,140,83.1,4028386525,141,10.1,4028386531,213,6.2,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002119,3,1,1,0,8,mjejb0x57ms54j9ry6s8njwh,0,22.2,92.9,2023-02-12T14:03:09.862Z,2023-02-12T14:03:10Z,4028386567,212,8.9,4028386563,140,28.3,4028386561,56,Back,4028386565,141,100.0,4028386559,3,,4028386571,213,0.8,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002127,4,5,1,0,8,mjejb0x57ms54j9ry6s8njwh,0,26.3,101.6,2023-02-12T14:03:10.345Z,2023-02-12T14:03:13Z,4028386909,233,6,4028386601,347,,4028386599,56,Back,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002185,6,5,1,0,8,28u3q82ip96ahymkup01vfxli,1,73.7,-1.6,2023-02-12T14:03:10.345Z,2023-02-12T14:49:37Z,4028386833,56,Right,4028386887,233,4,4028386837,347,,,,,,,,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002233,7,1,1,0,11,28u3q82ip96ahymkup01vfxli,1,78.3,0,2023-02-12T14:03:13.333Z,2023-02-12T14:03:16Z,4028387079,107,,4028387085,140,64.6,4028387089,212,15.8,4028387083,56,Right,4028387087,141,8.2,4028387091,213,2.7,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002323,8,1,1,0,14,28u3q82ip96ahymkup01vfxli,1,67,5.8,2023-02-12T14:03:16.244Z,2023-02-12T14:03:20Z,4028387547,140,75.6,4028387545,56,Right,4028387553,213,0.3,4028387549,141,9.8,4028387543,155,,4028387551,212,9.4,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002397,9,1,1,0,19,28u3q82ip96ahymkup01vfxli,1,69.8,14.3,2023-02-12T14:03:20.900Z,2023-02-12T14:03:24Z,4028387881,212,20.6,4028387879,141,37.1,4028387875,56,Center,4028387883,213,2.3,4028387877,140,56.9,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002461,10,1,1,0,22,28u3q82ip96ahymkup01vfxli,1,58.4,44.9,2023-02-12T14:03:23.917Z,2023-02-12T14:03:27Z,4028388163,141,74.5,4028388159,56,Center,4028388165,212,20.2,4028388161,140,60.1,4028388167,213,1.5,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002471,11,50,1,0,25,28u3q82ip96ahymkup01vfxli,1,61,92,2023-02-12T14:03:26.940Z,2023-02-12T14:03:30Z,4028388215,56,Left,4028388399,233,5,4028388217,286,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002503,5,7,1,0,25,mjejb0x57ms54j9ry6s8njwh,1,39,8,2023-02-12T14:03:26.941Z,2023-02-12T14:03:29Z,4028388375,233,11,4028388343,56,Back,4028388341,167,,4028388345,285,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002511,6,5,1,0,26,mjejb0x57ms54j9ry6s8njwh,0,39.2,-1.2,2023-02-12T14:03:28.108Z,2023-02-12T14:49:37Z,4028389419,233,12,4028388371,56,Back,4028388373,347,,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002713,12,5,1,0,26,28u3q82ip96ahymkup01vfxli,1,60.8,101.2,2023-02-12T14:03:28.108Z,2023-02-12T14:03:40Z,4028389397,233,6,4028389379,56,Left,4028389381,347,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002729,13,1,1,0,38,28u3q82ip96ahymkup01vfxli,0,70.4,100,2023-02-12T14:03:40.621Z,2023-02-12T14:03:42Z,4028389481,56,Left,4028389485,141,84.1,4028389479,107,,4028389487,212,14.9,4028389489,213,5.4,4028389483,140,78.9,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002809,7,1,1,0,40,mjejb0x57ms54j9ry6s8njwh,1,20.2,12.6,2023-02-12T14:03:42.163Z,2023-02-12T14:03:46Z,4028389855,140,37.2,4028389851,3,,4028389857,141,18.6,4028389859,212,18.3,4028389861,213,0.2,4028389853,56,Back,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002817,8,1,1,0,44,mjejb0x57ms54j9ry6s8njwh,0,37.2,18.6,2023-02-12T14:03:45.981Z,2023-02-12T14:03:46Z,4028389901,140,68.1,4028389905,212,32.7,4028389907,213,0.1,4028389899,56,Center,4028389909,1,,4028389903,141,24.6,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002855,14,49,1,0,46,28u3q82ip96ahymkup01vfxli,1,34.7,70.5,2023-02-12T14:03:47.989Z,2023-02-12T14:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002979,15,1,1,0,46,28u3q82ip96ahymkup01vfxli,1,34.7,70.5,2023-02-12T14:03:48.205Z,2023-02-12T14:03:54Z,4028390623,141,45.5,4028390619,56,Back,4028390621,140,15.7,4028390625,212,26.2,4028390627,213,3.8,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003071,16,1,1,0,52,28u3q82ip96ahymkup01vfxli,0,15.2,43.3,2023-02-12T14:03:54.052Z,2023-02-12T14:03:58Z,4028391089,140,65.6,4028391093,212,56.3,4028391087,56,Center,4028391085,155,,4028391097,1,,4028391095,213,0.3,4028391091,141,71.7,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003067,9,49,1,0,56,mjejb0x57ms54j9ry6s8njwh,1,31.9,18,2023-02-12T14:03:58.589Z,2023-02-12T14:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003127,10,1,1,0,59,mjejb0x57ms54j9ry6s8njwh,0,28.6,15.6,2023-02-12T14:04:01.397Z,2023-02-12T14:04:02Z,4028391339,140,47.5,4028391343,212,19.9,4028391337,56,Back,4028391335,155,,4028391345,213,6.2,4028391341,141,14.0,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003169,17,1,1,1,0,28u3q82ip96ahymkup01vfxli,1,59.6,79.9,2023-02-12T14:04:02.389Z,2023-02-12T14:04:04Z,4028391589,56,Center,4028391599,213,5.8,4028391587,3,,4028391591,140,71.4,4028391595,141,71.4,4028391597,212,13.7,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003179,18,49,1,1,2,28u3q82ip96ahymkup01vfxli,1,73.5,71.5,2023-02-12T14:04:04.042Z,2023-02-12T14:04:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003255,19,1,1,1,4,28u3q82ip96ahymkup01vfxli,0,73.7,70.8,2023-02-12T14:04:05.877Z,2023-02-12T14:04:06Z,4028392017,212,4.7,4028392013,141,68.7,4028392021,213,6.0,4028392009,140,78.0,4028392005,56,Center,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003345,20,2,1,1,6,28u3q82ip96ahymkup01vfxli,1,78.9,65.2,2023-02-12T14:04:07.812Z,2023-02-12T14:04:12Z,4028392481,140,92.9,4028392477,7,3km1u2mw1tkioh2mucow7d1pl,4028392479,56,Center,4028392483,141,67.8,,,,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003337,11,55,1,1,6,mjejb0x57ms54j9ry6s8njwh,1,19.2,30,2023-02-12T14:04:07.813Z,2023-02-12T14:34:43Z,,,,,,,,,,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003653,12,1,1,1,25,mjejb0x57ms54j9ry6s8njwh,1,12.8,31.9,2023-02-12T14:04:27.500Z,2023-02-12T14:04:31Z,4028394045,241,,4028394047,56,Back,4028394053,212,33.1,4028394049,140,20.4,4028394043,5,,4028394057,1,,4028394051,141,79.1,4028394055,213,1.3,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003677,13,1,1,1,29,mjejb0x57ms54j9ry6s8njwh,1,21.3,82.7,2023-02-12T14:04:31.452Z,2023-02-12T14:04:32Z,4028394173,140,31.5,4028394179,213,0.7,4028394171,56,Back,4028394175,141,96.5,4028394177,212,14.2,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003737,14,1,1,1,31,mjejb0x57ms54j9ry6s8njwh,1,31.5,96.5,2023-02-12T14:04:32.708Z,2023-02-12T14:04:36Z,4028394551,56,Back,4028394555,141,81.1,4028394557,212,10.8,4028394559,213,5.0,4028394553,140,34.2,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003793,15,1,1,1,34,mjejb0x57ms54j9ry6s8njwh,0,41.4,97.7,2023-02-12T14:04:35.972Z,2023-02-12T14:04:38Z,4028394817,56,Left,4028394823,212,37.2,4028394819,140,76.8,4028394827,1,,4028394825,213,6.2,4028394821,141,94.2,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003807,21,49,1,1,37,28u3q82ip96ahymkup01vfxli,1,31.2,11.4,2023-02-12T14:04:39.468Z,2023-02-12T14:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003853,22,1,1,1,38,28u3q82ip96ahymkup01vfxli,1,31.2,11.4,2023-02-12T14:04:39.684Z,2023-02-12T14:04:41Z,4028395083,141,34.3,4028395087,213,2.5,4028395079,56,Back,4028395081,140,12.0,4028395085,212,25.5,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003931,23,1,1,1,39,28u3q82ip96ahymkup01vfxli,0,12,34.3,2023-02-12T14:04:41.556Z,2023-02-12T14:04:45Z,4028395449,157,,4028395455,141,3.2,4028395451,56,Right,4028395457,212,51.2,4028395461,1,,4028395459,213,5.9,4028395453,140,56.4,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003949,16,1,1,1,43,mjejb0x57ms54j9ry6s8njwh,0,52.5,95.6,2023-02-12T14:04:45.572Z,2023-02-12T14:04:46Z,4028395549,212,13.8,4028395547,141,100.0,4028395543,140,65.0,4028395541,56,Left,4028395537,3,,4028395551,213,0.3,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003959,17,5,1,1,44,mjejb0x57ms54j9ry6s8njwh,0,59.5,102,2023-02-12T14:04:46.583Z,2023-02-12T14:04:55Z,4028395585,56,Left,4028395589,347,,4028396275,233,24,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004083,24,5,1,1,44,28u3q82ip96ahymkup01vfxli,1,40.5,-2,2023-02-12T14:04:46.583Z,2023-02-12T14:49:38Z,4028396189,56,Back,4028396271,233,17,4028396191,347,,,,,,,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507004257,25,1,1,1,59,28u3q82ip96ahymkup01vfxli,0,45.1,0,2023-02-12T14:05:00.828Z,2023-02-12T14:05:02Z,4028396977,107,,4028396983,140,66.3,4028396989,213,0.2,4028396985,141,6.1,4028396981,56,Right,4028396987,212,22.9,4028396991,1,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
