id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2490338895,119,61,1,14,11,36tr17foeaf9ejjmt2txuoy3y,1,84.8,9.4,2022-12-11T12:45:39.336Z,2022-12-11T15:50:50Z,3940680113,56,Right,,,,,,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490338915,120,1,1,14,12,36tr17foeaf9ejjmt2txuoy3y,1,81.6,4,2022-12-11T12:45:41.153Z,2022-12-11T12:45:44Z,3940680301,140,94.1,3940680305,212,13.2,3940680303,141,5.3,3940680299,56,Right,3940680307,213,0.1,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490338923,112,45,1,14,15,axwnneoekq2f2yq6r1l704y96,0,4.4,90.8,2022-12-11T12:45:44.144Z,2022-12-11T12:45:46Z,3940680483,233,121,3940680349,56,Back,3940680351,285,,,,,,,,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490338945,121,3,1,14,15,36tr17foeaf9ejjmt2txuoy3y,1,95.6,9.2,2022-12-11T12:45:44.144Z,2022-12-11T15:51:00Z,3940680443,286,,3941336563,465,,3940680441,56,Right,3940680465,233,112,,,,,,,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490338955,122,1,1,14,17,36tr17foeaf9ejjmt2txuoy3y,1,97.5,22.5,2022-12-11T12:45:45.857Z,2022-12-11T12:47:31Z,3940680515,213,2.8,3940680511,141,30.4,3940680509,140,85.0,3940680513,212,14.2,3940684719,195,,3940680507,56,Center,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490338959,123,61,1,14,18,36tr17foeaf9ejjmt2txuoy3y,0,85,30.4,2022-12-11T12:45:46.889Z,2022-12-11T12:45:47Z,3940680521,56,Center,,,,,,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339019,113,12,1,14,21,axwnneoekq2f2yq6r1l704y96,1,15.7,70,2022-12-11T12:45:49.933Z,2022-12-11T12:47:47Z,3940680775,140,27.7,3940680781,213,0.5,3940680779,212,14.4,3940680773,56,Back,3940680777,141,80.3,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339009,124,1,1,14,22,36tr17foeaf9ejjmt2txuoy3y,0,74.4,19.7,2022-12-11T12:45:50.240Z,2022-12-11T16:04:07Z,3940680729,212,20.0,3940680723,56,Center,3940680725,140,86.1,3940680727,141,43.0,3940680731,213,0.9,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339147,114,12,1,14,24,axwnneoekq2f2yq6r1l704y96,1,14.1,48.2,2022-12-11T12:45:52.701Z,2022-12-11T12:46:08Z,3940681519,213,5.7,3940681517,212,20.4,3940681513,140,30.4,3940681511,56,Back,3940681515,141,31.9,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339057,125,1,1,14,26,36tr17foeaf9ejjmt2txuoy3y,1,66.6,68.8,2022-12-11T12:45:54.496Z,2022-12-11T12:45:57Z,3940681005,212,16.5,3940680999,56,Center,3940681001,140,54.2,3940681007,213,3.8,3940681003,141,53.9,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339083,126,1,1,14,29,36tr17foeaf9ejjmt2txuoy3y,1,58,63.6,2022-12-11T12:45:57.752Z,2022-12-11T12:46:00Z,3940681135,141,64.2,3940681131,56,Center,3940681133,140,64.7,3940681137,212,7.0,3940681139,213,0.1,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339115,127,1,1,14,32,36tr17foeaf9ejjmt2txuoy3y,1,65.2,65.4,2022-12-11T12:46:00.721Z,2022-12-11T12:46:03Z,3940681313,141,97.7,3940681317,213,1.4,3940681315,212,22.4,3940681311,140,69.6,3940681309,56,Left,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339121,128,1,1,14,35,36tr17foeaf9ejjmt2txuoy3y,1,69.6,95.3,2022-12-11T12:46:03.824Z,2022-12-11T12:46:05Z,3940681353,212,13.1,3940681351,141,78.8,3940681349,140,76.1,3940681355,213,5.3,3940681347,56,Center,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339157,129,1,1,14,36,36tr17foeaf9ejjmt2txuoy3y,1,76.1,78.8,2022-12-11T12:46:05.024Z,2022-12-11T12:46:09Z,3940681545,140,71.2,3940681553,212,5.4,3940681543,56,Center,3940681557,213,3.4,3940681547,141,76.4,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339169,130,3,1,14,40,36tr17foeaf9ejjmt2txuoy3y,0,73.8,74.1,2022-12-11T12:46:08.315Z,2022-12-11T16:01:44Z,3940681617,286,,3941353603,211,,3940681655,233,115,3941353915,465,,3940681615,56,Center,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339151,115,61,1,14,41,axwnneoekq2f2yq6r1l704y96,1,26.2,25.9,2022-12-11T12:46:09.316Z,2022-12-11T16:01:41Z,3940681523,56,Back,,,,,,,,,,,,,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339203,131,1,1,14,42,36tr17foeaf9ejjmt2txuoy3y,0,75.4,84.7,2022-12-11T12:46:10.337Z,2022-12-11T16:01:53Z,3941354127,20,,3940681797,155,,3940681855,236,,3940681801,140,75.2,3941354125,223,,3940681795,2,,3940681857,233,116,3940681861,286,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,3940681805,212,4.5,3940681803,141,3940681799,56,Center,3940681807,213,,,,,,,78.1,4.7,,,,,,,,,,,,,
2490339179,116,12,1,14,42,axwnneoekq2f2yq6r1l704y96,1,23.7,21.3,2022-12-11T12:46:10.437Z,2022-12-11T12:46:13Z,3940681665,56,Back,3940681663,185,,3940681867,233,131,,,,,,,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339223,132,1,1,14,45,36tr17foeaf9ejjmt2txuoy3y,1,70.8,93,2022-12-11T12:46:14.128Z,2022-12-11T12:46:15Z,3940681911,212,5.0,3940681909,141,85.7,3940681905,56,Left,3940681913,213,4.6,3940681907,140,70.1,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339237,133,1,1,14,46,36tr17foeaf9ejjmt2txuoy3y,1,70.1,85.7,2022-12-11T12:46:14.928Z,2022-12-11T12:46:16Z,3940681965,212,6.2,3940681959,56,Left,3940681961,140,65.9,3940681963,141,92.1,3940681967,213,2.4,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339259,134,1,1,14,48,36tr17foeaf9ejjmt2txuoy3y,1,65.9,92.1,2022-12-11T12:46:16.240Z,2022-12-11T12:46:19Z,3940682083,141,96.6,3940682087,213,2.9,3940682079,56,Left,3940682081,140,54.1,3940682085,212,12.8,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339269,135,1,1,14,50,36tr17foeaf9ejjmt2txuoy3y,1,54.1,96.6,2022-12-11T12:46:19.200Z,2022-12-11T12:46:20Z,3940682159,140,60.2,3940682165,213,6.2,3940682157,56,Left,3940682161,141,95.9,3940682163,212,6.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339277,136,3,1,14,52,36tr17foeaf9ejjmt2txuoy3y,0,60.2,95.9,2022-12-11T12:46:20.304Z,2022-12-11T16:02:10Z,3940682201,56,Left,3941354755,465,,3940682203,286,,3940682241,211,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339289,117,1,1,14,54,axwnneoekq2f2yq6r1l704y96,0,30.3,7.9,2022-12-11T12:46:22.277Z,2022-12-11T12:50:32Z,3940682277,212,2.1,3940682369,236,,3940682371,233,137,3940682273,140,32.2,3940682375,286,,3940682279,213,5.9,3940682275,141,6.8,3940682271,56,Back,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339305,137,74,1,14,54,36tr17foeaf9ejjmt2txuoy3y,1,61.7,97.1,2022-12-11T12:46:22.278Z,2022-12-11T12:50:37Z,3940682409,233,117,3940682355,56,Left,3940682361,285,,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339329,138,61,1,14,57,36tr17foeaf9ejjmt2txuoy3y,0,67.9,95.3,2022-12-11T12:46:25.272Z,2022-12-11T16:02:32Z,3940682461,56,Left,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339347,118,1,1,14,58,axwnneoekq2f2yq6r1l704y96,1,22.8,4.6,2022-12-11T12:46:26.485Z,2022-12-11T16:02:33Z,3940682537,212,11.1,3940682533,140,33.3,3940682539,213,6.2,3940682535,141,3.1,3940682531,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339349,119,49,1,14,59,axwnneoekq2f2yq6r1l704y96,1,33.3,3.1,2022-12-11T12:46:27.551Z,2022-12-11T16:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339359,120,1,1,15,0,axwnneoekq2f2yq6r1l704y96,1,33.3,3.1,2022-12-11T12:46:28.749Z,2022-12-11T12:46:29Z,3940682597,212,5.8,3940682595,141,11.1,3940682591,56,Back,3940682593,140,31.4,3940682599,213,1.9,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339365,121,1,1,15,1,axwnneoekq2f2yq6r1l704y96,1,31.4,11.1,2022-12-11T12:46:29.557Z,2022-12-11T16:02:30Z,3940682631,56,Back,3940682635,141,11.4,3940682639,213,0.0,3940682637,212,9.7,3940682633,140,40.6,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339381,122,1,1,15,2,axwnneoekq2f2yq6r1l704y96,0,40.6,11.4,2022-12-11T12:46:30.277Z,2022-12-11T12:46:33Z,3940682705,140,41.7,3940682711,213,4.8,3940682709,212,9.2,3940682707,141,0.0,3940682703,56,Back,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339385,123,5,1,15,3,axwnneoekq2f2yq6r1l704y96,0,39.2,-2,2022-12-11T12:46:31.704Z,2022-12-11T12:53:29Z,3940682729,56,Back,3940682771,233,139,3940682731,347,,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339391,139,5,1,15,3,36tr17foeaf9ejjmt2txuoy3y,1,60.8,102,2022-12-11T12:46:31.704Z,2022-12-11T12:46:35Z,3940682747,56,Left,3940682755,233,123,3940682749,347,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339419,140,1,1,15,12,36tr17foeaf9ejjmt2txuoy3y,1,63.4,100,2022-12-11T12:46:40.992Z,2022-12-11T12:46:41Z,3940682959,141,93.2,3940682953,107,,3940682955,56,Back,3940682961,212,19.7,3940682957,140,45.5,3940682963,213,3.4,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339421,141,1,1,15,13,36tr17foeaf9ejjmt2txuoy3y,1,45.5,93.2,2022-12-11T12:46:41.744Z,2022-12-11T12:46:42Z,3940682979,56,Left,3940682981,140,56.7,3940682985,212,11.8,3940682987,213,6.3,3940682983,141,92.9,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339423,142,1,1,15,14,36tr17foeaf9ejjmt2txuoy3y,1,56.7,92.9,2022-12-11T12:46:42.312Z,2022-12-11T12:46:43Z,3940682997,141,88.7,3940683001,213,3.3,3940682999,212,14.8,3940682993,56,Back,3940682995,140,42.9,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339483,143,1,1,15,15,36tr17foeaf9ejjmt2txuoy3y,1,42.9,88.7,2022-12-11T12:46:44.096Z,2022-12-11T16:02:59Z,3940683279,56,Back,3940683287,141,51.9,3940683293,213,4.5,3940683283,140,36.8,3940683289,212,25.8,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339497,144,1,1,15,23,36tr17foeaf9ejjmt2txuoy3y,1,60.5,30.1,2022-12-11T12:46:51.488Z,2022-12-11T12:46:53Z,3940683375,140,74.6,3940683379,212,18.7,3940683381,213,5.6,3940683373,56,Right,3940683377,141,13.4,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339501,145,61,1,15,24,36tr17foeaf9ejjmt2txuoy3y,0,74.6,13.4,2022-12-11T12:46:52.912Z,2022-12-11T12:46:53Z,3940683389,56,Right,,,,,,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339505,124,49,1,15,25,axwnneoekq2f2yq6r1l704y96,1,26.8,92.4,2022-12-11T12:46:54.214Z,2022-12-11T12:46:54Z,,,,,,,,,,,,,,,,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339537,125,1,1,15,26,axwnneoekq2f2yq6r1l704y96,1,30.5,94.4,2022-12-11T12:46:55.021Z,2022-12-11T12:47:00Z,3940683551,140,41.3,3940683549,56,Back,3940683555,212,12.1,3940683557,213,5.9,3940683553,141,88.1,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339539,126,61,1,15,31,axwnneoekq2f2yq6r1l704y96,0,41.5,89.6,2022-12-11T12:46:59.612Z,2022-12-11T12:51:35Z,3940683561,56,Back,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339533,146,61,1,15,32,36tr17foeaf9ejjmt2txuoy3y,1,61.1,4.3,2022-12-11T12:47:00.239Z,2022-12-11T12:47:00Z,3940683533,56,Right,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339599,127,5,1,15,32,axwnneoekq2f2yq6r1l704y96,1,39.6,101.2,2022-12-11T12:47:00.952Z,2022-12-11T12:53:29Z,3940683839,56,Back,3940683845,233,147,3940683841,347,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339543,147,5,1,15,32,36tr17foeaf9ejjmt2txuoy3y,0,60.4,-1.2,2022-12-11T12:47:00.952Z,2022-12-11T12:47:11Z,3940683563,56,Right,3940683565,347,,3940683849,233,127,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339615,128,1,1,15,42,axwnneoekq2f2yq6r1l704y96,0,41.4,100,2022-12-11T12:47:11.221Z,2022-12-11T12:47:12Z,3940683897,107,,3940683905,212,23.5,3940683901,140,62.9,3940683903,141,91.4,3940683909,1,,3940683899,56,Left,3940683907,213,6.0,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490340429,172,8,1,15,45,36tr17foeaf9ejjmt2txuoy3y,1,35.7,12.3,2022-12-11T12:47:13.327Z,2022-12-11T16:05:00Z,3941360743,383,,3940688369,56,Back,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339631,148,1,1,15,46,36tr17foeaf9ejjmt2txuoy3y,0,35.3,4.7,2022-12-11T12:47:15.096Z,2022-12-11T12:47:15Z,3940684021,213,6.3,3940684019,212,5.9,3940684017,141,4.6,3940684013,56,Back,3940684015,140,40.9,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339663,149,43,1,15,48,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-12-11T12:47:16.849Z,2022-12-11T12:48:13Z,3940684199,56,Back,3940684201,347,0,3940686429,144,5,3940684635,233,130,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339635,129,61,1,15,48,axwnneoekq2f2yq6r1l704y96,1,57.5,93.2,2022-12-11T12:47:17.069Z,2022-12-11T12:47:17Z,3940684041,56,Left,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339671,150,1,1,15,49,36tr17foeaf9ejjmt2txuoy3y,0,42.6,8,2022-12-11T12:47:17.496Z,2022-12-11T12:48:23Z,3940684243,212,7.7,3940684241,141,0.0,3940684237,56,Back,3940684245,213,4.2,3940684239,140,39.1,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339753,130,5,1,15,50,axwnneoekq2f2yq6r1l704y96,1,61,101.8,2022-12-11T12:47:18.589Z,2022-12-11T12:48:13Z,3940684583,347,,3940684581,56,Left,3940686449,233,151,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339675,151,5,1,15,50,36tr17foeaf9ejjmt2txuoy3y,0,39,-1.8,2022-12-11T12:47:18.589Z,2022-12-11T12:53:29Z,3940684263,347,,3940686453,233,130,3940684261,56,Back,,,,,,,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339797,131,1,1,16,1,axwnneoekq2f2yq6r1l704y96,1,62,100,2022-12-11T12:47:29.797Z,2022-12-11T12:47:34Z,3940684827,107,,3940684833,141,88.0,3940684835,212,11.6,3940684831,140,68.7,3940684837,213,5.4,3940684829,56,Left,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339801,132,3,1,16,5,axwnneoekq2f2yq6r1l704y96,0,69.2,86.4,2022-12-11T12:47:34.005Z,2022-12-11T16:05:24Z,3940684925,233,152,3941361515,464,,3940684851,56,Left,3940684853,286,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339809,152,7,1,16,5,36tr17foeaf9ejjmt2txuoy3y,0,30.8,13.6,2022-12-11T12:47:34.006Z,2022-12-11T16:05:26Z,3940684897,285,,3940684913,233,132,3941361651,383,,3940684895,56,Back,,,,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339865,133,61,1,16,6,axwnneoekq2f2yq6r1l704y96,1,68.7,88,2022-12-11T12:47:34.940Z,2022-12-11T12:47:44Z,3940685209,56,Left,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339811,153,49,1,16,7,36tr17foeaf9ejjmt2txuoy3y,1,32.5,22.7,2022-12-11T12:47:35.256Z,2022-12-11T12:47:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339821,154,1,1,16,8,36tr17foeaf9ejjmt2txuoy3y,1,32.5,22.7,2022-12-11T12:47:36.352Z,2022-12-11T16:05:34Z,3940684941,56,Back,3940684945,141,16.4,3940684949,213,5.2,3940684943,140,34.8,3940684947,212,4.9,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339837,155,1,1,16,9,36tr17foeaf9ejjmt2txuoy3y,1,34.8,16.4,2022-12-11T12:47:38.017Z,2022-12-11T16:05:34Z,3940685079,212,9.9,3940685081,213,1.6,3940685073,56,Back,3940685077,141,31.0,3940685075,140,34.4,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339869,156,1,1,16,10,36tr17foeaf9ejjmt2txuoy3y,1,38.2,38.9,2022-12-11T12:47:38.752Z,2022-12-11T12:47:42Z,3940685231,56,Left,3940685235,141,88.9,3940685239,213,1.1,3940685237,212,38.1,3940685233,140,54.6,3940685241,1,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339907,157,1,1,16,13,36tr17foeaf9ejjmt2txuoy3y,1,54.6,88.9,2022-12-11T12:47:42.119Z,2022-12-11T12:47:49Z,3940685459,140,61.7,3940685461,141,91.5,3940685465,213,0.2,3940685457,56,Left,3940685463,212,7.7,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339913,158,1,1,16,21,36tr17foeaf9ejjmt2txuoy3y,1,56.5,68.4,2022-12-11T12:47:49.303Z,2022-12-11T12:47:50Z,3940685505,56,Back,3940685513,213,2.9,3940685509,141,73.6,3940685511,212,14.7,3940685507,140,42.9,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339935,159,1,1,16,22,36tr17foeaf9ejjmt2txuoy3y,1,42.9,73.6,2022-12-11T12:47:50.871Z,2022-12-11T12:47:55Z,3940685643,141,38.6,3940685647,213,4.5,3940685639,56,Back,3940685645,212,24.3,3940685641,140,38.3,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339959,160,1,1,16,27,36tr17foeaf9ejjmt2txuoy3y,1,52.3,22.2,2022-12-11T12:47:55.287Z,2022-12-11T12:47:58Z,3940685797,212,23.1,3940685793,140,70.5,3940685799,213,5.7,3940685795,141,3.2,3940685791,56,Right,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339965,161,1,1,16,30,36tr17foeaf9ejjmt2txuoy3y,1,70.5,3.2,2022-12-11T12:47:58.647Z,2022-12-11T12:48:00Z,3940685831,56,Back,3940685835,141,12.6,3940685839,213,2.9,3940685837,212,27.6,3940685833,140,44.9,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490339997,162,1,1,16,32,36tr17foeaf9ejjmt2txuoy3y,1,44.9,12.6,2022-12-11T12:48:00.871Z,2022-12-11T12:48:05Z,3940686041,56,Back,3940686045,141,44.6,3940686049,212,21.8,3940686051,213,1.6,3940686043,140,45.0,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490340049,163,1,1,16,36,36tr17foeaf9ejjmt2txuoy3y,1,45,35.4,2022-12-11T12:48:04.920Z,2022-12-11T12:48:10Z,3940686281,140,44.9,3940686279,56,Back,3940686285,212,13.9,3940686287,213,4.7,3940686283,141,14.9,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490340101,164,1,1,16,41,36tr17foeaf9ejjmt2txuoy3y,1,46,22.7,2022-12-11T12:48:09.919Z,2022-12-11T12:48:15Z,3940686525,141,45.7,3940686521,56,Back,3940686527,212,19.6,3940686523,140,34.8,3940686529,213,2.2,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
