id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497850335,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-01-15T17:52:23.600Z,2023-01-15T18:43:38Z,3980465733,30,"20ccu2ngcfo3cvczhzk682ju1, bo5e35lsptja0pnlvk1y38dex, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 6bcvcloym3tzxss5hgsw4h1at, c6k1w8sothxmc08dbhqjzp1w5, et72990p9axru09oxv51hokwl, 7gmh6g5c39asg7gnthx1jxp79, cm84oje8txj7m34zuhhv68ct1, 8gxse7h6ucubo3weq7sp9dnf9, 10d8jj5vwrmib55tth0isfvft, 470uu9issmbdfyhxjq75gdbs9, 5vuw3lywsh90t394m8h6g5ihh, brflebs8m00rgali2owyoyove, 3ddo1m631pf9ruzzpaujs9gph, 5t9mthxv6kthq6tnntv5q4fdh, 6vqain7mmp94wueprv9aj5xp1, 60q198d41n3y887jeiezr850q, a8p1m5xzbpbzere0gmb3rye0a",3980465737,59,"1, 14, 15, 25, 33, 5, 10, 7, 21, 9, 11, 4, 6, 8, 12, 17, 22, 30, 41",3980465735,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3980465739,130,4,3980465743,194,c6k1w8sothxmc08dbhqjzp1w5,3980465747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980465745,197,4765,3980465741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497852203,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-01-15T17:59:38.638Z,2023-01-15T19:54:59Z,3980476731,130,4,3980476739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980476735,194,9ov9x5gap2t34kv8clhwjqvh1,3980476737,197,5223,3980476733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3980476729,59,"1, 3, 2, 4, 22, 23, 10, 19, 26, 12, 7, 8, 11, 17, 24, 28, 33, 41",3980476725,30,"68a0jc6cin6hxx0bkdch9hc5x, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, emo8wffj0agou65ijs2seiaqd, 230r9tcwg89z5b9kxdqwi336d, stp0u46f1xc7a2mgvbkoy76x, 9ov9x5gap2t34kv8clhwjqvh1, 3fta0gg3ghja3x9ouubjjfzl5, e93vn46w6kk9xwdb8forgzil1, cvuaoz9c41od4r0j3sajszsut, 19npqca9guxs7p2yl5sbjmbx1, 8rt7o6te5ltvzz2srt8kpu2g9, 50ef8q2ctd099il4iq14i0cfd, 3539ai0d63d8hiq0e1nrptb3e, 995uo24j150ay81w7q4wwr8yc, 661dbl84kjewuzg0zkd62t0mi, cqfxdqu4j8ws6ejoklc7ahz6y, 2zd7q1vj110evlsdjybgeltec",3980476727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865131,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-01-15T18:46:02.281Z,2023-01-15T18:46:02Z,3980546949,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865135,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-01-15T18:46:02.281Z,2023-01-15T21:32:13Z,3980546965,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865143,3,1,1,0,1,36tr17foeaf9ejjmt2txuoy3y,1,50,50,2023-01-15T18:46:03.381Z,2023-01-15T21:32:33Z,3980546999,140,38.1,3980546997,56,Back,3980547007,279,S,3980547003,212,12.6,3980547001,141,51.8,3980547005,213,3.0,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865163,4,1,1,0,2,36tr17foeaf9ejjmt2txuoy3y,1,38,51,2023-01-15T18:46:05.269Z,2023-01-15T18:46:09Z,3980547111,212,14.7,3980547113,213,3.9,3980547107,140,27.5,3980547109,141,36.7,3980547105,56,Back,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865171,5,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,27.6,40.3,2023-01-15T18:46:09.438Z,2023-01-15T18:46:11Z,3980547149,140,24.2,3980547147,56,Back,3980547155,213,1.7,3980547151,141,70.6,3980547153,212,20.9,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865181,6,1,1,0,9,36tr17foeaf9ejjmt2txuoy3y,1,26.7,70.5,2023-01-15T18:46:11.494Z,2023-01-15T18:46:13Z,3980547207,56,Back,3980547209,140,34.6,3980547215,213,1.1,3980547211,141,95.7,3980547213,212,19.0,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865221,7,1,1,0,11,36tr17foeaf9ejjmt2txuoy3y,1,34.2,95.4,2023-01-15T18:46:13.462Z,2023-01-15T18:46:18Z,3980547423,140,22.0,3980547427,212,17.3,3980547425,141,78.4,3980547421,56,Back,3980547429,213,3.9,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865251,8,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,22.5,69.6,2023-01-15T18:46:18.206Z,2023-01-15T18:46:21Z,3980547555,141,29.4,3980547559,213,4.6,3980547551,56,Back,3980547553,140,20.6,3980547557,212,27.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865265,9,1,1,0,18,36tr17foeaf9ejjmt2txuoy3y,1,28.7,23.1,2023-01-15T18:46:21.022Z,2023-01-15T18:46:23Z,3980547637,140,31.0,3980547639,141,6.5,3980547635,56,Back,3980547643,213,4.9,3980547641,212,11.5,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865273,10,1,1,0,20,36tr17foeaf9ejjmt2txuoy3y,1,30.4,7.3,2023-01-15T18:46:22.918Z,2023-01-15T18:46:26Z,3980547679,140,11.1,3980547677,56,Back,3980547681,141,41.5,3980547685,213,2.3,3980547683,212,30.8,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865291,11,1,1,0,23,36tr17foeaf9ejjmt2txuoy3y,1,9.5,42.1,2023-01-15T18:46:26.053Z,2023-01-15T18:46:32Z,3980547797,212,24.8,3980547793,140,20.8,3980547791,56,Back,3980547799,213,1.1,3980547795,141,74.2,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865311,12,1,1,0,29,36tr17foeaf9ejjmt2txuoy3y,1,24.6,78.7,2023-01-15T18:46:32.022Z,2023-01-15T18:46:36Z,3980547931,213,4.7,3980547927,141,37.0,3980547923,56,Back,3980547929,212,28.4,3980547925,140,24.2,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865315,13,1,1,0,34,36tr17foeaf9ejjmt2txuoy3y,1,31.4,29.7,2023-01-15T18:46:36.461Z,2023-01-15T18:46:38Z,3980547943,140,46.2,3980547947,212,22.9,3980547945,141,4.9,3980547941,56,Back,3980547949,213,5.5,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865319,14,1,1,0,36,36tr17foeaf9ejjmt2txuoy3y,0,47.5,5,2023-01-15T18:46:38.485Z,2023-01-15T18:46:41Z,3980547971,56,Center,3980547979,213,0.5,3980547975,141,24.6,3980547977,212,30.1,3980547973,140,73.2,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865333,3,49,1,0,40,cz26xwowfjp8ei14n9z2ac135,1,27.1,76.5,2023-01-15T18:46:42.737Z,2023-01-15T21:33:09Z,,,,,,,,,,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865341,4,1,1,0,40,cz26xwowfjp8ei14n9z2ac135,1,25.9,76.5,2023-01-15T18:46:42.913Z,2023-01-15T21:33:14Z,3980548103,212,18.4,3980548101,141,74.4,3980548105,213,6.2,3980548097,56,Back,3980548099,140,43.4,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865349,5,43,1,0,43,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-01-15T18:46:45.463Z,2023-01-15T18:46:57Z,3980548511,144,1,3980548149,140,53.2,3980548147,56,Center,3980548155,213,0.6,3980548151,141,76.7,3980548153,212,5.0,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865357,6,1,1,0,43,cz26xwowfjp8ei14n9z2ac135,1,39.3,75,2023-01-15T18:46:46.280Z,2023-01-15T21:33:21Z,3980548195,140,38.6,3980548199,212,3.7,3980548193,56,Back,3980548727,156,,3980548197,141,69.7,3980548201,213,4.5,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865367,7,1,1,0,45,cz26xwowfjp8ei14n9z2ac135,0,48.7,58.5,2023-01-15T18:46:47.936Z,2023-01-15T21:33:35Z,3980548255,1,,3980548251,212,46.9,3980548253,213,0.3,3980548245,56,Left,3980548249,141,79.8,3980548247,140,91.2,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865377,15,49,1,0,48,36tr17foeaf9ejjmt2txuoy3y,1,12,20.6,2023-01-15T18:46:50.766Z,2023-01-15T18:46:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865385,16,1,1,0,48,36tr17foeaf9ejjmt2txuoy3y,1,11,19.8,2023-01-15T18:46:51.198Z,2023-01-15T18:46:52Z,3980548361,213,2.0,3980548359,212,15.5,3980548355,140,5.5,3980548357,141,40.9,3980548353,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497865393,17,1,1,0,50,36tr17foeaf9ejjmt2txuoy3y,1,5.2,39.1,2023-01-15T18:46:52.374Z,2023-01-15T18:46:53Z,3980548391,212,18.4,3980548387,140,10.9,3980548393,213,5.0,3980548385,56,Back,3980548389,141,13.5,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
