id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2482430157,3,1,1,0,16,28u3q82ip96ahymkup01vfxli,0,23.7,27.9,2022-11-06T14:00:33.635Z,2022-11-06T14:00:34Z,3899135359,3,,3899135363,140,39.6,3899135367,212,16.7,3899135361,56,Back,3899135365,141,28.9,3899135369,213,0.0,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430285,9,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,71.5,71.5,2022-11-06T14:00:36.653Z,2022-11-06T14:01:07Z,3899135961,213,0.8,3899135953,56,Left,3899135959,212,13.7,3899135955,140,81.0,3899135957,141,85.3,3899138163,210,15,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430287,10,15,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,78.2,73.9,2022-11-06T14:00:41.461Z,2022-11-06T14:01:07Z,3899137393,20,,3899135971,56,Center,3899137417,233,4,3899138189,55,9,3899138199,146,99.7,3899138197,103,13.3,3899135967,22,,3899138201,147,50.7,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,3899138195,102,52.6,3899135969,18,3899138181,76,3899138183,29,,,,,,,,,,,,,,,,,,,,,,
2482430327,4,10,1,0,24,28u3q82ip96ahymkup01vfxli,1,1.8,50.8,2022-11-06T14:00:41.561Z,2022-11-06T14:01:00Z,3899137467,233,10,3899136157,182,,3899137279,179,,3899136159,56,Back,3899136153,173,,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430357,5,43,1,0,28,28u3q82ip96ahymkup01vfxli,1,0,0,2022-11-06T14:00:45.754Z,2022-11-06T14:00:51Z,3899136277,56,Back,3899136279,88,0,3899136667,144,11,,,,,,,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430403,6,6,1,0,31,28u3q82ip96ahymkup01vfxli,0,0,0,2022-11-06T14:00:48.474Z,2022-11-06T14:17:14Z,3899136487,56,Back,3899136489,73,,3899274461,233,11,,,,,,,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430497,11,6,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-11-06T14:00:48.474Z,2022-11-06T14:28:30Z,3899274419,233,6,3899136995,56,Center,3899136997,73,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430937,12,1,1,0,58,5rurqie3qt1qav9ir5mkqinn,0,99.5,99.5,2022-11-06T14:01:15.053Z,2022-11-06T14:01:21Z,3899139799,223,,3899139305,141,46.1,3899139311,1,,3899139295,6,,3899139307,212,37.2,3899139301,56,Center,3899139309,213,4.5,3899139293,2,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,3899139303,140,91.8,3899139297,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430981,7,12,1,1,1,28u3q82ip96ahymkup01vfxli,1,8,48.1,2022-11-06T14:01:18.682Z,2022-11-06T14:01:20Z,3899139551,140,23.9,3899139557,213,1.0,3899139555,212,29.5,3899139595,15,,3899139553,141,83.8,3899139549,56,Back,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431069,8,1,1,1,5,28u3q82ip96ahymkup01vfxli,0,24.5,86.3,2022-11-06T14:01:22.466Z,2022-11-06T14:01:23Z,3899140023,140,27.9,3899140019,3,,3899140027,212,11.2,3899140025,141,100.0,3899140021,56,Back,3899140029,213,1.2,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431079,9,5,1,1,6,28u3q82ip96ahymkup01vfxli,0,22.4,102,2022-11-06T14:01:23.213Z,2022-11-06T14:01:37Z,3899141557,233,13,3899140057,56,Back,3899140059,347,,,,,,,,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431359,13,5,1,1,6,5rurqie3qt1qav9ir5mkqinn,1,77.6,-2,2022-11-06T14:01:23.213Z,2022-11-06T14:28:32Z,3899141491,347,,3899141529,233,9,3899141489,56,Right,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431431,14,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,1,84.9,0,2022-11-06T14:01:36.605Z,2022-11-06T14:01:40Z,3899141809,107,,3899141815,141,18.2,3899141813,140,87.8,3899141819,213,1.3,3899141817,212,13.9,3899141811,56,Right,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431529,15,1,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,87.8,18.2,2022-11-06T14:01:39.964Z,2022-11-06T14:01:43Z,3899142333,141,42.7,3899142331,140,71.2,3899142337,213,2.4,3899142329,56,Center,3899142335,212,24.1,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431669,16,1,1,1,27,5rurqie3qt1qav9ir5mkqinn,1,70.1,44.3,2022-11-06T14:01:43.892Z,2022-11-06T14:01:48Z,3899143095,56,Center,3899143099,140,80.7,3899143107,213,6.0,3899143101,141,40.0,3899143105,212,11.5,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431805,17,1,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,68.7,36.9,2022-11-06T14:01:48.900Z,2022-11-06T14:02:39Z,3899143773,212,24.2,3899143771,141,32.4,3899143767,56,Center,3899149851,210,15,3899143769,140,91.6,3899143775,213,6.2,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431821,18,15,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,91.7,33,2022-11-06T14:01:50.655Z,2022-11-06T14:02:39Z,3899149963,233,10,3899143831,63,,3899149887,146,96.2,3899149889,147,39.9,3899143833,56,Center,3899148717,20,,3899149885,100,,3899149875,55,17,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,3899148721,82,,3899149881,102,3899149871,80,3899143829,22,45.8,3899149893,231,48.0,3899149883,103,19,3899149891,230,100,3899149873,29,,,,,,,,,,
2482431701,10,10,1,1,33,28u3q82ip96ahymkup01vfxli,1,0.9,61.5,2022-11-06T14:01:50.755Z,2022-11-06T14:02:32Z,3899143261,56,Back,3899143255,94,,3899148823,233,18,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431875,19,15,1,1,39,5rurqie3qt1qav9ir5mkqinn,1,92.4,39.7,2022-11-06T14:01:56.014Z,2022-11-06T14:50:58Z,3899175773,82,,3899176843,102,46.1,3899176841,80,,3899175795,233,11,3899176857,231,47.7,3899144101,22,,3899176845,103,19,3899144103,17,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,3899176855,230,99.4,3899176847,458,3899176849,100,3899175769,20,,3899176851,146,96.7,3899144107,56,Center,3899176853,147,43.3,,,,,,,,,,,,
2482431869,11,10,1,1,39,28u3q82ip96ahymkup01vfxli,1,2.8,55.1,2022-11-06T14:01:56.114Z,2022-11-06T14:50:05Z,3899144077,56,Back,3899175803,233,19,3899146019,94,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431933,12,6,1,1,40,28u3q82ip96ahymkup01vfxli,0,3.2,59.6,2022-11-06T14:01:57.277Z,2022-11-06T14:28:31Z,3899144541,233,20,3899144333,73,,3899144331,56,Back,,,,,,,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431967,20,6,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,96.8,40.4,2022-11-06T14:01:57.277Z,2022-11-06T14:02:00Z,3899144461,73,,3899144509,233,12,3899144459,56,Center,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432607,21,1,1,2,1,5rurqie3qt1qav9ir5mkqinn,0,99.5,99.5,2022-11-06T14:02:18.277Z,2022-11-06T14:02:24Z,3899147677,1,,3899147671,141,51.2,3899147659,2,,3899147673,212,33.0,3899147665,223,,3899147663,155,,3899147675,213,4.6,3899147667,56,Center,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,3899147661,6,,3899147669,140,,,,,96.3,,,,,,,,,,,,,,,,,,,,,
2482432569,13,12,1,2,5,28u3q82ip96ahymkup01vfxli,1,5.3,51.2,2022-11-06T14:02:22.177Z,2022-11-06T14:02:26Z,3899148039,15,,3899147477,213,2.1,3899147465,140,0.0,3899147473,212,13.0,3899147463,56,Back,3899147569,167,,3899147469,141,67.9,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432575,14,6,1,2,6,28u3q82ip96ahymkup01vfxli,0,1.5,58.4,2022-11-06T14:02:22.884Z,2022-11-06T14:02:26Z,3899148119,233,22,3899147499,73,,3899147497,56,Back,,,,,,,,,,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482432673,22,6,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,98.5,41.6,2022-11-06T14:02:22.884Z,2022-11-06T14:28:31Z,3899148011,56,Center,3899148071,233,14,3899148013,75,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433621,23,1,1,2,38,5rurqie3qt1qav9ir5mkqinn,0,99.5,0.5,2022-11-06T14:02:55.748Z,2022-11-06T14:17:23Z,3899153163,213,2.7,3899153143,56,Right,3899153137,6,,3899153147,140,86.1,3899153141,224,,3899153139,155,,3899153161,212,15.8,3899153157,141,11.1,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,3899153135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433677,15,12,1,2,43,28u3q82ip96ahymkup01vfxli,1,17.2,52.4,2022-11-06T14:03:00.586Z,2022-11-06T14:03:05Z,3899153399,212,2.0,3899153401,213,0.0,3899153397,141,52.5,3899153395,140,19.1,3899153393,56,Back,,,,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433651,24,1,1,2,46,5rurqie3qt1qav9ir5mkqinn,0,86.5,6.2,2022-11-06T14:03:03.532Z,2022-11-06T14:03:04Z,3899153295,141,46.0,3899153279,2,,3899153289,56,Center,3899153293,140,91.6,3899153283,155,,3899153299,213,1.4,3899153297,212,27.6,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433691,16,49,1,2,48,28u3q82ip96ahymkup01vfxli,1,22.2,68.8,2022-11-06T14:03:05.018Z,2022-11-06T14:03:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433731,17,1,1,2,48,28u3q82ip96ahymkup01vfxli,1,22.3,70.9,2022-11-06T14:03:05.330Z,2022-11-06T14:03:07Z,3899153689,213,5.8,3899153685,141,67.5,3899153687,212,4.7,3899153681,56,Back,3899153683,140,26.2,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433737,18,61,1,2,49,28u3q82ip96ahymkup01vfxli,0,26.8,73,2022-11-06T14:03:06.618Z,2022-11-06T14:10:07Z,3899153719,56,Back,,,,,,,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433801,25,1,1,2,50,5rurqie3qt1qav9ir5mkqinn,1,80.2,18.8,2022-11-06T14:03:07.108Z,2022-11-06T14:03:09Z,3899153967,140,87.5,3899153969,141,3.1,3899153971,212,13.1,3899153973,213,5.3,3899153965,56,Right,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433917,26,1,1,2,52,5rurqie3qt1qav9ir5mkqinn,1,88.1,3.7,2022-11-06T14:03:09.372Z,2022-11-06T14:03:13Z,3899154473,140,77.7,3899154477,212,22.2,3899154471,56,Center,3899154479,213,2.1,3899154475,141,32.2,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482433983,27,1,1,2,56,5rurqie3qt1qav9ir5mkqinn,1,73.6,43.1,2022-11-06T14:03:13.619Z,2022-11-06T14:03:15Z,3899154771,140,71.4,3899154777,212,12.7,3899154781,213,4.5,3899154773,141,24.7,3899154769,56,Center,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434087,28,1,1,2,58,5rurqie3qt1qav9ir5mkqinn,1,71.6,24.9,2022-11-06T14:03:15.148Z,2022-11-06T14:03:20Z,3899155291,1,,3899155283,140,57.1,3899155289,213,2.0,3899155285,141,73.3,3899155287,212,36.3,3899155281,56,Center,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434159,29,1,1,3,3,5rurqie3qt1qav9ir5mkqinn,1,61.6,75.4,2022-11-06T14:03:19.900Z,2022-11-06T14:03:23Z,3899155661,212,26.2,3899155663,213,0.5,3899155655,56,Left,3899155659,141,94.2,3899155657,140,83.4,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434205,30,1,1,3,6,5rurqie3qt1qav9ir5mkqinn,1,85,92.9,2022-11-06T14:03:23.116Z,2022-11-06T14:03:25Z,3899155893,213,4.2,3899155889,141,77.0,3899155887,140,79.5,3899155891,212,12.3,3899155885,56,Center,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434283,31,1,1,3,8,5rurqie3qt1qav9ir5mkqinn,1,79.5,76.7,2022-11-06T14:03:24.939Z,2022-11-06T14:03:28Z,3899156267,140,94.9,3899156269,141,84.1,3899156271,212,16.9,3899156273,213,0.3,3899156265,56,Left,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434347,32,1,1,3,11,5rurqie3qt1qav9ir5mkqinn,1,93,83,2022-11-06T14:03:28.060Z,2022-11-06T14:03:30Z,3899156609,212,8.4,3899156607,141,95.1,3899156603,56,Left,3899156605,140,91.3,3899156611,213,1.8,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434415,33,1,1,3,13,5rurqie3qt1qav9ir5mkqinn,1,91.4,95.3,2022-11-06T14:03:30.179Z,2022-11-06T14:03:32Z,3899156919,140,79.8,3899156923,141,86.2,3899156915,56,Left,3899156927,213,3.6,3899156925,212,13.7,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434479,34,1,1,3,15,5rurqie3qt1qav9ir5mkqinn,0,84.2,88.6,2022-11-06T14:03:32.291Z,2022-11-06T14:03:34Z,3899157295,213,4.9,3899157285,140,91.7,3899157291,212,36.2,3899157297,1,,3899157283,56,Center,3899157281,155,,3899157287,141,36.6,3899157279,2,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434553,19,12,1,3,18,28u3q82ip96ahymkup01vfxli,1,5.6,58.1,2022-11-06T14:03:35.657Z,2022-11-06T14:03:37Z,3899157613,56,Back,3899157621,213,0.4,3899157617,141,66.3,3899157615,140,20.0,3899157619,212,16.1,,,,,,,,,,6zu0f63ej8pixk97nfzrexiad,N. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434571,20,1,1,3,21,28u3q82ip96ahymkup01vfxli,0,24.9,65.4,2022-11-06T14:03:37.857Z,2022-11-06T14:03:38Z,3899157713,1,,3899157705,140,63.9,3899157711,213,0.5,3899157707,141,95.9,3899157701,157,,3899157709,212,45.9,3899157703,56,Left,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434667,35,49,1,3,25,5rurqie3qt1qav9ir5mkqinn,1,63.5,8.9,2022-11-06T14:03:42.611Z,2022-11-06T14:03:42Z,,,,,,,,,,,,,,,,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434789,36,1,1,3,26,5rurqie3qt1qav9ir5mkqinn,1,63.5,8.9,2022-11-06T14:03:43.587Z,2022-11-06T14:03:47Z,3899158815,213,2.5,3899158811,141,38.0,3899158813,212,31.1,3899158807,56,Back,3899158809,140,40.6,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434887,37,1,1,3,30,5rurqie3qt1qav9ir5mkqinn,1,41.6,40.9,2022-11-06T14:03:46.972Z,2022-11-06T14:03:49Z,3899159193,56,Back,3899159201,213,1.4,3899159199,212,19.4,3899159195,140,44.8,3899159197,141,69.0,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
