id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2527758827,5,43,1,0,12,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-04-02T17:45:26.656Z,2023-04-02T17:45:42Z,4159036205,144,61,4159034885,56,Right,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527758891,7,1,1,0,14,8l30dsub3sutr6j3ruvk650xc,0,14.2,65.2,2023-04-02T17:45:28.127Z,2023-04-02T17:45:29Z,4159035169,212,50.4,4159035163,56,Center,4159035173,1,,4159035167,141,74.8,4159035171,213,0.1,4159035161,157,,4159035165,140,61.8,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527758941,6,1,1,0,16,spi3g782q7m4evjxn1sv6cfa,0,34.3,14.3,2023-04-02T17:45:30.637Z,2023-04-03T13:18:24Z,4159035403,212,11.9,4159035395,3,,4159035397,56,Back,4159035401,141,20.1,4159035405,213,0.3,4159035399,140,45.0,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759043,7,43,1,0,18,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-04-02T17:45:32.444Z,2023-04-02T17:46:07Z,4159035865,140,10.5,4159037707,144,1,4159035871,213,3.1,4159035867,141,24.4,4159035861,155,0,4159035869,212,36.3,4159035873,1,0,4159035863,56,Back,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527758967,8,1,1,0,20,8l30dsub3sutr6j3ruvk650xc,0,55.4,78.8,2023-04-02T17:45:33.799Z,2023-04-02T17:45:34Z,4159035499,213,6.2,4159035491,56,Center,4159035497,212,30.3,4159035495,141,75.6,4159035493,140,84.2,4159035489,155,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759045,8,52,1,0,22,spi3g782q7m4evjxn1sv6cfa,1,11.8,25.6,2023-04-02T17:45:35.805Z,2023-04-03T13:18:40Z,4161073575,376,,,,,,,,,,,,,,,,,,,,,,,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759287,9,1,1,0,39,spi3g782q7m4evjxn1sv6cfa,0,12.3,28.3,2023-04-02T17:45:53.359Z,2023-04-03T13:18:49Z,4159037093,140,60.3,4161074105,189,,4159037099,213,6.2,4159037101,1,,4159037089,199,,4159037095,141,20.6,4159037097,212,50.7,4159037091,56,Right,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759293,9,1,1,0,43,8l30dsub3sutr6j3ruvk650xc,1,26.2,80.2,2023-04-02T17:45:56.855Z,2023-04-02T17:45:58Z,4159037125,141,91.8,4159037119,3,,4159037127,212,10.4,4159037121,56,Back,4159037129,213,0.9,4159037123,140,32.6,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759295,10,49,1,0,44,8l30dsub3sutr6j3ruvk650xc,1,31.6,92.6,2023-04-02T17:45:58.078Z,2023-04-02T17:45:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759325,11,1,1,0,45,8l30dsub3sutr6j3ruvk650xc,1,29.1,89.4,2023-04-02T17:45:59.103Z,2023-04-02T17:46:01Z,4159037283,212,8.8,4159037277,56,Back,4159037281,141,85.7,4159037285,213,3.4,4159037279,140,21.1,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759351,12,1,1,0,47,8l30dsub3sutr6j3ruvk650xc,0,21.6,87.2,2023-04-02T17:46:01.038Z,2023-04-02T17:46:02Z,4159037393,212,27.4,4159037385,155,,4159037387,56,Back,4159037389,140,47.5,4159037391,141,92.6,4159037395,213,0.1,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759363,10,1,1,0,49,spi3g782q7m4evjxn1sv6cfa,0,53.3,17.4,2023-04-02T17:46:03.255Z,2023-04-02T17:46:03Z,4159037443,56,Center,4159037451,213,0.7,4159037449,212,16.9,4159037447,141,32.5,4159037445,140,66.1,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759435,13,1,1,0,51,8l30dsub3sutr6j3ruvk650xc,1,36.2,76.9,2023-04-02T17:46:05.399Z,2023-04-02T17:46:08Z,4159037769,140,30.1,4159037779,213,4.5,4159037777,212,26.9,4159037775,141,38.5,4159037765,56,Back,,,,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759485,14,1,1,0,54,8l30dsub3sutr6j3ruvk650xc,1,30.1,37.1,2023-04-02T17:46:07.975Z,2023-04-02T17:46:10Z,4159038077,212,20.0,4159038071,56,Back,4159038075,141,14.1,4159038079,213,5.4,4159038073,140,42.0,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759551,15,1,1,0,57,8l30dsub3sutr6j3ruvk650xc,1,37,8.9,2023-04-02T17:46:10.903Z,2023-04-02T17:46:14Z,4159038369,212,27.9,4159038355,56,Back,4159038359,140,10.8,4159038373,213,3.0,4159038363,141,15.5,,,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759585,16,1,1,1,0,8l30dsub3sutr6j3ruvk650xc,1,9.5,13.8,2023-04-02T17:46:14.495Z,2023-04-02T17:46:17Z,4159038503,141,35.1,4159038499,56,Back,4159038501,140,4.4,4159038507,213,1.9,4159038505,212,15.4,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759627,17,1,1,1,3,8l30dsub3sutr6j3ruvk650xc,1,5.5,41.8,2023-04-02T17:46:17.375Z,2023-04-02T17:46:21Z,4159038709,212,21.8,4159038711,213,1.6,4159038707,141,73.8,4159038705,140,4.9,4159038703,56,Back,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759635,18,1,1,1,7,8l30dsub3sutr6j3ruvk650xc,0,3.7,74.7,2023-04-02T17:46:21.007Z,2023-04-02T17:46:38Z,4159038737,213,1.0,4159038731,140,6.9,4159038735,212,6.2,4159039841,286,,4159038729,56,Back,4159039835,236,,4159038733,141,82.4,4159039837,233,11,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759645,11,74,1,1,7,spi3g782q7m4evjxn1sv6cfa,1,93.8,14,2023-04-02T17:46:21.008Z,2023-04-02T17:49:39Z,4159039789,285,,4159039847,233,18,4159038767,56,Right,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759657,12,5,1,1,8,spi3g782q7m4evjxn1sv6cfa,0,101.4,19.4,2023-04-02T17:46:22.288Z,2023-04-02T17:49:37Z,4159038847,233,19,4159038831,56,Right,4159038833,346,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527759647,19,5,1,1,8,8l30dsub3sutr6j3ruvk650xc,1,-1.4,80.6,2023-04-02T17:46:22.288Z,2023-04-02T17:46:23Z,4159038839,233,12,4159038771,346,,4159038769,56,Back,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760031,20,1,1,1,36,8l30dsub3sutr6j3ruvk650xc,1,4.6,47.9,2023-04-02T17:46:49.775Z,2023-04-03T13:19:47Z,4161076215,155,,4159040733,212,40.6,4159040741,74,,4159040729,140,27.3,4159040731,141,96.3,4159040737,1,,4159040725,124,,4159040735,213,0.9,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,4159040727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760071,21,1,1,1,39,8l30dsub3sutr6j3ruvk650xc,1,24.9,93.2,2023-04-02T17:46:53.470Z,2023-04-02T17:46:54Z,4159040973,140,38.1,4159040979,213,0.1,4159040969,3,,4159040971,56,Back,4159040977,212,14.0,4159040975,141,95.7,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760079,22,3,1,1,40,8l30dsub3sutr6j3ruvk650xc,0,42.9,87.3,2023-04-02T17:46:53.750Z,2023-04-03T16:13:10Z,4159041011,56,Back,4161077113,464,,4159041013,286,,4161319299,233,13,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760089,13,7,1,1,40,spi3g782q7m4evjxn1sv6cfa,0,57.1,12.7,2023-04-02T17:46:53.751Z,2023-04-03T13:20:32Z,4159041071,233,22,4161076879,383,,4159041047,56,Right,4159041049,285,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528140875,962,61,1,1,41,8l30dsub3sutr6j3ruvk650xc,1,41.2,88.5,2023-04-02T17:46:54.744Z,2023-04-03T13:20:38Z,4161078165,56,Back,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760091,14,49,1,1,42,spi3g782q7m4evjxn1sv6cfa,1,54.7,23.3,2023-04-02T17:46:56.581Z,2023-04-03T13:20:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760123,15,50,1,1,44,spi3g782q7m4evjxn1sv6cfa,1,54.4,33.3,2023-04-02T17:46:57.710Z,2023-04-03T13:21:44Z,4159041275,286,,4159041273,56,Center,4159041353,233,23,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760127,23,7,1,1,44,8l30dsub3sutr6j3ruvk650xc,1,45.6,66.7,2023-04-02T17:46:57.711Z,2023-04-03T13:21:45Z,4159041289,56,Back,4159041309,233,15,4161078937,384,,4159041291,285,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760129,24,43,1,1,45,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-04-02T17:46:59.382Z,2023-04-03T13:21:29Z,4161080327,144,49,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760157,25,43,1,1,45,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-04-02T17:46:59.502Z,2023-04-03T13:21:31Z,4159041449,213,4.4,4159041443,140,41.7,4159041447,212,11.0,4159041441,56,Back,4159041445,141,50.4,4161080385,144,1,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528141409,963,49,1,1,45,8l30dsub3sutr6j3ruvk650xc,1,40.6,51,2023-04-02T17:46:59.556Z,2023-04-03T13:21:53Z,,,,,,,,,,,,,,,,,,,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760161,26,1,1,1,46,8l30dsub3sutr6j3ruvk650xc,0,41.7,50.4,2023-04-02T17:47:00.470Z,2023-04-02T17:47:32Z,4159041471,56,Back,4159041491,213,0.4,4159041511,233,16,4159041515,286,,4159041479,140,43.2,4159041487,212,1.7,4159041509,236,,4159041485,141,51.3,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760153,16,74,1,1,46,spi3g782q7m4evjxn1sv6cfa,1,55.6,39.4,2023-04-02T17:47:00.471Z,2023-04-02T17:49:39Z,4159041431,56,Center,4159041577,233,26,4159041433,285,,,,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760181,27,61,1,1,47,8l30dsub3sutr6j3ruvk650xc,1,43.3,51.6,2023-04-02T17:47:00.833Z,2023-04-03T13:22:16Z,4159041589,56,Back,,,,,,,,,,,,,,,,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760173,17,43,1,1,48,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-04-02T17:47:02.498Z,2023-04-03T13:22:14Z,4161082497,144,61,4159041549,56,Center,,,,,,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760221,18,49,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,52.8,64.3,2023-04-02T17:47:03.901Z,2023-04-03T13:22:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760279,19,1,1,1,53,spi3g782q7m4evjxn1sv6cfa,1,46.1,56,2023-04-02T17:47:06.733Z,2023-04-02T17:47:11Z,4159042033,141,34.5,4159042037,213,4.0,4159042031,140,34.9,4159042029,56,Back,4159042035,212,18.8,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760287,20,1,1,1,57,spi3g782q7m4evjxn1sv6cfa,1,35.7,31.5,2023-04-02T17:47:11.469Z,2023-04-02T17:47:12Z,4159042085,212,15.6,4159042087,213,5.2,4159042075,56,Back,4159042079,140,42.4,4159042083,141,11.1,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760313,21,1,1,1,58,spi3g782q7m4evjxn1sv6cfa,1,42.4,10.3,2023-04-02T17:47:12.509Z,2023-04-02T17:47:14Z,4159042209,212,34.9,4159042203,140,75.5,4159042213,213,6.2,4159042205,141,6.1,4159042201,56,Right,4159042217,1,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760343,22,1,1,2,1,spi3g782q7m4evjxn1sv6cfa,1,75.5,7.3,2023-04-02T17:47:15.005Z,2023-04-03T13:22:49Z,4159042393,213,3.2,4159042385,56,Right,4159042387,140,62.0,4159042389,141,5.9,4159042391,212,14.2,,,,,,,,,,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528141955,814,3,1,2,2,spi3g782q7m4evjxn1sv6cfa,1,60.8,10.7,2023-04-02T17:47:15.955Z,2023-04-03T16:13:11Z,4161084813,286,,4161084811,56,Right,4161319323,233,964,4161084893,464,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528141959,964,45,1,2,2,8l30dsub3sutr6j3ruvk650xc,0,39.2,89.3,2023-04-02T17:47:15.955Z,2023-04-03T16:13:11Z,4161084833,285,,4161319331,233,814,4161084831,56,Back,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760379,23,1,1,2,4,spi3g782q7m4evjxn1sv6cfa,1,61.5,8.5,2023-04-02T17:47:18.101Z,2023-04-02T17:47:21Z,4159042555,212,10.7,4159042551,140,63.0,4159042557,213,1.4,4159042549,56,Center,4159042553,141,24.1,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760385,24,3,1,2,6,spi3g782q7m4evjxn1sv6cfa,0,62.7,24.3,2023-04-02T17:47:20.196Z,2023-04-03T13:23:25Z,4159042581,56,Center,4161085507,286,,4161085587,211,,4161085703,464,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760387,28,1,1,2,7,8l30dsub3sutr6j3ruvk650xc,0,40.7,79.1,2023-04-02T17:47:20.758Z,2023-04-02T17:47:28Z,4159042593,141,77.3,4159042597,213,3.8,4159042591,140,39.2,4159042661,286,,4159042595,212,2.0,4159042655,236,,4159042589,56,Back,4159042657,233,25,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760397,25,74,1,2,7,spi3g782q7m4evjxn1sv6cfa,1,61.9,21.5,2023-04-02T17:47:20.759Z,2023-04-02T17:49:39Z,4159042639,56,Center,4159042641,285,,4159042679,233,28,,,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527760441,26,1,1,2,10,spi3g782q7m4evjxn1sv6cfa,1,58.4,18.9,2023-04-02T17:47:23.804Z,2023-04-02T17:47:25Z,4159042883,141,6.5,4159042877,56,Right,4159042889,213,5.3,4159042881,140,63.6,4159042885,212,10.0,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
