id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2499640003,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-01-22T13:11:21.719Z,2023-01-22T13:11:21Z,3989865949,194,avttb0ne86ra4pqruk0d8al05,3989865939,30,"8zpj2ov0kc2d7a2b14ys2y8dl, avttb0ne86ra4pqruk0d8al05, 8e7wbpcbwxvdz0fojwuyov3rp, bqbs20rirfi1eh7k7ss4pt0ix, e6s5iphbrws04dxrvw0xqd7f9, 8j67kyyfq5i300eeqbihgcqfp, 9x4qkir5sofsdi6jf3qdnvgx6, ekmg1wlig0qdtzhafm3lwsz4l, 27iu58a0k5jqsxidnaxbothbd, 8k21bzux0l41m2cdsuetbco9h, bmw6mvkeropjorm2rxzw2fzai, 3c80px00lrpe84s9yurszqcid, 6flq1204p7494fm1ct06w6ket, 69nz7p1izpw4i8tle2c8hls2y, ds8eeciyv1vk6nwh26qgy1lg5, c4ptt043q3lm4npuwpyviprdh, e2lt71eeqb97hw6wnebjrrgt1, 24i5v2hlbeen8brcaa79oqjft, bdiuv7a7j50drm3gsc9ne28dl",3989865945,130,4,3989865953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989865941,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3989865947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3989865943,59,"12, 17, 6, 28, 20, 4, 10, 7, 25, 14, 11, 5, 8, 15, 18, 21, 22, 23, 27",3989865951,197,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499640035,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-01-22T13:11:26.478Z,2023-01-22T13:11:26Z,3989866139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989866129,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3989866133,194,9ov9x5gap2t34kv8clhwjqvh1,3989866121,30,"68a0jc6cin6hxx0bkdch9hc5x, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, 9ov9x5gap2t34kv8clhwjqvh1, stp0u46f1xc7a2mgvbkoy76x, 230r9tcwg89z5b9kxdqwi336d, emo8wffj0agou65ijs2seiaqd, 3fta0gg3ghja3x9ouubjjfzl5, e93vn46w6kk9xwdb8forgzil1, cvuaoz9c41od4r0j3sajszsut, 19npqca9guxs7p2yl5sbjmbx1, 50ef8q2ctd099il4iq14i0cfd, cnq88jph2nrn0o2tosrp4rmxh, 3539ai0d63d8hiq0e1nrptb3e, 995uo24j150ay81w7q4wwr8yc, 661dbl84kjewuzg0zkd62t0mi, cqfxdqu4j8ws6ejoklc7ahz6y, 2zd7q1vj110evlsdjybgeltec",3989866125,59,"1, 3, 2, 10, 23, 22, 4, 19, 26, 12, 7, 11, 15, 17, 24, 28, 33, 41",3989866137,197,5224,3989866123,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3989866127,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665909,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-01-22T14:03:11.177Z,2023-01-22T14:03:11Z,3990000707,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665901,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-01-22T14:03:11.177Z,2023-01-22T14:03:12Z,3990000689,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665937,3,1,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,50.3,49.9,2023-01-22T14:03:11.277Z,2023-01-22T14:03:14Z,3990000867,279,S,3990000863,212,18.3,3990000855,56,Back,3990000865,213,2.8,3990000861,141,58.1,3990000859,140,33.7,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665955,4,1,1,0,3,cz26xwowfjp8ei14n9z2ac135,1,33.7,58.1,2023-01-22T14:03:14.293Z,2023-01-22T14:03:16Z,3990000963,213,2.2,3990000957,140,26.3,3990000959,141,72.6,3990000961,212,12.6,3990000955,56,Back,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665977,5,1,1,0,4,cz26xwowfjp8ei14n9z2ac135,1,26.3,72.6,2023-01-22T14:03:15.941Z,2023-01-22T14:03:17Z,3990001061,212,27.6,3990001055,56,Back,3990001063,213,4.6,3990001059,141,32.1,3990001057,140,24.5,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665993,6,1,1,0,6,cz26xwowfjp8ei14n9z2ac135,1,24.5,32.1,2023-01-22T14:03:17.725Z,2023-01-22T14:03:20Z,3990001163,140,11.0,3990001169,213,2.5,3990001167,212,17.8,3990001161,56,Back,3990001165,141,47.9,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666039,7,1,1,0,9,cz26xwowfjp8ei14n9z2ac135,0,11,47.9,2023-01-22T14:03:20.236Z,2023-01-22T14:03:23Z,3990001445,56,Back,3990001453,213,6.3,3990001447,140,47.5,3990001449,141,47.0,3990001455,1,,3990001451,212,38.3,3990001443,157,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666055,3,1,1,0,13,7kt37xy93vjy6wac8vq6fqz3g,0,53.6,54.5,2023-01-22T14:03:24.680Z,2023-01-22T14:03:25Z,3990001559,213,0.2,3990001541,155,,3990001553,141,62.7,3990001557,212,23.7,3990001543,56,Center,3990001547,140,75.5,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
