id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2542095835,378,61,1,28,25,6ubc4y1v6hr63mca7ica4hp90,0,78.1,80.5,2023-05-01T01:33:49.444Z,2023-05-01T02:09:03Z,4242278253,56,Left,,,,,,,,,,,,,,,,,,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085633,245,61,1,28,26,6ddsx316t3j0z6nolrky9k4r8,1,23.5,23.8,2023-05-01T01:33:51.256Z,2023-05-01T03:11:46Z,4242224965,56,Back,,,,,,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085661,196,49,1,28,31,6ubc4y1v6hr63mca7ica4hp90,1,29,81.4,2023-05-01T01:33:56.274Z,2023-05-01T01:33:56Z,,,,,,,,,,,,,,,,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085675,197,1,1,28,32,6ubc4y1v6hr63mca7ica4hp90,1,29.1,82.6,2023-05-01T01:33:56.758Z,2023-05-01T01:34:00Z,4242225189,213,0.7,4242225185,141,95.5,4242225183,140,38.2,4242225187,212,13.0,4242225181,56,Back,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085683,198,1,1,28,35,6ubc4y1v6hr63mca7ica4hp90,1,39.2,92.8,2023-05-01T01:34:00.200Z,2023-05-01T01:34:02Z,4242225213,141,81.8,4242225209,56,Back,4242225215,212,15.7,4242225211,140,26.0,4242225217,213,3.6,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085701,199,1,1,28,37,6ubc4y1v6hr63mca7ica4hp90,1,26,80.8,2023-05-01T01:34:02.080Z,2023-05-01T01:34:04Z,4242225293,140,28.6,4242225295,141,44.3,4242225299,213,4.8,4242225291,56,Back,4242225297,212,25.0,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085711,200,1,1,28,40,6ubc4y1v6hr63mca7ica4hp90,1,30.3,35.1,2023-05-01T01:34:04.872Z,2023-05-01T01:34:06Z,4242225329,56,Back,4242225335,212,17.6,4242225333,141,12.8,4242225337,213,5.2,4242225331,140,38.8,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085721,201,1,1,28,41,6ubc4y1v6hr63mca7ica4hp90,1,39.6,10.2,2023-05-01T01:34:06.076Z,2023-05-01T01:34:08Z,4242225397,212,8.5,4242225391,56,Back,4242225399,213,2.0,4242225395,141,21.5,4242225393,140,36.1,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085743,202,1,1,28,43,6ubc4y1v6hr63mca7ica4hp90,1,35.8,22.9,2023-05-01T01:34:08.025Z,2023-05-01T01:34:11Z,4242225501,56,Back,4242225507,212,10.6,4242225503,140,28.9,4242225509,213,2.3,4242225505,141,34.2,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085757,203,1,1,28,47,6ubc4y1v6hr63mca7ica4hp90,1,30.3,34.9,2023-05-01T01:34:11.552Z,2023-05-01T01:34:13Z,4242225589,140,32.5,4242225591,141,61.1,4242225595,213,1.4,4242225587,56,Back,4242225593,212,18.0,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085777,204,1,1,28,49,6ubc4y1v6hr63mca7ica4hp90,1,34.7,63.5,2023-05-01T01:34:13.766Z,2023-05-01T01:34:17Z,4242225687,141,92.0,4242225683,56,Back,4242225691,213,1.1,4242225689,212,22.2,4242225685,140,45.1,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085797,205,1,1,28,52,6ubc4y1v6hr63mca7ica4hp90,1,45.1,92,2023-05-01T01:34:17.107Z,2023-05-01T01:34:21Z,4242225759,56,Back,4242225763,141,73.4,4242225765,212,12.7,4242225761,140,43.9,4242225767,213,4.6,,,,,,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085815,206,1,1,28,56,6ubc4y1v6hr63mca7ica4hp90,1,32.5,69.8,2023-05-01T01:34:21.423Z,2023-05-01T01:34:23Z,4242225865,140,29.1,4242225869,212,5.1,4242225863,56,Back,4242225871,213,2.4,4242225867,141,75.1,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085837,207,1,1,28,59,6ubc4y1v6hr63mca7ica4hp90,1,29.8,74.9,2023-05-01T01:34:23.597Z,2023-05-01T01:34:27Z,4242225993,141,92.0,4242225995,212,12.6,4242225991,140,34.3,4242225997,213,1.2,4242225989,56,Back,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542095381,373,1,1,29,0,6ubc4y1v6hr63mca7ica4hp90,1,57.9,8,2023-05-01T01:34:24.444Z,2023-05-01T02:06:58Z,4242276001,56,Back,4242276007,212,18.8,4242276003,140,40.5,4242276005,141,14.5,4242276009,213,2.9,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085871,208,1,1,29,2,6ubc4y1v6hr63mca7ica4hp90,1,33.7,95.8,2023-05-01T01:34:27.165Z,2023-05-01T01:34:30Z,4242226135,140,44.8,4242226139,212,20.3,4242226133,56,Back,4242226141,213,5.3,4242226137,141,71.4,,,,,,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085897,209,1,1,29,5,6ubc4y1v6hr63mca7ica4hp90,0,44.9,69.5,2023-05-01T01:34:30.274Z,2023-05-01T01:34:34Z,4242226257,212,35.4,4242226251,56,Center,4242226261,1,,4242226249,155,,4242226259,213,5.5,4242226255,141,32.8,4242226253,140,68.8,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085901,246,49,1,29,10,6ddsx316t3j0z6nolrky9k4r8,1,24.9,78.6,2023-05-01T01:34:34.665Z,2023-05-01T01:34:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085943,247,1,1,29,10,6ddsx316t3j0z6nolrky9k4r8,1,24.9,78.6,2023-05-01T01:34:35.081Z,2023-05-01T01:34:39Z,4242226407,56,Back,4242226411,141,55.9,4242226415,213,4.1,4242226409,140,14.9,4242226413,212,18.7,,,,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085967,248,1,1,29,14,6ddsx316t3j0z6nolrky9k4r8,1,14.9,55.9,2023-05-01T01:34:38.970Z,2023-05-01T01:34:42Z,4242226503,213,5.2,4242226497,140,23.0,4242226495,56,Back,4242226499,141,29.2,4242226501,212,20.0,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542085993,249,1,1,29,17,6ddsx316t3j0z6nolrky9k4r8,1,23,29.2,2023-05-01T01:34:41.947Z,2023-05-01T01:34:47Z,4242226631,212,16.4,4242226629,141,48.4,4242226625,56,Back,4242226627,140,32.4,4242226633,213,0.9,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086003,250,1,1,29,22,6ddsx316t3j0z6nolrky9k4r8,1,32.4,32.3,2023-05-01T01:34:47.284Z,2023-05-01T01:34:49Z,4242226679,140,22.9,4242226681,141,5.8,4242226683,212,20.6,4242226677,56,Back,4242226685,213,4.2,,,,,,,,,,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086005,251,1,1,29,24,6ddsx316t3j0z6nolrky9k4r8,0,22.9,9.2,2023-05-01T01:34:49.052Z,2023-05-01T01:34:49Z,4242226693,141,26.2,4242226695,212,17.3,4242226691,140,35.2,4242226689,56,Back,4242226697,213,0.7,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086007,210,8,1,29,25,6ubc4y1v6hr63mca7ica4hp90,1,71.1,77.1,2023-05-01T01:34:49.977Z,2023-05-01T01:34:50Z,4242226699,56,Center,,,,,,,,,,,,,,,,,,,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086011,252,4,1,29,26,6ddsx316t3j0z6nolrky9k4r8,1,27.8,24.6,2023-05-01T01:34:50.877Z,2023-05-01T01:35:06Z,4242227137,265,,4242227219,233,211,4242227133,13,,4242227135,152,,4242227139,285,,4242226705,56,Back,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086037,211,4,1,29,26,6ubc4y1v6hr63mca7ica4hp90,0,72.2,75.4,2023-05-01T01:34:50.878Z,2023-05-01T01:35:06Z,4242227229,233,252,4242227191,286,,4242227189,265,,4242227185,13,,4242226851,56,Center,4242227187,152,,,,,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086041,212,43,1,29,29,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-01T01:34:54.423Z,2023-05-01T01:34:59Z,4242227015,144,61,4242226873,56,Left,,,,,,,,,,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543028781,855,17,1,30,50,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-01T01:36:14.444Z,2023-05-03T16:19:40Z,4247242643,31,,4247242645,40,243,4247243065,189,,,,,,,,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543064979,738,17,1,31,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-05-01T01:36:24.444Z,2023-05-03T17:26:44Z,4247445703,283,4v2x74k7k3rw8izs5jlohqcwl,4247445697,31,,4247446851,189,,4247445699,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086597,253,1,1,31,19,6ddsx316t3j0z6nolrky9k4r8,0,26.7,33.5,2023-05-01T01:36:43.716Z,2023-05-01T01:36:46Z,4242229659,152,,4242229655,5,,4242229671,1,,4242229665,141,23.6,4242229669,213,6.2,4242229663,140,78.4,4242229667,212,54.7,4242229661,56,Center,duj699i9620tuf3ii9z06bqsq,P. Elias,,4242229657,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086619,213,1,1,31,21,6ubc4y1v6hr63mca7ica4hp90,1,26.9,78.3,2023-05-01T01:36:46.249Z,2023-05-01T01:36:49Z,4242229755,3,,4242229759,140,31.6,4242229763,212,6.1,4242229765,213,0.6,4242229761,141,83.5,4242229757,56,Back,,,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086621,214,61,1,31,25,6ubc4y1v6hr63mca7ica4hp90,0,31.3,84.8,2023-05-01T01:36:49.781Z,2023-05-01T01:36:50Z,4242229769,56,Back,,,,,,,,,,,,,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086623,254,61,1,31,25,6ddsx316t3j0z6nolrky9k4r8,1,69.5,16.2,2023-05-01T01:36:50.245Z,2023-05-01T01:36:50Z,4242229771,56,Right,,,,,,,,,,,,,,,,,,,,,,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086661,255,1,1,31,29,6ddsx316t3j0z6nolrky9k4r8,0,69.7,22.3,2023-05-01T01:36:53.541Z,2023-05-01T03:11:48Z,4242229893,56,Center,4242229901,213,1.1,4242229895,140,80.0,4242229899,212,25.3,4242229897,141,56.0,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086641,215,49,1,31,29,6ubc4y1v6hr63mca7ica4hp90,1,21.9,49.2,2023-05-01T01:36:54.015Z,2023-05-01T01:36:54Z,,,,,,,,,,,,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086681,216,1,1,31,29,6ubc4y1v6hr63mca7ica4hp90,1,21.9,49.2,2023-05-01T01:36:54.390Z,2023-05-01T01:36:57Z,4242229941,212,5.0,4242229937,140,26.7,4242229943,213,0.0,4242229939,141,49.5,4242229935,56,Back,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086689,217,1,1,31,32,6ubc4y1v6hr63mca7ica4hp90,1,28.2,50,2023-05-01T01:36:57.315Z,2023-05-01T01:36:59Z,4242229965,140,32.6,4242229969,212,4.9,4242229963,56,Back,4242229971,213,0.4,4242229967,141,52.5,,,,,,,,,,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086703,218,1,1,31,34,6ubc4y1v6hr63mca7ica4hp90,1,32.9,51.7,2023-05-01T01:36:58.855Z,2023-05-01T01:37:01Z,4242230051,213,5.3,4242230047,141,23.5,4242230043,56,Back,4242230049,212,22.8,4242230045,140,44.7,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086711,219,1,1,31,36,6ubc4y1v6hr63mca7ica4hp90,1,56,18,2023-05-01T01:37:01.080Z,2023-05-01T01:37:04Z,4242230101,140,72.1,4242230097,155,,4242230107,213,0.9,4242230103,141,50.3,4242230105,212,27.7,4242230099,56,Center,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086715,220,61,1,31,39,6ubc4y1v6hr63mca7ica4hp90,0,71.6,49.8,2023-05-01T01:37:04.162Z,2023-05-01T01:37:04Z,4242230115,56,Center,,,,,,,,,,,,,,,,,,,,,,6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086755,256,12,1,31,41,6ddsx316t3j0z6nolrky9k4r8,1,27.5,55.9,2023-05-01T01:37:06.103Z,2023-05-01T01:37:11Z,4242230291,56,Back,4242230297,212,21.6,4242230293,140,35.5,4242230299,213,5.1,4242230295,141,26.7,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086721,221,61,1,31,41,6ubc4y1v6hr63mca7ica4hp90,1,66.2,58.8,2023-05-01T01:37:06.116Z,2023-05-01T01:37:06Z,4242230159,56,Center,,,,,,,,,,,,,,,,,,,,,,6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086763,222,1,1,31,43,6ubc4y1v6hr63mca7ica4hp90,1,70.6,71.7,2023-05-01T01:37:08.311Z,2023-05-01T01:37:12Z,4242230337,213,0.5,4242230331,140,81.5,4242230329,56,Left,4242230335,212,13.3,4242230333,141,81.8,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086769,223,1,1,31,46,6ubc4y1v6hr63mca7ica4hp90,0,86.1,82.9,2023-05-01T01:37:10.865Z,2023-05-01T01:40:14Z,4242230365,155,,4242230369,140,88.4,4242230363,2,,4242230371,141,71.7,4242230375,213,5.0,4242230373,212,8.0,4242230367,56,Center,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086757,257,8,1,31,46,6ddsx316t3j0z6nolrky9k4r8,1,10.4,25.8,2023-05-01T01:37:11.345Z,2023-05-01T01:37:11Z,4242230301,56,Back,,,,,,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086891,224,5,1,31,49,6ubc4y1v6hr63mca7ica4hp90,1,82.1,101.4,2023-05-01T01:37:13.553Z,2023-05-01T01:53:17Z,4242230985,56,Left,4242231007,233,258,4242230987,347,,,,,,,,,,,,,,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086835,258,5,1,31,49,6ddsx316t3j0z6nolrky9k4r8,0,17.9,-1.4,2023-05-01T01:37:13.553Z,2023-05-01T01:37:36Z,4242230717,56,Back,4242231015,233,224,4242230719,347,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086837,259,40,1,32,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-05-01T01:37:24.823Z,2023-05-01T01:37:29Z,4242230733,131,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4242230727,44,"1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4242230735,194,8sydisziijh84elb8dprtlduy,4242230731,130,4,4242230729,59,"54, 47, 18, 42, 33, 29, 31, 39, 27, 38, 37, 44, 45, 56, 60, 64, 91, 78, 79",4242230725,30,"bn7qfn71x24fjl5d8t4p97kve, eq98gflais2v26wgbkw9wrxg4, 1muuu6wgia9wxv6vmw8tln5sk, duj699i9620tuf3ii9z06bqsq, 8sydisziijh84elb8dprtlduy, cwyml9l4tfvb4ceh8tv3au0wk, abhcwxqh35hbgze01m4ihopyi, 96a444bkyegpg5zho3odc54ic, 3ei1s8oyub83owfxxbsygmsmi, ck71v8brvqxzz905c5o9966ay, 4k6c9nnzytq9qhc9uol64wg7o, 1p4rbf4wumfagv2ntlewdxey, 6n212e4qa6se8iq0983rr05ey, 7iu21pvjpdh2nxm8sgn3rraqc, 51feywrm28vtce8hlntacbbe2, cf5cnymq2xkzjczfy4zk905qs, ecjo46a4j50f4cu0mkvw35ysq, 6hkuuhq0sz0j8nrbppj9jiulm, bbxeavv9oiz82dch0tsws3giy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086905,225,1,1,32,11,6ubc4y1v6hr63mca7ica4hp90,0,83.4,100,2023-05-01T01:37:36.044Z,2023-05-01T01:37:38Z,4242231075,213,4.6,4242231073,212,12.1,4242231067,56,Left,4242231065,107,,4242231069,140,82.1,4242231071,141,84.0,,,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086925,260,49,1,32,16,6ddsx316t3j0z6nolrky9k4r8,1,21.9,14.6,2023-05-01T01:37:40.494Z,2023-05-01T01:37:43Z,4242231287,189,,,,,,,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086939,261,1,1,32,16,6ddsx316t3j0z6nolrky9k4r8,0,21.9,14.6,2023-05-01T01:37:40.663Z,2023-05-01T01:37:44Z,4242231323,189,,4242231221,56,Center,4242231229,141,63.8,4242231225,140,60.8,4242231233,212,52.8,4242231217,157,,4242231239,1,,4242231235,213,0.7,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086945,226,49,1,32,18,6ubc4y1v6hr63mca7ica4hp90,1,37.6,33.4,2023-05-01T01:37:43.030Z,2023-05-01T01:39:52Z,,,,,,,,,,,,,,,,,,,,,,,,,91zaobrhwte235umn6y1mklxw,I. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086967,227,1,1,32,18,6ubc4y1v6hr63mca7ica4hp90,1,37.6,33.4,2023-05-01T01:37:43.392Z,2023-05-01T01:39:53Z,4242231341,56,Back,4242231359,213,0.5,4242231355,212,5.0,4242231349,141,36.9,4242231345,140,41.8,,,,,,,,,,91zaobrhwte235umn6y1mklxw,I. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086985,228,1,1,32,21,6ubc4y1v6hr63mca7ica4hp90,1,44.6,25.8,2023-05-01T01:37:45.875Z,2023-05-01T01:37:48Z,4242231431,140,59.2,4242231437,213,5.6,4242231429,56,Right,4242231433,141,5.7,4242231435,212,20.5,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542086989,229,1,1,32,24,6ubc4y1v6hr63mca7ica4hp90,1,64.8,3.7,2023-05-01T01:37:48.523Z,2023-05-01T01:37:49Z,4242231461,212,5.5,4242231457,140,69.9,4242231455,56,Right,4242231459,141,1.8,4242231463,213,6.0,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087009,230,1,1,32,25,6ubc4y1v6hr63mca7ica4hp90,1,69.9,1.1,2023-05-01T01:37:49.603Z,2023-05-01T01:37:53Z,4242231551,213,0.3,4242231547,141,8.3,4242231543,56,Right,4242231549,212,18.9,4242231545,140,87.3,,,,,,,,,,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087027,231,1,1,32,28,6ubc4y1v6hr63mca7ica4hp90,1,89.9,10.6,2023-05-01T01:37:53.049Z,2023-05-01T01:37:56Z,4242231627,155,,4242231637,213,2.0,4242231631,140,80.0,4242231635,212,27.0,4242231633,141,47.2,4242231629,56,Center,4242231625,2,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087039,232,1,1,32,32,6ubc4y1v6hr63mca7ica4hp90,1,80,47.7,2023-05-01T01:37:56.778Z,2023-05-01T01:38:11Z,4242231697,213,0.6,4242231689,141,61.8,4242231685,140,92.3,4242231681,56,Center,4242231693,212,16.1,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087097,233,2,1,32,38,6ubc4y1v6hr63mca7ica4hp90,1,91.7,68,2023-05-01T01:38:02.943Z,2023-05-01T01:39:29Z,4242231923,7,6hjvb1mzws55dw0ajtu9mpclw,4242231925,56,Center,4242231929,141,45.0,4242234183,8,,4242231927,140,95.4,,,,,,,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087101,262,55,1,32,38,6ddsx316t3j0z6nolrky9k4r8,1,8.3,44.1,2023-05-01T01:38:02.944Z,2023-05-01T01:53:14Z,,,,,,,,,,,,,,,,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087179,263,1,1,32,55,6ddsx316t3j0z6nolrky9k4r8,1,5.8,55.2,2023-05-01T01:38:19.757Z,2023-05-01T01:38:22Z,4242232347,5,,4242232357,212,13.5,4242232351,56,Back,4242232359,213,1.4,4242232355,141,74.7,4242232349,241,,4242232353,140,8.1,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087203,264,1,1,32,58,6ddsx316t3j0z6nolrky9k4r8,1,16.4,74.7,2023-05-01T01:38:22.749Z,2023-05-01T01:38:27Z,4242232499,56,Back,4242232501,140,21.9,4242232507,213,1.2,4242232503,141,96.7,4242232505,212,16.0,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087215,234,45,1,33,2,6ubc4y1v6hr63mca7ica4hp90,0,77.7,4.1,2023-05-01T01:38:27.334Z,2023-05-01T01:38:32Z,4242232539,56,Right,4242232541,286,,4242232579,233,265,,,,,,,,,,,,,,,,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087223,265,3,1,33,2,6ddsx316t3j0z6nolrky9k4r8,1,22.3,95.9,2023-05-01T01:38:27.334Z,2023-05-01T01:38:31Z,4242232571,233,234,4242232553,285,,4242232551,56,Back,,,,,,,,,,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087225,235,61,1,33,6,6ubc4y1v6hr63mca7ica4hp90,1,69.9,18.8,2023-05-01T01:38:31.234Z,2023-05-01T01:38:31Z,4242232555,56,Right,,,,,,,,,,,,,,,,,,,,,,dercetgxemr74f5yasq86s5t6,P. Mayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542087227,266,61,1,33,6,6ddsx316t3j0z6nolrky9k4r8,0,31.8,85.9,2023-05-01T01:38:31.279Z,2023-05-01T01:38:31Z,4242232557,56,Back,,,,,,,,,,,,,,,,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
