id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2538426347,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-23T21:21:15.177Z,2023-04-23T22:29:35Z,4215894165,194,1v39pm9r5ela9fe63tlsq3tka,4215967757,197,19079,4215779853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4215779851,30,"2unnytu55d7lvws7h3r86yhud, 4wu5ystem7t4d7veep83j2qne, 5odgmdtpkte7j2674it4hpqs5, f1oc42nax0yel4gblge49py7e, 63r5yw1u82xzwndp8c6rwvzoq, 2nu3jw4piu1qnqha0kdq8nzai, du287pgrexe4p29tti43grv56, 38z2cuwmbeanujqho9cqwozmy, 4x3md4d2zvyvxlhtqp0ocvmqx, 5u5nybfj4jbz5w9a1eocjo2l0, 1v39pm9r5ela9fe63tlsq3tka, 6kq8itr9qyntj286s7q1mxrrp, 7wsz05ayxgiiu9jldfourk4d0, 1ss7pdaxmlk0sijax5brwpkyy, 798s8hothcvrkqhvwm8rkry8k, dy6ceymv65m6szxwwyq4iami2, 7vv66amgi88if4oyk29agiln8, 5z8hudabjfsvhama7r4bxqnf8, 1keonaeqvrkqhbw9sjaaxsff8",4215779861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215779855,59,"1, 53, 16, 45, 54, 46, 56, 40, 49, 52, 18, 71, 44, 48, 55, 57, 58, 61, 99",4215779859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4215779857,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538432027,1,34,16,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-23T21:33:27.158Z,2023-04-23T22:11:44Z,4215809233,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4215809241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215894221,194,910fd7rfysvvfzp2s1ywna5pm,4215809237,130,2,4215894223,197,15002,4215809235,59,"82, 18, 43, 98, 40, 53, 41, 44, 77, 46, 75, 25, 42, 47, 51, 59, 64, 71, 88, 90",4215809239,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215809231,30,"brbc088u7sq9wh9d9gkonn5gq, 4s56s6f9nw96wergw7ix5zp0q, 17yf2rdrh0oshogxp00s61hqs, 6xup3kf24zfblj7gnqvrm33f8, 910fd7rfysvvfzp2s1ywna5pm, 2hdg94moevfpp12pbwjg1ypec, 5jigl7kp5d2i5ws1602jm7n1m, 6ge4wgnjmai5596imt97hev6y, cdyrj15oxu3l5sgzgwof8ohgq, 9k050zmkegfu3gdw2b4g4uwwk, en6q7ddrr22sz6knipkbqhyw9, 2u05snfruohp5sqhdpy5vvlnu, 5jo2bkbs00nbvcoik2i3nvuuh, 7o0levm21dq6815s3qziqqz2s, 9tl3xo6tmq5b2eeil9e1p048a, 9gswafduy82n4o6f0uk0khhck, 632mpv8dpnxjm69f8ip1e4l5g, 7h6a0x05z2laewfq7spicxwd0, 8hg6c5ehhaa37lwduf5977i3u, ba77cwode4mtessgby1mml6ju",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450015,2,32,1,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-23T22:05:15.858Z,2023-04-23T22:05:18Z,4215901893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450009,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-23T22:05:15.858Z,2023-04-26T23:14:01Z,4215901885,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450029,3,1,1,0,1,dqx48fglv1l96cyrmjdod0xec,1,50.1,50.7,2023-04-23T22:05:16.958Z,2023-04-26T05:41:19Z,4215901949,279,S,4215901943,212,3.2,4215901947,213,2.7,4215901935,56,Back,4215901939,141,52.8,4215901937,140,47.4,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450057,4,1,1,0,2,dqx48fglv1l96cyrmjdod0xec,0,48,53.6,2023-04-23T22:05:18.577Z,2023-04-26T05:41:33Z,4215902071,155,,4215902083,1,,4215902079,212,46.5,4215902073,56,Left,4215902075,140,79.3,4215902081,213,0.8,4215902077,141,100.0,,,,cdyrj15oxu3l5sgzgwof8ohgq,F. Bettache,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450135,3,5,1,0,5,iiolvosiuokkrl5iuoxcjo4p,1,22.6,-1.6,2023-04-23T22:05:21.419Z,2023-04-23T22:27:15Z,4215902617,233,5,4215902597,56,Back,4215902599,347,,,,,,,,,,,,,,,,,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450059,5,5,1,0,5,dqx48fglv1l96cyrmjdod0xec,0,77.4,101.6,2023-04-23T22:05:21.419Z,2023-04-23T22:05:36Z,4215902621,233,3,4215902087,347,,4215902085,56,Left,,,,,,,,,,,,,,,,cdyrj15oxu3l5sgzgwof8ohgq,F. Bettache,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450141,4,1,1,0,19,iiolvosiuokkrl5iuoxcjo4p,0,27,0,2023-04-23T22:05:35.518Z,2023-04-23T22:05:37Z,4215902637,140,37.5,4215902639,141,9.8,4215902641,212,13.3,4215902635,56,Back,4215902633,107,,4215902643,213,0.6,,,,,,,4wu5ystem7t4d7veep83j2qne,S. Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538450175,6,1,1,0,22,dqx48fglv1l96cyrmjdod0xec,1,66.7,91.5,2023-04-23T22:05:37.881Z,2023-04-26T05:41:58Z,4215902801,212,2.9,4215902793,3,,4215902797,140,67.8,4215902795,56,Left,4215902799,141,95.4,4215902803,213,1.2,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,
