id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,assist,qualifier/8/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2544075503,7,3,1,0,13,4gymgvqmve0m2vh89v84tt3x0,1,88.4,80.7,2023-05-05T23:05:31.432Z,2023-05-05T23:05:34Z,4252853115,233,3,4252853113,286,,4252853111,56,Left,,,,,,,,,,,,,,,,58b0j5f9h93p4zz63xha4551x,N. Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075505,8,1,1,0,16,4gymgvqmve0m2vh89v84tt3x0,1,89.1,79.9,2023-05-05T23:05:33.829Z,2023-05-05T23:05:35Z,4252853129,140,77.0,4252853135,213,3.5,4252853127,56,Center,4252853133,212,13.8,4252853131,141,72.1,,,,,,,,,,58b0j5f9h93p4zz63xha4551x,N. Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075507,9,1,1,0,17,4gymgvqmve0m2vh89v84tt3x0,0,77,72.1,2023-05-05T23:05:35.461Z,2023-05-05T23:05:36Z,4252853147,141,52.8,4252853151,213,5.5,4252853139,2,,4252853145,140,89.6,4252853149,212,18.6,4252853141,155,,4252853143,56,Center,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075509,4,49,1,0,18,5b4ccd62yeeqdl2qk6jzsmjv8,1,25.2,55.2,2023-05-05T23:05:36.386Z,2023-05-05T23:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075511,5,3,1,0,19,5b4ccd62yeeqdl2qk6jzsmjv8,0,27.6,56.6,2023-05-05T23:05:37.058Z,2023-05-05T23:07:21Z,4252853155,285,,4252853157,211,,4252853153,56,Back,,,,,,,,,,,,,,,,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075513,10,49,1,0,21,4gymgvqmve0m2vh89v84tt3x0,1,65.1,37.4,2023-05-05T23:05:39.573Z,2023-05-06T00:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075517,11,2,1,0,22,4gymgvqmve0m2vh89v84tt3x0,1,65.1,37.4,2023-05-05T23:05:39.911Z,2023-05-06T00:02:28Z,4252853177,7,dz7v9xfcwdvjioeyv4z54neqy,4252853181,140,90.3,4252853179,56,Right,4252853183,141,14.6,,,,,,,,,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075515,6,55,1,0,22,5b4ccd62yeeqdl2qk6jzsmjv8,1,16.3,58.8,2023-05-05T23:05:39.912Z,2023-05-05T23:53:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075523,7,1,1,0,41,5b4ccd62yeeqdl2qk6jzsmjv8,1,17,91.5,2023-05-05T23:05:59.346Z,2023-05-05T23:06:00Z,4252853251,140,10.5,4252853253,141,69.6,4252853247,241,,4252853255,212,16.4,4252853245,5,,4252853257,213,4.3,4252853249,56,Back,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075525,8,1,1,0,42,5b4ccd62yeeqdl2qk6jzsmjv8,1,10.2,70.2,2023-05-05T23:06:00.626Z,2023-05-05T23:06:02Z,4252853261,56,Back,4252853269,213,4.5,4252853263,140,6.9,4252853267,212,17.5,4252853265,141,45.0,,,,,,,,,,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075527,9,1,1,0,44,5b4ccd62yeeqdl2qk6jzsmjv8,1,6.9,45,2023-05-05T23:06:02.265Z,2023-05-05T23:06:05Z,4252853281,141,43.8,4252853283,212,17.2,4252853285,213,6.2,4252853277,56,Back,4252853279,140,23.3,,,,,,,,,,9bn2zid7u305xii6alm8a58us,S.  Lapkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075529,10,1,1,0,47,5b4ccd62yeeqdl2qk6jzsmjv8,1,23,30.8,2023-05-05T23:06:05.690Z,2023-05-05T23:06:09Z,4252853301,141,25.8,4252853299,140,18.8,4252853303,212,5.6,4252853305,213,3.8,4252853297,56,Back,,,,,,,,,,4m3lluwxr5u6cneqaxi56tt2i,T. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075531,11,1,1,0,51,5b4ccd62yeeqdl2qk6jzsmjv8,1,18.8,25.8,2023-05-05T23:06:08.966Z,2023-05-06T00:07:31Z,4252853319,212,15.1,4252853313,56,Back,4252853315,140,9.6,4252853321,213,2.3,4252853317,141,42.8,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075539,12,1,1,0,55,5b4ccd62yeeqdl2qk6jzsmjv8,0,9.6,44.4,2023-05-05T23:06:13.280Z,2023-05-05T23:06:14Z,4252853367,1,,4252853355,155,,4252853359,140,26.4,4252853365,213,1.1,4252853357,56,Back,4252853361,141,93.5,4252853363,212,37.8,,,,9bn2zid7u305xii6alm8a58us,S.  Lapkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075537,12,61,1,0,56,4gymgvqmve0m2vh89v84tt3x0,0,71,36.3,2023-05-05T23:06:13.862Z,2023-05-05T23:06:34Z,4252853353,56,Center,,,,,,,,,,,,,,,,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075543,13,1,1,0,58,5b4ccd62yeeqdl2qk6jzsmjv8,0,25,74.2,2023-05-05T23:06:16.203Z,2023-05-05T23:06:21Z,4252853413,213,0.4,4252853407,140,61.7,4252853405,56,Left,4252853411,212,41.1,4252853409,141,95.1,4252853415,1,,,,,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075547,13,49,1,1,2,4gymgvqmve0m2vh89v84tt3x0,1,43,4.6,2023-05-05T23:06:20.462Z,2023-05-06T00:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6z58yyouaevipxrmrmorcz0no,I. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075551,14,1,1,1,3,4gymgvqmve0m2vh89v84tt3x0,0,43,4.6,2023-05-05T23:06:20.990Z,2023-05-06T00:01:24Z,4252853461,213,5.6,4252853453,56,Back,4252853459,212,7.0,4252853457,141,0.0,4252853455,140,48.1,,,,,,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075555,14,5,1,1,4,5b4ccd62yeeqdl2qk6jzsmjv8,1,52,101.9,2023-05-05T23:06:21.973Z,2023-05-05T23:06:25Z,4252853481,233,15,4252853467,56,Left,4252853469,347,,,,,,,,,,,,,,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075553,15,5,1,1,4,4gymgvqmve0m2vh89v84tt3x0,0,48,-1.9,2023-05-05T23:06:21.973Z,2023-05-05T23:53:11Z,4252853485,233,14,4252853463,56,Back,4252853465,347,,,,,,,,,,,,,,,,,6z58yyouaevipxrmrmorcz0no,I. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075561,15,1,1,1,7,5b4ccd62yeeqdl2qk6jzsmjv8,1,47.4,100,2023-05-05T23:06:25.515Z,2023-05-05T23:06:28Z,4252853527,1,,4252853515,107,,4252853519,140,46.0,4252853525,213,4.6,4252853517,56,Back,4252853521,141,68.8,4252853523,212,22.2,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075563,16,1,1,1,10,5b4ccd62yeeqdl2qk6jzsmjv8,1,44.4,68.1,2023-05-05T23:06:28.577Z,2023-05-05T23:06:30Z,4252853547,213,4.1,4252853539,56,Back,4252853545,212,26.8,4252853541,140,30.0,4252853543,141,35.5,,,,,,,,,,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075565,17,1,1,1,12,5b4ccd62yeeqdl2qk6jzsmjv8,1,30,35.5,2023-05-05T23:06:30.042Z,2023-05-05T23:06:33Z,4252853567,56,Back,4252853571,141,7.3,4252853573,212,24.4,4252853569,140,44.3,4252853575,213,5.4,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075567,18,1,1,1,15,5b4ccd62yeeqdl2qk6jzsmjv8,1,44.3,7.1,2023-05-05T23:06:33.154Z,2023-05-06T00:07:51Z,4252853589,141,30.0,4252853587,140,45.7,4252853585,56,Back,4252853591,212,15.6,4252853593,213,1.5,,,,,,,,,,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075569,19,1,1,1,16,5b4ccd62yeeqdl2qk6jzsmjv8,1,45.4,29.6,2023-05-05T23:06:34.409Z,2023-05-06T00:08:02Z,4252853605,213,3.2,4252853601,141,29.2,4252853603,212,8.9,4252853599,140,36.9,4252853597,56,Back,,,,,,,,,,4m3lluwxr5u6cneqaxi56tt2i,T. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075573,20,1,1,1,17,5b4ccd62yeeqdl2qk6jzsmjv8,1,36.9,29.2,2023-05-05T23:06:35.079Z,2023-05-05T23:06:38Z,4252853639,140,30.5,4252853643,212,27.3,4252853641,141,68.1,4252853645,213,1.8,4252853637,56,Back,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075577,21,1,1,1,21,5b4ccd62yeeqdl2qk6jzsmjv8,1,35.6,72.6,2023-05-05T23:06:39.739Z,2023-05-05T23:06:42Z,4252853683,141,93.1,4252853681,140,54.9,4252853685,212,24.6,4252853679,56,Left,4252853687,213,0.6,,,,,,,,,,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075581,22,1,1,1,24,5b4ccd62yeeqdl2qk6jzsmjv8,0,64.4,91.9,2023-05-05T23:06:42.717Z,2023-05-05T23:06:44Z,4252853709,141,85.4,4252853713,213,6.0,4252853705,56,Left,4252853707,140,79.8,4252853711,212,16.8,,,,,,,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075585,16,12,1,1,28,4gymgvqmve0m2vh89v84tt3x0,1,20.5,12.6,2023-05-05T23:06:45.940Z,2023-05-05T23:06:47Z,4252853743,212,9.6,4252853741,141,0.0,4252853745,213,4.5,4252853737,56,Back,4252853755,167,,4252853739,140,19.0,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075587,17,5,1,1,28,4gymgvqmve0m2vh89v84tt3x0,0,18.4,-0.8,2023-05-05T23:06:46.026Z,2023-05-05T23:53:11Z,4252853749,347,,4252853747,56,Back,4252853775,233,23,,,,,,,,,,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075589,23,5,1,1,28,5b4ccd62yeeqdl2qk6jzsmjv8,1,81.6,100.8,2023-05-05T23:06:46.026Z,2023-05-05T23:06:50Z,4252853765,56,Left,4252853767,347,,4252853769,233,17,,,,,,,,,,,,,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075601,24,1,1,1,33,5b4ccd62yeeqdl2qk6jzsmjv8,1,78.8,100,2023-05-05T23:06:51.460Z,2023-05-05T23:06:54Z,4252853825,140,68.7,4252853823,56,Center,4252853821,107,,4252853829,212,28.1,4252853831,213,4.3,4252853833,1,,4252853827,141,63.1,,,,bvmdxx61yedgrgfw586y8dgr8,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075613,25,1,1,1,36,5b4ccd62yeeqdl2qk6jzsmjv8,1,67.9,63.1,2023-05-05T23:06:54.553Z,2023-05-05T23:06:59Z,4252853891,56,Right,4252853899,213,4.4,4252853893,140,55.0,4252853895,141,6.1,4252853889,157,,4252853901,1,,4252853897,212,41.1,,,,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075615,26,1,1,1,41,5b4ccd62yeeqdl2qk6jzsmjv8,1,58.8,7.3,2023-05-05T23:06:59.816Z,2023-05-06T00:18:47Z,4252853909,140,59.7,4252853913,212,4.8,4252853907,56,Right,4252853911,141,14.2,4252853915,213,1.4,,,,,,,,,,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075617,27,1,1,1,43,5b4ccd62yeeqdl2qk6jzsmjv8,1,60,14.2,2023-05-05T23:07:01.057Z,2023-05-05T23:07:01Z,4252853929,140,60.8,4252853935,213,4.8,4252853931,141,1.9,4252853933,212,8.4,4252853927,56,Right,,,,,,,,,,4m3lluwxr5u6cneqaxi56tt2i,T. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075621,28,1,1,1,44,5b4ccd62yeeqdl2qk6jzsmjv8,1,58.8,6.3,2023-05-05T23:07:01.825Z,2023-05-06T00:18:54Z,4252853955,56,Back,4252853957,140,48.8,4252853959,141,25.4,4252853961,212,16.7,4252853963,213,2.3,,,,,,,,,,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075627,29,1,1,1,46,5b4ccd62yeeqdl2qk6jzsmjv8,1,51.8,24.2,2023-05-05T23:07:04.553Z,2023-05-05T23:07:06Z,4252854017,213,0,4252854009,56,Center,4252854015,212,13.7,4252854011,140,64.8,4252854013,141,24.2,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075629,30,50,1,1,48,5b4ccd62yeeqdl2qk6jzsmjv8,1,60.4,27.8,2023-05-05T23:07:06.622Z,2023-05-06T00:19:51Z,4252854049,233,18,4252854021,56,Center,4252854023,286,,,,,,,,,,,,,,,,,c7i11l9181wd0o5m0t33melm,C. Gannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075633,18,7,1,1,48,4gymgvqmve0m2vh89v84tt3x0,1,39.6,72.2,2023-05-05T23:07:06.623Z,2023-05-05T23:07:09Z,4252854045,233,30,4252854043,285,,4252854041,56,Back,,,,,,,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075635,19,49,1,1,51,4gymgvqmve0m2vh89v84tt3x0,1,46.6,63.6,2023-05-05T23:07:09.286Z,2023-05-05T23:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,58b0j5f9h93p4zz63xha4551x,N. Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075639,20,1,1,1,51,4gymgvqmve0m2vh89v84tt3x0,1,52.9,53.9,2023-05-05T23:07:09.796Z,2023-05-05T23:07:12Z,4252854067,56,Back,4252854071,141,57.5,4252854073,212,28.2,4252854069,140,26.1,4252854075,213,3.1,,,,,,,,,,58b0j5f9h93p4zz63xha4551x,N. Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075655,21,1,1,1,54,4gymgvqmve0m2vh89v84tt3x0,1,26.1,57.5,2023-05-05T23:07:11.941Z,2023-05-05T23:07:16Z,4252854131,56,Back,4252854139,213,5.4,4252854133,140,45.3,4252854135,141,21.8,4252854137,212,31.6,,,,,,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075659,22,1,1,1,58,4gymgvqmve0m2vh89v84tt3x0,1,50.2,21.6,2023-05-05T23:07:16.820Z,2023-05-05T23:07:21Z,4252854167,212,26.4,4252854165,141,27.7,4252854163,140,25.4,4252854169,213,3.0,4252854161,56,Back,,,,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075673,23,1,1,2,3,4gymgvqmve0m2vh89v84tt3x0,1,25.4,27.7,2023-05-05T23:07:21.572Z,2023-05-05T23:07:25Z,4252854217,213,2.3,4252854209,56,Back,4252854215,212,22.6,4252854211,140,11.0,4252854213,141,52.4,,,,,,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544075691,24,1,1,2,7,4gymgvqmve0m2vh89v84tt3x0,0,11.2,48.5,2023-05-05T23:07:25.029Z,2023-05-05T23:07:27Z,4252854257,141,76.9,4252854255,140,47.5,4252854253,56,Back,4252854251,155,,4252854259,212,42.7,4252854261,213,0.5,4252854263,1,,,,,efek04gkkjjwr6vo2mi008dm,B. Martino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
