id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2541987057,7,1,1,0,14,cbip96wzs3jc2xadoluhhxotl,1,28.6,93.7,2023-04-30T22:06:13.248Z,2023-05-02T17:59:33Z,4241690957,141,74.5,4241690959,212,21.7,4241690955,140,12.1,4241690953,56,Back,4241690961,213,3.8,,,,,,,,,,5gl31qop7zlj9mfbtolvj7xuc,L. Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987071,8,1,1,0,16,cbip96wzs3jc2xadoluhhxotl,1,12.4,74.4,2023-04-30T22:06:15.073Z,2023-05-02T17:59:37Z,4241691017,141,50.3,4241691025,213,4.2,4241691011,56,Back,4241691015,140,4.6,4241691021,212,18.3,,,,,,,,,,8pl795qg2d886vtq8trzsucfe,K. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987085,9,1,1,0,20,cbip96wzs3jc2xadoluhhxotl,1,4.6,50.3,2023-04-30T22:06:19.265Z,2023-04-30T22:06:21Z,4241691101,212,27.8,4241691095,56,Back,4241691099,141,11.0,4241691103,213,5.0,4241691097,140,11.8,,,,,,,,,,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987117,10,1,1,0,22,cbip96wzs3jc2xadoluhhxotl,0,12.5,9.8,2023-04-30T22:06:21.362Z,2023-04-30T23:03:39Z,4241691263,213,6.1,4241691261,212,51.3,4241691253,155,,4241691255,56,Right,4241691259,141,0.0,4241691265,1,,4241691257,140,60.9,,,,48vc423tkz4mx7oql1ahqneac,O. Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987157,5,5,1,0,27,5ou8b446l1sl8frblkz3xi17g,1,40.4,101.1,2023-04-30T22:06:25.770Z,2023-04-30T22:22:19Z,4241691463,233,11,4241691459,56,Back,4241691461,347,,,,,,,,,,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987121,11,5,1,0,27,cbip96wzs3jc2xadoluhhxotl,0,59.6,-1.1,2023-04-30T22:06:25.770Z,2023-04-30T22:06:31Z,4241691271,56,Right,4241691499,233,5,4241691273,347,,,,,,,,,,,,,,,,,8pl795qg2d886vtq8trzsucfe,K. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987171,6,1,1,0,32,5ou8b446l1sl8frblkz3xi17g,1,54.5,100,2023-04-30T22:06:30.764Z,2023-04-30T22:06:33Z,4241691551,141,93.9,4241691553,212,15.6,4241691549,140,40.5,4241691555,213,3.5,4241691547,56,Back,4241691545,107,,,,,,,,a89drfd4adts1cbtqa77l1boq,B. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987203,7,1,1,0,34,5ou8b446l1sl8frblkz3xi17g,1,40,91.7,2023-04-30T22:06:33.003Z,2023-04-30T22:06:36Z,4241691733,141,63.1,4241691737,213,4.1,4241691735,212,23.8,4241691729,56,Back,4241691731,140,27.0,,,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987221,8,1,1,0,38,5ou8b446l1sl8frblkz3xi17g,1,27.4,59.6,2023-04-30T22:06:36.636Z,2023-04-30T22:06:39Z,4241691815,140,28.4,4241691821,213,4.8,4241691819,212,23.8,4241691813,56,Back,4241691817,141,24.6,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987273,9,1,1,0,40,5ou8b446l1sl8frblkz3xi17g,1,28,26.2,2023-04-30T22:06:39.484Z,2023-04-30T22:06:44Z,4241692079,141,52.2,4241692083,213,2.1,4241692077,140,18.1,4241692081,212,20.5,4241692075,56,Back,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987281,10,1,1,0,45,5ou8b446l1sl8frblkz3xi17g,0,16.5,42.1,2023-04-30T22:06:43.828Z,2023-05-02T18:00:00Z,4241692135,140,49.7,4241692131,155,,4241692141,213,5.6,4241692143,1,,4241692137,141,0.0,4241692133,56,Back,4241692139,212,46.0,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987285,11,5,1,0,46,5ou8b446l1sl8frblkz3xi17g,0,47.4,-1.8,2023-04-30T22:06:45.429Z,2023-04-30T22:22:19Z,4241692151,56,Back,4241692451,233,12,4241692153,347,,,,,,,,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987327,12,5,1,0,46,cbip96wzs3jc2xadoluhhxotl,1,52.6,101.8,2023-04-30T22:06:45.429Z,2023-04-30T22:06:54Z,4241692395,347,,4241692393,56,Left,4241692411,233,11,,,,,,,,,,,,,,,,8pl795qg2d886vtq8trzsucfe,K. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987347,13,1,1,0,55,cbip96wzs3jc2xadoluhhxotl,0,54.8,100,2023-04-30T22:06:54.083Z,2023-04-30T22:06:56Z,4241692535,140,75.1,4241692531,107,,4241692541,213,5.7,4241692543,1,,4241692533,56,Left,4241692537,141,80.9,4241692539,212,25.6,,,,5gl31qop7zlj9mfbtolvj7xuc,L. Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987351,12,49,1,0,58,5ou8b446l1sl8frblkz3xi17g,1,28.7,17.6,2023-04-30T22:06:56.747Z,2023-04-30T22:06:56Z,,,,,,,,,,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987399,13,1,1,1,0,5ou8b446l1sl8frblkz3xi17g,1,36.4,18.6,2023-04-30T22:06:59.531Z,2023-04-30T22:07:02Z,4241692789,56,Back,4241692797,213,5.3,4241692793,141,10.4,4241692791,140,39.7,4241692795,212,6.6,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987417,14,1,1,1,3,5ou8b446l1sl8frblkz3xi17g,1,37.7,2.9,2023-04-30T22:07:02.075Z,2023-05-02T18:00:29Z,4241692877,213,2.3,4241692873,141,29.5,4241692875,212,24.1,4241692871,140,22.6,4241692869,56,Back,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987441,15,1,1,1,4,5ou8b446l1sl8frblkz3xi17g,1,26.5,31.2,2023-04-30T22:07:03.436Z,2023-04-30T22:07:06Z,4241693003,56,Back,4241693007,141,58.4,4241693009,212,18.5,4241693005,140,26.7,4241693011,213,1.6,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987481,16,1,1,1,7,5ou8b446l1sl8frblkz3xi17g,1,26.2,60.5,2023-04-30T22:07:05.915Z,2023-04-30T22:07:10Z,4241693183,141,46.7,4241693187,213,3.6,4241693179,56,Back,4241693185,212,20.5,4241693181,140,8.8,,,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987525,17,1,1,1,13,5ou8b446l1sl8frblkz3xi17g,1,8.7,44.6,2023-04-30T22:07:11.787Z,2023-04-30T22:07:15Z,4241693385,141,27.7,4241693381,56,Back,4241693383,140,19.9,4241693387,212,16.4,4241693389,213,5.5,,,,,,,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987581,18,1,1,1,17,5ou8b446l1sl8frblkz3xi17g,1,25.9,24.9,2023-04-30T22:07:15.627Z,2023-04-30T22:07:23Z,4241693709,56,Back,4241693717,213,6.1,4241693707,155,,4241693715,212,23.6,4241693713,141,17.4,4241693711,140,47.8,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987589,19,1,1,1,19,5ou8b446l1sl8frblkz3xi17g,0,47.6,12.6,2023-04-30T22:07:18.019Z,2023-05-02T18:00:44Z,4241693753,213,5.8,4241693745,56,Right,4241693749,141,0.0,4241693751,212,21.0,4241693747,140,65.4,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987583,14,5,1,1,22,cbip96wzs3jc2xadoluhhxotl,1,36.1,101.6,2023-04-30T22:07:20.644Z,2023-04-30T22:07:24Z,4241693803,233,20,4241693727,347,,4241693725,56,Back,,,,,,,,,,,,,,,,925j70waph5n48rvazrjj1pg4,T. Mondi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987593,20,5,1,1,22,5ou8b446l1sl8frblkz3xi17g,0,63.9,-1.6,2023-04-30T22:07:20.644Z,2023-04-30T22:22:19Z,4241693763,56,Right,4241693831,233,14,4241693765,347,,,,,,,,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987635,15,1,1,1,24,cbip96wzs3jc2xadoluhhxotl,1,37.6,100,2023-04-30T22:07:23.219Z,2023-04-30T22:07:29Z,4241693989,140,27.2,4241693987,56,Back,4241693995,213,4.0,4241693985,107,,4241693993,212,16.6,4241693991,141,83.1,,,,,,,5gl31qop7zlj9mfbtolvj7xuc,L. Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987645,16,1,1,1,28,cbip96wzs3jc2xadoluhhxotl,1,27.2,83.5,2023-04-30T22:07:26.963Z,2023-05-02T18:00:50Z,4241694031,212,13.3,4241694027,140,36.0,4241694029,141,97.6,4241694025,56,Back,4241694033,213,0.8,,,,,,,,,,8pl795qg2d886vtq8trzsucfe,K. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987689,17,1,1,1,31,cbip96wzs3jc2xadoluhhxotl,0,27.8,96.9,2023-04-30T22:07:29.627Z,2023-05-02T18:00:59Z,4241694279,56,Back,4241694283,141,96.6,4241694287,213,6.3,4241694285,212,17.6,4241694281,140,44.6,,,,,,,,,,5gl31qop7zlj9mfbtolvj7xuc,L. Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022155,370,61,1,1,32,5ou8b446l1sl8frblkz3xi17g,1,51.8,5.2,2023-04-30T22:07:30.609Z,2023-05-02T18:01:03Z,4241882549,56,Right,,,,,,,,,,,,,,,,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022263,371,49,1,1,33,5ou8b446l1sl8frblkz3xi17g,1,55.9,5.8,2023-04-30T22:07:31.609Z,2023-05-02T18:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022331,372,1,1,1,34,5ou8b446l1sl8frblkz3xi17g,1,55.9,5.8,2023-04-30T22:07:32.609Z,2023-05-02T18:01:09Z,4241883509,56,Back,4241883517,213,3.2,4241883513,141,4.1,4241883515,212,14.3,4241883511,140,42.3,,,,,,,,,,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022391,373,1,1,1,38,5ou8b446l1sl8frblkz3xi17g,1,42.4,6.5,2023-04-30T22:07:36.609Z,2023-04-30T23:04:27Z,4241883815,213,3.2,4241883809,140,29.2,4241883807,56,Back,4241883811,141,5.0,4241883813,212,13.9,,,,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987713,21,43,1,1,39,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-04-30T22:07:38.267Z,2023-04-30T23:04:24Z,4241883721,144,49,,,,,,,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987755,22,1,1,1,40,5ou8b446l1sl8frblkz3xi17g,1,31.1,6.7,2023-04-30T22:07:38.861Z,2023-04-30T22:07:43Z,4241694639,56,Back,4241694649,1,,4241694643,141,46.9,4241694647,213,2.3,4241694641,140,6.0,4241694645,212,38.0,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987823,23,1,1,1,46,5ou8b446l1sl8frblkz3xi17g,1,7.7,57.3,2023-04-30T22:07:44.907Z,2023-04-30T22:07:50Z,4241695015,212,19.3,4241695011,140,14.5,4241695009,56,Back,4241695017,213,5.1,4241695013,141,30.9,,,,,,,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987871,24,1,1,1,51,5ou8b446l1sl8frblkz3xi17g,1,22.1,20.4,2023-04-30T22:07:50.586Z,2023-05-02T18:01:54Z,4241695269,213,0.1,4241695267,212,24.5,4241695259,155,,4241695265,141,24.4,4241695263,140,45.3,4241695261,56,Back,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987895,25,1,1,1,55,5ou8b446l1sl8frblkz3xi17g,1,40,23.1,2023-04-30T22:07:54.170Z,2023-04-30T22:07:57Z,4241695389,212,19.1,4241695383,56,Back,4241695387,141,46.4,4241695385,140,29.8,4241695391,213,2.2,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987915,26,1,1,1,58,5ou8b446l1sl8frblkz3xi17g,1,32,47.8,2023-04-30T22:07:57.258Z,2023-04-30T22:07:58Z,4241695525,213,2.0,4241695523,212,16.5,4241695519,140,24.8,4241695517,56,Back,4241695521,141,69.3,,,,,,,,,,4v2oh5flirf9wtc1u9u42apnu,M. Vang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987937,27,1,1,1,59,5ou8b446l1sl8frblkz3xi17g,1,24.8,69.3,2023-04-30T22:07:57.650Z,2023-05-02T18:02:21Z,4241695675,213,0.8,4241695673,212,24.3,4241695671,141,95.1,4241695669,140,40.8,4241695667,56,Back,,,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987997,28,1,1,2,2,5ou8b446l1sl8frblkz3xi17g,1,38.1,93.5,2023-04-30T22:08:00.794Z,2023-04-30T22:08:04Z,4241695949,141,87.1,4241695947,140,17.2,4241695951,212,22.4,4241695953,213,3.3,4241695945,56,Back,,,,,,,,,,a89drfd4adts1cbtqa77l1boq,B. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988031,29,1,1,2,6,5ou8b446l1sl8frblkz3xi17g,1,13.6,85.7,2023-04-30T22:08:04.826Z,2023-04-30T22:08:07Z,4241696129,212,28.4,4241696127,141,45.4,4241696123,140,6.4,4241696131,213,4.4,4241696121,56,Back,,,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988089,30,1,1,2,8,5ou8b446l1sl8frblkz3xi17g,1,6.7,44.6,2023-04-30T22:08:07.402Z,2023-04-30T22:08:13Z,4241696455,140,18.2,4241696457,141,23.9,4241696459,212,18.5,4241696453,56,Back,4241696461,213,5.4,,,,,,,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988119,31,1,1,2,15,5ou8b446l1sl8frblkz3xi17g,1,30.2,9.2,2023-04-30T22:08:13.689Z,2023-04-30T22:08:16Z,4241696589,56,Back,4241696593,141,2.8,4241696597,213,5.6,4241696591,140,35.6,4241696595,212,7.1,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988123,32,61,1,2,17,5ou8b446l1sl8frblkz3xi17g,0,38,2.3,2023-04-30T22:08:15.634Z,2023-05-02T18:02:34Z,4241696613,56,Back,,,,,,,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988185,18,5,1,2,18,cbip96wzs3jc2xadoluhhxotl,1,60.9,101,2023-04-30T22:08:17.242Z,2023-04-30T23:04:26Z,4241696803,56,Left,4241696805,347,,4241696811,233,33,,,,,,,,,,,,,,,,64i80kb7s1bakexbyunb92zo4,C. Madhlangove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988129,33,5,1,2,18,5ou8b446l1sl8frblkz3xi17g,0,39.1,-1,2023-04-30T22:08:17.242Z,2023-04-30T22:08:21Z,4241696843,233,18,4241696639,56,Back,4241696641,347,,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988293,19,1,1,2,28,cbip96wzs3jc2xadoluhhxotl,1,46.5,100,2023-04-30T22:08:27.287Z,2023-05-02T18:02:51Z,4241697381,141,82.6,4241697383,212,18.4,4241697385,213,3.9,4241697375,107,,4241697379,140,34.0,4241697377,56,Back,,,,,,,5gl31qop7zlj9mfbtolvj7xuc,L. Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988343,20,1,1,2,33,cbip96wzs3jc2xadoluhhxotl,1,32.8,77.9,2023-04-30T22:08:31.733Z,2023-05-02T18:02:56Z,4241697569,140,31.6,4241697571,141,50.3,4241697567,56,Back,4241697573,212,18.8,4241697575,213,4.6,,,,,,,,,,8pl795qg2d886vtq8trzsucfe,K. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
