id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value
2544072105,1,34,16,0,0,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-05T22:20:22.837Z,2023-05-05T23:58:42Z,4252836389,130,4,4252836387,59,"39, 35, 44, 66, 37, 83, 58, 60, 21, 38, 79, 41, 52, 56, 61, 71, 75, 80, 84, 88",4252876719,197,18742,4252836391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4252844845,194,b1p6qcv8wjzoxoax3nt13n5gq,4252836383,30,"91zaobrhwte235umn6y1mklxw, ds4avrkvrp4jxq9lp02ssci22, dkgv1asv2glgvoddpvxe56t5g, dercetgxemr74f5yasq86s5t6, exk9svcdgcbn05ms00fhorvv8, duyoju8g87ig7h2n0jnddtm38, b1p6qcv8wjzoxoax3nt13n5gq, 66bdf9l614g2dx43x8003m162, 6hjvb1mzws55dw0ajtu9mpclw, 7bxp7ho4cmsoviw19q4bxr02c, crpkn4juf1s72y9c76t3o4k16, 8fb62dbrpiodc3n3csiw8rz3e, 1dt70coxi909x1qmgk9axibys, doqbp8fg8hke6hhifdr4jzklw, e5hpgmctt7gv4raikw0qvbtre, 35i699wz5v6nush729peu776c, bjk2ns3xadow18v3tkvqqrkh6, d47ks2lj1bgbm1x11qil2352i, 3lafo3mzfkp2kmf2fj8d6lnv8, 8hkbb39xnqy71xe1a4iblhes4",4252836385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4252836393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544074955,1,34,16,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-05-05T22:50:11.589Z,2023-05-05T23:33:44Z,4252847885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4252847877,130,4,4252876255,197,16418,4252847871,30,"c2j0af3amobjhnadwf8cucbca, 6g7i7z6m8vts105dny1g6z3hm, 5bgt61vb5lnzyoczqnr202lpm, 27ajd5d69mrgie5c9x5izn4oa, 37uh4n2zngcixlzo8vnk50vtg, ex99a6zbacpkkhgvynu80qpzo, i5wj5hcg2r9934e7gauxtgmi, d0neh5vcdezvb0ful49zguiok, ebik6jxp20k3m9u3hj1c1j5zo, 25rizu4n91uyax4z6l5jv6dqs, p99ze5cksh5tv01knf5oj33e, 7tpb4dk9meee0utyu4cosnxn8, 2b8nmdlsqa9wxn8xlujvyaqga, aa4v8xfn3ra4digk5h7gdrbze, 2wsgrwgiotfis2l96i0sxlvys, 4jkf81djj5h43v8rlnib1tizu, 30me1zjey2l8lywfm3k5rkhsk, 6p7bhmhxcr08kivai5yip07bo",4252847881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4252877681,194,i5wj5hcg2r9934e7gauxtgmi,4252847875,59,"50, 30, 51, 65, 96, 54, 53, 59, 57, 95, 64, 14, 27, 32, 61, 68, 70, 74",4252847873,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080687,2,32,1,0,0,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-05T23:36:29.309Z,2023-05-05T23:36:33Z,4252880497,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080683,2,32,1,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-05-05T23:36:29.309Z,2023-05-05T23:36:29Z,4252880487,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080689,3,1,1,0,0,6ubc4y1v6hr63mca7ica4hp90,1,50,49.9,2023-05-05T23:36:29.618Z,2023-05-06T00:18:35Z,4252880513,279,S,4252880503,56,Back,4252880505,140,34.9,4252880511,213,3.3,4252880509,212,16.0,4252880507,141,46.8,,,,,,,6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080709,4,1,1,0,1,6ubc4y1v6hr63mca7ica4hp90,1,31.5,50.1,2023-05-05T23:36:31.201Z,2023-05-06T00:18:33Z,4252880611,213,4.9,4252880609,212,25.3,4252880607,141,13.7,4252880605,140,36.6,4252880603,56,Back,,,,,,,,,,dercetgxemr74f5yasq86s5t6,P. Mayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080717,5,1,1,0,5,6ubc4y1v6hr63mca7ica4hp90,1,37.7,12.9,2023-05-05T23:36:35.176Z,2023-05-05T23:36:36Z,4252880653,213,6.0,4252880649,141,4.7,4252880647,140,57.2,4252880651,212,21.2,4252880645,56,Right,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080721,6,1,1,0,6,6ubc4y1v6hr63mca7ica4hp90,1,56.9,4,2023-05-05T23:36:36.224Z,2023-05-06T00:30:15Z,4252880673,141,12.2,4252880675,212,5.7,4252880669,56,Right,4252880671,140,57.8,4252880677,213,1.4,,,,,,,,,,7bxp7ho4cmsoviw19q4bxr02c,B. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544095823,387,61,1,0,7,6ubc4y1v6hr63mca7ica4hp90,0,59.5,15.8,2023-05-05T23:36:36.309Z,2023-05-06T00:30:18Z,4252957987,56,Right,,,,,,,,,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080729,3,49,1,0,8,479lsfr4cwlzewpbuda3y2xv4,1,33.3,76,2023-05-05T23:36:37.481Z,2023-05-05T23:36:37Z,,,,,,,,,,,,,,,,,,,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080765,4,1,1,0,8,479lsfr4cwlzewpbuda3y2xv4,1,35.8,74.9,2023-05-05T23:36:37.680Z,2023-05-05T23:36:42Z,4252880835,140,63.1,4252880841,213,0.5,4252880833,56,Left,4252880843,1,,4252880837,141,98.1,4252880839,212,32.7,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080771,5,1,1,0,13,479lsfr4cwlzewpbuda3y2xv4,0,63.1,98.1,2023-05-05T23:36:42.552Z,2023-05-05T23:36:44Z,4252880873,213,5.8,4252880871,212,27.4,4252880869,141,79.0,4252880867,140,86.1,4252880865,56,Left,,,,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080775,7,49,1,0,14,6ubc4y1v6hr63mca7ica4hp90,1,16.6,17.7,2023-05-05T23:36:43.671Z,2023-05-05T23:36:43Z,,,,,,,,,,,,,,,,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080791,8,1,1,0,14,6ubc4y1v6hr63mca7ica4hp90,1,16.6,17.7,2023-05-05T23:36:43.804Z,2023-05-05T23:36:46Z,4252880963,141,42.2,4252880965,212,20.6,4252880959,56,Back,4252880961,140,5.0,4252880967,213,2.2,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080825,9,1,1,0,17,6ubc4y1v6hr63mca7ica4hp90,1,4.9,42.8,2023-05-05T23:36:46.401Z,2023-05-05T23:36:50Z,4252881137,140,9.9,4252881143,213,1.4,4252881139,141,77.8,4252881141,212,24.4,4252881135,56,Back,,,,,,,,,,91zaobrhwte235umn6y1mklxw,I. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080861,10,1,1,0,21,6ubc4y1v6hr63mca7ica4hp90,1,10,77.9,2023-05-05T23:36:50.332Z,2023-05-05T23:36:55Z,4252881333,140,27.7,4252881335,141,98.3,4252881331,56,Back,4252881339,213,0.6,4252881337,212,23.2,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080929,11,1,1,0,25,6ubc4y1v6hr63mca7ica4hp90,1,31.9,90.5,2023-05-05T23:36:55.029Z,2023-05-05T23:37:02Z,4252881649,155,,4252881655,140,38.9,4252881661,213,4.9,4252881653,56,Back,4252881651,196,,4252881657,141,16.2,4252881659,212,51.1,4252881663,1,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080963,12,1,1,0,33,6ubc4y1v6hr63mca7ica4hp90,1,62,11.6,2023-05-05T23:37:02.759Z,2023-05-05T23:37:07Z,4252881833,212,13.4,4252881827,56,Center,4252881829,140,61.4,4252881835,213,1.6,4252881831,141,31.3,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080997,13,1,1,0,36,6ubc4y1v6hr63mca7ica4hp90,1,60.8,31.5,2023-05-05T23:37:05.321Z,2023-05-06T00:20:26Z,4252882341,210,13,4252882047,213,6.2,4252882041,140,77.6,4252882045,212,17.7,4252882039,56,Center,4252882043,141,30.3,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
