id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2538478245,3,5,1,0,16,4gymgvqmve0m2vh89v84tt3x0,1,78.2,101.6,2023-04-23T23:05:57.822Z,2023-04-23T23:06:01Z,4216054769,347,,4216054767,56,Left,4216054775,233,9,,,,,,,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478235,9,5,1,0,16,c7c4wwva2u1vb3rr7rwava044,0,21.8,-1.6,2023-04-23T23:05:57.822Z,2023-04-23T23:11:03Z,4216054787,233,3,4216054739,347,,4216054737,56,Back,,,,,,,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478251,4,1,1,0,19,4gymgvqmve0m2vh89v84tt3x0,1,72,100,2023-04-23T23:06:00.862Z,2023-04-23T23:06:02Z,4216054825,212,7.9,4216054817,107,,4216054819,56,Left,4216054821,140,75.2,4216054823,141,91.5,4216054827,213,5.2,,,,,,,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478263,5,1,1,0,21,4gymgvqmve0m2vh89v84tt3x0,1,75.5,89.4,2023-04-23T23:06:02.286Z,2023-04-23T23:06:03Z,4216054885,212,4.9,4216054881,140,75.4,4216054887,213,1.6,4216054879,56,Left,4216054883,141,96.6,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478271,6,1,1,0,22,4gymgvqmve0m2vh89v84tt3x0,0,75.4,96.3,2023-04-23T23:06:03.422Z,2023-04-23T23:06:06Z,4216054909,212,2.5,4216054907,141,94.4,4216054903,56,Left,4216055053,286,,4216054911,213,5.7,4216055047,236,,4216055049,233,10,4216054905,140,77.4,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478297,10,74,1,0,22,c7c4wwva2u1vb3rr7rwava044,1,11.7,4.7,2023-04-23T23:06:03.423Z,2023-04-23T23:11:06Z,4216055071,233,6,4216055029,285,,4216055027,56,Back,,,,,,,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478307,7,5,1,0,25,4gymgvqmve0m2vh89v84tt3x0,1,77.9,100.9,2023-04-23T23:06:06.494Z,2023-04-23T23:06:08Z,4216055089,347,,4216055087,56,Left,4216055099,233,11,,,,,,,,,,,,,,,,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478301,11,5,1,0,25,c7c4wwva2u1vb3rr7rwava044,0,22.1,-0.9,2023-04-23T23:06:06.494Z,2023-04-23T23:11:03Z,4216055069,347,,4216055067,56,Back,4216055135,233,7,,,,,,,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478377,8,1,1,0,34,4gymgvqmve0m2vh89v84tt3x0,1,71.7,100,2023-04-23T23:06:15.905Z,2023-04-23T23:06:19Z,4216055505,213,5.1,4216055501,141,88.0,4216055497,56,Left,4216055499,140,75.3,4216055495,107,,4216055503,212,10.0,,,,,,,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478391,9,1,1,0,37,4gymgvqmve0m2vh89v84tt3x0,0,75.3,87.4,2023-04-23T23:06:18.879Z,2023-04-23T23:06:41Z,4216055573,140,73.7,4216055577,212,6.1,4216055579,213,1.9,4216055571,56,Left,4216055575,141,96.0,,,,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478395,10,43,1,0,39,4gymgvqmve0m2vh89v84tt3x0,1,0,0,2023-04-23T23:06:20.542Z,2023-04-23T23:06:40Z,4216055599,212,1.8,4216055593,140,74.5,4216056293,144,1,4216055595,141,93.8,4216055589,56,Left,4216055603,213,5.3,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478411,12,8,1,0,40,c7c4wwva2u1vb3rr7rwava044,1,14.9,8.3,2023-04-23T23:06:21.817Z,2023-04-29T05:17:20Z,4216055691,56,Back,4233567041,385,,,,,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478415,11,5,1,0,40,4gymgvqmve0m2vh89v84tt3x0,1,78.7,101.6,2023-04-23T23:06:22.015Z,2023-04-23T23:06:42Z,4216055709,233,13,4216055707,347,,4216055705,56,Left,,,,,,,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478413,13,5,1,0,40,c7c4wwva2u1vb3rr7rwava044,0,21.3,-1.6,2023-04-23T23:06:22.015Z,2023-04-23T23:11:03Z,4216055701,56,Back,4216055715,233,11,4216055703,347,,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478461,12,1,1,0,46,4gymgvqmve0m2vh89v84tt3x0,1,73.3,100,2023-04-23T23:06:27.230Z,2023-04-23T23:06:28Z,4216055911,140,68.8,4216055915,212,5.8,4216055909,56,Left,4216055907,107,,4216055913,141,96.9,4216055917,213,3.8,,,,,,,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478467,13,50,1,0,47,4gymgvqmve0m2vh89v84tt3x0,1,79.7,94.7,2023-04-23T23:06:28.622Z,2023-04-23T23:06:30Z,4216055941,286,,4216055939,56,Left,4216055999,233,14,,,,,,,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478481,14,7,1,0,47,c7c4wwva2u1vb3rr7rwava044,0,20.3,5.3,2023-04-23T23:06:28.623Z,2023-04-29T05:17:33Z,4216055993,233,13,4216055981,56,Back,4216055983,285,,4233567261,385,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478477,14,61,1,0,48,4gymgvqmve0m2vh89v84tt3x0,1,73.2,94.8,2023-04-23T23:06:29.418Z,2023-04-23T23:06:29Z,4216055975,56,Left,,,,,,,,,,,,,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478491,15,61,1,0,50,4gymgvqmve0m2vh89v84tt3x0,0,75.1,77.6,2023-04-23T23:06:31.374Z,2023-04-23T23:06:31Z,4216056039,56,Center,,,,,,,,,,,,,,,,,,,,,,eur2vbdzfmcxyfathakjghyqc,J. Drack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478535,15,49,1,0,57,c7c4wwva2u1vb3rr7rwava044,1,25.7,27.7,2023-04-23T23:06:38.792Z,2023-04-23T23:07:45Z,,,,,,,,,,,,,,,,,,,,,,,,,55y26r9mz105vrqmnq739l62,D. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478549,16,1,1,0,58,c7c4wwva2u1vb3rr7rwava044,1,27.4,27.7,2023-04-23T23:06:39.160Z,2023-04-23T23:07:42Z,4216056311,56,Back,4216056315,141,53.1,4216056319,213,1.5,4216056317,212,17.3,4216056313,140,28.4,,,,,,,,,,55y26r9mz105vrqmnq739l62,D. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478563,17,1,1,0,59,c7c4wwva2u1vb3rr7rwava044,1,28.9,57.9,2023-04-23T23:06:40.840Z,2023-04-23T23:07:40Z,4216056403,212,15.6,4216056397,56,Back,4216056399,140,14.3,4216056405,213,2.9,4216056401,141,62.3,,,,,,,,,,1yl2e0y3cglm1nwto5uzs3e5m,L. Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478575,18,1,1,1,1,c7c4wwva2u1vb3rr7rwava044,1,11.6,62.9,2023-04-23T23:06:42.360Z,2023-04-23T23:06:43Z,4216056473,212,11.3,4216056469,140,12.4,4216056467,56,Back,4216056471,141,46.3,4216056475,213,4.8,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478579,19,1,1,1,2,c7c4wwva2u1vb3rr7rwava044,1,18.2,33.8,2023-04-23T23:06:43.080Z,2023-04-29T05:17:52Z,4216056483,140,22.2,4216056489,213,5.0,4216056487,212,15.9,4216056485,141,11.2,4216056481,56,Back,,,,,,,,,,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478591,20,1,1,1,3,c7c4wwva2u1vb3rr7rwava044,1,22.4,7.5,2023-04-23T23:06:44.328Z,2023-04-29T05:17:57Z,4216056547,141,18.8,4216056549,212,11.7,4216056543,56,Back,4216056545,140,30.8,4216056551,213,0.7,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478595,21,1,1,1,4,c7c4wwva2u1vb3rr7rwava044,1,26.3,27.6,2023-04-23T23:06:45.808Z,2023-04-29T05:18:34Z,4216056563,141,23.7,4216056567,213,5.9,4216056559,56,Back,4216056565,212,6.6,4216056561,140,32.1,,,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451779,873,61,1,1,4,c7c4wwva2u1vb3rr7rwava044,0,30.9,17,2023-04-23T23:06:45.919Z,2023-04-29T05:18:32Z,4233568341,56,Back,,,,,,,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478597,16,49,1,1,6,4gymgvqmve0m2vh89v84tt3x0,1,66.2,84.4,2023-04-23T23:06:47.248Z,2023-04-23T23:06:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478613,17,1,1,1,6,4gymgvqmve0m2vh89v84tt3x0,1,65.8,84.4,2023-04-23T23:06:47.519Z,2023-04-23T23:06:49Z,4216056653,140,62.2,4216056657,212,17.9,4216056659,213,4.5,4216056655,141,58.7,4216056651,56,Center,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478625,18,1,1,1,8,4gymgvqmve0m2vh89v84tt3x0,1,62,58.1,2023-04-23T23:06:49.727Z,2023-04-23T23:06:50Z,4216056733,212,9.6,4216056735,213,0.5,4216056727,56,Center,4216056729,140,70.1,4216056731,141,64.6,,,,,,,,,,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478651,19,1,1,1,9,4gymgvqmve0m2vh89v84tt3x0,1,70.4,62.9,2023-04-23T23:06:50.831Z,2023-04-29T05:19:04Z,4216056863,56,Center,4216056867,141,69.0,4216056869,212,11.4,4216056865,140,80.5,4216056871,213,0.4,4216057203,210,13,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478655,20,13,1,1,10,4gymgvqmve0m2vh89v84tt3x0,1,85.3,66.6,2023-04-23T23:06:51.919Z,2023-04-29T05:19:04Z,4216056885,64,,4216057257,215,,4216057239,120,,4216056883,22,,4216057243,29,,4216057241,84,,4216057261,231,51.8,4216057259,230,99.5,3ai567bs32hpam9s7nmeiu044,O. Wright,,4216057253,102,43.2,4216057255,103,4.2,4216057247,55,19,4216056887,56,Center,4216057047,20,,,,,,,,,,,,,,,,,,,,,,
2538478673,21,5,1,1,13,4gymgvqmve0m2vh89v84tt3x0,0,100.8,42.4,2023-04-23T23:06:54.472Z,2023-04-23T23:11:03Z,4216056963,346,,4216057001,233,22,4216056961,56,Center,,,,,,,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478649,22,5,1,1,13,c7c4wwva2u1vb3rr7rwava044,1,-0.8,57.6,2023-04-23T23:06:54.472Z,2023-04-23T23:06:56Z,4216056981,233,21,4216056859,346,,4216056857,56,Back,,,,,,,,,,,,,,,,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478813,23,1,1,1,32,c7c4wwva2u1vb3rr7rwava044,1,4.2,56.3,2023-04-23T23:07:13.417Z,2023-04-24T00:01:56Z,4216057825,213,1.2,4216057821,141,70.9,4216057819,140,7.9,4216057817,56,Back,4216057829,237,,4216057815,124,,4216057823,212,10.7,,,,as5066ocmlp4tub6d3tnabi1g,C. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478831,24,1,1,1,35,c7c4wwva2u1vb3rr7rwava044,1,8.1,70.9,2023-04-23T23:07:16.457Z,2023-04-23T23:07:18Z,4216057911,141,56.1,4216057915,213,4.3,4216057913,212,10.8,4216057909,140,4.4,4216057907,56,Back,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478837,25,1,1,1,36,c7c4wwva2u1vb3rr7rwava044,0,4.2,55.8,2023-04-23T23:07:18.058Z,2023-04-23T23:07:18Z,4216057949,157,,4216057955,141,56.1,4216057951,56,Back,4216057953,140,38.5,4216057959,213,0.0,4216057957,212,36.0,4216057961,1,,,,,as5066ocmlp4tub6d3tnabi1g,C. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478847,22,1,1,1,37,4gymgvqmve0m2vh89v84tt3x0,1,46.1,44.9,2023-04-23T23:07:19.073Z,2023-04-29T05:19:20Z,4233569451,189,,4216058017,56,Center,4216058021,141,48.2,4216058019,140,53.5,4216058025,213,0.3,4216058023,212,8.1,4216058015,3,,,,,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478853,23,1,1,1,39,4gymgvqmve0m2vh89v84tt3x0,0,53.3,46.9,2023-04-23T23:07:20.256Z,2023-04-29T05:19:24Z,4216058041,56,Center,4216058045,140,64.1,4233569521,168,,4216058055,213,0.0,4216058051,212,11.3,4216058037,3,,4216058049,141,47.6,,,,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478877,24,4,1,1,42,4gymgvqmve0m2vh89v84tt3x0,1,61.9,48,2023-04-23T23:07:23.968Z,2023-04-23T23:07:27Z,4216058203,265,,4216058197,13,,4216058363,233,26,4216058199,56,Center,4216058205,286,,4216058201,152,,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478889,26,4,1,1,42,c7c4wwva2u1vb3rr7rwava044,0,38.1,52,2023-04-23T23:07:23.969Z,2023-04-23T23:07:28Z,4216058383,233,24,4216058307,285,,4216058303,152,,4216058301,56,Back,4216058299,13,,4216058305,265,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478953,25,1,1,1,52,4gymgvqmve0m2vh89v84tt3x0,1,65.1,52.2,2023-04-23T23:07:33.680Z,2023-04-23T23:07:35Z,4216058643,5,,4216058653,212,18.1,4216058647,56,Back,4216058649,140,47.9,4216058655,213,3.1,4216058645,152,,4216058651,141,52.5,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478979,26,1,1,1,54,4gymgvqmve0m2vh89v84tt3x0,1,47.5,54.2,2023-04-23T23:07:35.232Z,2023-04-29T05:19:47Z,4216058787,141,77.0,4216058789,212,15.5,4216058791,213,1.6,4216058783,56,Back,4216058785,140,46.5,,,,,,,,,,cy9icu1umyyf9w4cngoqc74es,A. Longmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538479005,27,1,1,1,56,4gymgvqmve0m2vh89v84tt3x0,1,46.3,74.4,2023-04-23T23:07:37.104Z,2023-04-23T23:07:39Z,4216058935,140,66.1,4216058941,213,6.1,4216058937,141,69.0,4216058939,212,21.1,4216058933,56,Center,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538479015,28,1,1,1,58,4gymgvqmve0m2vh89v84tt3x0,1,66,72.1,2023-04-23T23:07:39.664Z,2023-04-23T23:07:40Z,4216059001,213,3.8,4216058995,140,60.5,4216058999,212,7.1,4216058997,141,66.0,4216058993,56,Center,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538479035,29,1,1,1,59,4gymgvqmve0m2vh89v84tt3x0,1,61.6,62.9,2023-04-23T23:07:40.464Z,2023-04-23T23:07:41Z,4216059091,212,6.4,4216059087,140,58.6,4216059089,141,71.1,4216059085,56,Center,4216059093,213,2.1,,,,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538479077,30,1,1,2,0,4gymgvqmve0m2vh89v84tt3x0,1,61.5,64.8,2023-04-23T23:07:41.776Z,2023-04-23T23:07:50Z,4216059303,155,,4216059313,213,4.9,4216059309,141,7.0,4216059307,140,69.9,4216059311,212,40.3,4216059315,1,,4216059305,56,Right,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
