id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/13/value
2538517311,258,1,1,25,27,8ijkk62897so5r3bq0wgwx4bu,1,31.2,20,2023-04-24T00:31:02.311Z,2023-04-24T00:31:06Z,4216262741,140,39.1,4216262745,212,8.7,4216262743,141,23.9,4216262747,213,0.3,4216262739,56,Back,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517315,259,50,1,25,30,8ijkk62897so5r3bq0wgwx4bu,1,36.2,15.4,2023-04-24T00:31:05.539Z,2023-04-24T00:31:07Z,4216262771,286,,4216262769,56,Back,4216262779,233,213,,,,,,,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517307,213,7,1,25,30,d0c07im4a6oj8qa7f1zlt3pqs,0,63.8,84.6,2023-04-24T00:31:05.540Z,2023-04-30T12:38:22Z,4216262727,285,,4216262773,233,259,4216262721,56,Left,4239564889,385,,,,,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517333,260,1,1,25,31,8ijkk62897so5r3bq0wgwx4bu,1,33.2,14.4,2023-04-24T00:31:07.098Z,2023-04-24T00:31:09Z,4216262865,213,2.6,4216262861,141,27.7,4216262857,56,Back,4216262859,140,20.0,4216262863,212,16.5,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517347,261,1,1,25,34,8ijkk62897so5r3bq0wgwx4bu,1,22.5,35.7,2023-04-24T00:31:09.475Z,2023-04-24T00:31:12Z,4216262953,212,31.0,4216262947,56,Back,4216262949,140,18.5,4216262955,213,1.7,4216262951,141,80.8,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517373,262,1,1,25,37,8ijkk62897so5r3bq0wgwx4bu,1,19.4,82.9,2023-04-24T00:31:12.161Z,2023-04-24T00:31:15Z,4216263117,141,70.8,4216263121,212,11.0,4216263113,140,26.3,4216263107,56,Back,4216263127,213,5.4,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517407,263,1,1,25,40,8ijkk62897so5r3bq0wgwx4bu,1,25,58.8,2023-04-24T00:31:15.318Z,2023-04-24T00:31:18Z,4216263275,141,33.7,4216263271,56,Back,4216263277,212,18.2,4216263279,213,4.4,4216263273,140,19.0,,,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517423,264,1,1,25,43,8ijkk62897so5r3bq0wgwx4bu,1,25,31.5,2023-04-24T00:31:18.145Z,2023-04-24T00:31:21Z,4216263359,56,Back,4216263361,140,34.8,4216263365,212,22.1,4216263367,213,1.1,4216263363,141,60.2,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517457,265,1,1,25,45,8ijkk62897so5r3bq0wgwx4bu,1,35,57.9,2023-04-24T00:31:20.867Z,2023-04-24T00:31:24Z,4216263535,56,Back,4216263541,212,19.3,4216263543,213,0.8,4216263539,141,78.8,4216263537,140,47.5,,,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517479,266,1,1,25,48,8ijkk62897so5r3bq0wgwx4bu,1,58.9,83.3,2023-04-24T00:31:23.982Z,2023-04-24T00:31:25Z,4216263641,140,61.9,4216263645,212,9.9,4216263639,56,Left,4216263643,141,97.1,4216263647,213,1.2,,,,,,,,,,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517503,267,1,1,25,50,8ijkk62897so5r3bq0wgwx4bu,1,56.6,92.6,2023-04-24T00:31:25.702Z,2023-04-24T00:31:28Z,4216263775,213,3.1,4216263771,141,93.2,4216263767,56,Back,4216263769,140,39.6,4216263773,212,17.9,,,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517519,268,1,1,25,52,8ijkk62897so5r3bq0wgwx4bu,1,40.7,87.5,2023-04-24T00:31:27.892Z,2023-04-24T00:31:30Z,4216263887,212,7.4,4216263889,213,4.5,4216263883,140,39.0,4216263881,56,Back,4216263885,141,77.0,,,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517523,269,1,1,25,55,8ijkk62897so5r3bq0wgwx4bu,1,37.2,63.7,2023-04-24T00:31:30.789Z,2023-04-24T00:31:31Z,4216263923,213,5.3,4216263915,56,Back,4216263921,212,16.9,4216263919,141,43.0,4216263917,140,46.1,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517549,270,1,1,25,56,8ijkk62897so5r3bq0wgwx4bu,1,46.7,43,2023-04-24T00:31:31.842Z,2023-04-24T00:31:34Z,4216264035,141,58.5,4216264031,56,Back,4216264039,213,2.4,4216264037,212,15.3,4216264033,140,36.2,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517567,271,1,1,25,59,8ijkk62897so5r3bq0wgwx4bu,1,36.9,58.5,2023-04-24T00:31:34.418Z,2023-04-24T00:31:37Z,4216264139,213,0.8,4216264137,212,10.2,4216264133,140,43.5,4216264135,141,69.6,4216264131,56,Back,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517589,272,1,1,26,1,8ijkk62897so5r3bq0wgwx4bu,1,41.8,62,2023-04-24T00:31:36.968Z,2023-04-24T00:31:41Z,4216264265,1,,4216264261,212,43.5,4216264255,56,Right,4216264257,140,58.6,4216264259,141,3.5,4216264253,155,,4216264263,213,5.1,,,,91kiw0xa00btt5v54ywplywkq,A. Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517613,273,1,1,26,6,8ijkk62897so5r3bq0wgwx4bu,1,58.3,2.6,2023-04-24T00:31:41.356Z,2023-04-24T00:31:47Z,4216264403,141,12.6,4216264399,56,Back,4216264407,213,2.8,4216264401,140,38.2,4216264405,212,22.2,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517633,274,1,1,26,11,8ijkk62897so5r3bq0wgwx4bu,1,41.6,20,2023-04-24T00:31:47.014Z,2023-04-24T00:31:50Z,4216264525,140,39.3,4216264523,56,Back,4216264531,213,1.7,4216264527,141,40.6,4216264529,212,14.2,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517637,275,1,1,26,15,8ijkk62897so5r3bq0wgwx4bu,0,45.8,45.4,2023-04-24T00:31:50.243Z,2023-04-24T00:31:52Z,4216264543,56,Center,4216264547,141,55.5,4216264549,212,28.5,4216264551,213,0.2,4216264541,155,,4216264545,140,72.1,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517699,214,1,1,26,19,d0c07im4a6oj8qa7f1zlt3pqs,1,32.1,43,2023-04-24T00:31:54.455Z,2023-04-24T00:31:59Z,4216264891,141,86.3,4216264889,140,39.6,4216264887,56,Back,4216264895,213,1.3,4216264893,212,30.5,4216264885,3,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517701,215,4,1,26,22,d0c07im4a6oj8qa7f1zlt3pqs,1,38.5,84.3,2023-04-24T00:31:57.308Z,2023-04-30T12:39:22Z,4216264929,233,276,4216264911,286,,4239570111,294,,4216264907,152,,4216264903,13,,4216264905,56,Back,,,,,,,elvrjpt1jlko4henaqvfid7o4,M. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538517687,276,4,1,26,22,8ijkk62897so5r3bq0wgwx4bu,0,61.5,15.7,2023-04-24T00:31:57.309Z,2023-04-30T12:39:25Z,4216264813,13,,4239570375,294,,4216264817,152,,4216264821,285,,4216264939,233,215,4216264815,56,Right,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518001,217,1,1,27,4,d0c07im4a6oj8qa7f1zlt3pqs,1,38.6,87.8,2023-04-24T00:32:39.479Z,2023-04-24T00:32:40Z,4216266943,56,Back,4216266947,141,71.4,4216266949,212,14.9,4216266939,5,,4216266951,213,4.0,4216266941,152,,4216266945,140,29.2,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518009,218,1,1,27,5,d0c07im4a6oj8qa7f1zlt3pqs,1,29.2,71.4,2023-04-24T00:32:40.688Z,2023-04-24T00:32:41Z,4216266985,56,Back,4216266993,213,4.8,4216266991,212,19.9,4216266987,140,30.1,4216266989,141,42.2,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518015,219,1,1,27,6,d0c07im4a6oj8qa7f1zlt3pqs,1,30.1,42.2,2023-04-24T00:32:41.832Z,2023-04-24T00:32:42Z,4216267045,141,19.5,4216267041,56,Back,4216267047,212,16.3,4216267049,213,5.0,4216267043,140,35.2,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518035,220,1,1,27,7,d0c07im4a6oj8qa7f1zlt3pqs,1,35.2,19.5,2023-04-24T00:32:43.016Z,2023-04-24T00:32:45Z,4216267173,212,10.1,4216267167,56,Back,4216267169,140,44.4,4216267175,213,0.3,4216267171,141,23.9,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518091,221,1,1,27,10,d0c07im4a6oj8qa7f1zlt3pqs,0,44.4,23.9,2023-04-24T00:32:45.730Z,2023-04-24T00:32:49Z,4216267469,56,Center,4216267477,213,0.1,4216267479,1,,4216267473,141,27.1,4216267471,140,78.2,4216267475,212,35.6,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518161,278,59,1,27,15,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T00:32:50.620Z,2023-04-24T00:33:49Z,4216267873,56,Back,,,,,,,,,,,,,,,,,,,,,,2mmciwk6gllcf11plcch710yc,S. Jillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518123,277,1,1,27,16,8ijkk62897so5r3bq0wgwx4bu,0,21.1,75.6,2023-04-24T00:32:51.400Z,2023-04-24T00:55:56Z,4216267667,157,,4216267669,56,Back,4216267677,213,0.0,4216267673,141,75.8,4216267675,212,24.4,4216267671,140,44.3,4216267681,1,,,,,2mmciwk6gllcf11plcch710yc,S. Jillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518139,222,8,1,27,20,d0c07im4a6oj8qa7f1zlt3pqs,1,55,48.1,2023-04-24T00:32:55.484Z,2023-04-30T12:40:17Z,4216267777,56,Center,4239574725,384,,,,,,,,,,,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518169,223,3,1,27,21,d0c07im4a6oj8qa7f1zlt3pqs,0,52,33,2023-04-24T00:32:56.419Z,2023-04-30T16:11:35Z,4240657093,233,293,4239576965,464,,4216267907,56,Center,4216272949,286,,,,,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538519095,293,7,1,27,21,8ijkk62897so5r3bq0wgwx4bu,1,48,67,2023-04-24T00:32:56.420Z,2023-04-30T16:11:35Z,4216272925,56,Back,4240657083,233,223,4239576601,383,,4216272927,285,,,,,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518165,279,49,1,27,21,8ijkk62897so5r3bq0wgwx4bu,1,56.8,63.9,2023-04-24T00:32:56.490Z,2023-04-24T00:33:03Z,,,,,,,,,,,,,,,,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518197,280,61,1,27,25,8ijkk62897so5r3bq0wgwx4bu,0,62.2,46.6,2023-04-24T00:33:00.187Z,2023-04-24T00:33:00Z,4216268061,56,Center,,,,,,,,,,,,,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518215,224,49,1,27,27,d0c07im4a6oj8qa7f1zlt3pqs,1,25.3,73.2,2023-04-24T00:33:02.792Z,2023-04-24T00:33:02Z,,,,,,,,,,,,,,,,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518227,225,1,1,27,28,d0c07im4a6oj8qa7f1zlt3pqs,1,25.3,73.2,2023-04-24T00:33:03.216Z,2023-04-24T00:33:04Z,4216268205,213,6.3,4216268201,141,73.0,4216268197,56,Back,4216268199,140,35.9,4216268203,212,11.1,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518251,226,1,1,27,29,d0c07im4a6oj8qa7f1zlt3pqs,1,35.9,73,2023-04-24T00:33:04.176Z,2023-04-24T00:33:05Z,4216268315,140,32.2,4216268317,141,91.4,4216268321,213,1.9,4216268319,212,13.1,4216268313,56,Back,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518285,227,1,1,27,30,d0c07im4a6oj8qa7f1zlt3pqs,1,32.1,91.4,2023-04-24T00:33:05.793Z,2023-04-24T00:33:10Z,4216268513,141,78.5,4216268517,213,3.7,4216268515,212,17.5,4216268511,140,17.7,4216268509,56,Back,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518311,228,1,1,27,35,d0c07im4a6oj8qa7f1zlt3pqs,1,17.7,78.5,2023-04-24T00:33:10.332Z,2023-04-24T00:33:12Z,4216268647,141,5.8,4216268649,212,53.1,4216268643,56,Back,4216268651,213,5.1,4216268639,155,,4216268653,1,,4216268645,140,36.2,4216268641,196,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518359,229,1,1,27,37,d0c07im4a6oj8qa7f1zlt3pqs,1,36.2,5.9,2023-04-24T00:33:12.955Z,2023-04-24T00:33:19Z,4216268923,141,2.6,4216268927,213,6.1,4216268921,140,47.5,4216268919,56,Back,4216268925,212,12.1,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518369,230,1,1,27,44,d0c07im4a6oj8qa7f1zlt3pqs,1,46.7,7,2023-04-24T00:33:19.213Z,2023-04-24T00:33:20Z,4216268983,141,30.1,4216268979,56,Center,4216268987,213,0.9,4216268981,140,57.5,4216268985,212,19.4,,,,,,,,,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518375,231,1,1,27,45,d0c07im4a6oj8qa7f1zlt3pqs,1,57.5,30.1,2023-04-24T00:33:20.254Z,2023-04-24T00:33:21Z,4216269015,212,10.8,4216269011,140,47.4,4216269009,56,Back,4216269013,141,33.1,4216269017,213,3.0,,,,,,,,,,42wy8249nwozwzl13jqewtn56,A. Ocampo-Chávez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518381,232,1,1,27,46,d0c07im4a6oj8qa7f1zlt3pqs,1,47.4,33.1,2023-04-24T00:33:22.007Z,2023-04-24T00:33:23Z,4216269055,212,22.5,4216269051,141,63.4,4216269043,56,Center,4216269047,140,55.9,4216269059,213,1.2,,,,,,,,,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518399,233,1,1,27,48,d0c07im4a6oj8qa7f1zlt3pqs,1,55.9,63.4,2023-04-24T00:33:23.447Z,2023-04-24T00:33:26Z,4216269165,213,3.0,4216269161,141,66.3,4216269159,140,38.4,4216269157,56,Back,4216269163,212,18.5,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518423,234,1,1,27,51,d0c07im4a6oj8qa7f1zlt3pqs,1,38.4,66.3,2023-04-24T00:33:26.305Z,2023-04-24T00:33:32Z,4216269291,213,4.8,4216269287,141,31.8,4216269289,212,23.5,4216269283,56,Back,4216269285,140,39.9,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518439,235,1,1,27,57,d0c07im4a6oj8qa7f1zlt3pqs,1,39.9,31.8,2023-04-24T00:33:32.187Z,2023-04-24T00:33:34Z,4216269385,213,1.7,4216269381,141,63.3,4216269379,140,38.0,4216269377,56,Back,4216269383,212,21.5,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518455,236,1,1,27,59,d0c07im4a6oj8qa7f1zlt3pqs,1,38,63.3,2023-04-24T00:33:34.652Z,2023-04-24T00:33:35Z,4216269473,213,0.4,4216269465,56,Center,4216269469,141,73.9,4216269467,140,53.7,4216269471,212,18.0,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518493,237,1,1,28,0,d0c07im4a6oj8qa7f1zlt3pqs,1,53.7,73.9,2023-04-24T00:33:36.028Z,2023-04-24T00:33:42Z,4216269705,141,63.1,4216269701,56,Back,4216269707,212,9.4,4216269709,213,4.0,4216269703,140,48.1,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518501,238,61,1,28,7,d0c07im4a6oj8qa7f1zlt3pqs,0,50.3,62.7,2023-04-24T00:33:42.455Z,2023-04-24T00:33:42Z,4216269749,56,Center,,,,,,,,,,,,,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518511,281,4,1,28,8,8ijkk62897so5r3bq0wgwx4bu,1,45.8,36.4,2023-04-24T00:33:43.847Z,2023-04-24T00:33:45Z,4216269827,233,239,4216269781,56,Back,4216269785,265,,4216269783,152,,4216269779,13,,4216269787,286,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518515,239,4,1,28,8,d0c07im4a6oj8qa7f1zlt3pqs,0,54.2,63.6,2023-04-24T00:33:43.848Z,2023-04-24T00:33:45Z,4216269847,233,281,4216269817,285,,4216269813,152,,4216269815,265,,4216269811,56,Center,4216269809,13,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518529,240,17,1,28,10,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T00:33:45.968Z,2023-04-24T00:33:46Z,4216269905,392,,4216269903,31,,4216269907,13,243,,,,,,,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518771,282,1,1,28,45,8ijkk62897so5r3bq0wgwx4bu,1,46.3,34.2,2023-04-24T00:34:20.553Z,2023-04-24T00:34:23Z,4216271189,56,Back,4216271187,152,,4216271195,212,39.7,4216271191,140,44.7,4216271199,1,,4216271197,213,1.6,4216271185,5,,4216271193,141,92.6,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518785,283,1,1,28,47,8ijkk62897so5r3bq0wgwx4bu,1,48.7,91.1,2023-04-24T00:34:22.966Z,2023-04-24T00:34:26Z,4216271297,140,60.9,4216271299,141,96.8,4216271301,212,13.4,4216271303,213,0.3,4216271295,56,Left,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518807,284,1,1,28,51,8ijkk62897so5r3bq0wgwx4bu,1,60.9,96.8,2023-04-24T00:34:26.223Z,2023-04-24T00:34:29Z,4216271407,141,85.4,4216271409,212,18.1,4216271403,56,Back,4216271405,140,45.3,4216271411,213,3.6,,,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518817,285,1,1,28,53,8ijkk62897so5r3bq0wgwx4bu,1,45.6,84.2,2023-04-24T00:34:29.081Z,2023-04-24T00:34:30Z,4216271467,212,15.2,4216271469,213,4.3,4216271463,140,39.9,4216271461,56,Back,4216271465,141,63.7,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518833,286,1,1,28,55,8ijkk62897so5r3bq0wgwx4bu,1,40.2,62.3,2023-04-24T00:34:30.636Z,2023-04-24T00:34:32Z,4216271539,56,Back,4216271547,213,4.7,4216271543,141,25.0,4216271545,212,25.4,4216271541,140,40.8,,,,,,,,,,91kiw0xa00btt5v54ywplywkq,A. Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518847,287,1,1,28,57,8ijkk62897so5r3bq0wgwx4bu,1,42.9,25.2,2023-04-24T00:34:32.431Z,2023-04-24T00:34:36Z,4216271611,56,Back,4216271615,141,52.2,4216271617,212,18.4,4216271619,213,1.6,4216271613,140,42.2,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518863,288,1,1,29,0,8ijkk62897so5r3bq0wgwx4bu,1,41.4,49.7,2023-04-24T00:34:35.951Z,2023-04-24T00:34:38Z,4216271723,212,17.4,4216271725,213,4.7,4216271719,140,41.1,4216271721,141,24.1,4216271717,56,Back,,,,,,,,,,91kiw0xa00btt5v54ywplywkq,A. Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518891,289,1,1,29,3,8ijkk62897so5r3bq0wgwx4bu,1,41.1,21.2,2023-04-24T00:34:38.313Z,2023-04-24T00:34:40Z,4216271843,213,1.1,4216271837,140,48.8,4216271839,141,42.1,4216271835,56,Back,4216271841,212,16.4,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518925,290,1,1,29,5,8ijkk62897so5r3bq0wgwx4bu,1,54.7,30.3,2023-04-24T00:34:40.242Z,2023-04-24T00:34:46Z,4216272039,56,Right,4216272047,213,5.3,4216272043,141,4.1,4216272041,140,67.2,4216272045,212,22.1,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518939,291,1,1,29,11,8ijkk62897so5r3bq0wgwx4bu,0,79.9,7,2023-04-24T00:34:46.153Z,2023-04-24T00:34:48Z,4216272127,212,11.9,4216272129,213,0.4,4216272123,140,90.1,4216272125,141,14.6,4216272121,56,Right,,,,,,,,,,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518979,242,4,1,29,16,d0c07im4a6oj8qa7f1zlt3pqs,1,14.6,84.2,2023-04-24T00:34:51.485Z,2023-04-30T12:44:08Z,4216272365,56,Back,4216272371,285,,4216272379,233,292,4216272367,152,,4216272369,265,,4216272363,13,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538518971,292,4,1,29,16,8ijkk62897so5r3bq0wgwx4bu,0,85.4,15.8,2023-04-24T00:34:51.486Z,2023-04-24T00:34:54Z,4216272323,152,,4216272329,265,,4216272333,286,,4216272389,233,242,4216272317,13,,4216272319,56,Right,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538519177,243,1,1,29,42,d0c07im4a6oj8qa7f1zlt3pqs,0,19.4,76.9,2023-04-24T00:35:17.528Z,2023-04-24T00:56:39Z,4216273391,56,Center,4216273401,1,,4216273395,141,78.2,4216273387,157,,4216273389,152,,4216273397,212,49.1,4216273399,213,0.0,4216273385,5,,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,4216273393,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538519181,294,1,1,29,47,8ijkk62897so5r3bq0wgwx4bu,0,32.5,22.7,2023-04-24T00:35:22.389Z,2023-04-24T00:35:22Z,4216273413,140,41.4,4216273417,212,9.3,4216273419,213,0,4216273415,141,22.7,4216273411,56,Back,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538519187,244,61,1,29,48,d0c07im4a6oj8qa7f1zlt3pqs,0,58.5,75.3,2023-04-24T00:35:23.385Z,2023-04-30T12:44:44Z,4216273479,56,Center,,,,,,,,,,,,,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
