id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2527802767,13,45,1,0,32,c7c4wwva2u1vb3rr7rwava044,0,26.4,10.9,2023-04-02T19:05:47.240Z,2023-04-02T19:53:52Z,4159270039,233,7,4159269931,285,,4159269929,56,Back,,,,,,,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802785,8,50,1,0,35,1zgjjyruyufrkh4xjvryqsb1i,1,73.8,91.4,2023-04-02T19:05:50.095Z,2023-04-02T19:05:54Z,4159270303,233,14,4159270007,56,Left,4159270009,286,,,,,,,,,,,,,,,,,8lrn7x6cmdlbetphm91ubctbe,N. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802837,14,7,1,0,35,c7c4wwva2u1vb3rr7rwava044,1,26.2,8.6,2023-04-02T19:05:50.096Z,2023-04-02T19:53:39Z,4159270249,285,,4159270277,233,8,4159270247,56,Back,4159270245,167,,,,,,,,,,,,,,6rf06scmlaprgplvvw0oyb9ck,D. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802887,9,5,1,0,36,1zgjjyruyufrkh4xjvryqsb1i,1,74.6,101.6,2023-04-02T19:05:51.416Z,2023-04-02T19:05:59Z,4159270541,347,,4159270539,56,Left,4159270543,233,15,,,,,,,,,,,,,,,,8lrn7x6cmdlbetphm91ubctbe,N. Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802845,15,5,1,0,36,c7c4wwva2u1vb3rr7rwava044,0,25.4,-1.6,2023-04-02T19:05:51.416Z,2023-04-02T20:30:18Z,4159270309,347,,4159270547,233,9,4159270307,56,Back,,,,,,,,,,,,,,,,c1fvknrf94i05q738d5r7vmdw,T. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802951,10,1,1,0,44,1zgjjyruyufrkh4xjvryqsb1i,1,74,100,2023-04-02T19:05:59.376Z,2023-04-02T19:06:04Z,4159270847,56,Left,4159270855,213,5.9,4159270853,212,24.9,4159270851,141,87.8,4159270849,140,95.9,4159270857,1,,4159270845,107,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802963,11,1,1,0,49,1zgjjyruyufrkh4xjvryqsb1i,0,96.5,88.4,2023-04-02T19:06:04.243Z,2023-04-02T20:31:23Z,4159271145,286,,4159271141,233,16,4159270917,213,2.3,4159270911,140,95.6,4159270909,56,Left,4159270913,141,89.9,4159270915,212,1.4,4159271139,236,,7nd2w9ipveb6nfo413i8focus,J. Riasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527802985,16,74,1,0,49,c7c4wwva2u1vb3rr7rwava044,1,5.5,6.7,2023-04-02T19:06:04.244Z,2023-04-02T19:53:09Z,4159271033,56,Back,4159271189,233,11,4159271039,285,,,,,,,,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803065,12,5,1,0,51,1zgjjyruyufrkh4xjvryqsb1i,1,93.5,101,2023-04-02T19:06:06.857Z,2023-04-02T19:07:07Z,4159271453,347,,4159275087,233,17,4159271451,56,Left,,,,,,,,,,,,,,,,7nd2w9ipveb6nfo413i8focus,J. Riasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803059,17,5,1,0,51,c7c4wwva2u1vb3rr7rwava044,0,6.5,-1,2023-04-02T19:06:06.857Z,2023-04-02T20:30:18Z,4159275101,233,12,4159271445,347,,4159271443,56,Back,,,,,,,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803097,13,1,1,0,58,1zgjjyruyufrkh4xjvryqsb1i,1,92.6,100,2023-04-02T19:06:13.024Z,2023-04-02T19:06:16Z,4159271649,141,96.5,4159271643,107,,4159271645,56,Left,4159271653,213,3.6,4159271647,140,85.7,4159271651,212,8.0,,,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803107,14,1,1,1,1,1zgjjyruyufrkh4xjvryqsb1i,0,85.3,95.7,2023-04-02T19:06:16.713Z,2023-04-02T19:06:17Z,4159271697,155,,4159271701,140,87.7,4159271705,212,5.4,4159271703,141,88.7,4159271695,2,,4159271707,213,5.2,4159271699,56,Left,,,,cykl5dz1d2v4qc2pit2med27e,M. Villero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803103,18,61,1,1,2,c7c4wwva2u1vb3rr7rwava044,1,10.7,9.7,2023-04-02T19:06:17.294Z,2023-04-02T19:06:17Z,4159271679,56,Back,,,,,,,,,,,,,,,,,,,,,,4poexep0xjtt6vwpbyo7svkoa,L. Meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803153,19,12,1,1,4,c7c4wwva2u1vb3rr7rwava044,1,7.3,28.5,2023-04-02T19:06:19.797Z,2023-04-02T19:06:38Z,4159271953,140,8.6,4159271955,141,9.4,4159271957,212,13.1,4159271951,56,Back,4159271959,213,4.8,,,,,,,,,,c1fvknrf94i05q738d5r7vmdw,T. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803179,15,13,1,1,6,1zgjjyruyufrkh4xjvryqsb1i,1,93.3,87.4,2023-04-02T19:06:21.200Z,2023-04-02T19:53:06Z,4159273221,458,,4159273225,231,52.9,4159273223,230,99.3,4159272087,56,Left,4159273217,215,,4159273219,328,,4159273213,102,72.4,4159273215,103,19.4,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,4159273211,73,4159272703,72,4159272085,69,4159272083,22,,,,,,,,,,,,,,,,,,,,,,,,
2527803169,20,5,1,1,7,c7c4wwva2u1vb3rr7rwava044,1,-0.9,40.8,2023-04-02T19:06:21.946Z,2023-04-02T20:30:19Z,4159272023,346,,4159426939,233,440,4159272021,56,Back,,,,,,,,,,,,,,,,c1fvknrf94i05q738d5r7vmdw,T. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527831079,440,5,1,1,7,1zgjjyruyufrkh4xjvryqsb1i,0,100.9,59.2,2023-04-02T19:06:21.946Z,2023-04-02T19:53:21Z,4159426945,233,20,4159426907,346,,4159426905,56,Center,,,,,,,,,,,,,,,,7nd2w9ipveb6nfo413i8focus,J. Riasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803455,21,1,1,1,26,c7c4wwva2u1vb3rr7rwava044,0,5.1,45.2,2023-04-02T19:06:41.124Z,2023-04-02T19:06:45Z,4159273431,124,,4159273433,155,,4159273435,56,Center,4159273439,141,34.9,4159273449,74,,4159273437,140,57.5,4159273441,212,55.5,4159273443,213,6.2,7x098qxoirgwlu38q1v969s6h,C. dos Santos,4159273445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803481,16,44,1,1,30,1zgjjyruyufrkh4xjvryqsb1i,1,40.8,61.4,2023-04-02T19:06:45.187Z,2023-04-02T19:06:47Z,4159273575,285,,4159273573,56,Back,4159273615,233,22,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803461,22,44,1,1,30,c7c4wwva2u1vb3rr7rwava044,0,59.2,38.6,2023-04-02T19:06:45.188Z,2023-04-02T19:06:47Z,4159273483,286,,4159273481,56,Center,4159273637,233,16,,,,,,,,,,,,,,,,a94nvjy32rpga29qp7k407bis,L. D’Agostini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803487,17,61,1,1,32,1zgjjyruyufrkh4xjvryqsb1i,1,39.5,58.2,2023-04-02T19:06:46.989Z,2023-04-02T19:06:47Z,4159273593,56,Back,,,,,,,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803523,18,50,1,1,34,1zgjjyruyufrkh4xjvryqsb1i,1,35.2,52.2,2023-04-02T19:06:49.507Z,2023-04-02T19:06:51Z,4159273777,56,Back,4159273831,233,23,4159273779,286,,,,,,,,,,,,,,,,,cykl5dz1d2v4qc2pit2med27e,M. Villero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803517,23,7,1,1,34,c7c4wwva2u1vb3rr7rwava044,0,64.8,47.8,2023-04-02T19:06:49.508Z,2023-04-02T19:06:51Z,4159273759,56,Center,4159273801,233,18,4159273761,285,,,,,,,,,,,,,,,,,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803611,19,4,1,1,37,1zgjjyruyufrkh4xjvryqsb1i,1,34.8,53.3,2023-04-02T19:06:52.244Z,2023-04-02T19:06:56Z,4159274327,233,24,4159274317,152,,4159274321,286,,4159274319,265,,4159274313,13,,4159274315,56,Back,,,,,,,cykl5dz1d2v4qc2pit2med27e,M. Villero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803545,24,4,1,1,37,c7c4wwva2u1vb3rr7rwava044,0,65.2,46.7,2023-04-02T19:06:52.245Z,2023-04-02T19:06:57Z,4159273947,56,Center,4159273953,285,,4159273951,265,,4159273949,152,,4159274347,233,19,4159273945,13,,,,,,,,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803713,20,1,1,1,47,1zgjjyruyufrkh4xjvryqsb1i,1,34.8,54.8,2023-04-02T19:07:02.217Z,2023-04-02T19:07:04Z,4159274829,212,18.7,4159274821,152,,4159274831,213,4.3,4159274823,56,Back,4159274825,140,27.9,4159274819,5,,4159274827,141,29.4,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803743,21,1,1,1,49,1zgjjyruyufrkh4xjvryqsb1i,1,27.4,28.9,2023-04-02T19:07:03.993Z,2023-04-02T19:07:06Z,4159274999,212,21.1,4159274993,56,Back,4159275001,213,1.6,4159274995,140,27.3,4159274997,141,60.0,,,,,,,,,,5kxl3fn1tkzy8n831aql93a0a,B. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803769,22,1,1,1,51,1zgjjyruyufrkh4xjvryqsb1i,1,27.7,63.6,2023-04-02T19:07:06.001Z,2023-04-02T19:07:08Z,4159275139,141,92.9,4159275135,56,Back,4159275143,213,1.3,4159275141,212,20.6,4159275137,140,32.5,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803803,23,1,1,1,52,1zgjjyruyufrkh4xjvryqsb1i,1,32.5,92.9,2023-04-02T19:07:07.697Z,2023-04-02T19:07:11Z,4159275327,212,14.8,4159275329,213,4.1,4159275325,141,75.6,4159275323,140,23.9,4159275321,56,Back,,,,,,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803853,24,1,1,1,56,1zgjjyruyufrkh4xjvryqsb1i,1,24.1,69.7,2023-04-02T19:07:11.497Z,2023-04-02T19:07:16Z,4159275575,140,25.5,4159275571,56,Back,4159275587,213,4.8,4159275583,212,30.5,4159275579,141,24.9,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803899,25,1,1,2,1,1zgjjyruyufrkh4xjvryqsb1i,0,27.5,21.5,2023-04-02T19:07:16.473Z,2023-04-02T19:07:20Z,4159275851,56,Center,4159275863,212,50.7,4159275855,140,72.2,4159275859,141,49.7,4159275871,1,,4159275867,213,0.4,4159275849,155,,,,,5kxl3fn1tkzy8n831aql93a0a,B. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803945,25,1,1,2,7,c7c4wwva2u1vb3rr7rwava044,1,24.4,46.4,2023-04-02T19:07:22.004Z,2023-04-02T19:07:24Z,4159276149,56,Back,4159276157,213,1.5,4159276147,3,,4159276155,212,5.5,4159276153,141,54.5,4159276151,140,24.6,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803989,26,1,1,2,9,c7c4wwva2u1vb3rr7rwava044,1,24.7,55.8,2023-04-02T19:07:24.548Z,2023-04-02T19:07:27Z,4159276377,212,17.3,4159276373,140,8.6,4159276375,141,50.4,4159276371,56,Back,4159276379,213,3.4,,,,,,,,,,87nhafgkozygrd5f06ore0xzo,F. Sar-Sar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527803991,27,49,1,2,11,c7c4wwva2u1vb3rr7rwava044,1,8.6,50.4,2023-04-02T19:07:26.916Z,2023-04-02T19:07:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7x098qxoirgwlu38q1v969s6h,C. dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804039,28,1,1,2,12,c7c4wwva2u1vb3rr7rwava044,1,8.6,50.4,2023-04-02T19:07:27.476Z,2023-04-02T19:07:30Z,4159276571,56,Back,4159276573,140,12.3,4159276577,141,76.3,4159276581,212,18.0,4159276585,213,1.4,,,,,,,,,,7x098qxoirgwlu38q1v969s6h,C. dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804061,29,1,1,2,15,c7c4wwva2u1vb3rr7rwava044,1,12.6,83.5,2023-04-02T19:07:30.532Z,2023-04-02T19:07:32Z,4159276719,212,13.5,4159276721,213,0.8,4159276711,140,21.7,4159276715,141,97.5,4159276709,56,Back,,,,,,,,,,87nhafgkozygrd5f06ore0xzo,F. Sar-Sar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804091,30,1,1,2,17,c7c4wwva2u1vb3rr7rwava044,1,21.7,97.5,2023-04-02T19:07:32.148Z,2023-04-02T19:07:34Z,4159276899,141,93.9,4159276895,56,Back,4159276903,213,6.0,4159276897,140,31.0,4159276901,212,10.1,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804095,31,50,1,2,19,c7c4wwva2u1vb3rr7rwava044,1,34.3,90.2,2023-04-02T19:07:34.548Z,2023-04-02T19:07:38Z,4159277079,286,,4159277081,233,26,4159276917,56,Back,,,,,,,,,,,,,,,,55y26r9mz105vrqmnq739l62,D. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804121,26,7,1,2,19,1zgjjyruyufrkh4xjvryqsb1i,0,65.7,9.8,2023-04-02T19:07:34.549Z,2023-04-02T19:07:37Z,4159277041,56,Right,4159277043,285,,4159277069,233,31,,,,,,,,,,,,,,,,2qz3ojbfedl8psp1tvq0183ro,F. Westfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527804137,32,1,1,2,21,c7c4wwva2u1vb3rr7rwava044,1,28.9,79,2023-04-02T19:07:36.100Z,2023-04-02T19:07:38Z,4159277149,213,4.2,4159277143,140,18.5,4159277145,141,48.1,4159277147,212,23.7,4159277141,56,Back,,,,,,,,,,55y26r9mz105vrqmnq739l62,D. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
