id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2544113163,1,34,16,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-05-06T01:34:29.757Z,2023-05-06T02:00:32Z,4253057279,130,4,4253078647,197,15342,4253078645,194,1t9thoa7j9ftzkriq2g50w4fe,4253057277,59,"41, 63, 17, 19, 52, 66, 99, 60, 53, 64, 20, 51, 70, 72, 73, 75, 76, 78",4253057283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253057281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4253057275,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4253057273,30,"71y61qa3ywym9sa89dpkzfcyy, 3etb72wtwcrim97dyp9g2px5g, 59kky4fyi0w9bdz4ow3gs95yi, dpedfgxin5nc4qmziaokpmiy2, bl9rj1qcik8467w0w5i27hkru, dqa88ma3jbk33lsyzo45uy2cq, 5n1wehugx0qtun8oopg2jbndg, 1bmbt6h6bsiimpzxt07cqwfvu, 641y4ji285n1knqul0flhzsyy, 1t9thoa7j9ftzkriq2g50w4fe, au9595t3oo0zbzexhr01ts0h6, tovg87rxcrz5i06ubaq99nxm, 32t6g252ti1peycjite40qiy2, 1on6mxrbdqnh12s4h1y0vb3mc, 7jj0f7zw16u7eu7yvk5exm3v8, 49ag6csupgt40gbs2snq1xs7o, 828t4m5d66xcy7hvq55jbto2c, a7l9tu0j7sibivo0982fepm38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544113641,1,34,16,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-05-06T01:37:32.781Z,2023-05-06T02:00:53Z,4253060061,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253078703,194,4fqr9a7gpcgh9z2kzp7ly5oq2,4253078705,197,7718,4253060059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253060053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4253060055,59,"99, 44, 33, 39, 82, 60, 25, 31, 67, 98, 88, 30, 36, 40, 45, 61, 70, 71, 76, 84",4253060057,130,4,4253060051,30,"3gzatxlefe9axcrqyllbtrzmc, xsmdbwtmmujivlqksjf1lk44, 1yohdc0hkzkom8hlhw3rjfn8q, a8ngovgs2qfu5udzb97kelg16, 4cfvnypovkt900sfxmdhvxtec, 4fqr9a7gpcgh9z2kzp7ly5oq2, 1nnd0b4qwlni7tqot2n2st4yy, bhhdcubw5vyxzf0lc1fcfftka, i15xuf6lug0m5twd06n2pus4, vhjelesjaxtgjcgfv7yxp2lm, c14b0rq8cneq393nv17ydbf2s, c6p1v59ji8ve7dggpjrg3h4wk, 3119qoo7rm8jic39r3solyolw, 1hm3vjfy31psodrvkm39ojp7u, 5iqzt8ebltozgs5zjwru4xx7u, 61ltuwhg1tynt0rp3yzvwqjqi, 93961wszqaocy96z45j4a232s, 9ugdxlfzsgfpq5ir4kap4ww2y, 9cxrlsamp8294ore2mgqpxkb8, 8ino35etqepc55sdg5l4ziwa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117637,2,32,1,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-05-06T02:05:17.840Z,2023-05-06T02:05:18Z,4253079581,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117643,2,32,1,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-05-06T02:05:17.840Z,2023-05-06T02:05:19Z,4253079593,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117649,3,1,1,0,0,ew2zirzye0sw1txr2m33nr25y,1,50.1,50,2023-05-06T02:05:17.940Z,2023-05-06T02:40:47Z,4253079607,140,42.3,4253079605,56,Back,4253079609,141,55.2,4253079611,212,8.9,4253079617,279,S,4253079615,213,2.7,,,,,,,641y4ji285n1knqul0flhzsyy,R. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117651,4,1,1,0,3,ew2zirzye0sw1txr2m33nr25y,0,47.3,54.3,2023-05-06T02:05:21.020Z,2023-05-06T02:05:22Z,4253079631,212,27.4,4253079625,56,Center,4253079633,213,0.3,4253079627,140,71.9,4253079629,141,67.6,,,,,,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117653,3,49,1,0,6,7fbej4xwoq4imaf5l39304m37,1,32.8,18.2,2023-05-06T02:05:23.948Z,2023-05-06T02:05:24Z,,,,,,,,,,,,,,,,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117657,4,1,1,0,6,7fbej4xwoq4imaf5l39304m37,0,32.4,21.8,2023-05-06T02:05:24.810Z,2023-05-06T02:05:25Z,4253079645,212,10.5,4253079639,56,Back,4253079643,141,28.8,4253079641,140,41.3,4253079647,213,0.5,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117659,5,49,1,0,8,ew2zirzye0sw1txr2m33nr25y,1,62.5,57.2,2023-05-06T02:05:25.868Z,2023-05-06T02:05:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544117669,6,1,1,0,8,ew2zirzye0sw1txr2m33nr25y,1,62.5,57.2,2023-05-06T02:05:26.283Z,2023-05-06T02:05:31Z,4253079671,140,66.3,4253079677,213,5.4,4253079673,141,50.0,4253079675,212,6.3,4253079669,56,Center,,,,,,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
