id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/16/value
2531382703,7,5,1,0,11,c7c4wwva2u1vb3rr7rwava044,0,41,101.6,2023-04-09T22:07:17.625Z,2023-04-10T00:01:04Z,4178288175,347,,4178288173,56,Back,4178338001,233,4,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382741,5,1,1,0,20,479lsfr4cwlzewpbuda3y2xv4,1,61.7,0,2023-04-09T22:07:26.216Z,2023-04-10T11:40:39Z,4178288373,213,1.6,4178288369,141,18.0,4178288367,140,61.6,4178288363,107,,4178288365,56,Right,4178288371,212,13.1,,,,,,,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531626009,723,1,1,0,21,479lsfr4cwlzewpbuda3y2xv4,0,64.3,19.6,2023-04-09T22:07:27.436Z,2023-04-10T11:40:56Z,4179589555,168,,4179589561,141,19.6,4179589565,212,5.9,4179589559,140,69.9,4179589557,56,Right,4179589567,213,0,,,,,,,25rizu4n91uyax4z6l5jv6dqs,F. Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400723,397,8,1,0,22,c7c4wwva2u1vb3rr7rwava044,1,26.9,77.6,2023-04-09T22:07:27.885Z,2023-04-10T11:41:25Z,4179590229,15,,4179591643,384,,4178386921,56,Back,,,,,,,,,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382749,6,43,1,0,23,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-09T22:07:29.240Z,2023-04-09T23:08:16Z,4178288405,140,67.9,4178288401,168,0,4178288411,213,5.9,4178387355,144,1,4178288403,56,Right,4178288407,141,13.7,4178288409,212,7.2,4178288399,3,0,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400905,398,50,1,0,23,c7c4wwva2u1vb3rr7rwava044,1,21.9,83.8,2023-04-09T22:07:29.884Z,2023-04-09T23:15:16Z,4178387917,285,,4178387915,56,Back,4178388533,233,364,,,,,,,,,,,,,,,,87nhafgkozygrd5f06ore0xzo,F. Sar-Sar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531401021,364,7,1,0,24,479lsfr4cwlzewpbuda3y2xv4,1,78.1,16.2,2023-04-09T22:07:29.885Z,2023-04-10T11:41:49Z,4178388519,233,398,4178388491,286,,4178388489,56,Right,4179592843,384,,,,,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382771,7,61,1,0,28,479lsfr4cwlzewpbuda3y2xv4,0,82.9,11.7,2023-04-09T22:07:33.992Z,2023-04-09T23:08:21Z,4178288519,56,Right,,,,,,,,,,,,,,,,,,,,,,25rizu4n91uyax4z6l5jv6dqs,F. Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531401089,399,49,1,0,30,c7c4wwva2u1vb3rr7rwava044,1,9.4,84.4,2023-04-09T22:07:35.885Z,2023-04-09T23:15:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382789,9,1,1,0,30,c7c4wwva2u1vb3rr7rwava044,0,7.2,87.1,2023-04-09T22:07:36.350Z,2023-04-10T11:42:56Z,4178288613,212,20.1,4179596749,1,,4179596741,157,,4178288609,140,26.3,4178288607,56,Back,4178288615,213,0.0,4178288611,141,87.5,,,,4kng7wg83mastngy9hw7j6v6y,N. Sessock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531401505,372,44,1,0,31,479lsfr4cwlzewpbuda3y2xv4,1,73.5,13.6,2023-04-09T22:07:37.293Z,2023-04-10T11:42:38Z,4178391161,286,,4178403531,233,10,4178391159,56,Right,,,,,,,,,,,,,,,,i5wj5hcg2r9934e7gauxtgmi,J. Almaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382793,10,44,1,0,31,c7c4wwva2u1vb3rr7rwava044,0,26.5,86.4,2023-04-09T22:07:37.294Z,2023-04-10T11:42:34Z,4178403551,233,372,4178288631,285,,4178288629,56,Back,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382803,8,1,1,0,32,479lsfr4cwlzewpbuda3y2xv4,1,69.5,12,2023-04-09T22:07:38.289Z,2023-04-10T11:42:31Z,4178288689,213,0.2,4178288687,212,10.6,4178288683,140,79.5,4178288679,3,,4178288681,56,Right,4178288685,141,14.6,,,,,,,i5wj5hcg2r9934e7gauxtgmi,J. Almaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531628517,724,49,1,0,33,479lsfr4cwlzewpbuda3y2xv4,1,76.7,19.9,2023-04-09T22:07:38.938Z,2023-04-10T11:44:21Z,,,,,,,,,,,,,,,,,,,,,,,,,25rizu4n91uyax4z6l5jv6dqs,F. Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382825,9,61,1,0,34,479lsfr4cwlzewpbuda3y2xv4,1,77.4,25.5,2023-04-09T22:07:40.831Z,2023-04-10T11:44:17Z,4178288829,56,Center,,,,,,,,,,,,,,,,,,,,,,25rizu4n91uyax4z6l5jv6dqs,F. Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382841,11,1,1,0,35,479lsfr4cwlzewpbuda3y2xv4,1,79.9,14.5,2023-04-09T22:07:41.609Z,2023-04-09T23:19:46Z,4178406157,140,93.6,4178406159,141,13.7,4178406163,213,6.2,4178406155,56,Right,4178406161,212,14.4,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382831,10,1,1,0,36,479lsfr4cwlzewpbuda3y2xv4,0,92.6,15.5,2023-04-09T22:07:41.992Z,2023-04-10T11:43:25Z,4179598267,224,,4178288871,212,27.6,4178288861,2,,4178288865,56,Center,4178288863,155,,4179598271,20,,4178288869,141,54.2,4178288867,140,84.6,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,4178288873,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382835,11,49,1,0,40,c7c4wwva2u1vb3rr7rwava044,1,18.4,45.7,2023-04-09T22:07:46.447Z,2023-04-09T23:10:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4poexep0xjtt6vwpbyo7svkoa,L. Meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382881,12,1,1,0,41,c7c4wwva2u1vb3rr7rwava044,1,21.5,39.6,2023-04-09T22:07:47.185Z,2023-04-09T23:10:24Z,4178289085,140,19.3,4178289089,212,22.5,4178289087,141,6.7,4178289091,213,4.6,4178289083,56,Back,,,,,,,,,,4poexep0xjtt6vwpbyo7svkoa,L. Meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382869,12,45,1,0,43,479lsfr4cwlzewpbuda3y2xv4,0,80.1,84,2023-04-09T22:07:49.256Z,2023-04-10T15:46:08Z,4178338343,233,13,4178289041,286,,4178289039,56,Left,,,,,,,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382883,13,3,1,0,43,c7c4wwva2u1vb3rr7rwava044,1,19.9,16,2023-04-09T22:07:49.256Z,2023-04-10T15:46:08Z,4178289095,56,Back,4178338339,233,12,4179599501,464,,4178289097,285,,,,,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382891,14,1,1,0,44,c7c4wwva2u1vb3rr7rwava044,1,21.9,26.2,2023-04-09T22:07:50.559Z,2023-04-10T11:44:41Z,4178289159,213,2.9,4178289157,212,10.8,4178289151,140,11.8,4178289155,141,29.3,4178289147,56,Back,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382899,15,1,1,0,45,c7c4wwva2u1vb3rr7rwava044,1,13.4,28.7,2023-04-09T22:07:51.814Z,2023-04-10T11:44:46Z,4178289185,140,23.6,4178289187,141,41.5,4178289189,212,13.8,4178289191,213,0.7,4178289183,56,Back,,,,,,,,,,c1fvknrf94i05q738d5r7vmdw,T. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382903,16,50,1,0,46,c7c4wwva2u1vb3rr7rwava044,1,20.8,44.6,2023-04-09T22:07:52.639Z,2023-04-10T11:45:19Z,4178397819,233,13,4178289201,285,,4178289199,56,Back,,,,,,,,,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382923,13,7,1,0,46,479lsfr4cwlzewpbuda3y2xv4,1,79.2,55.4,2023-04-09T22:07:52.640Z,2023-04-10T11:45:20Z,4179603843,384,,4178338313,233,16,4178289307,56,Center,4178289309,286,,,,,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531629277,725,49,1,0,47,479lsfr4cwlzewpbuda3y2xv4,1,84.9,56.5,2023-04-09T22:07:53.586Z,2023-04-10T11:45:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2b8nmdlsqa9wxn8xlujvyaqga,J. Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382925,14,13,1,0,48,479lsfr4cwlzewpbuda3y2xv4,1,84.5,60.6,2023-04-09T22:07:54.864Z,2023-04-10T11:45:32Z,4178289741,103,6.9,4178289731,29,,4178289317,17,,4178289583,20,,4178289745,231,51.6,4179606063,215,,4178289735,55,13,4178289729,75,,2b8nmdlsqa9wxn8xlujvyaqga,J. Lynn,4178289319,56,Center,,4178289739,102,38.7,4178289315,22,4178417763,328,4178289743,230,97.2,,,,,,,,,,,,,,,,,,,,
2531383063,15,5,1,0,56,479lsfr4cwlzewpbuda3y2xv4,0,101,47.5,2023-04-09T22:08:02.735Z,2023-04-09T22:34:15Z,4178338021,233,17,4178290089,346,,4178290083,56,Center,,,,,,,,,,,,,,,,2b8nmdlsqa9wxn8xlujvyaqga,J. Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531382905,17,5,1,0,56,c7c4wwva2u1vb3rr7rwava044,1,-1,52.5,2023-04-09T22:08:02.735Z,2023-04-09T22:34:14Z,4178338013,233,15,4178289209,56,Back,4178289211,346,,,,,,,,,,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383071,18,1,1,1,17,c7c4wwva2u1vb3rr7rwava044,1,3.3,54.8,2023-04-09T22:08:22.911Z,2023-04-10T11:46:03Z,4178290157,213,5.7,4178290159,1,,4178290153,141,6.9,4178290145,124,,4179607131,155,,4178290149,56,Back,4179607133,74,,4178290155,212,55.7,7x098qxoirgwlu38q1v969s6h,C. dos Santos,4178290151,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383081,19,1,1,1,21,c7c4wwva2u1vb3rr7rwava044,1,44.6,13.1,2023-04-09T22:08:27.206Z,2023-04-10T11:46:11Z,4178290215,213,3.2,4178290211,141,11.9,4178290207,56,Back,4178290209,140,35.1,4178290213,212,10.0,,,,,,,,,,4poexep0xjtt6vwpbyo7svkoa,L. Meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383099,20,1,1,1,22,c7c4wwva2u1vb3rr7rwava044,1,39.2,7.7,2023-04-09T22:08:27.911Z,2023-04-10T11:46:25Z,4178290323,213,1.4,4178290315,56,Back,4178290319,141,18.6,4178290321,212,7.6,4178290317,140,40.7,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383109,21,3,1,1,28,c7c4wwva2u1vb3rr7rwava044,0,41.4,20.1,2023-04-09T22:08:33.966Z,2023-04-10T11:46:51Z,4178290775,233,17,4178290383,56,Back,4178290385,286,,4179610439,465,,,,,,,,,,,,,,6rf06scmlaprgplvvw0oyb9ck,D. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383179,17,7,1,1,28,479lsfr4cwlzewpbuda3y2xv4,1,58.6,79.9,2023-04-09T22:08:33.967Z,2023-04-10T11:46:53Z,4178290771,233,21,4179610543,383,,4178290763,56,Left,4178290765,285,,,,,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383145,16,4,1,1,29,479lsfr4cwlzewpbuda3y2xv4,1,55.7,92.2,2023-04-09T22:08:35.287Z,2023-04-10T00:01:21Z,4178494511,295,,4178290571,286,,4178290565,56,Left,4178338119,233,22,4178290567,152,,4178290563,13,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383161,22,4,1,1,29,c7c4wwva2u1vb3rr7rwava044,0,44.3,7.8,2023-04-09T22:08:35.288Z,2023-04-09T23:15:46Z,4178290665,152,,4178290661,13,,4178338139,233,16,4178404083,295,,4178290669,285,,4178290663,56,Back,,,,,,,6rf06scmlaprgplvvw0oyb9ck,D. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383191,18,1,1,1,36,479lsfr4cwlzewpbuda3y2xv4,1,56.3,73,2023-04-09T22:08:42.439Z,2023-04-09T23:34:52Z,4178290863,213,1.8,4178290855,56,Left,4178290851,5,,4178290859,141,83.7,4178290857,140,54.4,4178290853,152,,4178290861,212,7.5,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383199,19,1,1,1,37,479lsfr4cwlzewpbuda3y2xv4,1,54.4,76.9,2023-04-09T22:08:43.576Z,2023-04-09T22:08:45Z,4178290903,212,13.4,4178290897,56,Back,4178290899,140,44.9,4178290905,213,3.9,4178290901,141,63.7,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383213,20,1,1,1,39,479lsfr4cwlzewpbuda3y2xv4,1,44.9,63.7,2023-04-09T22:08:45.495Z,2023-04-09T22:08:47Z,4178290987,56,Back,4178290995,213,2.7,4178290989,140,32.9,4178290991,141,73.2,4178290993,212,14.2,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383231,21,1,1,1,41,479lsfr4cwlzewpbuda3y2xv4,1,32.9,73.2,2023-04-09T22:08:47.511Z,2023-04-09T23:35:08Z,4178291099,141,37.0,4178291101,212,24.6,4178291097,140,34.1,4178291103,213,4.8,4178291095,56,Back,,,,,,,,,,ex99a6zbacpkkhgvynu80qpzo,N. Kibunguchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383249,22,1,1,1,44,479lsfr4cwlzewpbuda3y2xv4,1,35.1,36.3,2023-04-09T22:08:50.423Z,2023-04-09T22:08:52Z,4178291205,213,1.9,4178291201,141,51.6,4178291197,56,Back,4178291199,140,32.2,4178291203,212,10.8,,,,,,,,,,cqlc423f6bid2uy3togwkvlgq,A. Salim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383265,23,1,1,1,46,479lsfr4cwlzewpbuda3y2xv4,1,33.6,60.6,2023-04-09T22:08:52.423Z,2023-04-09T22:08:55Z,4178291273,213,4.9,4178291265,56,Back,4178291267,140,36.7,4178291269,141,28.8,4178291271,212,21.9,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383283,24,1,1,1,49,479lsfr4cwlzewpbuda3y2xv4,0,39.9,32.8,2023-04-09T22:08:55.240Z,2023-04-09T23:51:28Z,4178291409,155,,4178291415,141,83.2,4178291411,56,Left,4178291421,1,,4178291419,213,0.8,4178291417,212,48.4,4178291413,140,72.5,,,,cqlc423f6bid2uy3togwkvlgq,A. Salim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383329,23,1,1,1,53,c7c4wwva2u1vb3rr7rwava044,1,32.2,17.4,2023-04-09T22:08:59.231Z,2023-04-09T23:16:29Z,4178291683,212,17.8,4178291679,140,45.3,4178291677,56,Back,4178291681,141,34.1,4178291685,213,0.7,4178291675,3,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383697,29,1,1,1,54,c7c4wwva2u1vb3rr7rwava044,1,44.6,31.8,2023-04-09T22:09:00.792Z,2023-04-09T23:17:46Z,4178407911,141,31.8,4178407915,213,3.1,4178407913,212,6.6,4178407907,56,Back,4178407909,140,38.3,,,,,,,,,,4poexep0xjtt6vwpbyo7svkoa,L. Meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383335,24,61,1,1,55,c7c4wwva2u1vb3rr7rwava044,0,40.6,30.5,2023-04-09T22:09:01.607Z,2023-04-09T23:17:48Z,4178291703,56,Back,,,,,,,,,,,,,,,,,,,,,,6rf06scmlaprgplvvw0oyb9ck,D. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383321,25,61,1,1,55,479lsfr4cwlzewpbuda3y2xv4,1,66.4,71.2,2023-04-09T22:09:01.775Z,2023-04-09T23:51:26Z,4178291631,56,Center,,,,,,,,,,,,,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531383333,26,49,1,1,56,479lsfr4cwlzewpbuda3y2xv4,1,68,67,2023-04-09T22:09:02.806Z,2023-04-09T22:09:02Z,,,,,,,,,,,,,,,,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
