id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value
2525005427,8,1,1,0,25,eo64tqkioegeb09iice2hf8bt,1,37.3,6,2023-03-27T02:06:26.343Z,2023-03-27T02:51:52Z,4125869295,213,2.5,4125869289,140,24.4,4125869291,141,21.5,4125869287,56,Back,4125869293,212,17.2,,,,,,,,,,2z2u3vezttpjwfwf2yc6aelg4,T. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005431,9,1,1,0,29,eo64tqkioegeb09iice2hf8bt,1,23.1,26.5,2023-03-27T02:06:30.471Z,2023-03-27T02:52:08Z,4125869327,141,76.8,4125869329,212,34.2,4125869323,56,Back,4125869331,213,1.6,4125869333,1,,4125869325,140,22.9,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005439,10,1,1,0,35,eo64tqkioegeb09iice2hf8bt,1,28.2,75.5,2023-03-27T02:06:36.599Z,2023-03-27T02:06:40Z,4125869351,141,47.8,4125869355,213,5.0,4125869353,212,19.9,4125869347,56,Back,4125869349,140,34.2,,,,,,,,,,c8r509d61kir54x1d4hkrkydw,L. Dasovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005449,11,1,1,0,39,eo64tqkioegeb09iice2hf8bt,1,34.3,47.5,2023-03-27T02:06:40.167Z,2023-03-27T02:52:26Z,4125869401,140,46.9,4125869407,213,5.1,4125869409,1,,4125869403,141,4.3,4125869405,212,32.2,4125869399,56,Back,,,,,,,1c8r9cqu11jymw2ir69nvhey1,V. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005461,12,1,1,0,45,eo64tqkioegeb09iice2hf8bt,1,48.8,16.7,2023-03-27T02:06:46.503Z,2023-03-27T02:52:34Z,4125869447,141,31.8,4125869443,56,Back,4125869449,212,19.9,4125869445,140,32.6,4125869451,213,2.6,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005465,13,1,1,0,48,eo64tqkioegeb09iice2hf8bt,1,32.6,31.8,2023-03-27T02:06:49.079Z,2023-03-27T02:52:45Z,4125869463,140,28.4,4125869469,213,1.7,4125869467,212,31.9,4125869465,141,78.2,4125869461,56,Back,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005471,14,1,1,0,50,eo64tqkioegeb09iice2hf8bt,1,28.5,78.2,2023-03-27T02:06:50.919Z,2023-03-27T02:06:57Z,4125869505,140,39.8,4125869511,213,0.7,4125869507,141,93.3,4125869503,56,Back,4125869509,212,15.7,,,,,,,,,,c8r509d61kir54x1d4hkrkydw,L. Dasovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005475,15,1,1,0,56,eo64tqkioegeb09iice2hf8bt,1,68.7,94.8,2023-03-27T02:06:57.352Z,2023-03-27T02:06:59Z,4125869535,140,73.5,4125869539,212,6.5,4125869541,213,5.6,4125869533,56,Left,4125869537,141,88.7,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005477,16,1,1,0,58,eo64tqkioegeb09iice2hf8bt,1,73.5,88.7,2023-03-27T02:06:59.192Z,2023-03-27T02:07:00Z,4125869563,141,84.8,4125869567,213,3.4,4125869561,140,63.5,4125869559,56,Left,4125869565,212,10.8,,,,,,,,,,b74yslq3huyhvwrhrebz0o3ys,L. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005479,17,3,1,0,59,eo64tqkioegeb09iice2hf8bt,0,69.6,90.2,2023-03-27T02:07:00.776Z,2023-03-30T06:43:14Z,4125869667,233,7,4125869573,286,,4125869571,56,Left,4149018227,464,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005493,7,7,1,0,59,5ou8b446l1sl8frblkz3xi17g,0,30.4,9.8,2023-03-27T02:07:00.777Z,2023-03-30T10:15:22Z,4125869625,56,Back,4125869633,233,17,4125869623,167,,4125869627,285,,4149018237,383,,,,,,,,,,,760ah5o21looks5f35045nmdw,A. Ortellao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525885831,803,61,1,0,59,eo64tqkioegeb09iice2hf8bt,1,69.7,85.9,2023-03-27T02:07:00.843Z,2023-03-30T10:15:41Z,4149135737,56,Left,,,,,,,,,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525861387,809,1,1,1,0,5ou8b446l1sl8frblkz3xi17g,0,31.9,23.1,2023-03-27T02:07:00.994Z,2023-04-01T09:27:26Z,4151460837,233,18,4149018585,56,Back,4149018645,286,,4149018593,213,2.3,4149018591,212,2.4,4149018643,236,,4149018587,140,30.3,4149018589,141,25.7,760ah5o21looks5f35045nmdw,A. Ortellao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005483,18,74,1,1,0,eo64tqkioegeb09iice2hf8bt,1,70.4,91.1,2023-03-27T02:07:00.995Z,2023-04-01T09:27:26Z,4151460841,233,809,4125869583,56,Left,4149018503,285,,,,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525017021,804,43,1,1,1,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-03-27T02:07:01.917Z,2023-03-30T06:43:50Z,4125931419,285,0,4125931421,233,18,4149018363,144,7,4125931417,56,Back,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525012995,379,3,1,1,5,eo64tqkioegeb09iice2hf8bt,0,70.4,91.1,2023-03-27T02:07:05.917Z,2023-03-30T06:44:34Z,4149018711,464,,4125909233,56,Left,4125931427,233,805,4125909235,286,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525017063,805,7,1,1,5,5ou8b446l1sl8frblkz3xi17g,1,29.6,8.9,2023-03-27T02:07:05.918Z,2023-03-30T06:44:38Z,4125931675,233,379,4125931669,285,,4125931667,56,Back,4149018747,385,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005495,8,5,1,1,5,5ou8b446l1sl8frblkz3xi17g,0,26.4,-1.2,2023-03-27T02:07:06.345Z,2023-03-27T04:07:14Z,4125869629,56,Back,4125869631,347,,4125869663,233,19,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005491,19,5,1,1,5,eo64tqkioegeb09iice2hf8bt,1,73.6,101.2,2023-03-27T02:07:06.345Z,2023-03-27T02:07:10Z,4125869611,56,Left,4125869613,347,,4125869655,233,8,,,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005503,20,1,1,1,8,eo64tqkioegeb09iice2hf8bt,1,75.8,100,2023-03-27T02:07:09.688Z,2023-03-27T04:05:31Z,4125869683,107,,4125869689,141,94.3,4125869687,140,89.6,4125869691,212,15.3,4125869685,56,Left,4125869693,213,6.0,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005505,21,1,1,1,10,eo64tqkioegeb09iice2hf8bt,1,89.2,96.5,2023-03-27T02:07:11.464Z,2023-03-27T02:07:13Z,4125869703,212,6.5,4125869701,141,96.5,4125869699,140,95.4,4125869705,213,0,4125869697,56,Left,,,,,,,,,,4oz12ku4mdjsq7y4sgogpwg2y,K. Habibullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005517,22,1,1,1,12,eo64tqkioegeb09iice2hf8bt,1,95.4,96.5,2023-03-27T02:07:13.384Z,2023-03-27T02:07:16Z,4125869747,141,97.3,4125869749,212,8.6,4125869743,56,Left,4125869751,213,3.1,4125869745,140,87.2,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005529,23,1,1,1,15,eo64tqkioegeb09iice2hf8bt,1,86.1,96.2,2023-03-27T02:07:16.088Z,2023-03-27T02:07:21Z,4125869785,140,79.4,4125869787,141,84.8,4125869791,213,4.0,4125869783,56,Left,4125869789,212,10.5,,,,,,,,,,4oz12ku4mdjsq7y4sgogpwg2y,K. Habibullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005551,24,1,1,1,20,eo64tqkioegeb09iice2hf8bt,1,78.7,84.8,2023-03-27T02:07:21.016Z,2023-03-27T02:07:27Z,4125869875,212,29.7,4125869869,56,Center,4125869871,140,51.2,4125869873,141,74.7,4125869877,213,3.4,,,,,,,,,,efma0zrimza00ykod1yqmatm2,G. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005555,25,1,1,1,26,eo64tqkioegeb09iice2hf8bt,1,52.3,73.4,2023-03-27T02:07:27.672Z,2023-03-27T02:54:42Z,4125869891,140,59.5,4125869897,213,5.0,4125869893,141,38.0,4125869895,212,25.2,4125869889,56,Center,,,,,,,,,,c8r509d61kir54x1d4hkrkydw,L. Dasovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005567,26,1,1,1,28,eo64tqkioegeb09iice2hf8bt,1,62.9,23.5,2023-03-27T02:07:29.416Z,2023-03-27T02:55:30Z,4125869945,141,3.3,4125869949,213,4.4,4125869943,140,58.0,4125869947,212,14.7,4125869941,56,Right,,,,,,,,,,1c8r9cqu11jymw2ir69nvhey1,V. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525013125,380,1,1,1,30,eo64tqkioegeb09iice2hf8bt,1,65.6,11.3,2023-03-27T02:07:30.917Z,2023-03-27T02:55:38Z,4125909911,141,4.3,4125909907,56,Right,4125909913,212,7.2,4125909909,140,70.7,4125909915,213,5.6,,,,,,,,,,2z2u3vezttpjwfwf2yc6aelg4,T. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005577,27,1,1,1,32,eo64tqkioegeb09iice2hf8bt,1,57.1,11.8,2023-03-27T02:07:33.257Z,2023-03-27T02:55:43Z,4125869977,56,Center,4125869979,140,54.2,4125869983,212,12.4,4125869985,213,1.8,4125869981,141,29.5,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005589,28,1,1,1,34,eo64tqkioegeb09iice2hf8bt,1,54.2,29.5,2023-03-27T02:07:35.193Z,2023-03-27T02:55:47Z,4125870031,196,,4125870043,1,,4125870037,141,95.7,4125870041,213,1.1,4125870033,56,Left,4125870039,212,49.5,4125870035,140,73.7,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005595,29,1,1,1,38,eo64tqkioegeb09iice2hf8bt,1,75.7,88.5,2023-03-27T02:07:39.657Z,2023-03-27T02:07:42Z,4125870067,56,Left,4125870069,140,93.7,4125870075,213,0.0,4125870073,212,18.9,4125870071,141,89.2,,,,,,,,,,b74yslq3huyhvwrhrebz0o3ys,L. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005597,30,1,1,1,41,eo64tqkioegeb09iice2hf8bt,0,93.7,89.2,2023-03-27T02:07:42.473Z,2023-03-30T06:45:25Z,4149019107,72,,4125870087,141,57.2,4125870083,56,Center,4125870089,212,21.8,4125870085,140,95.1,4149019105,224,,4125870079,2,,4125870091,213,4.8,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005605,9,12,1,1,42,5ou8b446l1sl8frblkz3xi17g,1,8.7,32,2023-03-27T02:07:43.455Z,2023-03-27T04:06:34Z,4125870109,56,Back,4125870113,141,0.0,4125870117,213,4.5,4125870111,140,4.1,4125870131,167,,4125870115,212,22.7,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005607,10,5,1,1,43,5ou8b446l1sl8frblkz3xi17g,0,6.1,-1.4,2023-03-27T02:07:44.746Z,2023-03-27T04:07:15Z,4125870123,56,Back,4125931877,347,,4125870237,233,31,,,,,,,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005599,31,5,1,1,43,eo64tqkioegeb09iice2hf8bt,1,93.9,101.4,2023-03-27T02:07:44.746Z,2023-03-27T04:06:42Z,4125870211,233,10,4125931879,347,,4125870097,56,Left,,,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005629,32,1,1,1,55,eo64tqkioegeb09iice2hf8bt,1,93,100,2023-03-27T02:07:56.283Z,2023-03-27T02:08:33Z,4125870593,107,,4125870245,140,94.7,4125870251,213,5.0,4125870247,141,90.8,4125870243,56,Left,4125870249,212,7.0,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005631,33,1,1,1,57,eo64tqkioegeb09iice2hf8bt,1,94.7,90.8,2023-03-27T02:07:58.201Z,2023-03-27T02:08:00Z,4125870265,141,96.7,4125870261,56,Left,4125870267,212,5.0,4125870269,213,2.2,4125870263,140,91.8,,,,,,,,,,4oz12ku4mdjsq7y4sgogpwg2y,K. Habibullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005633,34,1,1,1,58,eo64tqkioegeb09iice2hf8bt,0,91.8,96.3,2023-03-27T02:07:59.425Z,2023-03-30T06:45:40Z,4125870283,212,20.7,4149019153,224,,4125870281,141,65.8,4125870277,56,Center,4125870273,2,,4125870279,140,91.4,4149019155,72,,4125870285,213,4.7,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005637,11,12,1,1,58,5ou8b446l1sl8frblkz3xi17g,1,6.4,36.5,2023-03-27T02:07:59.879Z,2023-03-27T02:08:04Z,4125870291,56,Back,4125870305,167,,4125870297,212,27.7,4125870293,140,15.8,4125870299,213,5.1,4125870295,141,0.0,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005639,12,5,1,2,0,5ou8b446l1sl8frblkz3xi17g,0,12.8,-1.8,2023-03-27T02:08:01.746Z,2023-03-27T02:08:09Z,4125870301,56,Back,4125870303,347,,4125870339,233,35,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005649,35,5,1,2,0,eo64tqkioegeb09iice2hf8bt,1,87.2,101.8,2023-03-27T02:08:01.746Z,2023-03-27T04:07:15Z,4125870333,347,,4125870335,233,12,4125870331,56,Left,,,,,,,,,,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005653,36,1,1,2,7,eo64tqkioegeb09iice2hf8bt,1,89.1,100,2023-03-27T02:08:08.858Z,2023-03-27T02:08:12Z,4125870351,140,95.4,4125870357,213,5.4,4125870353,141,90.0,4125870349,56,Left,4125870347,107,,4125870355,212,10.5,,,,,,,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005657,37,1,1,2,11,eo64tqkioegeb09iice2hf8bt,1,91.9,77.8,2023-03-27T02:08:12.426Z,2023-03-27T02:08:15Z,4125870375,213,3.6,4125870367,56,Center,4125870369,140,85.1,4125870371,141,72.2,4125870373,212,8.1,,,,,,,,,,6yqcj6z7ok9bkkvy57awg82y1,G. Amanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005661,38,1,1,2,14,eo64tqkioegeb09iice2hf8bt,1,78.6,72.3,2023-03-27T02:08:15.706Z,2023-03-27T02:08:18Z,4125870385,141,44.8,4125870381,56,Center,4125870383,140,75.4,4125870389,213,4.5,4125870387,212,19.0,,,,,,,,,,4oz12ku4mdjsq7y4sgogpwg2y,K. Habibullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525005675,39,1,1,2,17,eo64tqkioegeb09iice2hf8bt,1,75.4,44.8,2023-03-27T02:08:18.266Z,2023-03-27T02:56:24Z,4125870435,56,Right,4125870443,213,4.9,4125870441,212,16.4,4125870439,141,21.0,4125870437,140,78.0,,,,,,,,,,efma0zrimza00ykod1yqmatm2,G. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
