id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value
2544111565,1,34,16,0,0,cbip96wzs3jc2xadoluhhxotl,1,0,0,2023-05-06T01:25:13.287Z,2023-05-06T01:25:13Z,4253047741,130,8,4253047737,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4253047735,30,"2ig362xub2syd45v3usgymbkk, 64i80kb7s1bakexbyunb92zo4, 5hmr60nznp77430imjbzhwmc4, 3wkej06590b61lyqm7vt1kwes, 48vc423tkz4mx7oql1ahqneac, 8pl795qg2d886vtq8trzsucfe, 79606fy6lyfs1h12645q4shzo, 880or6l86xi5mg7dcqej6psyx, 1f8iyrz3dgfafr9rwjs80h2c4, 1bxk1fupp621vxhoagyefk0es, 925j70waph5n48rvazrjj1pg4, exw2lg16008mkwpai32hpzims, 7245yhxv8xqbp82wemsmkdu6s, 14hkfiu3q5s8uddoupp9qi1hw, 58mom000tx2bmmibqfls18mqc, 2dyragxnxo2hoqgu74157pfkk, 20z2nx7xh9mgty7qp6xur14yy, 2u45bvw1b0bcptquttgksgzys, 72dbw7qmu3g31kn5s9tryuy38",4253047745,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253047743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4253047739,59,"57, 86, 62, 49, 51, 44, 45, 55, 78, 97, 70, 60, 66, 81, 85, 87, 91, 95, 92"
2544112195,1,34,16,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-05-06T01:28:10.188Z,2023-05-06T01:28:10Z,4253051447,30,"8q1x8z8d3c04jymsfc73o1qll, 3007iihmvmlzgpgtxri3v3hg4, 7zr3gif60ntltgt3s5yi6qjca, 3p7l8nat5o6ry2pmm8hgfnmui, 9pdlqvcvxbblylawycpp2ywvd, d99eakp27bro9g50wpzti8rca, 5uwkzz79ayagkh2ukysvgolwp, 7ajceczjsu9ci4nqv9gg2860a, 3wtx6mgbgjvf1zsi5j7m1yxas, chiwsyjdyk4sn4vxqu9mdr0x6, 4dji8lgdl3psnfchdwpllvod0, e1e506479mqo8j3geie6amuj8, s9a51dj3nkad2e53b2jbgl5g, 7v1e3ainwp7lip9r12i2mmiok, b0xuwec3m6rvxwx7gygv34o6i, e2t6sxwsa5ll4zvsxh96512zu, 968mlew2amftejfuaptayz6c5, 5f1j0xharn07q39c0ymwcdu6s",4253051453,130,8,4253051457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253051455,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4253051451,59,"36, 96, 31, 84, 32, 92, 35, 34, 38, 72, 93, 39, 53, 70, 81, 83, 88, 68",4253051449,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5"
2544118855,2,32,1,0,0,cbip96wzs3jc2xadoluhhxotl,1,0,0,2023-05-06T02:03:56.846Z,2023-05-06T02:11:57Z,4253085055,127,Left to Right,,,,,,,,,,,,,,,
2544118859,2,32,1,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-05-06T02:03:56.846Z,2023-05-06T02:11:58Z,4253085061,127,Right to Left,,,,,,,,,,,,,,,
