id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/8/value,qualifier/10/value,qualifier/9/value,qualifier/14/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2527925247,7,1,1,0,13,5ou8b446l1sl8frblkz3xi17g,1,51.2,6.9,2023-04-03T00:05:25.233Z,2023-04-03T00:05:28Z,4159946021,213,2.6,4159946019,212,24.8,4159946015,140,31.1,4159946017,141,26.1,4159946013,56,Back,,,,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925265,8,1,1,0,16,5ou8b446l1sl8frblkz3xi17g,1,31.1,26.1,2023-04-03T00:05:28.553Z,2023-04-03T00:05:31Z,4159946107,213,2.4,4159946101,140,10.8,4159946103,141,52.3,4159946105,212,27.8,4159946099,56,Back,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925281,9,1,1,0,19,5ou8b446l1sl8frblkz3xi17g,0,11,52.9,2023-04-03T00:05:31.729Z,2023-04-03T00:05:35Z,4159946151,141,87.2,4159946147,56,Left,4159946155,213,0.5,4159946153,212,51.5,4159946157,1,,4159946149,140,54.7,4159946145,155,,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925301,5,1,1,0,24,ew2zirzye0sw1txr2m33nr25y,1,34.4,28.3,2023-04-03T00:05:36.186Z,2023-04-03T00:56:11Z,4159946239,3,,4159946247,212,13.2,4159946243,140,45.1,4159946245,141,38.5,4159946241,56,Back,4159946249,213,0.6,,,,,,,bl9rj1qcik8467w0w5i27hkru,I. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925309,6,1,1,0,26,ew2zirzye0sw1txr2m33nr25y,0,45.1,38.5,2023-04-03T00:05:38.482Z,2023-04-03T00:56:51Z,4159946279,56,Back,4159946281,140,38.4,4159946287,213,3.3,4159946283,141,37.3,4159946285,212,7.1,,,,,,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527943587,460,1,1,0,27,ew2zirzye0sw1txr2m33nr25y,0,52.3,39.8,2023-04-03T00:05:38.788Z,2023-04-03T01:38:28Z,4160043597,155,,4160043605,212,13.2,4160043601,140,64.6,4160043599,56,Center,4160043607,213,0.2,4160043603,141,44.0,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925319,10,1,1,0,28,5ou8b446l1sl8frblkz3xi17g,1,22.2,76.7,2023-04-03T00:05:40.577Z,2023-04-03T00:05:43Z,4159946329,141,75.0,4159946325,56,Back,4159946333,213,6.2,4159946323,3,,4159946327,140,32.4,4159946331,212,10.8,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925323,11,49,1,0,31,5ou8b446l1sl8frblkz3xi17g,1,33.7,76.3,2023-04-03T00:05:42.969Z,2023-04-03T00:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925335,12,1,1,0,31,5ou8b446l1sl8frblkz3xi17g,1,33.7,76.3,2023-04-03T00:05:43.089Z,2023-04-03T00:05:45Z,4159946401,212,13.4,4159946399,141,95.9,4159946395,56,Back,4159946403,213,1.4,4159946397,140,35.4,,,,,,,,,,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925341,13,1,1,0,33,5ou8b446l1sl8frblkz3xi17g,0,52.6,95.2,2023-04-03T00:05:45.649Z,2023-04-03T00:05:49Z,4159946431,140,76.6,4159946437,213,5.9,4159946433,141,80.2,4159946435,212,27.2,4159946429,56,Left,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925375,8,49,1,0,37,ew2zirzye0sw1txr2m33nr25y,1,38.1,40.1,2023-04-03T00:05:49.162Z,2023-04-03T00:58:53Z,,,,,,,,,,,,,,,,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925369,7,1,1,0,38,ew2zirzye0sw1txr2m33nr25y,1,29.6,40.3,2023-04-03T00:05:50.098Z,2023-04-03T00:05:53Z,4159946571,213,6.3,4159946567,212,8.9,4159946561,56,Back,4159946563,140,38.1,4159946565,141,40.1,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925391,9,1,1,0,41,ew2zirzye0sw1txr2m33nr25y,1,35.2,43.1,2023-04-03T00:05:53.658Z,2023-04-03T00:05:58Z,4159946667,140,30.0,4159946671,212,31.4,4159946673,213,1.7,4159946669,141,88.6,4159946665,56,Back,,,,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925397,10,1,1,0,46,ew2zirzye0sw1txr2m33nr25y,1,30,88.6,2023-04-03T00:05:58.074Z,2023-04-03T00:59:20Z,4159946693,56,Back,4159946697,141,71.2,4159946701,213,4.3,4159946695,140,25.6,4159946699,212,12.7,,,,,,,,,,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925411,11,1,1,0,47,ew2zirzye0sw1txr2m33nr25y,1,25.6,71.2,2023-04-03T00:05:59.730Z,2023-04-03T00:59:44Z,4159946775,141,33.6,4159946771,56,Back,4159946777,212,25.8,4159946773,140,28.7,4159946779,213,4.8,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925463,12,1,1,0,50,ew2zirzye0sw1txr2m33nr25y,1,28.9,31,2023-04-03T00:06:01.898Z,2023-04-03T00:59:53Z,4159946905,141,60.8,4159946901,56,Back,4159946907,212,20.3,4159946903,140,27.4,4159946909,213,1.6,,,,,,,,,,dvre51zzdkdr43uahtwerekiy,D. Munie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925491,13,1,1,0,58,ew2zirzye0sw1txr2m33nr25y,1,26.7,78.2,2023-04-03T00:06:10.074Z,2023-04-03T01:00:07Z,4159947047,140,46.5,4159947053,213,0.0,4159947049,141,79.0,4159947051,212,20.8,4159947045,56,Back,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925477,14,43,1,0,59,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-04-03T00:06:11.617Z,2023-04-03T00:06:22Z,4159947199,144,8,4159946979,56,Back,,,,,,,,,,,,,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527944157,462,1,1,1,0,ew2zirzye0sw1txr2m33nr25y,1,69.6,54.6,2023-04-03T00:06:11.788Z,2023-04-03T01:01:29Z,4160047445,213,1.4,4160047441,141,64.0,4160047439,140,70.9,4160047443,212,6.5,4160047435,56,Center,,,,,,,,,,641y4ji285n1knqul0flhzsyy,R. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925499,14,1,1,1,3,ew2zirzye0sw1txr2m33nr25y,1,62.9,61.1,2023-04-03T00:06:15.162Z,2023-04-03T00:06:18Z,4159947087,213,4.8,4159947083,141,14.0,4159947081,140,64.2,4159947079,56,Right,4159947089,1,,4159947085,212,32.1,,,,,,,au9595t3oo0zbzexhr01ts0h6,W. Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925533,15,1,1,1,6,ew2zirzye0sw1txr2m33nr25y,1,64.9,13.5,2023-04-03T00:06:18.090Z,2023-04-03T00:06:23Z,4159947239,212,24.1,4159947235,140,46.1,4159947237,141,33.9,4159947233,56,Back,4159947241,213,2.5,,,,,,,,,,bl9rj1qcik8467w0w5i27hkru,I. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925545,16,1,1,1,12,ew2zirzye0sw1txr2m33nr25y,1,52.3,33,2023-04-03T00:06:23.858Z,2023-04-03T01:01:30Z,4159947299,213,1.5,4159947297,212,16.5,4159947293,140,53.4,4159947291,56,Center,4159947295,141,57.2,,,,,,,,,,dvre51zzdkdr43uahtwerekiy,D. Munie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925569,17,1,1,1,16,ew2zirzye0sw1txr2m33nr25y,1,53.6,62.1,2023-04-03T00:06:28.378Z,2023-04-03T01:01:42Z,4159947407,56,Center,4159947413,212,6.7,4159947415,213,0.2,4159947409,140,59.9,4159947411,141,63.6,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527944699,463,1,1,1,18,ew2zirzye0sw1txr2m33nr25y,1,57.2,69.4,2023-04-03T00:06:29.788Z,2023-04-03T01:05:32Z,4160051157,212,10.5,4160051153,140,48.1,4160051155,141,75.7,4160051151,56,Back,4160051159,213,2.7,,,,,,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925575,18,43,1,1,23,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-04-03T00:06:35.497Z,2023-04-03T01:03:26Z,4159947443,141,66.4,4159947447,213,3.1,4160049527,144,1,4159947439,56,Back,4159947441,140,32.8,4159947445,212,28.5,,,,,,,au9595t3oo0zbzexhr01ts0h6,W. Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925579,19,1,1,1,25,ew2zirzye0sw1txr2m33nr25y,1,32.8,66.4,2023-04-03T00:06:36.921Z,2023-04-03T00:06:39Z,4159947479,141,49.9,4159947483,213,3.7,4159947481,212,21.5,4159947477,140,15.3,4159947475,56,Back,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925589,20,1,1,1,27,ew2zirzye0sw1txr2m33nr25y,1,15,53.1,2023-04-03T00:06:39.529Z,2023-04-03T00:06:44Z,4159947559,140,24.7,4159947563,212,14.6,4159947565,213,0.8,4159947557,56,Back,4159947561,141,68.5,,,,,,,,,,tovg87rxcrz5i06ubaq99nxm,E. De La Cerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925607,21,1,1,1,32,ew2zirzye0sw1txr2m33nr25y,1,28.8,60.8,2023-04-03T00:06:44.377Z,2023-04-03T00:06:49Z,4159947647,212,19.7,4159947643,140,28.1,4159947649,213,4.7,4159947641,56,Back,4159947645,141,31.9,,,,,,,,,,79z5vt08ga8prn33vi2a260kq,C. Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925621,22,1,1,1,37,ew2zirzye0sw1txr2m33nr25y,1,27.7,30.1,2023-04-03T00:06:48.945Z,2023-04-03T00:06:51Z,4159947707,56,Back,4159947713,212,20.2,4159947715,213,2.6,4159947711,141,46.6,4159947709,140,11.7,,,,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925641,23,1,1,1,39,ew2zirzye0sw1txr2m33nr25y,1,10,46.6,2023-04-03T00:06:51.785Z,2023-04-03T00:06:55Z,4159947791,56,Back,4159947799,212,19.9,4159947797,141,51.0,4159947793,140,28.7,4159947801,213,0.2,,,,,,,,,,tovg87rxcrz5i06ubaq99nxm,E. De La Cerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925667,24,1,1,1,43,ew2zirzye0sw1txr2m33nr25y,1,28.7,51,2023-04-03T00:06:54.977Z,2023-04-03T01:05:32Z,4159947915,140,29.4,4159947911,56,Back,4159947923,213,1.5,4159947921,212,29.6,4159947919,141,94.5,,,,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925685,25,1,1,1,47,ew2zirzye0sw1txr2m33nr25y,1,29.9,96.2,2023-04-03T00:06:58.833Z,2023-04-03T00:07:02Z,4159948029,213,4.5,4159948023,140,27.6,4159948027,212,13.9,4159948021,56,Back,4159948025,141,76.0,,,,,,,,,,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925735,26,1,1,1,51,ew2zirzye0sw1txr2m33nr25y,1,31.8,67,2023-04-03T00:07:02.865Z,2023-04-03T00:07:09Z,4159948237,56,Back,4159948245,213,4.6,4159948241,141,32.8,4159948239,140,29.8,4159948243,212,23.4,,,,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925747,27,1,1,1,57,ew2zirzye0sw1txr2m33nr25y,1,40.9,11,2023-04-03T00:07:09.185Z,2023-04-03T00:07:13Z,4159948345,141,21.8,4159948349,213,2.6,4159948341,56,Back,4159948347,212,14.3,4159948343,140,29.2,,,,,,,,,,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925767,28,1,1,2,1,ew2zirzye0sw1txr2m33nr25y,1,29.2,21.8,2023-04-03T00:07:13.329Z,2023-04-03T00:07:16Z,4159948465,213,5.8,4159948457,56,Back,4159948461,141,4.9,4159948463,212,23.3,4159948459,140,48.5,,,,,,,,,,641y4ji285n1knqul0flhzsyy,R. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925769,29,1,1,2,4,ew2zirzye0sw1txr2m33nr25y,0,48.5,4.9,2023-04-03T00:07:15.986Z,2023-04-03T00:07:16Z,4159948479,140,79.1,4159948481,141,55.8,4159948485,213,0.8,4159948475,155,,4159948483,212,47.2,4159948487,1,,4159948477,56,Center,,,,bl9rj1qcik8467w0w5i27hkru,I. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925785,15,12,1,2,5,5ou8b446l1sl8frblkz3xi17g,1,21.2,39.4,2023-04-03T00:07:17.064Z,2023-04-03T00:07:22Z,4159948605,141,9.3,4159948603,140,22.6,4159948607,212,20.5,4159948601,56,Back,4159948613,15,,4159948609,213,4.8,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925801,30,1,1,2,8,ew2zirzye0sw1txr2m33nr25y,1,78.9,86.8,2023-04-03T00:07:20.705Z,2023-04-03T00:07:23Z,4159948707,213,3.4,4159948701,140,70.5,4159948703,141,83.5,4159948705,212,9.1,4159948697,56,Left,,,,,,,,,,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925833,31,1,1,2,12,ew2zirzye0sw1txr2m33nr25y,0,72.9,83.3,2023-04-03T00:07:23.865Z,2023-04-03T00:07:27Z,4159948821,212,36.4,4159948819,141,36.0,4159948815,56,Center,4159948825,1,,4159948823,213,5.2,4159948817,140,89.2,4159948813,155,,,,,1bmbt6h6bsiimpzxt07cqwfvu,E. Blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925841,16,49,1,2,16,5ou8b446l1sl8frblkz3xi17g,1,5.3,73.7,2023-04-03T00:07:28.592Z,2023-04-03T00:07:28Z,,,,,,,,,,,,,,,,,,,,,,,,,6nejufbzmepf2iiqr0ttbu19l,T. Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925847,17,1,1,2,17,5ou8b446l1sl8frblkz3xi17g,0,4.8,73.9,2023-04-03T00:07:29.016Z,2023-04-03T00:07:30Z,4159948881,140,16.8,4159948887,213,0.4,4159948883,141,82.0,4159948879,56,Back,4159948885,212,13.8,,,,,,,,,,6nejufbzmepf2iiqr0ttbu19l,T. Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925871,32,49,1,2,22,ew2zirzye0sw1txr2m33nr25y,1,71.6,21,2023-04-03T00:07:33.801Z,2023-04-03T00:07:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925887,33,1,1,2,22,ew2zirzye0sw1txr2m33nr25y,1,91.4,18.9,2023-04-03T00:07:34.737Z,2023-04-03T00:07:36Z,4159949061,213,3.8,4159949053,56,Right,4159949057,141,12.9,4159949059,212,6.9,4159949055,140,86.1,,,,,,,,,,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925897,34,1,1,2,24,ew2zirzye0sw1txr2m33nr25y,1,84.6,9.1,2023-04-03T00:07:36.745Z,2023-04-03T00:07:39Z,4159949105,56,Right,4159949107,140,75.8,4159949113,213,3.0,4159949111,212,9.4,4159949109,141,11.4,,,,,,,,,,bl9rj1qcik8467w0w5i27hkru,I. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925931,35,1,1,2,27,ew2zirzye0sw1txr2m33nr25y,1,75.8,11.4,2023-04-03T00:07:39.121Z,2023-04-03T00:07:44Z,4159949249,56,Center,4159949257,213,2.5,4159949253,141,25.6,4159949251,140,62.5,4159949255,212,17.0,,,,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925945,36,1,1,2,32,ew2zirzye0sw1txr2m33nr25y,1,62.5,25.6,2023-04-03T00:07:44.129Z,2023-04-03T00:07:45Z,4159949325,212,19.2,4159949327,213,5.5,4159949323,141,5.8,4159949319,56,Right,4159949321,140,75.5,,,,,,,,,,641y4ji285n1knqul0flhzsyy,R. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925951,37,1,1,2,33,ew2zirzye0sw1txr2m33nr25y,0,75.5,5.8,2023-04-03T00:07:45.617Z,2023-04-03T00:07:46Z,4159949359,141,18.0,4159949363,213,0.3,4159949361,212,28.3,4159949357,140,100.0,4159949355,56,Right,,,,,,,,,,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
