id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2542933503,1,34,16,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-05-03T11:30:10.299Z,2023-05-03T11:48:16Z,4246730185,197,3515,4246730183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246730187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246730177,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4246730179,59,"26, 45, 31, 34, 32, 92, 99, 75, 38, 77, 72, 35, 36, 39, 51, 53, 80, 81, 83, 88",4246730175,30,"9q91h72hhbibgekbjb8vcdxey, 49iwtxrt13s34ib195mr98ewa, 7zr3gif60ntltgt3s5yi6qjca, 7ajceczjsu9ci4nqv9gg2860a, 9pdlqvcvxbblylawycpp2ywvd, d99eakp27bro9g50wpzti8rca, e5oov2tctv9yrbh5uldfyrey2, errrv56acc41z74f8kumo7qlm, 3wtx6mgbgjvf1zsi5j7m1yxas, 8khtu1w0lp1f5d5t4zmfxiei, chiwsyjdyk4sn4vxqu9mdr0x6, 5uwkzz79ayagkh2ukysvgolwp, 8q1x8z8d3c04jymsfc73o1qll, e1e506479mqo8j3geie6amuj8, lrkkhk8u32krmb0n4wtg1las, s9a51dj3nkad2e53b2jbgl5g, 5jal3zhkwodffivsq89wfd15g, b0xuwec3m6rvxwx7gygv34o6i, e2t6sxwsa5ll4zvsxh96512zu, 968mlew2amftejfuaptayz6c5",4246751349,194,9pdlqvcvxbblylawycpp2ywvd,4246730181,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542933543,1,34,16,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-05-03T11:30:23.648Z,2023-05-03T11:30:23Z,4246730427,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246730423,194,910fd7rfysvvfzp2s1ywna5pm,4246730425,197,15030,4246730413,30,"3us4v9maph23fe71alg2f2jh0, 17yf2rdrh0oshogxp00s61hqs, 4s56s6f9nw96wergw7ix5zp0q, 6ge4wgnjmai5596imt97hev6y, 910fd7rfysvvfzp2s1ywna5pm, 9tl3xo6tmq5b2eeil9e1p048a, en6q7ddrr22sz6knipkbqhyw9, 6xup3kf24zfblj7gnqvrm33f8, 632mpv8dpnxjm69f8ip1e4l5g, 2u05snfruohp5sqhdpy5vvlnu, 5jigl7kp5d2i5ws1602jm7n1m, 7o0levm21dq6815s3qziqqz2s, 28u7519fn9jefbdythjglxjis, 9gswafduy82n4o6f0uk0khhck, 7h6a0x05z2laewfq7spicxwd0, 2xzwo0dyces2yv02tv0avju38, brbc088u7sq9wh9d9gkonn5gq, 8hg6c5ehhaa37lwduf5977i3u, ba77cwode4mtessgby1mml6ju, 3n19adpuul1y4t86zwx91sjdg",4246730415,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4246730419,130,8,4246730417,59,"31, 43, 18, 44, 40, 51, 75, 98, 64, 25, 41, 47, 48, 59, 71, 73, 82, 88, 90, 99",4246730421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937471,2,32,1,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-05-03T11:49:37.856Z,2023-05-03T11:49:39Z,4246752879,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937465,3,32,1,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-05-03T11:49:37.856Z,2023-05-03T11:49:38Z,4246752849,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937475,4,1,1,0,0,dqx48fglv1l96cyrmjdod0xec,1,49.7,50.1,2023-05-03T11:49:37.956Z,2023-05-03T11:49:41Z,4246752891,140,32.0,4246752895,212,18.6,4246752893,141,48.3,4246752889,56,Back,4246752897,213,3.2,4246752899,279,S,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937491,5,1,1,0,3,dqx48fglv1l96cyrmjdod0xec,1,32.1,48.3,2023-05-03T11:49:41.004Z,2023-05-03T11:49:44Z,4246752965,155,,4246752969,140,71.5,4246752967,56,Center,4246752971,141,67.2,4246752977,1,,4246752973,212,43.3,4246752975,213,0.3,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937493,6,44,1,0,6,dqx48fglv1l96cyrmjdod0xec,1,67.6,67.5,2023-05-03T11:49:44.429Z,2023-05-03T11:49:45Z,4246752993,233,3,4246752983,286,,4246752981,56,Center,,,,,,,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937487,3,44,1,0,6,5icuo8utnztpsd9l03gdd68dl,0,32.4,32.5,2023-05-03T11:49:44.430Z,2023-05-03T11:49:46Z,4246753005,233,6,4246752957,56,Back,4246752959,285,,,,,,,,,,,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937507,7,1,1,0,7,dqx48fglv1l96cyrmjdod0xec,0,71.5,67.2,2023-05-03T11:49:44.892Z,2023-05-03T11:49:54Z,4246753075,141,96.7,4246753073,140,78.7,4246753079,213,1.2,4246753077,212,21.4,4246753071,56,Left,4246753067,3,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542937523,4,12,1,0,13,5icuo8utnztpsd9l03gdd68dl,1,17.8,2.3,2023-05-03T11:49:51.483Z,2023-05-03T11:49:52Z,4246753147,141,0.0,4246753149,212,1.8,4246753151,213,4.8,4246753143,56,Back,4246753145,140,18.0,4246753159,167,,,,,,,,49iwtxrt13s34ib195mr98ewa,E. Dobbelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
