id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2524983281,1,34,16,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-03-27T00:11:51.749Z,2023-03-27T01:03:19Z,4125746751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4125746757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4125746753,59,"22, 44, 32, 39, 84, 45, 98, 40, 66, 61, 77, 25, 33, 50, 67, 71, 88, 92, 99",4125806083,194,61ltuwhg1tynt0rp3yzvwqjqi,4125746759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125746755,130,8,4125802583,197,7718,4125746749,30,"6j38lv6xa3gnzzsn5x2i35rdh, xsmdbwtmmujivlqksjf1lk44, 8u3t462wnwgchtw59yg5sv9m2, a8ngovgs2qfu5udzb97kelg16, 8ino35etqepc55sdg5l4ziwa, 5iqzt8ebltozgs5zjwru4xx7u, vhjelesjaxtgjcgfv7yxp2lm, 1hm3vjfy31psodrvkm39ojp7u, 8opghgdvk9dv822u4qsqepdec, 61ltuwhg1tynt0rp3yzvwqjqi, 6fgw8jauxqn88fhh8vu32kqqy, 1nnd0b4qwlni7tqot2n2st4yy, 1yohdc0hkzkom8hlhw3rjfn8q, 539adbwl9juazyms5fxg235uy, i15xuf6lug0m5twd06n2pus4, 9ugdxlfzsgfpq5ir4kap4ww2y, c14b0rq8cneq393nv17ydbf2s, tvbjgz0zeq5irumgofxrko44, 3gzatxlefe9axcrqyllbtrzmc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524983605,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-03-27T00:13:24.842Z,2023-03-27T01:10:36Z,4125748385,130,8,4125748381,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125748379,30,"2m7xhno7xnktvmzwa6j7wlgfe, 8qqehla9xvhut6uua4a0zcju2, 4ecgnoxeou0m46yw8hwisbrx0, du287pgrexe4p29tti43grv56, dw8iyfupgsqkt8ogxssmtss4q, agw4ksz62ddb0q7h7lon4na0a, cfx7vo0kbjvcly2nf1b7papsk, 38z2cuwmbeanujqho9cqwozmy, 8iak9g0hidtul7s5b298x7wq2, 1v39pm9r5ela9fe63tlsq3tka, ew8oodr9hiuqve7xlz24xznfu, 7wsz05ayxgiiu9jldfourk4d0, f1oc42nax0yel4gblge49py7e, 2nu3jw4piu1qnqha0kdq8nzai, 1ss7pdaxmlk0sijax5brwpkyy, 1o5qnb5ktq4u6t11lj3fqntg, 5u5nybfj4jbz5w9a1eocjo2l0, 4wu5ystem7t4d7veep83j2qne, 7vv66amgi88if4oyk29agiln8, 1keonaeqvrkqhbw9sjaaxsff8",4125802727,197,15057,4125748389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125793087,194,2m7xhno7xnktvmzwa6j7wlgfe,4125748387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125748383,59,"26, 27, 31, 56, 34, 30, 47, 40, 14, 18, 39, 44, 45, 46, 48, 51, 52, 53, 58, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993939,2,32,1,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-03-27T01:05:14.147Z,2023-03-27T01:05:16Z,4125807565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993933,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-03-27T01:05:14.147Z,2023-04-01T11:46:18Z,4125807553,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993943,3,1,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,50.2,50,2023-03-27T01:05:14.247Z,2023-04-01T04:46:15Z,4125807595,213,2.9,4125807593,212,23.0,4125807597,279,S,4125807589,140,28.9,4125807587,56,Back,4125807591,141,58.2,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993961,4,1,1,0,3,iiolvosiuokkrl5iuoxcjo4p,0,33.5,56.6,2023-03-27T01:05:17.867Z,2023-03-27T01:55:31Z,4125807695,140,56.8,4125807693,56,Center,4125807697,141,25.6,4125807703,1,,4125807699,212,32.3,4125807701,213,5.6,4125861797,157,,,,,agw4ksz62ddb0q7h7lon4na0a,A. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993959,3,49,1,0,6,7fbej4xwoq4imaf5l39304m37,1,42.1,83.5,2023-03-27T01:05:20.965Z,2023-03-27T01:05:21Z,,,,,,,,,,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993983,4,3,1,0,13,7fbej4xwoq4imaf5l39304m37,0,80.7,90.3,2023-03-27T01:05:27.685Z,2023-04-01T04:47:07Z,4125807853,233,5,4125807823,56,Left,4151160197,465,,4125807825,286,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993985,5,7,1,0,13,iiolvosiuokkrl5iuoxcjo4p,0,19.3,9.7,2023-03-27T01:05:27.686Z,2023-04-01T04:47:04Z,4125807831,285,,4125807829,56,Back,4151160155,385,,4125807837,233,4,,,,,,,,,,,,,du287pgrexe4p29tti43grv56,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993991,5,1,1,0,14,7fbej4xwoq4imaf5l39304m37,0,81.6,94.1,2023-03-27T01:05:29.109Z,2023-03-27T01:05:30Z,4125807873,212,16.3,4125807869,140,75.4,4125807875,213,4.3,4125807871,141,72.1,4125807867,56,Center,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524993993,6,8,1,0,16,iiolvosiuokkrl5iuoxcjo4p,1,26.6,24.6,2023-03-27T01:05:30.376Z,2023-04-01T04:47:12Z,4151160285,384,,4125807877,56,Back,,,,,,,,,,,,,,,,,,,38z2cuwmbeanujqho9cqwozmy,R. Aguirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525004135,395,61,1,0,17,iiolvosiuokkrl5iuoxcjo4p,1,23,23.1,2023-03-27T01:05:31.147Z,2023-03-27T01:57:48Z,4125863393,56,Back,,,,,,,,,,,,,,,,,,,,,,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994023,7,3,1,0,19,7fbej4xwoq4imaf5l39304m37,0,82.6,76.2,2023-03-27T01:05:33.169Z,2023-04-01T04:47:20Z,4125808233,233,7,4125808003,286,,4125808001,56,Center,4151160421,465,,,,,,,,,,,,,,6fgw8jauxqn88fhh8vu32kqqy,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994003,7,7,1,0,19,iiolvosiuokkrl5iuoxcjo4p,0,17.4,23.8,2023-03-27T01:05:33.170Z,2023-04-01T04:47:24Z,4125808229,233,7,4151160475,385,,4125807911,285,,4125807909,56,Back,,,,,,,,,,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994009,6,45,1,0,20,7fbej4xwoq4imaf5l39304m37,0,84.1,79.8,2023-03-27T01:05:34.789Z,2023-03-27T01:06:26Z,4125807949,286,,4125807947,56,Left,4125807985,233,9,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994017,9,3,1,0,20,iiolvosiuokkrl5iuoxcjo4p,1,15.9,20.2,2023-03-27T01:05:34.789Z,2023-04-01T04:47:28Z,4125807975,285,,4151160529,465,,4125807973,56,Back,4125807977,233,6,,,,,,,,,,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994013,8,49,1,0,22,iiolvosiuokkrl5iuoxcjo4p,1,15.9,19.5,2023-03-27T01:05:36.148Z,2023-03-27T01:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994027,10,1,1,0,23,iiolvosiuokkrl5iuoxcjo4p,0,22.4,12.6,2023-03-27T01:05:37.677Z,2023-03-27T01:05:40Z,4125808035,140,58.0,4125808031,155,,4125808043,1,,4125808039,212,40.2,4125808041,213,0.4,4125808037,141,34.3,4125808033,56,Center,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994033,8,49,1,0,30,7fbej4xwoq4imaf5l39304m37,1,29.7,67.8,2023-03-27T01:05:44.581Z,2023-03-27T01:05:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994041,9,1,1,0,30,7fbej4xwoq4imaf5l39304m37,1,29.7,67.8,2023-03-27T01:05:44.585Z,2023-03-27T01:05:47Z,4125808127,213,1.2,4125808123,141,84.4,4125808121,140,34.3,4125808119,56,Back,4125808125,212,12.3,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994049,10,1,1,0,33,7fbej4xwoq4imaf5l39304m37,0,35,85,2023-03-27T01:05:47.381Z,2023-03-27T01:05:48Z,4125808165,141,100.0,4125808169,213,0.2,4125808163,140,75.6,4125808171,1,,4125808167,212,44.0,4125808161,56,Left,4125808159,155,,,,,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994051,11,5,1,0,34,7fbej4xwoq4imaf5l39304m37,0,75.6,101.2,2023-03-27T01:05:48.576Z,2023-03-27T01:05:59Z,4125808343,233,11,4125808173,56,Left,4125808177,347,,,,,,,,,,,,,,,,,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994077,11,5,1,0,34,iiolvosiuokkrl5iuoxcjo4p,1,24.4,-1.2,2023-03-27T01:05:48.576Z,2023-03-27T01:30:53Z,4125808337,347,,4125808339,233,11,4125808335,56,Back,,,,,,,,,,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994083,12,1,1,0,44,iiolvosiuokkrl5iuoxcjo4p,1,24.5,0,2023-03-27T01:05:58.830Z,2023-03-27T01:06:00Z,4125808383,213,2.3,4125808375,56,Back,4125808381,212,13.4,4125808373,107,,4125808377,140,16.2,4125808379,141,13.5,,,,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994089,13,1,1,0,46,iiolvosiuokkrl5iuoxcjo4p,1,16.7,15,2023-03-27T01:06:00.616Z,2023-03-27T01:06:03Z,4125808415,212,27.1,4125808409,56,Back,4125808413,141,50.3,4125808417,213,2.1,4125808411,140,4.8,,,,,,,,,,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994103,14,1,1,0,48,iiolvosiuokkrl5iuoxcjo4p,1,4.8,49.7,2023-03-27T01:06:02.961Z,2023-03-27T01:06:07Z,4125808519,212,17.7,4125808517,141,75.4,4125808513,56,Back,4125808521,213,1.4,4125808515,140,7.6,,,,,,,,,,2m7xhno7xnktvmzwa6j7wlgfe,A. Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994129,15,1,1,0,52,iiolvosiuokkrl5iuoxcjo4p,1,8,79.1,2023-03-27T01:06:07.102Z,2023-03-27T01:06:15Z,4125808679,141,77.9,4125808677,140,35.2,4125808681,212,28.6,4125808675,56,Back,4125808683,213,6.3,,,,,,,,,,agw4ksz62ddb0q7h7lon4na0a,A. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994131,16,4,1,0,58,iiolvosiuokkrl5iuoxcjo4p,1,35,64.5,2023-03-27T01:06:12.895Z,2023-04-01T04:50:16Z,4151162699,294,,4125808729,233,12,4125808691,152,,4125808699,286,,4125808687,13,,4125808689,56,Back,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994123,12,4,1,0,58,7fbej4xwoq4imaf5l39304m37,0,65,35.5,2023-03-27T01:06:12.896Z,2023-04-01T04:50:14Z,4125808637,56,Center,4125808735,233,16,4125808639,152,,4125808643,285,,4151162665,294,,4125808635,13,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994183,17,1,1,1,8,iiolvosiuokkrl5iuoxcjo4p,1,33,72.7,2023-03-27T01:06:22.662Z,2023-03-27T01:58:36Z,4125808951,213,4.7,4125808945,140,32.4,4125808949,212,28.2,4125808947,141,31.3,4125808943,56,Back,4125808941,152,,4125808939,5,,,,,4ecgnoxeou0m46yw8hwisbrx0,A. Markanich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994185,18,1,1,1,13,iiolvosiuokkrl5iuoxcjo4p,1,34.4,30,2023-03-27T01:06:27.529Z,2023-03-27T01:06:28Z,4125808965,140,35.0,4125808971,213,4.8,4125808967,141,7.7,4125808963,56,Back,4125808969,212,15.2,,,,,,,,,,du287pgrexe4p29tti43grv56,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994191,19,1,1,1,14,iiolvosiuokkrl5iuoxcjo4p,1,35,7.7,2023-03-27T01:06:28.759Z,2023-03-27T01:06:32Z,4125809039,140,24.0,4125809041,141,26.7,4125809037,56,Back,4125809047,213,2.3,4125809043,212,17.3,,,,,,,,,,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994201,20,1,1,1,18,iiolvosiuokkrl5iuoxcjo4p,1,24.9,29.5,2023-03-27T01:06:32.500Z,2023-03-27T01:06:36Z,4125809085,141,68.1,4125809081,56,Back,4125809087,212,26.3,4125809083,140,23.8,4125809089,213,1.6,,,,,,,,,,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994203,21,1,1,1,22,iiolvosiuokkrl5iuoxcjo4p,1,28.4,74.8,2023-03-27T01:06:36.426Z,2023-03-27T01:06:39Z,4125809105,212,27.8,4125809101,140,27.2,4125809099,56,Back,4125809107,213,4.7,4125809103,141,33.9,,,,,,,,,,agw4ksz62ddb0q7h7lon4na0a,A. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994217,22,1,1,1,25,iiolvosiuokkrl5iuoxcjo4p,1,30.6,30.6,2023-03-27T01:06:39.362Z,2023-03-27T01:06:46Z,4125809191,213,6.2,4125809185,140,60.5,4125809187,141,28.9,4125809183,56,Center,4125809189,212,31.4,,,,,,,,,,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994223,24,50,1,1,29,iiolvosiuokkrl5iuoxcjo4p,1,62.2,24.3,2023-03-27T01:06:44.019Z,2023-03-27T01:59:07Z,4125809203,56,Center,4125809205,286,,4125809215,233,13,,,,,,,,,,,,,,,,1v39pm9r5ela9fe63tlsq3tka,O. Larraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994211,13,7,1,1,29,7fbej4xwoq4imaf5l39304m37,1,37.8,75.7,2023-03-27T01:06:44.020Z,2023-04-01T04:50:48Z,4125809169,285,,4151162963,384,,4125809167,56,Back,4125809211,233,24,,,,,,,,,,,,,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994213,14,49,1,1,31,7fbej4xwoq4imaf5l39304m37,1,52.2,96.2,2023-03-27T01:06:46.004Z,2023-03-27T01:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
