id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2524994221,23,43,1,1,32,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-03-27T01:06:46.567Z,2023-03-27T01:06:49Z,4125809239,144,44,4125809201,286,0,4125809199,56,Center,,,,,,,,,,,,,,,,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994229,15,50,1,1,32,7fbej4xwoq4imaf5l39304m37,1,56.8,97.4,2023-03-27T01:06:47.052Z,2023-04-01T04:53:13Z,4125809245,56,Left,4125809247,286,,4125809319,233,25,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994245,25,7,1,1,32,iiolvosiuokkrl5iuoxcjo4p,0,43.2,2.6,2023-03-27T01:06:47.053Z,2023-04-01T11:50:53Z,4125809311,285,,4151163255,385,,4125809309,56,Back,4125809313,233,15,,,,,,,,,,,,,1v39pm9r5ela9fe63tlsq3tka,O. Larraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526265581,739,61,1,1,34,7fbej4xwoq4imaf5l39304m37,1,57.6,96.8,2023-03-27T01:06:48.456Z,2023-04-01T04:53:17Z,4151163883,56,Left,,,,,,,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526265591,752,61,1,1,34,iiolvosiuokkrl5iuoxcjo4p,0,42.4,3.2,2023-03-27T01:06:48.606Z,2023-04-01T04:53:06Z,4151163943,56,Back,,,,,,,,,,,,,,,,,,,,,,1v39pm9r5ela9fe63tlsq3tka,O. Larraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994233,16,5,1,1,36,7fbej4xwoq4imaf5l39304m37,1,56,102,2023-03-27T01:06:50.933Z,2023-03-27T01:22:49Z,4125828703,233,151,4125809263,347,,4125809261,56,Left,,,,,,,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524997367,151,5,1,1,36,iiolvosiuokkrl5iuoxcjo4p,0,44,-2,2023-03-27T01:06:50.933Z,2023-03-27T01:30:53Z,4125828619,56,Back,4125828707,233,16,4125828621,347,,,,,,,,,,,,,,,,,agw4ksz62ddb0q7h7lon4na0a,A. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994257,17,1,1,1,37,7fbej4xwoq4imaf5l39304m37,1,56.5,100,2023-03-27T01:06:51.540Z,2023-03-27T01:06:58Z,4125809381,141,95.1,4125809383,212,15.9,4125809375,107,,4125809379,140,42.0,4125809385,213,3.4,4125809377,56,Back,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994261,18,1,1,1,44,7fbej4xwoq4imaf5l39304m37,1,42.8,94.8,2023-03-27T01:06:58.740Z,2023-03-27T01:07:00Z,4125809411,56,Back,4125809417,212,24.9,4125809413,140,27.1,4125809419,213,4.0,4125809415,141,67.3,,,,,,,,,,1hm3vjfy31psodrvkm39ojp7u,E. Mauriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994269,19,1,1,1,46,7fbej4xwoq4imaf5l39304m37,1,27.1,67.3,2023-03-27T01:07:00.164Z,2023-03-27T01:07:03Z,4125809451,56,Back,4125809457,212,22.6,4125809453,140,31.7,4125809459,213,4.9,4125809455,141,34.8,,,,,,,,,,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994283,20,1,1,1,49,7fbej4xwoq4imaf5l39304m37,1,32.3,33.9,2023-03-27T01:07:03.460Z,2023-03-27T01:07:08Z,4125809553,213,5.1,4125809545,56,Back,4125809551,212,18.6,4125809547,140,38.8,4125809549,141,8.5,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994289,21,1,1,1,54,7fbej4xwoq4imaf5l39304m37,1,34.5,12.8,2023-03-27T01:07:08.468Z,2023-03-27T01:07:10Z,4125809601,141,20.7,4125809603,212,10.8,4125809605,213,2.6,4125809597,56,Back,4125809599,140,25.6,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994293,22,1,1,1,56,7fbej4xwoq4imaf5l39304m37,1,25.6,20.7,2023-03-27T01:07:10.404Z,2023-03-27T01:07:12Z,4125809629,140,27.2,4125809627,56,Back,4125809631,141,8.9,4125809633,212,8.2,4125809635,213,4.9,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994299,23,3,1,1,58,7fbej4xwoq4imaf5l39304m37,1,25.4,10.7,2023-03-27T01:07:12.420Z,2023-04-01T04:53:42Z,4125809661,233,26,4125809657,56,Back,4125809659,285,,4151164413,464,,,,,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994295,26,45,1,1,58,iiolvosiuokkrl5iuoxcjo4p,0,74.6,89.3,2023-03-27T01:07:12.420Z,2023-03-27T01:07:14Z,4125809643,56,Left,4125809671,233,23,4125809645,286,,,,,,,,,,,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994305,24,1,1,1,59,7fbej4xwoq4imaf5l39304m37,1,18.3,8.5,2023-03-27T01:07:14.132Z,2023-03-27T01:07:15Z,4125809705,212,12.3,4125809699,56,Back,4125809707,213,2.3,4125809703,141,22.5,4125809701,140,10.9,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994311,25,1,1,2,1,7fbej4xwoq4imaf5l39304m37,1,10.5,23,2023-03-27T01:07:15.604Z,2023-04-01T04:53:52Z,4125809733,140,21.1,4125809737,212,14.2,4125809739,213,5.6,4125809731,56,Back,4151164477,155,,4125809735,141,10.0,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994317,26,1,1,2,4,7fbej4xwoq4imaf5l39304m37,1,25.2,12.6,2023-03-27T01:07:18.451Z,2023-03-27T01:07:20Z,4125809765,140,19.5,4125809769,212,6.3,4125809767,141,9.5,4125809771,213,3.5,4125809763,56,Back,,,,,,,,,,vhjelesjaxtgjcgfv7yxp2lm,S. Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994319,27,1,1,2,5,7fbej4xwoq4imaf5l39304m37,1,18.9,7.6,2023-03-27T01:07:19.908Z,2023-03-27T01:07:21Z,4125809781,140,27.2,4125809785,212,9.1,4125809779,56,Back,4125809787,213,6.0,4125809783,141,4.0,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524994329,28,1,1,2,7,7fbej4xwoq4imaf5l39304m37,1,25.7,4.7,2023-03-27T01:07:21.156Z,2023-03-27T01:07:24Z,4125809811,56,Back,4125809819,213,0.9,4125809813,140,28.8,4125809817,212,5.4,4125809815,141,11.0,,,,,,,,,,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
