id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2541978939,1,34,16,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-30T21:44:45.891Z,2023-05-01T00:11:24Z,4242048967,194,9imj5ig0i01uljnd3gd2cz1m,4241644927,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241644923,59,"1, 5, 13, 41, 76, 4, 7, 21, 44, 18, 10, 11, 16, 24, 31, 32, 42, 43, 46, 50",4241644921,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241644925,130,8,4242048969,197,15044,4241644929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241644919,30,"e81zc97bmfjgwo978gplrx46i, 1d43ue54zl1o9rvnwz5zfotm, 3acyax22zfwdjw0cpgg4x7dre, aa4ut2fmswha43fxnrxp1obo4, e4vvdd1cn5ezrocpequewmwic, 9imj5ig0i01uljnd3gd2cz1m, eehmjxbl4xwc3mz1geibnszkk, 6oia90bi52zwmgdlvcvfnj1pm, 22p6n3oird085u2kbkiqp4pg, 4uuq2zuhmlbg7kh85v5l8723u, dgrqyrhb6nyp5primfoltapuy, azzpjrq2pndxuz0waw25p7r6y, 541ve7ua98ybp4nq29c4i6l4a, 9ec4ump12btlgb7tkc3sqwfvu, 8qgdg40qe62yreujy7rueil0p, 8wph21b781hbbm11te701mhd6, 1p5u02noafhj6r31hj50stn2s, en1t9w6orptzi3v7odnawg8b8, be85jzbz3ihrpyt6jvjs56oes, bur7vfbr7hite02kh9k86smc4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542014479,1,34,16,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-04-30T22:48:10.378Z,2023-05-01T00:00:18Z,4241840917,59,"22, 44, 28, 40, 84, 60, 39, 25, 67, 98, 88, 31, 33, 36, 45, 61, 66, 70, 82, 99",4241840921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241840923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4242048913,197,12783,4242048911,194,8ino35etqepc55sdg5l4ziwa,4241840913,30,"6j38lv6xa3gnzzsn5x2i35rdh, xsmdbwtmmujivlqksjf1lk44, 9qhpi9y9iujvkbocafhgrj04q, 1hm3vjfy31psodrvkm39ojp7u, 8ino35etqepc55sdg5l4ziwa, 4fqr9a7gpcgh9z2kzp7ly5oq2, a8ngovgs2qfu5udzb97kelg16, 1nnd0b4qwlni7tqot2n2st4yy, i15xuf6lug0m5twd06n2pus4, vhjelesjaxtgjcgfv7yxp2lm, c14b0rq8cneq393nv17ydbf2s, bhhdcubw5vyxzf0lc1fcfftka, 1yohdc0hkzkom8hlhw3rjfn8q, 3119qoo7rm8jic39r3solyolw, 5iqzt8ebltozgs5zjwru4xx7u, 61ltuwhg1tynt0rp3yzvwqjqi, 8opghgdvk9dv822u4qsqepdec, 93961wszqaocy96z45j4a232s, 4cfvnypovkt900sfxmdhvxtec, 3gzatxlefe9axcrqyllbtrzmc",4241840915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241840919,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542054915,2,32,1,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-05-01T00:05:21.052Z,2023-05-01T00:05:21Z,4242058215,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542054919,2,32,1,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-05-01T00:05:21.052Z,2023-05-07T10:26:00Z,4242058237,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542054931,3,1,1,0,0,7pmw399vh2v44cjle4fkklp1w,1,50.1,49.9,2023-05-01T00:05:21.152Z,2023-05-01T00:13:59Z,4242058307,213,3.3,4242058309,279,S,4242058301,140,27.0,4242058305,212,24.4,4242058303,141,46.0,4242058299,56,Back,,,,,,,22p6n3oird085u2kbkiqp4pg,E. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542054961,4,1,1,0,3,7pmw399vh2v44cjle4fkklp1w,0,27.1,45.8,2023-05-01T00:05:24.106Z,2023-05-01T00:05:27Z,4242058447,56,Center,4242058451,141,68.5,4242058453,212,52.8,4242058455,213,0.3,4242058457,1,,4242058445,155,,4242058449,140,75.2,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055003,3,1,1,0,6,7fbej4xwoq4imaf5l39304m37,1,27.6,35.2,2023-05-01T00:05:27.782Z,2023-05-01T00:05:31Z,4242058589,141,6.4,4242058585,56,Back,4242058583,3,,4242058587,140,46.7,4242058591,212,28.0,4242058593,213,5.5,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055005,4,49,1,0,10,7fbej4xwoq4imaf5l39304m37,1,58.8,6.2,2023-05-01T00:05:31.733Z,2023-05-01T00:07:03Z,,,,,,,,,,,,,,,,,,,,,,,,,vhjelesjaxtgjcgfv7yxp2lm,S. Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055013,5,3,1,0,11,7fbej4xwoq4imaf5l39304m37,1,63,4.8,2023-05-01T00:05:32.749Z,2023-05-07T10:26:32Z,4242058635,56,Right,4242058655,233,5,4257838493,465,,4242058637,286,,,,,,,,,,,,,,vhjelesjaxtgjcgfv7yxp2lm,S. Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055019,5,45,1,0,11,7pmw399vh2v44cjle4fkklp1w,0,37,95.2,2023-05-01T00:05:32.749Z,2023-05-07T10:26:30Z,4242058659,233,5,4242058653,285,,4242058651,56,Back,,,,,,,,,,,,,,,,6oia90bi52zwmgdlvcvfnj1pm,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055059,6,1,1,0,14,7fbej4xwoq4imaf5l39304m37,1,74.4,4.3,2023-05-01T00:05:35.988Z,2023-05-07T10:26:40Z,4242058917,213,1.4,4242058913,141,92.0,4242058911,140,82.5,4242058915,212,60.2,4242058909,56,Left,4242058907,155,,4257838787,196,,4242058919,1,,vhjelesjaxtgjcgfv7yxp2lm,S. Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055081,7,1,1,0,21,7fbej4xwoq4imaf5l39304m37,1,81.6,92.9,2023-05-01T00:05:42.547Z,2023-05-01T00:05:45Z,4242059027,141,83.8,4242059023,56,Left,4242059025,140,91.5,4242059031,213,5.7,4242059029,212,12.1,,,,,,,,,,c14b0rq8cneq393nv17ydbf2s,A. Draper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055095,8,1,1,0,24,7fbej4xwoq4imaf5l39304m37,1,92.7,84.5,2023-05-01T00:05:45.843Z,2023-05-01T00:05:48Z,4242059107,213,3.5,4242059099,56,Left,4242059105,212,8.6,4242059103,141,79.6,4242059101,140,85.1,,,,,,,,,,1nnd0b4qwlni7tqot2n2st4yy,O. Cisneros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055097,9,61,1,0,25,7fbej4xwoq4imaf5l39304m37,0,85,74.1,2023-05-01T00:05:46.941Z,2023-05-07T10:27:35Z,4242059111,56,Center,,,,,,,,,,,,,,,,,,,,,,c14b0rq8cneq393nv17ydbf2s,A. Draper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545010091,772,49,1,0,26,7pmw399vh2v44cjle4fkklp1w,1,16.1,36.3,2023-05-01T00:05:47.863Z,2023-05-07T10:27:32Z,,,,,,,,,,,,,,,,,,,,,,,,,aa4ut2fmswha43fxnrxp1obo4,S. Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055109,6,1,1,0,27,7pmw399vh2v44cjle4fkklp1w,0,19.2,31.9,2023-05-01T00:05:48.505Z,2023-05-07T10:46:36Z,4242059169,141,30.9,4257840613,236,,4257840615,286,,4242059163,157,,4242059165,56,Back,4257902973,233,10,4242059171,212,3.6,4242059173,213,6.1,aa4ut2fmswha43fxnrxp1obo4,S. Rodriguez,4242059175,1,4242059167,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055121,10,74,1,0,27,7fbej4xwoq4imaf5l39304m37,1,79.1,70.7,2023-05-01T00:05:48.506Z,2023-05-07T10:46:36Z,4257902977,233,6,4242059235,56,Center,4257840519,285,,,,,,,,,,,,,,,,,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011189,874,49,1,0,29,7fbej4xwoq4imaf5l39304m37,1,69.7,80.4,2023-05-01T00:05:50.766Z,2023-05-07T10:29:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4fqr9a7gpcgh9z2kzp7ly5oq2,M. Abualnadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545011285,875,1,1,0,29,7fbej4xwoq4imaf5l39304m37,1,69.7,80.4,2023-05-01T00:05:50.866Z,2023-05-07T10:29:38Z,4257847463,212,7.6,4257847465,213,1.8,4257847461,141,91.3,4257847457,56,Left,4257847459,140,67.9,,,,,,,,,,4fqr9a7gpcgh9z2kzp7ly5oq2,M. Abualnadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055179,12,1,1,0,32,7fbej4xwoq4imaf5l39304m37,1,61.4,91.7,2023-05-01T00:05:53.308Z,2023-05-07T10:29:46Z,4242059449,140,52.0,4242059455,213,3.8,4242059453,212,12.4,4242059451,141,80.6,4242059447,56,Left,,,,,,,,,,9qhpi9y9iujvkbocafhgrj04q,C. Duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055149,11,43,1,0,37,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-05-01T00:05:58.084Z,2023-05-07T10:29:40Z,4257847739,144,49,,,,,,,,,,,,,,,,,,,,,,9qhpi9y9iujvkbocafhgrj04q,C. Duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055201,13,1,1,0,41,7fbej4xwoq4imaf5l39304m37,1,46.7,69.6,2023-05-01T00:06:02.692Z,2023-05-01T00:06:05Z,4242059519,212,24.8,4242059517,141,37.6,4242059513,56,Back,4242059515,140,35.3,4242059521,213,4.2,,,,,,,,,,4fqr9a7gpcgh9z2kzp7ly5oq2,M. Abualnadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055209,14,1,1,0,44,7fbej4xwoq4imaf5l39304m37,1,32.7,31.6,2023-05-01T00:06:05.316Z,2023-05-01T00:06:06Z,4242059561,141,14.9,4242059565,213,5.2,4242059563,212,13.1,4242059557,56,Back,4242059559,140,39.0,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
