id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value,qualifier/16/value
2524965909,1,34,16,0,0,5b4ccd62yeeqdl2qk6jzsmjv8,1,0,0,2023-03-26T22:26:52.991Z,2023-03-26T23:06:59Z,4125655437,130,17,4125655431,30,"ab8jzmb5h0lh7mt66h3zgm5ex, bvmdxx61yedgrgfw586y8dgr8, el1gdq22vbeehgdzuk5y680h6, 3himlx5p92sefg23ni41t07bo, b6t0f1g03ixymivs4fbaiewic, 3apux7dih2628a7b7q0dt6bu2, 8warl67c0id3dorr48mn7h82c, 8pqvmz8g1yhe7hqqc1d68c4mi, dgosg1mymhuajg0rz2ts6alpm, 6eqvj5hboqw5c21ofhsgo4p9l, c7i11l9181wd0o5m0t33melm, rslza322led8pkmn6b39f696, 55w231qjd1woe2naxtfaop4dm, 9ch7zgxlcjiio0xbo2hhl2yvo, 33a69m1zaamzxjr6tsb8p3578, 1yfog5umcqln9ysg5sxje7rsa, dyv4gls8evw1fkei1zofev21g, cg3xa5zbx2xz5qi5m1bbso4r8",4125655439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4125677381,197,14907,4125655435,59,"32, 17, 3, 57, 5, 26, 51, 8, 18, 22, 11, 6, 7, 9, 49, 50, 52, 55",4125671799,194,6eqvj5hboqw5c21ofhsgo4p9l,4125655433,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4125655441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524967351,1,34,16,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-03-26T22:39:03.753Z,2023-03-26T23:03:24Z,4125664309,30,"8nw8gd0fkp3a3g0sivl7cu63u, 7pdl6jqfaq1x1trdi5k30wsus, 7zkzjmk1go1u2vi5qkqlmezu, 1pic8r417eldupxmh7nobfkve, 8h2z8e9plnkfdchzblcq9d016, abrdu87vmuqj50ebgalr3c7op, dug5046izrlh3owqk26hnvdre, cmzykwa5y30iswcjdurx7jfxm, 1nh4q19wfaedlpp1vnfuny9zo, 1diaoqi51gzx23j4d5f8xc8b8, nhhmltlm3ayn7vqmp6etck5w, 3o4uxnvpnf3cwjs3srwegxp90, 92np3jwhxchmtfeov82ehe13o, o3gftw0hatp1r62ynjmlaaui, 3gaoqrkf73134kvk2a023coa1, 4akvdujqbywk628gok9xbh2j8, exx5i2dd45ucmqejerap8zlzo, e23u0x31okggroh6dkoqx5fdg, 5u3ohty1lsm0fn2ltez4g7o5w, 65i99hvdf67qsszz00c9u0jro",4125664317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125664311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125664319,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125679075,197,3126,4125664315,130,8,4125679073,194,abrdu87vmuqj50ebgalr3c7op,4125664313,59,"40, 88, 2, 16, 3, 98, 19, 5, 90, 77, 24, 30, 42, 46, 47, 97, 80, 89, 91, 92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970441,2,32,1,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-03-26T23:05:30.319Z,2023-03-27T06:33:02Z,4125680483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970437,2,32,1,0,0,5b4ccd62yeeqdl2qk6jzsmjv8,1,0,0,2023-03-26T23:05:30.319Z,2023-03-26T23:05:30Z,4125680477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970447,3,1,1,0,0,5b4ccd62yeeqdl2qk6jzsmjv8,1,49.8,49.4,2023-03-26T23:05:30.419Z,2023-03-27T06:43:44Z,4125680529,279,S,4125680521,140,44.0,4125680527,213,2.4,4125680523,141,57.6,4125680525,212,8.3,4125680519,56,Back,,,,,,,c7i11l9181wd0o5m0t33melm,C. Gannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970451,4,1,1,0,1,5b4ccd62yeeqdl2qk6jzsmjv8,1,43.7,57.6,2023-03-26T23:05:31.939Z,2023-03-27T06:44:53Z,4125680545,213,4.7,4125680541,141,44.7,4125680543,212,8.8,4125680539,140,43.4,4125680537,56,Back,,,,,,,,,,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970455,5,1,1,0,2,5b4ccd62yeeqdl2qk6jzsmjv8,1,45.2,45,2023-03-26T23:05:32.579Z,2023-03-27T06:44:53Z,4125680551,140,64.1,4125680557,213,6.0,4125680553,141,37.5,4125680549,56,Center,4125680555,212,20.5,,,,,,,,,,8warl67c0id3dorr48mn7h82c,G. De Libera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525030677,832,1,1,0,3,5b4ccd62yeeqdl2qk6jzsmjv8,1,58.6,33.4,2023-03-26T23:05:33.593Z,2023-03-27T06:44:54Z,4127781237,141,36.3,4127781243,212,12.4,4127781247,213,0.2,4127781233,56,Center,4127781235,140,70.3,,,,,,,,,,dgosg1mymhuajg0rz2ts6alpm,G. Rayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970457,6,61,1,0,3,5b4ccd62yeeqdl2qk6jzsmjv8,0,63.5,41.7,2023-03-26T23:05:33.658Z,2023-03-27T06:44:56Z,4125680561,56,Center,,,,,,,,,,,,,,,,,,,,,,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524970453,3,49,1,0,4,4g68p0t2f5jzhzfr67i2rj1ex,1,25.9,73.2,2023-03-26T23:05:35.140Z,2023-03-26T23:05:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7zkzjmk1go1u2vi5qkqlmezu,J. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
