id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId
2527798733,1,34,16,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-04-02T18:57:56.456Z,2023-04-02T20:07:25Z,4159248791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4159248799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159248789,30,"3gzatxlefe9axcrqyllbtrzmc, xsmdbwtmmujivlqksjf1lk44, 9qhpi9y9iujvkbocafhgrj04q, 7fow2xwajxenikljzfaixqkbu, 4cfvnypovkt900sfxmdhvxtec, 5iqzt8ebltozgs5zjwru4xx7u, vhjelesjaxtgjcgfv7yxp2lm, 1nnd0b4qwlni7tqot2n2st4yy, 8opghgdvk9dv822u4qsqepdec, 61ltuwhg1tynt0rp3yzvwqjqi, 6fgw8jauxqn88fhh8vu32kqqy, c6p1v59ji8ve7dggpjrg3h4wk, bhhdcubw5vyxzf0lc1fcfftka, a8ngovgs2qfu5udzb97kelg16, 1hm3vjfy31psodrvkm39ojp7u, 4fqr9a7gpcgh9z2kzp7ly5oq2, i15xuf6lug0m5twd06n2pus4, 9cxrlsamp8294ore2mgqpxkb8, 8ino35etqepc55sdg5l4ziwa, c14b0rq8cneq393nv17ydbf2s",4159248795,130,7,4159440743,197,3127,4159440741,194,61ltuwhg1tynt0rp3yzvwqjqi,4159248793,59,"99, 44, 28, 17, 82, 45, 98, 25, 66, 61, 77, 30, 31, 39, 40, 60, 67, 76, 84, 88",4159248797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527800539,1,34,16,0,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-02T19:01:54.180Z,2023-04-02T20:11:44Z,4159479215,197,18756,4159258381,59,"12, 22, 26, 21, 4, 5, 10, 24, 28, 7, 14, 1, 2, 9, 15, 19, 23, 35, 77",4159258377,30,"a3k4grlhkn63p3xfb2rzslkdm, 6pqyqf9v6g60ci7jjggalqsq1, 457wpw6s1esrs616paqzo355, e6gr1t1rp2x7waywgzlrj8yqx, 5h73r4bv42whxsvnlq89b89re, d0riqrsz7ojwb9m94rbvx7r6y, 3sm6srzig957fdn96ta68nmne, 6jsu34146kbtoeco3ue1a7ok4, 42wy8249nwozwzl13jqewtn56, elvrjpt1jlko4henaqvfid7o4, 22lsn0v0bw7fd9cu6mft0j1ii, 9ddxuhle7n4xyozin0wrhatih, 8ly83pm2mbtz4u7jwsv0o96qy, 4521gkm1oemvrfsgksz7b6zxm, 7nxqbiq6fics5w3qnwhz249as, 3cbmr8hg3kszw5wl04p3ol27e, 2yxzh220ndd4s4wqditruo0h6, 35ds2xu43z6jccyhlr8jsomzu, 1yx6uyxuxgse5bypoqytqjotm",4159258385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4159444173,194,6pqyqf9v6g60ci7jjggalqsq1,4159258383,130,8,4159258387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159258379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836203,2,32,1,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-04-02T20:05:19.555Z,2023-04-02T20:05:22Z,4159456147,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836225,2,32,1,0,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-02T20:05:19.555Z,2023-04-02T20:05:20Z,4159456287,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836335,3,1,1,0,1,7fbej4xwoq4imaf5l39304m37,1,49.9,50,2023-04-02T20:05:20.568Z,2023-04-02T20:05:34Z,4159456767,141,60.7,4159456763,56,Back,4159456765,140,38.3,4159456773,213,2.6,4159456769,212,14.2,,,,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836373,4,1,1,0,3,7fbej4xwoq4imaf5l39304m37,1,32.7,60.7,2023-04-02T20:05:22.673Z,2023-04-02T20:05:26Z,4159456989,212,16.2,4159456985,140,23.8,4159456991,213,4.1,4159456983,56,Back,4159456987,141,41.2,,,,,,,,,,7fow2xwajxenikljzfaixqkbu,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836381,5,1,1,0,8,7fbej4xwoq4imaf5l39304m37,0,27.7,41.9,2023-04-02T20:05:27.729Z,2023-04-02T20:05:30Z,4159457053,56,Back,4159457057,141,88.8,4159457059,212,37.1,4159457055,140,45.8,4159457061,213,1.0,4159457063,1,,,,,,,,4cfvnypovkt900sfxmdhvxtec,C. Rindov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836387,3,8,1,0,10,d0c07im4a6oj8qa7f1zlt3pqs,1,57.6,9.7,2023-04-02T20:05:30.428Z,2023-04-02T20:55:35Z,4159457085,56,Right,,,,,,,,,,,,,,,,,,,,,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836429,4,5,1,0,11,d0c07im4a6oj8qa7f1zlt3pqs,0,59.4,-1.4,2023-04-02T20:05:30.825Z,2023-04-02T20:10:58Z,4159457297,56,Right,4159457299,347,,4159457327,233,6,,,,,,,,,,,,,,,,elvrjpt1jlko4henaqvfid7o4,M. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527836401,6,5,1,0,11,7fbej4xwoq4imaf5l39304m37,1,40.6,101.4,2023-04-02T20:05:30.825Z,2023-04-02T20:05:36Z,4159457157,56,Back,4159457323,233,4,4159457159,347,,,,,,,,,,,,,,,,,4cfvnypovkt900sfxmdhvxtec,C. Rindov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
