id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value
2531401337,1,34,16,0,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-09T23:09:28.425Z,2023-04-10T00:15:47Z,4178390181,59,"41, 47, 52, 45, 28, 51, 56, 43, 73, 53, 54, 38, 48, 59, 60, 61, 64, 65, 66, 80",4178390179,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4178499943,197,18839,4178390185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178390187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178390183,130,8,4178390177,30,"2mmciwk6gllcf11plcch710yc, 2vq2t4ttpcwey95jzofd60qy2, 561nh7xvxljfxm1z0n8wsik4q, 37zynr7fwzqg4c9w5ydefywyy, e7q60ne93c6289xwnt9zj65wq, e23yyl43xtcve09dx234uuj8, 5iy3sz4b3mokizd2qlcskl5d6, 91kiw0xa00btt5v54ywplywkq, 1kl9112b8rcbr3k1s5hs353x0, okf3cwwp4y2zzqt67yfa5mac, ei9pb5zfqe7ujhtxk8xeqwutw, amcmxrycu0kldox7qdohow2ui, al111zqt4j4b3yg8064d9cep6, bcjmld4rqlwl3559iylg2iwb8, 7daffq7yhd9nfyisa544glzbo, 7m47952qgapipg3vdf9dannro, 51vt3fm98sj2g3xn0k2ira0wk, 66zmbqbya1p4k1uh2qd171pii, 1tln4ic02q7gakyi104b0o9ka, 5ulleaqcmfi9o2i95comr8phw",4178499941,194,91kiw0xa00btt5v54ywplywkq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531405293,1,34,16,0,0,1pc6sx2h4rp113ldkbp5d2xas,1,0,0,2023-04-09T23:19:53.214Z,2023-04-10T00:12:47Z,4178412083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178412077,59,"99, 54, 22, 43, 37, 44, 32, 34, 16, 42, 46, 29, 30, 36, 61, 65, 67, 70, 89",4178412073,30,"4tengy9p53kcukevpi8s54wh6, e6421uwkpqgrisajhpz6peuei, 2tgt5sjb27wy99ijttspj6r6c, a4staqjshva5lhcr0dw744nze, 1795jw1oc3pkthyq0kqexh65m, e6ak5mywni8n46ntxsofiabdg, 69h930ebovyl7rut5dz4r2iok, 81z7n0qyr2tlkidxphoxqzkve, 2mhvgtcem9qn2yzobtkqiegpg, doagfuj1uzz4b9q7j7ptznp5g, 6ezxm4g8dffkwm6og9u0tvh90, 45b72f8szmqnv8tz06j7mj1wq, dgg9cpgyinyhfzqmo5jou89yi, cgix7qnp4e1ucijtkh4prwkx5, 40n40bo61gq12dtgpcy2ifims, 8hftsf1ff8839jdbe3e6lmm1g, iu61re9bbusv2w7fu7w6505w, 8pg5wiwxujx3hnir5wie9xgfe, 4ffuwlda1w22muyvfobp5nrx0",4178499927,194,doagfuj1uzz4b9q7j7ptznp5g,4178412081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4178412079,130,4,4178499929,197,15045,4178412075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422355,2,32,1,0,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-10T00:08:06.218Z,2023-04-10T00:08:06Z,4178502213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422361,2,32,1,0,0,1pc6sx2h4rp113ldkbp5d2xas,1,0,0,2023-04-10T00:08:06.218Z,2023-04-10T00:08:09Z,4178502225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422363,3,1,1,0,0,1pc6sx2h4rp113ldkbp5d2xas,1,50,50.1,2023-04-10T00:08:06.582Z,2023-04-10T01:05:02Z,4178502239,213,3.1,4178502231,56,Back,4178502235,141,50.9,4178502233,140,38.0,4178502237,212,12.6,4178502241,279,S,,,,,,,2mhvgtcem9qn2yzobtkqiegpg,T. Oluwaseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422415,4,1,1,0,5,1pc6sx2h4rp113ldkbp5d2xas,0,27.9,35.2,2023-04-10T00:08:11.902Z,2023-04-10T00:08:15Z,4178502491,213,0.1,4178502483,56,Center,4178502487,141,39.4,4178502485,140,81.0,4178502493,1,,4178502489,212,55.8,4178502481,155,,,,,1795jw1oc3pkthyq0kqexh65m,B. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422429,3,8,1,0,9,8ijkk62897so5r3bq0wgwx4bu,1,21.3,62,2023-04-10T00:08:16.013Z,2023-04-10T00:08:16Z,4178502541,56,Back,4178502549,15,,,,,,,,,,,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422447,5,1,1,0,11,1pc6sx2h4rp113ldkbp5d2xas,1,80.3,39.2,2023-04-10T00:08:17.854Z,2023-04-10T00:08:19Z,4178502655,213,2.2,4178502651,141,51.2,4178502647,56,Center,4178502653,212,10.0,4178502649,140,74.8,,,,,,,,,,doagfuj1uzz4b9q7j7ptznp5g,E. Iwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422463,6,1,1,0,12,1pc6sx2h4rp113ldkbp5d2xas,0,74.8,51.2,2023-04-10T00:08:19.118Z,2023-04-10T00:08:21Z,4178502703,140,90.6,4178502707,212,30.6,4178502701,56,Right,4178502709,213,5.3,4178502705,141,13.4,,,,,,,,,,a4staqjshva5lhcr0dw744nze,R. O'Driscoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531422473,4,49,1,0,16,8ijkk62897so5r3bq0wgwx4bu,1,7.2,84.6,2023-04-10T00:08:22.613Z,2023-04-10T00:08:22Z,,,,,,,,,,,,,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
