id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2534986253,8,1,1,0,17,eo64tqkioegeb09iice2hf8bt,1,11.7,14.1,2023-04-17T00:05:51.632Z,2023-04-17T00:05:54Z,4197479479,212,18.1,4197479477,141,38.0,4197479481,213,2.0,4197479475,140,4.1,4197479473,56,Back,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986287,9,1,1,0,18,eo64tqkioegeb09iice2hf8bt,0,4.1,38,2023-04-17T00:05:52.129Z,2023-04-23T10:24:33Z,4197479629,155,,4197479639,213,5.8,4197479631,56,Back,4197479635,141,4.4,4197479633,140,41.2,4197479641,1,,4197479637,212,45.2,,,,6cdhdb44atdm9b3n7swgi002y,M. Anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986263,4,44,1,0,19,8ijkk62897so5r3bq0wgwx4bu,1,57.5,94.3,2023-04-17T00:05:54.116Z,2023-04-23T10:24:34Z,4197479521,286,,4197479519,56,Left,4197479653,233,10,,,,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986291,10,44,1,0,19,eo64tqkioegeb09iice2hf8bt,0,42.5,5.7,2023-04-17T00:05:54.117Z,2023-04-23T10:24:39Z,4197479651,285,,4197479649,56,Back,4197479661,233,4,,,,,,,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986283,5,1,1,0,20,8ijkk62897so5r3bq0wgwx4bu,0,57,92.1,2023-04-17T00:05:54.771Z,2023-04-23T10:24:47Z,4197479603,3,,4197479613,213,0.5,4197479605,56,Left,4197479609,141,92.7,4197479607,140,57.8,4197479611,212,0.9,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537849291,855,61,1,0,21,eo64tqkioegeb09iice2hf8bt,1,40,9.5,2023-04-17T00:05:55.193Z,2023-04-23T10:25:02Z,4212702009,56,Back,,,,,,,,,,,,,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986307,6,1,1,0,23,8ijkk62897so5r3bq0wgwx4bu,1,67.2,90.9,2023-04-17T00:05:57.179Z,2023-04-23T10:25:24Z,4197479747,212,10.1,4197479743,140,58.0,4197479749,213,2.8,4197479741,56,Left,4197479745,141,95.2,,,,,,,,,,65aavg4ibp2tyjlyd0o7c7d3o,P. Rudisill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537849533,856,43,1,0,24,eo64tqkioegeb09iice2hf8bt,1,0,0,2023-04-17T00:05:58.203Z,2023-04-23T19:19:26Z,4212703449,141,18.5,4212703451,212,7.9,4212703445,56,Back,4212703447,140,37.4,4212703453,213,2.1,4215371045,144,1,,,,,,,1c8r9cqu11jymw2ir69nvhey1,V. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986325,7,1,1,0,30,8ijkk62897so5r3bq0wgwx4bu,1,73.3,76.3,2023-04-17T00:06:04.379Z,2023-04-17T00:06:09Z,4197479835,213,1.4,4197479831,141,94.1,4197479829,140,75.5,4197479833,212,12.3,4197479827,56,Left,,,,,,,,,,al111zqt4j4b3yg8064d9cep6,D. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986331,8,3,1,0,33,8ijkk62897so5r3bq0wgwx4bu,0,75.3,95.3,2023-04-17T00:06:07.874Z,2023-04-23T19:19:10Z,4197479857,211,,4212703465,465,,4197479847,56,Left,4197479849,286,,,,,,,,,,,,,,65aavg4ibp2tyjlyd0o7c7d3o,P. Rudisill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986357,11,12,1,0,35,eo64tqkioegeb09iice2hf8bt,1,31.9,4.9,2023-04-17T00:06:09.410Z,2023-04-23T19:19:08Z,4197479943,56,Back,4197479971,167,,4197479945,140,21.8,4197479947,141,0.0,4197479949,212,11.4,4197479951,213,3.5,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986373,9,5,1,0,36,8ijkk62897so5r3bq0wgwx4bu,1,78.4,100.9,2023-04-17T00:06:10.476Z,2023-04-17T00:06:17Z,4197480021,347,,4197480025,233,12,4197480019,56,Left,,,,,,,,,,,,,,,,65aavg4ibp2tyjlyd0o7c7d3o,P. Rudisill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986361,12,5,1,0,36,eo64tqkioegeb09iice2hf8bt,0,21.6,-0.9,2023-04-17T00:06:10.476Z,2023-04-17T02:27:13Z,4197479959,56,Back,4197480029,233,9,4197479961,347,,,,,,,,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986389,10,1,1,0,43,8ijkk62897so5r3bq0wgwx4bu,1,78.7,100,2023-04-17T00:06:17.387Z,2023-04-23T10:26:12Z,4197480103,140,82.7,4197480107,212,7.9,4197480109,213,5.3,4197480099,107,,4197480101,56,Left,4197480105,141,90.9,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986393,11,3,1,0,43,8ijkk62897so5r3bq0wgwx4bu,0,89.6,88,2023-04-17T00:06:17.392Z,2023-04-23T12:12:32Z,4213124285,233,13,4197480119,286,,4197480117,56,Left,4212705165,464,,,,,,,,,,,,,,65aavg4ibp2tyjlyd0o7c7d3o,P. Rudisill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986375,13,7,1,0,43,eo64tqkioegeb09iice2hf8bt,1,10.4,12,2023-04-17T00:06:17.393Z,2023-04-23T10:26:33Z,4197480035,285,,4197480121,233,11,4212705225,383,,4197480033,56,Back,,,,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986379,14,49,1,0,44,eo64tqkioegeb09iice2hf8bt,1,5.5,13.3,2023-04-17T00:06:18.594Z,2023-04-17T00:58:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986385,15,1,1,0,45,eo64tqkioegeb09iice2hf8bt,0,5.5,13.3,2023-04-17T00:06:19.538Z,2023-04-17T00:58:22Z,4197480081,140,31.9,4197480085,212,31.4,4197480077,157,,4197480089,1,,4197480083,141,35.0,4197480087,213,0.5,4197480079,56,Back,,,,bh7fb8v7o5wynmapdhlth594a,A. Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986417,12,1,1,0,49,8ijkk62897so5r3bq0wgwx4bu,0,58.8,78.7,2023-04-17T00:06:23.962Z,2023-04-17T00:06:26Z,4197480221,140,65.5,4197480225,212,8.5,4197480227,213,5.7,4197480223,141,71.7,4197480217,3,,4197480219,56,Center,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986445,16,1,1,0,52,eo64tqkioegeb09iice2hf8bt,1,31,35,2023-04-17T00:06:26.881Z,2023-04-23T10:28:11Z,4197480367,213,3.7,4197480365,212,9.3,4197480361,140,23.3,4197480359,56,Back,4197480363,141,28.1,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986457,17,1,1,0,54,eo64tqkioegeb09iice2hf8bt,1,23.3,28.1,2023-04-17T00:06:28.338Z,2023-04-23T10:28:33Z,4197480409,141,28.3,4197480407,140,48.3,4197480411,212,26.3,4197480405,56,Back,4197480413,213,0.0,,,,,,,,,,efma0zrimza00ykod1yqmatm2,G. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535010487,407,1,1,0,55,eo64tqkioegeb09iice2hf8bt,1,43.2,26.6,2023-04-17T00:06:29.119Z,2023-04-23T10:28:37Z,4197602497,212,5.2,4197602493,140,44.0,4197602491,56,Back,4197602495,141,34.1,4197602499,213,1.4,,,,,,,,,,f2ljfjpu8uqmt3p3833jz692i,J. Ngando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537850687,857,61,1,0,56,eo64tqkioegeb09iice2hf8bt,0,42.8,26.5,2023-04-17T00:06:30.203Z,2023-04-23T10:28:50Z,4212709711,56,Back,,,,,,,,,,,,,,,,,,,,,,dvk85r457e15hg0pw5rig0222,J. Herdman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986475,13,49,1,0,57,8ijkk62897so5r3bq0wgwx4bu,1,52.1,78.7,2023-04-17T00:06:31.817Z,2023-04-23T10:29:07Z,,,,,,,,,,,,,,,,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986491,14,1,1,1,2,8ijkk62897so5r3bq0wgwx4bu,1,49.2,79.1,2023-04-17T00:06:36.393Z,2023-04-23T10:29:12Z,4197480589,56,Back,4197480593,141,70.8,4197480597,213,3.5,4197480595,212,16.9,4197480591,140,34.0,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986499,15,1,1,1,3,8ijkk62897so5r3bq0wgwx4bu,1,33.7,69.7,2023-04-17T00:06:38.058Z,2023-04-17T00:06:40Z,4197480623,212,16.1,4197480619,140,31.0,4197480617,56,Back,4197480625,213,4.5,4197480621,141,46.4,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986513,16,1,1,1,5,8ijkk62897so5r3bq0wgwx4bu,1,32.3,47.8,2023-04-17T00:06:40.009Z,2023-04-17T00:06:43Z,4197480673,56,Back,4197480681,141,75.6,4197480685,212,19.2,4197480677,140,35.3,4197480689,213,1.4,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986529,17,1,1,1,9,8ijkk62897so5r3bq0wgwx4bu,1,34.4,80.5,2023-04-17T00:06:43.433Z,2023-04-17T00:06:47Z,4197480779,141,62.1,4197480777,140,32.0,4197480775,56,Back,4197480781,212,12.8,4197480783,213,4.5,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986535,18,1,1,1,13,8ijkk62897so5r3bq0wgwx4bu,1,34.4,59.1,2023-04-17T00:06:47.465Z,2023-04-23T10:29:44Z,4197480823,56,Back,4197480829,212,15.5,4197480827,141,80.0,4197480825,140,40.2,4197480831,213,1.2,,,,,,,,,,al111zqt4j4b3yg8064d9cep6,D. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986563,19,1,1,1,15,8ijkk62897so5r3bq0wgwx4bu,1,40.9,83.9,2023-04-17T00:06:49.177Z,2023-04-17T00:06:56Z,4197480967,141,93.0,4197480971,212,23.4,4197480961,140,62.4,4197480975,213,0.3,4197480957,56,Left,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535035245,818,61,1,1,17,8ijkk62897so5r3bq0wgwx4bu,0,50,50,2023-04-17T00:06:51.119Z,2023-04-17T02:19:59Z,4197730725,56,Center,,,,,,,,,,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535010705,408,1,1,1,20,eo64tqkioegeb09iice2hf8bt,0,21.3,13.1,2023-04-17T00:06:54.119Z,2023-04-23T12:12:35Z,4197603853,56,Back,4197603857,141,11.0,4212711883,157,,4197603861,213,6.0,4213124637,233,819,4212711885,1,,4212712321,286,,4212712319,236,,2z2u3vezttpjwfwf2yc6aelg4,T. Bah,4197603855,140,26.3,4197603859,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535035315,819,74,1,1,20,8ijkk62897so5r3bq0wgwx4bu,1,50,50,2023-04-17T00:06:54.120Z,2023-04-23T12:12:35Z,4197730955,56,Center,4212712079,285,,4213124677,233,408,,,,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986569,20,43,1,1,22,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-17T00:06:56.537Z,2023-04-17T02:19:10Z,4197730405,144,50,4197480985,56,Left,4197480987,286,0,4197481093,233,18,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986589,18,61,1,1,22,eo64tqkioegeb09iice2hf8bt,0,16.4,15.8,2023-04-17T00:06:56.538Z,2023-04-23T10:30:24Z,4197481081,56,Back,,,,,,,,,,,,,,,,,,,,,,efma0zrimza00ykod1yqmatm2,G. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986597,21,61,1,1,24,8ijkk62897so5r3bq0wgwx4bu,1,84.8,82.4,2023-04-17T00:06:58.633Z,2023-04-23T10:30:45Z,4197481115,56,Left,,,,,,,,,,,,,,,,,,,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986599,22,50,1,1,27,8ijkk62897so5r3bq0wgwx4bu,1,85.5,69.2,2023-04-17T00:07:01.400Z,2023-04-17T00:07:07Z,4197481285,233,19,4197481127,56,Center,4197481129,286,,,,,,,,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986631,19,7,1,1,27,eo64tqkioegeb09iice2hf8bt,0,14.5,30.8,2023-04-17T00:07:01.401Z,2023-04-23T10:30:55Z,4197481271,233,22,4197481257,56,Back,4212713835,385,,4197481259,285,,,,,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986655,23,1,1,1,30,8ijkk62897so5r3bq0wgwx4bu,1,80.9,68.5,2023-04-17T00:07:05.049Z,2023-04-17T00:07:09Z,4197481357,56,Left,4197481359,140,87.4,4197481363,212,14.6,4197481365,213,1.1,4197481361,141,87.4,,,,,,,,,,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986675,24,1,1,1,34,8ijkk62897so5r3bq0wgwx4bu,1,95.8,92.7,2023-04-17T00:07:09.048Z,2023-04-23T10:31:09Z,4197481459,140,92.7,4212714435,72,,4212714433,224,,4197481461,141,27.3,4197481465,213,4.6,4197481455,155,,4197481467,1,,4197481453,2,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,4197481457,56,Center,4197481463,212,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986795,26,44,1,1,36,8ijkk62897so5r3bq0wgwx4bu,1,93.9,43.3,2023-04-17T00:07:10.242Z,2023-04-23T10:31:47Z,4197481965,56,Center,4197482019,233,20,4197481967,286,,,,,,,,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986723,20,44,1,1,36,eo64tqkioegeb09iice2hf8bt,0,6.1,56.7,2023-04-17T00:07:10.243Z,2023-04-23T10:31:50Z,4197481641,285,,4197482027,233,26,4197481639,56,Back,,,,,,,,,,,,,,,,1qfm9519iq3jailrtnk9c0nbo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986737,25,1,1,1,37,8ijkk62897so5r3bq0wgwx4bu,1,96.6,37.3,2023-04-17T00:07:11.177Z,2023-04-23T10:36:49Z,4197481701,56,Center,4197483147,22,,4197481711,141,49.1,4197483143,210,16,4197481691,3,,4197483145,154,,4197481717,212,8.6,4197481707,140,93.7,2vq2t4ttpcwey95jzofd60qy2,C. Klein,4197481723,213,1.9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986797,27,16,1,1,38,8ijkk62897so5r3bq0wgwx4bu,1,92.8,50.9,2023-04-17T00:07:12.417Z,2023-04-23T10:36:50Z,4197483175,154,,4212733121,396,48.9,4197483173,29,,4197481975,56,Center,4197483183,103,11.4,4197482661,328,,4197483185,230,98.4,4197481973,17,,1kl9112b8rcbr3k1s5hs353x0,A. Bibout,4212733115,214,,4197482667,375,01:37.843,,4197483171,80,4197483177,55,25,4197481971,22,4197483187,231,49.8,4212733117,395,98.6,4197483181,102,46.2,4197482663,374,2023-04-17 01:07:11.962,4197482657,15,,,,,,,,,
2534986931,21,1,1,2,18,eo64tqkioegeb09iice2hf8bt,1,50.2,50,2023-04-17T00:07:52.676Z,2023-04-17T00:55:15Z,4197482721,213,3.7,4197482715,140,27.5,4197593965,279,G,4197482719,212,27.5,4197482713,56,Back,4197482717,141,29.9,,,,,,,6yqcj6z7ok9bkkvy57awg82y1,G. Amanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986951,22,1,1,2,22,eo64tqkioegeb09iice2hf8bt,1,28.7,29.6,2023-04-17T00:07:56.275Z,2023-04-17T00:07:59Z,4197482861,212,20.5,4197482859,141,59.7,4197482857,140,28.2,4197482863,213,1.6,4197482855,56,Back,,,,,,,,,,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986995,23,1,1,2,24,eo64tqkioegeb09iice2hf8bt,1,30.7,60,2023-04-17T00:07:59.092Z,2023-04-17T00:08:03Z,4197483033,213,1.5,4197483025,56,Back,4197483031,212,21.2,4197483029,141,91.1,4197483027,140,32.6,,,,,,,,,,3yk1gwm7jptmbal0vcwr24is4,F. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
