id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2541958215,1,34,16,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-30T20:56:56.933Z,2023-04-30T22:02:46Z,4241537135,130,2,4241684525,194,910fd7rfysvvfzp2s1ywna5pm,4241537129,30,"brbc088u7sq9wh9d9gkonn5gq, 4s56s6f9nw96wergw7ix5zp0q, 5jo2bkbs00nbvcoik2i3nvuuh, 6xup3kf24zfblj7gnqvrm33f8, 910fd7rfysvvfzp2s1ywna5pm, dneo628ad0z1j9wjiznmlh52h, 5jigl7kp5d2i5ws1602jm7n1m, 6ge4wgnjmai5596imt97hev6y, cdyrj15oxu3l5sgzgwof8ohgq, 9k050zmkegfu3gdw2b4g4uwwk, en6q7ddrr22sz6knipkbqhyw9, 17yf2rdrh0oshogxp00s61hqs, 7o0levm21dq6815s3qziqqz2s, 28u7519fn9jefbdythjglxjis, 9tl3xo6tmq5b2eeil9e1p048a, 2hdg94moevfpp12pbwjg1ypec, 9gswafduy82n4o6f0uk0khhck, 632mpv8dpnxjm69f8ip1e4l5g, 7h6a0x05z2laewfq7spicxwd0, ba77cwode4mtessgby1mml6ju",4241537131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241684527,197,15030,4241537133,59,"82, 18, 42, 98, 40, 23, 41, 44, 77, 46, 75, 43, 47, 48, 51, 53, 59, 64, 71, 90",4241537137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241537139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961679,1,34,16,0,0,eo64tqkioegeb09iice2hf8bt,1,0,0,2023-04-30T21:06:59.134Z,2023-04-30T22:24:43Z,4241553461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4241553455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4241685793,194,efma0zrimza00ykod1yqmatm2,4241553453,30,"1g87lk1nglquvmvpowjfpcpre, 2z2u3vezttpjwfwf2yc6aelg4, 249t35evpr3aasx0uczjs2j9w, 1c8r9cqu11jymw2ir69nvhey1, c8r509d61kir54x1d4hkrkydw, 8j7qtwahw6x4twl8zjuqtl62, bh7fb8v7o5wynmapdhlth594a, efma0zrimza00ykod1yqmatm2, f2ljfjpu8uqmt3p3833jz692i, b74yslq3huyhvwrhrebz0o3ys, dvk85r457e15hg0pw5rig0222, 4oz12ku4mdjsq7y4sgogpwg2y, 1qfm9519iq3jailrtnk9c0nbo, 4h6tatg7j6omi59ui2h2xp8x6, bhzjqo4qidpkmh7lqqir9h4ic, c7iepmqewf1dnc7zl36iskdn8, bohmyph90od0u19dwpb1c7xn8, 255wdp11nymy9rfa1s4onnfo4",4241553459,130,2,4241685795,197,3399,4241553463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241553457,59,"32, 57, 54, 52, 56, 61, 43, 66, 26, 28, 92, 30, 41, 53, 59, 84, 90, 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986503,2,32,1,0,0,eo64tqkioegeb09iice2hf8bt,1,0,0,2023-04-30T22:05:11.377Z,2023-04-30T22:05:15Z,4241688345,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986493,2,32,1,0,0,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-30T22:05:11.377Z,2023-05-05T17:41:43Z,4241688291,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986531,3,1,1,0,0,dqx48fglv1l96cyrmjdod0xec,1,50,50,2023-04-30T22:05:11.477Z,2023-04-30T22:05:15Z,4241688449,140,27.1,4241688447,56,Back,4241688451,141,39.1,4241688455,213,3.4,4241688453,212,25.2,4241688457,279,S,,,,,,,cdyrj15oxu3l5sgzgwof8ohgq,F. Bettache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986557,4,1,1,0,3,dqx48fglv1l96cyrmjdod0xec,1,28.7,36.9,2023-04-30T22:05:14.702Z,2023-04-30T22:05:19Z,4241688567,213,0.5,4241688569,1,,4241688559,56,Center,4241688557,155,,4241688563,141,64.2,4241688565,212,37.7,4241688561,140,59.9,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986571,5,44,1,0,7,dqx48fglv1l96cyrmjdod0xec,1,65,66.5,2023-04-30T22:05:18.943Z,2023-04-30T22:59:58Z,4241688631,286,,4241688629,56,Center,4241688633,233,3,,,,,,,,,,,,,,,,9k050zmkegfu3gdw2b4g4uwwk,C. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986565,3,44,1,0,7,eo64tqkioegeb09iice2hf8bt,0,35,33.5,2023-04-30T22:05:18.944Z,2023-04-30T22:54:57Z,4241688603,56,Back,4241688647,233,5,4241688605,285,,,,,,,,,,,,,,,,,c8r509d61kir54x1d4hkrkydw,L. Dasovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986579,6,1,1,0,8,dqx48fglv1l96cyrmjdod0xec,1,59.9,64.2,2023-04-30T22:05:19.422Z,2023-05-05T17:48:38Z,4241688667,3,,4241688669,56,Center,4241688673,141,68.7,4241688677,213,0.3,4241688675,212,10.2,4241688671,140,69.2,,,,,,,9k050zmkegfu3gdw2b4g4uwwk,C. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986587,7,3,1,0,9,dqx48fglv1l96cyrmjdod0xec,0,76.4,75.6,2023-04-30T22:05:21.308Z,2023-05-06T06:34:56Z,4241689203,56,Center,4252157823,465,,4241689205,286,,4253267707,233,4,,,,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
