id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/value
2527906907,1,34,16,0,0,csntc7hucmo21gknxc5y0kc4q,1,0,0,2023-04-02T22:44:51.283Z,2023-04-03T00:12:52Z,4159838243,30,"isauuse3yqdwymvfne6ci385, ahgclh3e05evznhrpa32z6g6i, 9d864k8ppwryu5b7v57fkurdg, 6ahu72g0u39bxbjiz7ggefai1, 357vd87hv0jvljqtt2qf4vmz8, ahfl8o5ngmw3vp3up97rlaj8p, 2676930j149yvanqev61emh62, anysxg2z6niqapc5m3f4tzims, tc5nl1hz1w06jobp5ckktr3e, 69ypla76c710iv0yegix1maz8, 2lpjr3oys0s0u2pnhut8epqwa, 24sgu58uugxgy49el075dz21g, 97kzr8rgekycws02q55a63z3e, 7gpxu474qdvutjnlacjkcgw2y, euk8uh8zs9wyruf7qld1tf7ro, dc8u2bssrhxycx8vtn0kutp4a, 51y94mgf4wxkk5f4tysztc60a, c4s04vro436dy241prda1uv6y, 6j4ibkpbos6w5ikle58u2vo, bzv3yqbc7ttf7fftbm2nelxck",4159838251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159838245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4159942327,194,2676930j149yvanqev61emh62,4159838253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159838249,130,4,4159942329,197,18745,4159838247,59,"81, 37, 76, 65, 43, 44, 32, 16, 99, 39, 72, 10, 33, 35, 40, 41, 48, 55, 60, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527909313,1,34,16,0,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-02T23:00:05.053Z,2023-04-03T00:02:33Z,4159849881,130,4,4159849879,59,"54, 77, 37, 33, 47, 30, 31, 42, 39, 27, 38, 44, 45, 50, 56, 64, 91, 78, 79",4159941909,197,18747,4159849877,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4159849883,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4159849885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159849875,30,"bn7qfn71x24fjl5d8t4p97kve, bug5x187ehj0apzl11lrl3ip6, 4k6c9nnzytq9qhc9uol64wg7o, 8sydisziijh84elb8dprtlduy, eq98gflais2v26wgbkw9wrxg4, eiyzqnfh8r8aduel0seou7nu2, abhcwxqh35hbgze01m4ihopyi, duj699i9620tuf3ii9z06bqsq, 96a444bkyegpg5zho3odc54ic, 3ei1s8oyub83owfxxbsygmsmi, ck71v8brvqxzz905c5o9966ay, 1p4rbf4wumfagv2ntlewdxey, 6n212e4qa6se8iq0983rr05ey, 3mq1g1pyo3flkaorg9wqmfhuc, 7iu21pvjpdh2nxm8sgn3rraqc, cf5cnymq2xkzjczfy4zk905qs, ecjo46a4j50f4cu0mkvw35ysq, 6hkuuhq0sz0j8nrbppj9jiulm, bbxeavv9oiz82dch0tsws3giy",4159943109,194,8sydisziijh84elb8dprtlduy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925155,2,32,1,0,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-03T00:05:10.767Z,2023-04-03T00:05:10Z,4159945603,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925159,2,32,1,0,0,csntc7hucmo21gknxc5y0kc4q,1,0,0,2023-04-03T00:05:10.767Z,2023-04-08T11:46:36Z,4159945617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925179,3,1,1,0,1,6ddsx316t3j0z6nolrky9k4r8,1,49.5,49.9,2023-04-03T00:05:11.867Z,2023-04-08T11:47:11Z,4159945707,213,3.0,4159945699,56,Back,4159945701,140,36.5,4159945709,279,S,4159945703,141,52.1,4159945705,212,13.7,,,,,,,96a444bkyegpg5zho3odc54ic,M. Meyrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925193,4,1,1,0,3,6ddsx316t3j0z6nolrky9k4r8,1,36.8,47.5,2023-04-03T00:05:14.156Z,2023-04-08T11:52:43Z,4159945777,212,16.2,4159945773,140,27.7,4159945779,213,4.1,4159945775,141,28.2,4159945771,56,Back,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925203,5,1,1,0,6,6ddsx316t3j0z6nolrky9k4r8,1,28.1,31.2,2023-04-03T00:05:17.332Z,2023-04-03T00:05:21Z,4159945821,56,Back,4159945829,213,1.6,4159945827,212,24.5,4159945823,140,27.9,4159945825,141,67.2,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925223,6,1,1,0,10,6ddsx316t3j0z6nolrky9k4r8,1,34.6,65.8,2023-04-03T00:05:21.411Z,2023-04-08T11:53:00Z,4159945937,212,39.2,4159945931,56,Center,4159945939,213,0.1,4159945929,155,,4159945935,141,71.7,4159945933,140,71.7,4159945941,1,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925241,7,1,1,0,13,6ddsx316t3j0z6nolrky9k4r8,0,69.4,71.3,2023-04-03T00:05:24.612Z,2023-04-08T11:53:03Z,4159945993,212,21.0,4159945989,140,89.4,4159945985,168,,4159945983,3,,4159945991,141,70.2,4159945987,56,Center,4159945997,213,6.2,,,,96a444bkyegpg5zho3odc54ic,M. Meyrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925233,3,49,1,0,14,csntc7hucmo21gknxc5y0kc4q,1,15,29.2,2023-04-03T00:05:25.715Z,2023-04-03T00:05:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925259,4,1,1,0,15,csntc7hucmo21gknxc5y0kc4q,1,15,29.2,2023-04-03T00:05:25.937Z,2023-04-03T00:05:30Z,4159946087,212,16.3,4159946083,140,1.2,4159946089,213,2.7,4159946081,56,Back,4159946085,141,40.3,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925291,5,1,1,0,19,csntc7hucmo21gknxc5y0kc4q,0,4.4,48.5,2023-04-03T00:05:30.082Z,2023-04-03T00:05:35Z,4159946197,141,82.9,4159946193,56,Left,4159946203,1,,4159946201,213,0.4,4159946199,212,58.7,4159946195,140,55.7,4159946191,155,,,,,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925277,8,49,1,0,23,6ddsx316t3j0z6nolrky9k4r8,1,42.3,11.4,2023-04-03T00:05:34.499Z,2023-04-03T00:05:34Z,,,,,,,,,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527925305,9,1,1,0,25,6ddsx316t3j0z6nolrky9k4r8,1,39.4,13.8,2023-04-03T00:05:36.244Z,2023-04-03T00:05:39Z,4159946267,212,22.7,4159946263,140,22.8,4159946269,213,2.4,4159946265,141,35.2,4159946261,56,Back,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
