id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2541938459,1,34,16,0,0,8o8m08he36u0j4w08aj2iodn8,1,0,0,2023-04-30T20:11:59.953Z,2023-04-30T22:16:08Z,4241683861,197,14913,4241420901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241420895,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241420903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241420897,59,"25, 52, 48, 50, 27, 54, 45, 35, 49, 55, 38, 32, 36, 39, 41, 42, 43, 44, 47, 51",4241420899,130,4,4241420893,30,"99hdzy5s45xr72d3lgttdmne1, 4rnong5uhpqn323bqfthsbyay, gqwm9a2a8wdrj3uws09yj0tl, ate2xv18atyygibcdewjrwd0p, 16ndalf4kfr7e6rd9mwj7gfmc, 9vc2mynd9lg2oyt14n4e7a44q, afdz1ibldn2vc8gtezyw8tqay, 64wbk2nsrs0ru0hjcq0lenwgk, 5ehbz7f56cmfamc29fnk3yuax, 79knhnp7bvpjomzz14k715wtm, 9u37akzkhdyszhevgrjghq99m, 5sphos4tiokzmv1iqqsa1invu, acskv7krqaau05kpgbfz6f0iy, 7b0azpssg938q3ogff0xnecmi, 3dbbjeqx9j2qochtg92f0dgtm, 761qab8klictc5tr3x7014kmi, 3nnvwhdwfijuvv8plxk51tuy, 2f7q5vtc8uxbfd1ofs08to67e, 83mk9m591utxa1lboute1kvmc, e55bawtpgj6ajuxbdgw4a2ezu",4241683859,194,ate2xv18atyygibcdewjrwd0p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541938481,1,34,16,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-30T20:12:02.320Z,2023-04-30T22:20:50Z,4241421047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241421039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241421037,30,"8nw8gd0fkp3a3g0sivl7cu63u, o3gftw0hatp1r62ynjmlaaui, nhhmltlm3ayn7vqmp6etck5w, 65i99hvdf67qsszz00c9u0jro, abrdu87vmuqj50ebgalr3c7op, 7zkzjmk1go1u2vi5qkqlmezu, 1pic8r417eldupxmh7nobfkve, 1diaoqi51gzx23j4d5f8xc8b8, 4akvdujqbywk628gok9xbh2j8, afqry84j23xgkhqryrontj190, exx5i2dd45ucmqejerap8zlzo, 3o4uxnvpnf3cwjs3srwegxp90, 59kitnlge8bjsxmhy850bsutw, 6rgdv71lxh4cpz487ygvy5nv8, 3gaoqrkf73134kvk2a023coa1, cmup7c348sh1oor9hsk5jk2jt, 7pdl6jqfaq1x1trdi5k30wsus, e23u0x31okggroh6dkoqx5fdg, 1nh4q19wfaedlpp1vnfuny9zo, 5u3ohty1lsm0fn2ltez4g7o5w",4241421043,130,8,4241421041,59,"40, 46, 24, 92, 98, 2, 16, 77, 97, 31, 80, 30, 33, 45, 47, 61, 88, 89, 90, 91",4241684231,197,3368,4241684229,194,8nw8gd0fkp3a3g0sivl7cu63u,4241421045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986485,2,32,1,0,0,8o8m08he36u0j4w08aj2iodn8,1,0,0,2023-04-30T22:05:09.084Z,2023-05-04T15:56:36Z,4241688263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986483,2,32,1,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-30T22:05:09.084Z,2023-04-30T22:05:09Z,4241688255,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986495,3,1,1,0,1,4g68p0t2f5jzhzfr67i2rj1ex,1,50.2,50.3,2023-04-30T22:05:10.184Z,2023-05-04T15:56:19Z,4241688295,140,35.4,4241688301,213,3.1,4241688303,279,S,4241688297,141,51.5,4241688293,56,Back,4241688299,212,15.6,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986529,4,1,1,0,2,4g68p0t2f5jzhzfr67i2rj1ex,1,37,47.2,2023-04-30T22:05:11.591Z,2023-05-04T16:01:21Z,4241688435,56,Center,4241688441,212,28.3,4241688443,213,0.4,4241688437,140,61.9,4241688439,141,63.3,,,,,,,,,,65i99hvdf67qsszz00c9u0jro,E. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986511,3,43,1,0,4,8o8m08he36u0j4w08aj2iodn8,1,0,0,2023-04-30T22:05:14.033Z,2023-04-30T22:58:33Z,4241688391,285,0,4241870377,144,45,4241688389,56,Back,,,,,,,,,,,,,,,,79knhnp7bvpjomzz14k715wtm,O. Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986549,5,61,1,0,5,4g68p0t2f5jzhzfr67i2rj1ex,0,62.3,62.4,2023-04-30T22:05:14.735Z,2023-05-04T16:02:26Z,4241688515,56,Center,,,,,,,,,,,,,,,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986563,4,49,1,0,6,8o8m08he36u0j4w08aj2iodn8,1,29.6,34,2023-04-30T22:05:15.136Z,2023-05-04T16:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ate2xv18atyygibcdewjrwd0p,E. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986609,5,1,1,0,7,8o8m08he36u0j4w08aj2iodn8,1,32.3,37.1,2023-04-30T22:05:16.265Z,2023-05-04T16:02:33Z,4241688795,141,26.0,4241688793,140,21.5,4241688799,213,3.7,4241688797,212,13.6,4241688791,56,Back,,,,,,,,,,ate2xv18atyygibcdewjrwd0p,E. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986567,6,43,1,0,8,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-30T22:05:17.959Z,2023-05-04T16:02:21Z,4241688607,56,Center,4241688609,140,75.5,4241688611,141,66.9,4241688613,212,11.0,4250020265,144,1,4241688615,213,0.7,,,,,,,afqry84j23xgkhqryrontj190,I. Kasule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986641,6,1,1,0,9,8o8m08he36u0j4w08aj2iodn8,1,23.8,25,2023-04-30T22:05:18.737Z,2023-05-04T16:02:38Z,4241688931,56,Back,4241688935,141,44.7,4241688939,213,2.4,4241688933,140,10.7,4241688937,212,19.2,,,,,,,,,,4rnong5uhpqn323bqfthsbyay,R. Fleming III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986643,7,1,1,0,10,8o8m08he36u0j4w08aj2iodn8,1,7.1,45,2023-04-30T22:05:19.329Z,2023-05-04T16:02:59Z,4241688957,212,22.3,4241688959,213,5.7,4241688953,140,24.9,4241871459,157,,4241688951,56,Back,4241688961,1,,4241688955,141,27.0,,,,99hdzy5s45xr72d3lgttdmne1,J. Gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542020191,470,1,1,0,13,8o8m08he36u0j4w08aj2iodn8,1,28.8,28.2,2023-04-30T22:05:22.084Z,2023-05-04T16:03:03Z,4241872375,140,40.4,4241872371,3,,4241872377,141,29.7,4241872381,213,0.1,4241872379,212,12.2,4241872373,56,Back,,,,,,,4rnong5uhpqn323bqfthsbyay,R. Fleming III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542020349,471,1,1,0,15,8o8m08he36u0j4w08aj2iodn8,0,39,29.2,2023-04-30T22:05:24.084Z,2023-05-04T16:03:07Z,4241873135,56,Back,4241873141,212,20.7,4241873143,213,4.7,4241873137,140,39.1,4241873139,141,0.0,,,,,,,,,,5ehbz7f56cmfamc29fnk3yuax,L. Prpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986687,7,5,1,0,17,4g68p0t2f5jzhzfr67i2rj1ex,1,63.3,101.2,2023-04-30T22:05:27.031Z,2023-04-30T22:05:38Z,4241689199,233,8,4241689197,347,,4241689195,56,Left,,,,,,,,,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986645,8,5,1,0,17,8o8m08he36u0j4w08aj2iodn8,0,36.7,-1.2,2023-04-30T22:05:27.031Z,2023-04-30T22:51:40Z,4241689207,233,7,4241688963,56,Back,4241688965,347,,,,,,,,,,,,,,,,,99hdzy5s45xr72d3lgttdmne1,J. Gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986703,8,1,1,0,29,4g68p0t2f5jzhzfr67i2rj1ex,0,64.3,100,2023-04-30T22:05:38.279Z,2023-04-30T22:05:42Z,4241689307,141,81.5,4241689309,212,19.7,4241689311,213,5.5,4241689303,56,Left,4241689301,107,,4241689305,140,77.8,,,,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543543061,892,44,1,0,30,8o8m08he36u0j4w08aj2iodn8,1,21.5,15.3,2023-04-30T22:05:39.758Z,2023-05-04T16:03:56Z,4250024791,233,808,4250024795,285,,4250024789,56,Back,,,,,,,,,,,,,,,,9vc2mynd9lg2oyt14n4e7a44q,L. Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543542983,808,44,1,0,30,4g68p0t2f5jzhzfr67i2rj1ex,0,78.5,84.7,2023-04-30T22:05:39.759Z,2023-05-04T16:03:58Z,4250024389,286,,4250024387,56,Left,4250024811,233,892,,,,,,,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986713,9,1,1,0,31,8o8m08he36u0j4w08aj2iodn8,0,19.4,18.2,2023-04-30T22:05:40.633Z,2023-05-04T16:04:03Z,4241689357,213,6.0,4241689353,141,11.2,4241689355,212,16.7,4241689347,3,,4241689349,56,Back,4241689351,140,34.6,,,,,,,9vc2mynd9lg2oyt14n4e7a44q,L. Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542020539,398,1,1,0,32,4g68p0t2f5jzhzfr67i2rj1ex,0,67.5,86.6,2023-04-30T22:05:41.183Z,2023-05-04T16:04:10Z,4241874229,141,86.8,4241874231,212,1.5,4241874241,286,,4241874227,140,68.9,4241874233,213,0.1,4241874237,233,472,4241874235,236,,4241874225,56,Left,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542020487,472,74,1,0,32,8o8m08he36u0j4w08aj2iodn8,1,33.7,19.7,2023-04-30T22:05:41.184Z,2023-05-04T16:04:12Z,4241873965,56,Back,4241874249,233,398,4241873967,285,,,,,,,,,,,,,,,,,79knhnp7bvpjomzz14k715wtm,O. Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986707,9,43,1,0,32,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-30T22:05:41.432Z,2023-04-30T22:06:01Z,4241689317,286,0,4241690131,144,44,4241689315,56,Left,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986729,10,1,1,0,34,8o8m08he36u0j4w08aj2iodn8,0,41.3,26.4,2023-04-30T22:05:43.195Z,2023-04-30T23:00:38Z,4241689425,141,49.4,4241689421,56,Back,4241689427,212,18.0,4241689429,213,2.1,4241689423,140,32.8,,,,,,,,,,5ehbz7f56cmfamc29fnk3yuax,L. Prpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986757,10,1,1,0,35,4g68p0t2f5jzhzfr67i2rj1ex,1,70.1,44,2023-04-30T22:05:45.040Z,2023-05-04T16:04:26Z,4241689591,213,0.7,4241689585,140,75.7,4241689589,212,7.4,4241689583,56,Center,4241689587,141,50.6,,,,,,,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986761,11,1,1,0,36,4g68p0t2f5jzhzfr67i2rj1ex,0,75.9,50.9,2023-04-30T22:05:45.422Z,2023-05-04T16:04:33Z,4241876123,212,3.7,4241689607,56,Center,4241876121,141,55.3,4241876119,140,73.9,4241876125,213,2.2,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986751,11,49,1,0,38,8o8m08he36u0j4w08aj2iodn8,1,32.5,39.8,2023-04-30T22:05:47.921Z,2023-04-30T22:05:48Z,,,,,,,,,,,,,,,,,,,,,,,,,afdz1ibldn2vc8gtezyw8tqay,H. Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986765,12,61,1,0,39,8o8m08he36u0j4w08aj2iodn8,0,35,46,2023-04-30T22:05:49.025Z,2023-04-30T23:00:55Z,4241689617,56,Back,,,,,,,,,,,,,,,,,,,,,,afdz1ibldn2vc8gtezyw8tqay,H. Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543543853,809,3,1,0,40,4g68p0t2f5jzhzfr67i2rj1ex,1,70.1,54.8,2023-04-30T22:05:49.304Z,2023-05-04T16:05:31Z,4250028995,286,,4250029253,233,893,4250029125,464,,4250028993,56,Center,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543543859,893,45,1,0,40,8o8m08he36u0j4w08aj2iodn8,0,29.9,45.2,2023-04-30T22:05:49.304Z,2023-05-04T16:05:31Z,4250029021,56,Back,4250029261,233,809,4250029023,285,,,,,,,,,,,,,,,,,afdz1ibldn2vc8gtezyw8tqay,H. Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986815,13,49,1,0,41,4g68p0t2f5jzhzfr67i2rj1ex,1,62.5,35.4,2023-04-30T22:05:50.759Z,2023-05-04T16:05:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986811,12,1,1,0,42,4g68p0t2f5jzhzfr67i2rj1ex,1,64.8,53,2023-04-30T22:05:51.126Z,2023-05-04T16:05:03Z,4241876913,212,11.0,4241689857,56,Center,4241876915,213,4.9,4241876909,140,66.8,4241876911,141,37.1,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986831,14,1,1,0,43,4g68p0t2f5jzhzfr67i2rj1ex,1,62.8,34.9,2023-04-30T22:05:52.808Z,2023-05-04T16:05:41Z,4241689957,212,14.4,4241689953,140,51.7,4241689959,213,3.8,4241689955,141,22.5,4241689951,56,Center,,,,,,,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986841,15,1,1,0,46,4g68p0t2f5jzhzfr67i2rj1ex,0,54.6,10.4,2023-04-30T22:05:55.127Z,2023-05-04T16:05:48Z,4241689997,212,12.7,4241689999,213,0.2,4241689993,140,66.5,4241689995,141,14.1,4241689991,56,Right,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986833,13,61,1,0,47,8o8m08he36u0j4w08aj2iodn8,1,39.3,83.8,2023-04-30T22:05:56.170Z,2023-05-04T16:05:51Z,4241689965,56,Back,,,,,,,,,,,,,,,,,,,,,,9u37akzkhdyszhevgrjghq99m,A. Monis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542021623,399,1,1,0,48,4g68p0t2f5jzhzfr67i2rj1ex,0,53.1,9.7,2023-04-30T22:05:57.084Z,2023-05-04T16:05:59Z,4241879771,140,71.7,4241879773,141,20.2,4241879777,213,0.4,4241879775,212,20.8,4241879767,155,,4241879769,56,Right,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986873,14,49,1,0,49,8o8m08he36u0j4w08aj2iodn8,1,29.2,79.8,2023-04-30T22:05:58.305Z,2023-05-04T16:06:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9vc2mynd9lg2oyt14n4e7a44q,L. Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986891,15,1,1,0,50,8o8m08he36u0j4w08aj2iodn8,0,28.1,79.8,2023-04-30T22:05:59.153Z,2023-05-04T16:06:08Z,4241690195,213,0.0,4241690187,56,Left,4241690189,140,82.8,4241690185,157,,4241690191,141,79.9,4241690193,212,57.4,4241690197,1,,,,,9vc2mynd9lg2oyt14n4e7a44q,L. Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986933,17,49,1,0,54,4g68p0t2f5jzhzfr67i2rj1ex,1,30.1,15.9,2023-04-30T22:06:03.460Z,2023-05-04T16:06:17Z,,,,,,,,,,,,,,,,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986931,16,1,1,0,55,4g68p0t2f5jzhzfr67i2rj1ex,1,29.6,16.1,2023-04-30T22:06:04.439Z,2023-05-04T16:06:19Z,4241690401,212,29.7,4241690395,56,Back,4241690403,213,2.4,4241690399,141,47.2,4241690397,140,9.7,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986979,18,1,1,0,58,4g68p0t2f5jzhzfr67i2rj1ex,1,7.5,49,2023-04-30T22:06:07.783Z,2023-05-04T16:06:24Z,4241690595,140,24.5,4241690601,213,0.8,4241690597,141,75.0,4241690593,56,Back,4241690599,212,25.1,,,,,,,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986983,19,50,1,1,1,4g68p0t2f5jzhzfr67i2rj1ex,1,19,72.2,2023-04-30T22:06:10.887Z,2023-04-30T22:06:15Z,4241690867,233,16,4241690619,56,Back,4241690621,285,,,,,,,,,,,,,,,,,7zkzjmk1go1u2vi5qkqlmezu,J. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987025,16,7,1,1,1,8o8m08he36u0j4w08aj2iodn8,1,81,27.8,2023-04-30T22:06:10.888Z,2023-05-04T16:06:29Z,4241690803,56,Center,4250032083,383,,4241690805,286,,4241690849,233,19,,,,,,,,,,,,,79knhnp7bvpjomzz14k715wtm,O. Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987035,17,49,1,1,3,8o8m08he36u0j4w08aj2iodn8,1,95.4,26.1,2023-04-30T22:06:12.338Z,2023-05-04T16:06:33Z,,,,,,,,,,,,,,,,,,,,,,,,,79knhnp7bvpjomzz14k715wtm,O. Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
