id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist
2534966319,6,1,1,0,26,d0c07im4a6oj8qa7f1zlt3pqs,1,23.3,23.4,2023-04-16T23:05:39.397Z,2023-04-16T23:05:43Z,4197371027,213,1.5,4197371025,212,23.2,4197371019,56,Back,4197371023,141,57.4,4197371021,140,25.3,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966357,7,1,1,0,29,d0c07im4a6oj8qa7f1zlt3pqs,1,26.5,58.6,2023-04-16T23:05:42.757Z,2023-04-16T23:05:46Z,4197371231,212,10.8,4197371225,56,Back,4197371227,140,26.6,4197371229,141,42.7,4197371233,213,4.7,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966369,8,1,1,0,33,d0c07im4a6oj8qa7f1zlt3pqs,1,28.2,34.6,2023-04-16T23:05:46.709Z,2023-04-16T23:05:49Z,4197371323,212,17.3,4197371317,56,Back,4197371319,140,31.6,4197371321,141,59.5,4197371325,213,1.4,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966393,9,1,1,0,36,d0c07im4a6oj8qa7f1zlt3pqs,1,31.6,59.5,2023-04-16T23:05:49.077Z,2023-04-16T23:05:51Z,4197371363,141,85.5,4197371361,140,39.1,4197371367,213,1.2,4197371359,56,Back,4197371365,212,19.4,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966417,10,1,1,0,38,d0c07im4a6oj8qa7f1zlt3pqs,1,39.1,85.5,2023-04-16T23:05:51.557Z,2023-04-16T23:05:55Z,4197371463,212,15.5,4197371453,56,Back,4197371457,140,27.6,4197371465,213,3.8,4197371461,141,71.1,,,,,,,,,,457wpw6s1esrs616paqzo355,C. Asensio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966433,11,1,1,0,41,d0c07im4a6oj8qa7f1zlt3pqs,1,25.5,67.9,2023-04-16T23:05:54.773Z,2023-04-16T23:05:58Z,4197371601,213,3.7,4197371593,56,Back,4197371595,140,5.6,4197371597,141,49.8,4197371599,212,24.3,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966453,12,1,1,0,45,d0c07im4a6oj8qa7f1zlt3pqs,0,6.7,48,2023-04-16T23:05:58.309Z,2023-04-16T23:06:02Z,4197371713,212,52.5,4197371707,140,53.5,4197371705,56,Right,4197371711,141,20.8,4197371703,157,,4197371717,1,,4197371715,213,5.9,,,,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966459,9,1,1,0,50,dqx48fglv1l96cyrmjdod0xec,0,43.1,78.2,2023-04-16T23:06:02.984Z,2023-04-16T23:06:03Z,4197371743,56,Center,4197371747,141,78.1,4197371749,212,13.7,4197371751,213,6.3,4197371741,3,,4197371745,140,56.1,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966497,13,1,1,0,50,d0c07im4a6oj8qa7f1zlt3pqs,1,34,27,2023-04-16T23:06:03.798Z,2023-04-16T23:06:07Z,4197371933,141,14.5,4197371931,140,36.4,4197371929,56,Back,4197371927,3,,4197371937,213,5.0,4197371935,212,8.9,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536296867,930,49,1,0,53,d0c07im4a6oj8qa7f1zlt3pqs,1,25.5,13.8,2023-04-16T23:06:06.007Z,2023-04-20T14:10:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966499,14,61,1,0,54,d0c07im4a6oj8qa7f1zlt3pqs,0,26.7,1.5,2023-04-16T23:06:07.638Z,2023-04-16T23:06:08Z,4197371941,56,Back,,,,,,,,,,,,,,,,,,,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966509,10,5,1,0,55,dqx48fglv1l96cyrmjdod0xec,1,73.2,101.1,2023-04-16T23:06:08.182Z,2023-04-16T23:32:09Z,4197371967,56,Left,4197371971,233,15,4197371969,347,,,,,,,,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966501,15,5,1,0,55,d0c07im4a6oj8qa7f1zlt3pqs,0,26.8,-1.1,2023-04-16T23:06:08.182Z,2023-04-16T23:06:10Z,4197371977,233,10,4197371949,347,,4197371947,56,Back,,,,,,,,,,,,,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966577,11,1,1,1,5,dqx48fglv1l96cyrmjdod0xec,1,72.8,100,2023-04-16T23:06:18.288Z,2023-04-16T23:06:21Z,4197372375,212,5.1,4197372377,213,4.7,4197372367,107,,4197372369,56,Left,4197372371,140,72.8,4197372373,141,93.3,,,,,,,2hdg94moevfpp12pbwjg1ypec,F. Volmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966583,12,1,1,1,8,dqx48fglv1l96cyrmjdod0xec,1,72.6,93.3,2023-04-16T23:06:21.616Z,2023-04-16T23:06:22Z,4197372411,140,73.6,4197372409,56,Left,4197372413,141,96.8,4197372415,212,2.6,4197372417,213,1.2,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966593,13,1,1,1,9,dqx48fglv1l96cyrmjdod0xec,1,73.6,96,2023-04-16T23:06:22.768Z,2023-04-16T23:06:23Z,4197372471,141,93.8,4197372469,140,70.2,4197372467,56,Left,4197372475,213,3.5,4197372473,212,3.9,,,,,,,,,,2hdg94moevfpp12pbwjg1ypec,F. Volmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966623,14,1,1,1,11,dqx48fglv1l96cyrmjdod0xec,1,70.2,93.2,2023-04-16T23:06:24.128Z,2023-04-20T14:10:50Z,4204420839,155,,4197372615,212,46.9,4197372603,56,Back,4197372617,213,4.1,4197372619,1,,4197372611,141,38.6,4197372607,140,42.9,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966637,15,1,1,1,14,dqx48fglv1l96cyrmjdod0xec,1,41.9,36.9,2023-04-16T23:06:27.715Z,2023-04-16T23:06:29Z,4197372671,141,16.1,4197372667,56,Back,4197372669,140,44.8,4197372675,213,4.9,4197372673,212,14.5,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966663,16,1,1,1,16,dqx48fglv1l96cyrmjdod0xec,1,44.4,13.1,2023-04-16T23:06:29.571Z,2023-04-17T01:03:04Z,4197372829,56,Right,4197372837,213,6.2,4197372835,212,23.3,4197372833,141,11.6,4197372831,140,66.6,,,,,,,,,,17yf2rdrh0oshogxp00s61hqs,S. Rivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966675,17,1,1,1,19,dqx48fglv1l96cyrmjdod0xec,1,66.6,11.6,2023-04-16T23:06:32.772Z,2023-04-17T01:03:10Z,4197372889,140,60.7,4197372893,212,7.5,4197372887,56,Right,4197372895,213,3.7,4197372891,141,5.5,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966703,18,1,1,1,21,dqx48fglv1l96cyrmjdod0xec,1,60.7,5.2,2023-04-16T23:06:34.741Z,2023-04-17T01:03:20Z,4197373005,56,Back,4197373015,213,2.6,4197373013,212,22.7,4197373007,140,42.1,4197373009,141,22.1,,,,,,,,,,17yf2rdrh0oshogxp00s61hqs,S. Rivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966725,19,1,1,1,25,dqx48fglv1l96cyrmjdod0xec,1,38.4,24.4,2023-04-16T23:06:37.991Z,2023-04-16T23:06:41Z,4197373127,213,1.8,4197373125,212,24.4,4197373117,56,Back,4197373119,140,32.5,4197373121,141,59.1,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966753,20,1,1,1,28,dqx48fglv1l96cyrmjdod0xec,1,32.8,58.8,2023-04-16T23:06:41.207Z,2023-04-16T23:06:44Z,4197373303,212,28.9,4197373301,141,17.3,4197373305,213,4.9,4197373297,56,Back,4197373299,140,38.8,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966777,21,1,1,1,31,dqx48fglv1l96cyrmjdod0xec,1,38.8,17.3,2023-04-16T23:06:44.442Z,2023-04-16T23:06:46Z,4197373415,56,Back,4197373421,212,7.8,4197373423,213,4.8,4197373419,141,5.9,4197373417,140,39.7,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966801,22,1,1,1,34,dqx48fglv1l96cyrmjdod0xec,1,39.7,5.9,2023-04-16T23:06:47.002Z,2023-04-17T01:03:36Z,4197373563,141,16.4,4197373561,140,35.6,4197373567,213,2.1,4197373559,56,Back,4197373565,212,8.3,,,,,,,,,,17yf2rdrh0oshogxp00s61hqs,S. Rivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966807,23,1,1,1,37,dqx48fglv1l96cyrmjdod0xec,0,37.1,9.5,2023-04-16T23:06:50.555Z,2023-04-16T23:06:50Z,4197373597,213,5.6,4197373593,141,0.0,4197373587,56,Back,4197373589,140,45.5,4197373595,212,11.5,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966851,16,5,1,1,38,d0c07im4a6oj8qa7f1zlt3pqs,1,54.5,101.4,2023-04-16T23:06:51.089Z,2023-04-16T23:32:09Z,4197373817,347,,4197373845,233,24,4197373815,56,Left,,,,,,,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966811,24,5,1,1,38,dqx48fglv1l96cyrmjdod0xec,0,45.5,-1.4,2023-04-16T23:06:51.089Z,2023-04-16T23:07:05Z,4197373877,233,16,4197373599,56,Back,4197373601,347,,,,,,,,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966897,17,1,1,1,43,d0c07im4a6oj8qa7f1zlt3pqs,1,53.8,100,2023-04-16T23:06:56.071Z,2023-04-16T23:07:00Z,4197374047,107,,4197374049,56,Back,4197374055,212,22.2,4197374057,213,3.6,4197374059,1,,4197374051,140,34.8,4197374053,141,87.0,,,,457wpw6s1esrs616paqzo355,C. Asensio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966941,18,1,1,1,47,d0c07im4a6oj8qa7f1zlt3pqs,1,35,81.6,2023-04-16T23:07:00.791Z,2023-04-16T23:07:07Z,4197374341,212,17.2,4197374337,140,31.3,4197374339,141,57.0,4197374335,56,Back,4197374343,213,4.5,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966957,19,1,1,1,54,d0c07im4a6oj8qa7f1zlt3pqs,1,32.8,51.1,2023-04-16T23:07:07.079Z,2023-04-16T23:07:11Z,4197374463,212,15.9,4197374461,141,73.5,4197374465,213,1.3,4197374459,140,37.1,4197374457,56,Back,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966985,20,1,1,1,58,d0c07im4a6oj8qa7f1zlt3pqs,1,34.7,73.5,2023-04-16T23:07:10.951Z,2023-04-16T23:07:13Z,4197374563,56,Back,4197374569,212,15.2,4197374571,213,1.3,4197374567,141,94.8,4197374565,140,39.1,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967001,21,1,1,2,0,d0c07im4a6oj8qa7f1zlt3pqs,1,35.2,89.8,2023-04-16T23:07:13.031Z,2023-04-16T23:07:15Z,4197374635,212,12.4,4197374637,213,4.0,4197374629,56,Back,4197374631,140,27.1,4197374633,141,76.5,,,,,,,,,,457wpw6s1esrs616paqzo355,C. Asensio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967017,22,1,1,2,2,d0c07im4a6oj8qa7f1zlt3pqs,1,27.2,73.5,2023-04-16T23:07:15.159Z,2023-04-16T23:07:17Z,4197374691,56,Back,4197374693,140,24.3,4197374695,141,38.4,4197374699,213,4.6,4197374697,212,24.1,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967041,23,1,1,2,4,d0c07im4a6oj8qa7f1zlt3pqs,1,23.8,42.7,2023-04-16T23:07:17.464Z,2023-04-16T23:07:21Z,4197374819,140,6.7,4197374823,212,19.2,4197374817,56,Back,4197374821,141,52.6,4197374825,213,2.8,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967085,24,1,1,2,8,d0c07im4a6oj8qa7f1zlt3pqs,1,7.6,51.6,2023-04-16T23:07:21.032Z,2023-04-16T23:07:29Z,4197375025,1,,4197375013,155,,4197375015,56,Back,4197375021,212,36.3,4197375023,213,5.4,4197375017,140,28.2,4197375019,141,8.8,,,,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967099,25,1,1,2,16,d0c07im4a6oj8qa7f1zlt3pqs,1,34.6,29.8,2023-04-16T23:07:29.112Z,2023-04-16T23:07:31Z,4197375085,141,24.6,4197375081,56,Back,4197375083,140,22.9,4197375087,212,12.8,4197375089,213,3.4,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967121,26,1,1,2,18,d0c07im4a6oj8qa7f1zlt3pqs,1,22.9,24.6,2023-04-16T23:07:31.176Z,2023-04-16T23:07:33Z,4197375203,56,Back,4197375211,212,9.9,4197375205,140,30.2,4197375213,213,0.7,4197375207,141,33.7,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967147,27,1,1,2,20,d0c07im4a6oj8qa7f1zlt3pqs,1,30.8,39.1,2023-04-16T23:07:33.752Z,2023-04-16T23:07:37Z,4197375363,56,Back,4197375369,140,30.3,4197375383,213,1.6,4197375377,212,15.3,4197375373,141,61.6,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967189,28,1,1,2,24,d0c07im4a6oj8qa7f1zlt3pqs,1,30.4,68.4,2023-04-16T23:07:37.544Z,2023-04-16T23:07:41Z,4197375525,56,Back,4197375531,212,19.5,4197375533,213,4.5,4197375529,141,40.2,4197375527,140,26.8,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967223,29,1,1,2,28,d0c07im4a6oj8qa7f1zlt3pqs,1,31.3,29.7,2023-04-16T23:07:41.128Z,2023-04-16T23:07:44Z,4197375695,212,14.0,4197375697,213,0.2,4197375691,140,44.5,4197375693,141,33.0,4197375689,56,Back,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967225,30,1,1,2,31,d0c07im4a6oj8qa7f1zlt3pqs,1,51.4,41.2,2023-04-16T23:07:44.120Z,2023-04-20T14:11:41Z,4197375707,140,44.6,4197375709,141,40.9,4197375705,56,Back,4197375715,213,3.2,4197375711,212,7.1,,,,,,,,,,42wy8249nwozwzl13jqewtn56,A. Ocampo-Chávez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
