id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/12/value,assist
2533300835,7,1,1,0,13,29nx7yxy1rdqv2oobqn5pjf8p,0,8.7,48.4,2023-04-14T23:05:02.570Z,2023-04-14T23:05:04Z,4188589301,157,,4188589311,213,0.1,4188589307,141,61.1,4188589309,212,60.4,4188589313,1,,4188589305,140,65.6,4188589303,56,Center,,,,3jggbo072qzgw1bivr2htm5g4,L. Gavran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535853119,863,44,1,0,14,6ddsx316t3j0z6nolrky9k4r8,1,30.3,33.1,2023-04-14T23:05:03.503Z,2023-04-19T12:50:56Z,4202068275,56,Back,4202279075,233,756,4202068277,285,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535853121,756,44,1,0,14,29nx7yxy1rdqv2oobqn5pjf8p,0,69.7,66.9,2023-04-14T23:05:03.504Z,2023-04-19T12:50:57Z,4202068279,56,Center,4202279099,233,863,4202068281,286,,,,,,,,,,,,,,,,,7oxivwr2b7bq70t35dgsjloiy,H. Mbongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300839,5,1,1,0,14,6ddsx316t3j0z6nolrky9k4r8,1,33.9,42.3,2023-04-14T23:05:03.702Z,2023-04-24T16:39:32Z,4188589333,3,,4188589341,212,12.7,4188589339,141,42.1,4188589335,56,Back,4188589337,140,46.0,4188589343,213,6.3,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300851,6,1,1,0,17,6ddsx316t3j0z6nolrky9k4r8,1,48.1,41,2023-04-14T23:05:06.170Z,2023-04-19T10:47:37Z,4202068775,141,45.0,4202068779,213,2.6,4202068921,156,,4202068773,140,44.0,4202068777,212,5.1,4188589391,56,Back,,,,,,,cf5cnymq2xkzjczfy4zk905qs,F. Di Ponzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535853371,864,50,1,0,18,6ddsx316t3j0z6nolrky9k4r8,1,41,46.2,2023-04-14T23:05:07.052Z,2023-04-19T12:50:55Z,4202069693,56,Back,4202069695,286,,4202279001,233,8,,,,,,,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300847,8,7,1,0,18,29nx7yxy1rdqv2oobqn5pjf8p,0,59,53.8,2023-04-14T23:05:07.053Z,2023-04-19T12:50:54Z,4202069819,385,,4188589375,285,,4188589401,233,864,4188589373,56,Center,,,,,,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300861,7,4,1,0,21,6ddsx316t3j0z6nolrky9k4r8,1,38.2,45.8,2023-04-14T23:05:10.274Z,2023-04-15T01:05:47Z,4188589463,233,9,4188589455,265,,4188589453,152,,4188589451,56,Back,4188589449,13,,4188589457,286,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300853,9,4,1,0,21,29nx7yxy1rdqv2oobqn5pjf8p,0,61.8,54.2,2023-04-14T23:05:10.275Z,2023-04-14T23:05:15Z,4188589415,265,,4188589469,233,7,4188589409,13,,4188589413,152,,4188589411,56,Center,4188589417,285,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300887,8,1,1,0,26,6ddsx316t3j0z6nolrky9k4r8,1,43.9,35.3,2023-04-14T23:05:15.214Z,2023-04-19T10:48:06Z,4188589591,56,Back,4188589597,212,13.7,4188589589,152,,4188589587,5,,4188589595,141,28.5,4188589599,213,3.5,4188589593,140,31.6,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535854043,865,1,1,0,28,6ddsx316t3j0z6nolrky9k4r8,1,32.5,26.2,2023-04-14T23:05:17.753Z,2023-04-19T10:49:37Z,4202072791,140,23.7,4202072795,212,20.1,4202072793,141,52.4,4202072789,56,Back,4202072797,213,2.0,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300893,9,1,1,0,35,6ddsx316t3j0z6nolrky9k4r8,1,22.2,55.5,2023-04-14T23:05:24.526Z,2023-04-14T23:07:05Z,4188589631,56,Back,4188589637,212,18.0,4188589635,141,78.2,4188589639,213,1.0,4188589633,140,31.0,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300897,10,1,1,0,38,6ddsx316t3j0z6nolrky9k4r8,1,30.9,78.1,2023-04-14T23:05:27.614Z,2023-04-14T23:05:29Z,4188589661,56,Back,4188589669,213,4.3,4188589665,141,56.7,4188589663,140,24.3,4188589667,212,16.1,,,,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300901,11,1,1,0,40,6ddsx316t3j0z6nolrky9k4r8,1,23,53.4,2023-04-14T23:05:29.070Z,2023-04-14T23:07:06Z,4188589691,56,Back,4188589697,212,20.4,4188589695,141,24.3,4188589699,213,5.0,4188589693,140,27.9,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300909,12,1,1,0,42,6ddsx316t3j0z6nolrky9k4r8,1,30.6,24.3,2023-04-14T23:05:31.118Z,2023-04-14T23:05:33Z,4188589739,213,1.9,4188589735,141,48.1,4188589733,140,25.3,4188589731,56,Back,4188589737,212,17.1,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300921,13,1,1,0,43,6ddsx316t3j0z6nolrky9k4r8,1,25.3,53.4,2023-04-14T23:05:32.926Z,2023-04-14T23:07:09Z,4188589815,141,83.5,4188589819,213,1.4,4188589811,56,Back,4188589817,212,20.9,4188589813,140,29.4,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300931,14,1,1,0,48,6ddsx316t3j0z6nolrky9k4r8,1,61.9,86,2023-04-14T23:05:37.439Z,2023-04-14T23:05:41Z,4188589907,212,13.7,4188589901,56,Left,4188589903,140,73.7,4188589905,141,94.7,4188589909,213,0.4,,,,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300941,15,1,1,0,52,6ddsx316t3j0z6nolrky9k4r8,1,66.1,97.5,2023-04-14T23:05:41.791Z,2023-04-19T10:49:37Z,4188590015,212,4.2,4188590011,140,67.0,4188590009,56,Left,4188590017,213,4.9,4188590013,141,91.5,,,,,,,,,,4k6c9nnzytq9qhc9uol64wg7o,S. Bednarsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300947,16,1,1,0,57,6ddsx316t3j0z6nolrky9k4r8,1,65.1,92.9,2023-04-14T23:05:46.158Z,2023-04-19T10:49:45Z,4188590043,141,98.3,4188590039,56,Left,4188590047,213,2.3,4188590041,140,62.0,4188590045,212,4.9,,,,,,,,,,ck71v8brvqxzz905c5o9966ay,J. Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300953,17,1,1,0,58,6ddsx316t3j0z6nolrky9k4r8,1,59.7,96,2023-04-14T23:05:48.015Z,2023-04-19T10:49:52Z,4188590079,141,82.0,4188590075,56,Back,4188590081,212,17.8,4188590083,213,3.7,4188590077,140,45.4,,,,,,,,,,4k6c9nnzytq9qhc9uol64wg7o,S. Bednarsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300969,18,1,1,0,59,6ddsx316t3j0z6nolrky9k4r8,1,45.6,59,2023-04-14T23:05:48.847Z,2023-04-19T10:50:49Z,4188590183,213,4.7,4188590177,140,45.3,4188590179,141,31.8,4188590175,56,Back,4188590181,212,18.5,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300981,20,1,1,1,2,6ddsx316t3j0z6nolrky9k4r8,1,45.4,31,2023-04-14T23:05:51.655Z,2023-04-19T10:50:55Z,4188590247,212,25.1,4188590241,56,Right,4188590243,140,62.5,4188590249,213,5.5,4188590245,141,5.2,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535854467,866,1,1,1,4,6ddsx316t3j0z6nolrky9k4r8,1,68.7,6.4,2023-04-14T23:05:54.002Z,2023-04-19T10:51:18Z,4202075093,140,76.9,4202075097,212,9.6,4202075099,213,0.5,4202075091,56,Right,4202075095,141,12.7,,,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535854493,867,1,1,1,6,6ddsx316t3j0z6nolrky9k4r8,0,76.9,12.7,2023-04-14T23:05:55.993Z,2023-04-19T10:51:26Z,4202075221,212,8.6,4202075217,140,69.1,4202075219,141,16.7,4202075223,213,2.8,4202075215,56,Right,,,,,,,,,,1p4rbf4wumfagv2ntlewdxey,R. Arévalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300979,19,43,1,1,8,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-14T23:05:57.535Z,2023-04-19T10:52:34Z,4188590235,213,4.8,4202076677,144,1,4188590229,140,45.4,4188590233,212,15.3,4188590231,141,19.7,4188590227,56,Back,,,,,,,cf5cnymq2xkzjczfy4zk905qs,F. Di Ponzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300975,10,61,1,1,8,29nx7yxy1rdqv2oobqn5pjf8p,1,36.3,82.8,2023-04-14T23:05:57.860Z,2023-04-19T10:52:19Z,4188590209,56,Back,,,,,,,,,,,,,,,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300987,21,43,1,1,9,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-14T23:05:58.271Z,2023-04-19T10:52:30Z,4188590265,140,75.8,4188590269,212,10.2,4188590271,213,0.6,4188590263,56,Center,4188590261,3,0,4202076553,144,1,4188590267,141,29.5,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301001,22,1,1,1,15,6ddsx316t3j0z6nolrky9k4r8,1,55.4,33.8,2023-04-14T23:06:04.368Z,2023-04-19T10:52:59Z,4188590381,56,Center,4188590387,212,25.6,4188590389,213,1.6,4188590385,141,71.5,4188590383,140,55.4,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535855121,868,1,1,1,16,6ddsx316t3j0z6nolrky9k4r8,1,58,79,2023-04-14T23:06:05.751Z,2023-04-19T10:53:47Z,4202078261,140,67.9,4202078265,212,15.2,4202078259,56,Left,4202078263,141,95.4,4202078267,213,0.8,,,,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301015,23,1,1,1,24,6ddsx316t3j0z6nolrky9k4r8,1,64.4,96.9,2023-04-14T23:06:13.458Z,2023-04-19T10:54:42Z,4188590457,212,13.0,4188590453,140,76.5,4188590455,141,93.1,4188590451,56,Left,4188590459,213,6.1,,,,,,,,,,ck71v8brvqxzz905c5o9966ay,J. Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301025,24,1,1,1,27,6ddsx316t3j0z6nolrky9k4r8,1,96.9,92.1,2023-04-14T23:06:16.464Z,2023-04-19T10:54:44Z,4188590511,141,63.5,4188590507,56,Center,4188590515,213,4.4,4188590513,212,20.6,4188590509,140,90.5,,,,,,,,,,4k6c9nnzytq9qhc9uol64wg7o,S. Bednarsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301029,25,61,1,1,28,6ddsx316t3j0z6nolrky9k4r8,0,91.3,63.6,2023-04-14T23:06:17.541Z,2023-04-15T01:05:40Z,4188590525,56,Center,,,,,,,,,,,,,,,,,,,,,,cf5cnymq2xkzjczfy4zk905qs,F. Di Ponzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301021,11,5,1,1,29,29nx7yxy1rdqv2oobqn5pjf8p,1,-1.2,48.4,2023-04-14T23:06:18.027Z,2023-04-15T00:13:44Z,4188590489,56,Back,4188590491,346,,4188635389,233,382,,,,,,,,,,,,,,,,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533309317,382,5,1,1,29,6ddsx316t3j0z6nolrky9k4r8,0,101.2,51.6,2023-04-14T23:06:18.027Z,2023-04-14T23:59:27Z,4188635393,233,11,4188635373,56,Center,4188635375,346,,,,,,,,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301063,12,1,1,1,42,29nx7yxy1rdqv2oobqn5pjf8p,1,5.3,56.9,2023-04-14T23:06:31.277Z,2023-04-19T10:55:03Z,4188590755,124,,4188590759,140,7.0,4188590763,212,6.2,4188590765,213,5.0,4188590769,237,,4188590757,56,Back,4188590761,141,48.2,,,,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301065,13,1,1,1,44,29nx7yxy1rdqv2oobqn5pjf8p,1,7,48.7,2023-04-14T23:06:33.732Z,2023-04-14T23:06:35Z,4188590771,56,Back,4188590779,213,1.3,4188590775,141,63.1,4188590773,140,9.3,4188590777,212,10.1,,,,,,,,,,3jggbo072qzgw1bivr2htm5g4,L. Gavran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301079,14,1,1,1,45,29nx7yxy1rdqv2oobqn5pjf8p,1,9.3,63.1,2023-04-14T23:06:34.932Z,2023-04-19T10:55:10Z,4188590855,56,Back,4188590859,141,64.9,4188590863,213,0.1,4188590857,140,30.2,4188590861,212,22.0,,,,,,,,,,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301083,15,61,1,1,50,29nx7yxy1rdqv2oobqn5pjf8p,0,29.9,66.1,2023-04-14T23:06:39.469Z,2023-04-14T23:06:39Z,4188590879,56,Back,,,,,,,,,,,,,,,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301087,26,49,1,1,53,6ddsx316t3j0z6nolrky9k4r8,1,87.7,31.9,2023-04-14T23:06:42.194Z,2023-04-14T23:06:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1p4rbf4wumfagv2ntlewdxey,R. Arévalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301095,27,61,1,1,53,6ddsx316t3j0z6nolrky9k4r8,0,94,27.6,2023-04-14T23:06:42.482Z,2023-04-15T00:04:07Z,4188590941,56,Center,,,,,,,,,,,,,,,,,,,,,,1p4rbf4wumfagv2ntlewdxey,R. Arévalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301089,16,49,1,1,53,29nx7yxy1rdqv2oobqn5pjf8p,1,5.7,70.5,2023-04-14T23:06:42.949Z,2023-04-14T23:06:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301105,17,1,1,1,55,29nx7yxy1rdqv2oobqn5pjf8p,1,6.3,71.8,2023-04-14T23:06:44.125Z,2023-04-14T23:06:47Z,4188591005,213,1.4,4188590999,140,9.0,4188591003,212,15.6,4188591001,141,94.4,4188590997,56,Back,,,,,,,,,,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301141,18,1,1,1,58,29nx7yxy1rdqv2oobqn5pjf8p,1,17.5,93.5,2023-04-14T23:06:47.557Z,2023-04-19T10:55:59Z,4188591207,141,72.0,4188591211,213,5.4,4188591203,56,Back,4188591205,140,28.0,4188591209,212,18.3,,,,,,,,,,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301145,19,1,1,2,1,29nx7yxy1rdqv2oobqn5pjf8p,1,26.6,64.9,2023-04-14T23:06:50.270Z,2023-04-19T10:57:36Z,4188591245,141,37.6,4188591249,213,4.4,4188591243,140,21.1,4188591241,56,Back,4188591247,212,19.4,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301147,20,1,1,2,7,29nx7yxy1rdqv2oobqn5pjf8p,1,22.8,27.9,2023-04-14T23:06:57.021Z,2023-04-19T10:57:50Z,4188591255,56,Back,4188591263,213,2.0,4188591259,141,54.6,4188591257,140,15.2,4188591261,212,19.8,,,,,,,,,,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301151,21,1,1,2,9,29nx7yxy1rdqv2oobqn5pjf8p,1,15.2,52,2023-04-14T23:06:58.957Z,2023-04-19T10:57:55Z,4188591303,141,68.4,4188591299,56,Back,4188591307,213,1.3,4188591301,140,18.1,4188591305,212,11.6,,,,,,,,,,3jggbo072qzgw1bivr2htm5g4,L. Gavran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301153,22,1,1,2,11,29nx7yxy1rdqv2oobqn5pjf8p,1,19.2,67.2,2023-04-14T23:07:00.861Z,2023-04-19T10:58:10Z,4188591321,212,16.9,4188591317,140,23.5,4188591319,141,43.3,4188591323,213,5.0,4188591315,56,Back,,,,,,,,,,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535856389,757,1,1,2,14,29nx7yxy1rdqv2oobqn5pjf8p,1,28.7,42.7,2023-04-14T23:07:03.294Z,2023-04-19T10:59:08Z,4202084593,56,Back,4202084595,140,18.7,4202084599,212,14.8,4202084597,141,27.4,4202084601,213,3.9,,,,,,,,,,d8u6lnk9lmbrgv9obcshpec8a,M. Stojadinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301159,23,1,1,2,17,29nx7yxy1rdqv2oobqn5pjf8p,1,20.2,26.4,2023-04-14T23:07:06.630Z,2023-04-19T10:59:08Z,4188591371,140,42.7,4188591377,213,6.0,4188591369,56,Back,4188591375,212,24.8,4188591367,155,,4188591373,141,15.1,,,,,,,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301171,24,1,1,2,22,29nx7yxy1rdqv2oobqn5pjf8p,1,48.3,6.9,2023-04-14T23:07:11.189Z,2023-04-19T10:59:32Z,4188591463,140,44.3,4188591467,212,17.2,4188591469,213,1.8,4188591461,56,Back,4188591465,141,31.4,,,,,,,,,,7w2rw1jd8ouhu8bbvswvysu8k,J. Bernardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
