id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/17/value
2524952951,1,34,16,0,0,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-03-26T20:56:32.983Z,2023-03-29T06:24:56Z,4125589963,30,"7rb6l13x5slw5ue3c2n1ju0gl, e076q290ab1o6qz9vthl2c0a2, infc7r3a8oktbajwp4pff7dg, aymd7oegdw0wsqbvfl7xrl0r8, 3tb7ycl6z32sevjo8rxa590, bo9momaa9orr52cbwpt348t90, 5q5ti9wmab56mk2995qk01ixg, 65jctzcct9irz3wre08c2v2wa, 1874nj27f507jqja4e8zla1as, el796cr8ka1ovy7agjlxhdzo, 2ug51dfg4oerpnbudnkw497je, 7x098qxoirgwlu38q1v969s6h, a0r2fx204amflk1vjf5evgx2i, 36nlk9spjf591wxuzvimi0eay, 6rf06scmlaprgplvvw0oyb9ck, 1yl2e0y3cglm1nwto5uzs3e5m, 4poexep0xjtt6vwpbyo7svkoa, c1fvknrf94i05q738d5r7vmdw, ao6gh4p2j4gazemcuu36o5tsk, 4kng7wg83mastngy9hw7j6v6y",4144970055,194,3tb7ycl6z32sevjo8rxa590,4125589971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125589965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125643913,197,15001,4125589973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125589969,130,4,4125589967,59,"21, 18, 76, 66, 6, 15, 30, 28, 67, 57, 12, 29, 36, 40, 41, 43, 45, 55, 56, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524953527,1,34,16,0,0,8o8m08he36u0j4w08aj2iodn8,1,0,0,2023-03-26T20:58:38.851Z,2023-03-26T22:25:33Z,4125592695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125627643,194,4fsa5gccqi6eiy0a4jau4swrt,4125592685,30,"99hdzy5s45xr72d3lgttdmne1, acskv7krqaau05kpgbfz6f0iy, 4brxad2pilyhwhjgri3u0rmga, 1extjwx4b7nlpu8fm6526dsrt, 4fsa5gccqi6eiy0a4jau4swrt, 16ndalf4kfr7e6rd9mwj7gfmc, 9u37akzkhdyszhevgrjghq99m, 38p90lsdc5iv1jvjbhiinv6ne, 3nyl7lxka41yl4yep8rzj95d6, 5ehbz7f56cmfamc29fnk3yuax, 5sphos4tiokzmv1iqqsa1invu, 3dbbjeqx9j2qochtg92f0dgtm, 3nnvwhdwfijuvv8plxk51tuy, 2f7q5vtc8uxbfd1ofs08to67e, 83mk9m591utxa1lboute1kvmc, gqwm9a2a8wdrj3uws09yj0tl, ate2xv18atyygibcdewjrwd0p, 4rnong5uhpqn323bqfthsbyay, 5fuu627ozaxgv8ibhyxi4zcic, afdz1ibldn2vc8gtezyw8tqay",4125592691,130,8,4125592693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125592689,59,"25, 36, 3, 46, 16, 27, 38, 37, 33, 49, 32, 41, 43, 44, 47, 48, 50, 52, 58, 62",4125592687,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125643919,197,14914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524963099,2,32,1,0,0,8o8m08he36u0j4w08aj2iodn8,1,0,0,2023-03-26T22:04:11.657Z,2023-03-26T22:07:17Z,4125640975,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524963089,2,32,1,0,0,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-03-26T22:04:11.657Z,2023-03-29T06:22:21Z,4125640923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634419,646,1,1,0,0,8o8m08he36u0j4w08aj2iodn8,1,49.6,50.1,2023-03-26T22:04:11.658Z,2023-03-29T06:59:37Z,4145840345,212,20.7,4145840339,140,29.9,4145840343,141,50.4,4145840337,56,Back,4145840347,213,3.1,4145840349,279,S,,,,,,,3nyl7lxka41yl4yep8rzj95d6,V. Bezerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634437,647,1,1,0,2,8o8m08he36u0j4w08aj2iodn8,0,31.9,53.3,2023-03-26T22:04:14.288Z,2023-03-29T07:14:30Z,4145849259,236,,4145844615,140,35.3,4145844613,56,Back,4145849263,286,,4145844619,212,3.6,4145844617,141,52.4,4146225887,233,821,4145844623,213,6.1,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634443,821,74,1,0,2,c7c4wwva2u1vb3rr7rwava044,1,64.7,47.6,2023-03-26T22:04:14.289Z,2023-03-29T07:14:30Z,4145846485,56,Center,4145846489,285,,4146225891,233,647,,,,,,,,,,,,,,,,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634491,648,5,1,0,5,8o8m08he36u0j4w08aj2iodn8,1,46.8,101.1,2023-03-26T22:04:16.902Z,2023-03-29T07:14:35Z,4145857521,347,,4146227277,233,822,4145857519,56,Back,,,,,,,,,,,,,,,,4brxad2pilyhwhjgri3u0rmga,A. Aceves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634493,822,5,1,0,5,c7c4wwva2u1vb3rr7rwava044,0,53.2,-1.1,2023-03-26T22:04:16.902Z,2023-03-29T07:14:36Z,4145857593,56,Right,4146227391,233,648,4145857595,347,,,,,,,,,,,,,,,,,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525634543,649,1,1,0,14,8o8m08he36u0j4w08aj2iodn8,1,52.4,100,2023-03-26T22:04:25.719Z,2023-03-29T07:00:40Z,4145865957,213,4.2,4145865947,56,Back,4145865949,140,46.0,4145865951,141,84.7,4145865945,107,,4145865955,212,13.2,,,,,,,4brxad2pilyhwhjgri3u0rmga,A. Aceves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
