id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,assist,qualifier/15/value,qualifier/14/value,qualifier/16/value
2538438171,1,34,16,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-23T21:43:02.514Z,2023-04-23T23:03:02Z,4215841013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215841005,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4215841007,59,"50, 30, 51, 65, 28, 54, 53, 64, 57, 95, 58, 14, 27, 32, 52, 68, 70, 74, 96, 97",4216049787,194,eqws52w506rp4a2x9mqwm76ga,4215841003,30,"c2j0af3amobjhnadwf8cucbca, 6g7i7z6m8vts105dny1g6z3hm, 5bgt61vb5lnzyoczqnr202lpm, 27ajd5d69mrgie5c9x5izn4oa, cqlc423f6bid2uy3togwkvlgq, ex99a6zbacpkkhgvynu80qpzo, i5wj5hcg2r9934e7gauxtgmi, p99ze5cksh5tv01knf5oj33e, ebik6jxp20k3m9u3hj1c1j5zo, 25rizu4n91uyax4z6l5jv6dqs, eqws52w506rp4a2x9mqwm76ga, 7tpb4dk9meee0utyu4cosnxn8, 2b8nmdlsqa9wxn8xlujvyaqga, aa4v8xfn3ra4digk5h7gdrbze, 6b1p9hzznyykqsap5f065i0yy, 4jkf81djj5h43v8rlnib1tizu, 30me1zjey2l8lywfm3k5rkhsk, 6p7bhmhxcr08kivai5yip07bo, 37uh4n2zngcixlzo8vnk50vtg, a9yn4hf91tepqizgrk0doy7f8",4215841011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216049789,197,3378,4215841009,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538447129,1,34,16,0,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-23T21:58:52.075Z,2023-04-23T23:02:58Z,4215886747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4215886751,130,4,4215886745,30,"bn7qfn71x24fjl5d8t4p97kve, beq6yluq1raxsrvxo77qlrf56, 4k6c9nnzytq9qhc9uol64wg7o, 8sydisziijh84elb8dprtlduy, bug5x187ehj0apzl11lrl3ip6, eiyzqnfh8r8aduel0seou7nu2, cwyml9l4tfvb4ceh8tv3au0wk, duj699i9620tuf3ii9z06bqsq, 96a444bkyegpg5zho3odc54ic, 3ei1s8oyub83owfxxbsygmsmi, ck71v8brvqxzz905c5o9966ay, 1muuu6wgia9wxv6vmw8tln5sk, abhcwxqh35hbgze01m4ihopyi, 1p4rbf4wumfagv2ntlewdxey, eq98gflais2v26wgbkw9wrxg4, 7iu21pvjpdh2nxm8sgn3rraqc, 51feywrm28vtce8hlntacbbe2, cf5cnymq2xkzjczfy4zk905qs, bbxeavv9oiz82dch0tsws3giy",4215886749,59,"54, 34, 37, 33, 77, 30, 29, 42, 39, 27, 38, 18, 31, 44, 47, 56, 60, 64, 79",4215886755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216049685,194,8sydisziijh84elb8dprtlduy,4215886753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4216049687,197,18747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477937,2,32,1,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-23T23:05:20.227Z,2023-04-29T11:42:10Z,4216053255,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477913,2,32,1,0,0,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-23T23:05:20.227Z,2023-04-23T23:05:20Z,4216053143,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477959,3,1,1,0,0,479lsfr4cwlzewpbuda3y2xv4,1,50,50,2023-04-23T23:05:20.987Z,2023-04-24T00:00:19Z,4216053367,212,11.3,4216053371,279,S,4216053365,141,54.8,4216053363,140,39.7,4216053369,213,2.8,4216053361,56,Back,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477963,4,1,1,0,1,479lsfr4cwlzewpbuda3y2xv4,1,39.5,55.9,2023-04-23T23:05:22.012Z,2023-04-24T01:31:37Z,4216053389,212,16.2,4216053383,56,Center,4216053391,213,6.1,4216053387,141,52.2,4216053385,140,54.7,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477971,5,1,1,0,2,479lsfr4cwlzewpbuda3y2xv4,1,56.7,50.9,2023-04-23T23:05:22.860Z,2023-04-24T00:00:26Z,4216053437,140,51.1,4216053435,56,Center,4216053443,213,3.6,4216053441,212,6.5,4216053439,141,47.0,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538477977,6,1,1,0,2,479lsfr4cwlzewpbuda3y2xv4,0,51.1,47,2023-04-23T23:05:23.012Z,2023-04-23T23:05:23Z,4216053465,212,30.2,4216053457,155,,4216053467,213,6.2,4216053463,141,42.1,4216053459,56,Center,4216053461,140,79.7,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478007,3,1,1,0,3,6ddsx316t3j0z6nolrky9k4r8,1,28.4,57.9,2023-04-23T23:05:24.149Z,2023-04-23T23:05:28Z,4216053613,157,,4216053617,140,41.6,4216053621,212,36.0,4216053615,56,Back,4216053625,1,,4216053619,141,9.1,4216053623,213,5.1,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478011,4,49,1,0,7,6ddsx316t3j0z6nolrky9k4r8,1,42.4,7.4,2023-04-23T23:05:27.919Z,2023-04-23T23:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478031,5,1,1,0,9,6ddsx316t3j0z6nolrky9k4r8,1,44.1,4.7,2023-04-23T23:05:29.638Z,2023-04-23T23:05:31Z,4216053741,212,5.4,4216053733,56,Back,4216053743,213,1.2,4216053737,141,12.2,4216053735,140,45.8,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478087,6,1,1,0,11,6ddsx316t3j0z6nolrky9k4r8,1,44.1,11.1,2023-04-23T23:05:31.591Z,2023-04-23T23:05:41Z,4216054003,140,31.1,4216054009,213,3.4,4216054001,56,Back,4216054005,141,5.3,4216054007,212,14.2,,,,,,,,,,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478089,7,4,1,0,20,6ddsx316t3j0z6nolrky9k4r8,1,34.2,2.6,2023-04-23T23:05:40.857Z,2023-04-23T23:05:42Z,4216054017,13,,4216054021,152,,4216054079,286,,4216054075,233,7,4216054019,56,Back,4216054023,265,,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478095,7,4,1,0,20,479lsfr4cwlzewpbuda3y2xv4,0,65.8,97.4,2023-04-23T23:05:40.858Z,2023-04-23T23:05:43Z,4216054045,56,Left,4216054047,152,,4216054051,285,,4216054043,13,,4216054085,233,7,4216054049,265,,,,,,,,ebik6jxp20k3m9u3hj1c1j5zo,C. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478107,8,1,1,0,22,6ddsx316t3j0z6nolrky9k4r8,1,30.5,1.9,2023-04-23T23:05:42.363Z,2023-04-30T11:07:31Z,4216054109,152,,4216054119,213,2.3,4216054111,56,Back,4216054115,141,13.2,4216054117,212,10.2,4216054107,5,,4216054113,140,24.1,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478145,9,1,1,0,24,6ddsx316t3j0z6nolrky9k4r8,1,24.2,12.3,2023-04-23T23:05:44.425Z,2023-04-30T11:07:33Z,4216054317,212,9.2,4216054315,141,3.8,4216054311,56,Back,4216054313,140,31.0,4216054319,213,5.6,,,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541520563,761,45,1,0,29,479lsfr4cwlzewpbuda3y2xv4,0,62,91.3,2023-04-23T23:05:49.262Z,2023-05-01T11:07:09Z,4239211011,56,Left,4239211013,285,,4242948987,233,886,,,,,,,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541520937,886,3,1,0,29,6ddsx316t3j0z6nolrky9k4r8,1,38,8.7,2023-04-23T23:05:49.262Z,2023-05-01T11:07:08Z,4239212997,464,,4239212995,286,,4242948971,233,761,4239212993,56,Back,,,,,,,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478173,10,1,1,0,30,6ddsx316t3j0z6nolrky9k4r8,1,40.1,11.6,2023-04-23T23:05:50.545Z,2023-04-30T11:07:59Z,4216054469,140,49.8,4216054475,213,5.8,4216054473,212,11.7,4216054471,141,3.2,4216054467,56,Back,,,,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478175,11,43,1,0,31,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-23T23:05:52.201Z,2023-04-23T23:05:59Z,4216054479,56,Right,4216054695,144,50,4216054481,286,0,,,,,,,,,,,,,,,,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478207,12,4,1,0,36,6ddsx316t3j0z6nolrky9k4r8,1,55.8,8.6,2023-04-23T23:05:56.630Z,2023-04-30T11:08:38Z,4216054621,152,,4239215653,294,,4216054617,13,,4216054771,233,8,4216054619,56,Right,4216054625,286,,,,,,,,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478239,8,4,1,0,36,479lsfr4cwlzewpbuda3y2xv4,0,44.2,91.4,2023-04-23T23:05:56.631Z,2023-04-30T11:08:36Z,4239215517,294,,4216054745,13,,4216054747,56,Back,4216054749,152,,4216054783,233,12,4216054753,285,,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
