id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2537583319,11,44,1,1,24,8o8m08he36u0j4w08aj2iodn8,1,33.4,73.1,2023-04-22T23:35:53.504Z,2023-04-22T23:35:56Z,4211279597,285,,4211279611,233,16,4211279595,56,Back,,,,,,,,,,,,,,,,ate2xv18atyygibcdewjrwd0p,E. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583307,16,44,1,1,24,erwnez7ksfkns4dqmyr1fhbe,0,66.6,26.9,2023-04-22T23:35:53.505Z,2023-04-22T23:35:56Z,4211279627,233,11,4211279541,56,Center,4211279543,286,,,,,,,,,,,,,,,,,6rzzilhwedeems5je313t0uay,E. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583321,12,61,1,1,25,8o8m08he36u0j4w08aj2iodn8,1,30.7,75,2023-04-22T23:35:54.481Z,2023-04-28T08:58:52Z,4211279599,56,Back,,,,,,,,,,,,,,,,,,,,,,ate2xv18atyygibcdewjrwd0p,E. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583353,13,1,1,1,27,8o8m08he36u0j4w08aj2iodn8,1,26.8,74.5,2023-04-22T23:35:57.048Z,2023-04-22T23:35:58Z,4211279779,140,20.5,4211279785,213,3.6,4211279777,56,Back,4211279783,212,7.4,4211279781,141,69.5,,,,,,,,,,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583381,14,1,1,1,29,8o8m08he36u0j4w08aj2iodn8,1,20.5,69.5,2023-04-22T23:35:58.775Z,2023-04-22T23:36:01Z,4211279945,212,19.2,4211279947,213,3.9,4211279941,140,7.7,4211279943,141,49.3,4211279939,56,Back,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583441,15,1,1,1,32,8o8m08he36u0j4w08aj2iodn8,1,8.8,44.6,2023-04-22T23:36:01.537Z,2023-04-28T04:09:39Z,4211280229,212,47.4,4211280231,213,5.7,4211280233,1,,4211280227,141,5.1,4230771561,155,,4211280221,56,Back,4211280223,140,46.0,,,,99hdzy5s45xr72d3lgttdmne1,J. Gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583443,16,44,1,1,37,8o8m08he36u0j4w08aj2iodn8,1,46.6,5,2023-04-22T23:36:06.570Z,2023-04-22T23:36:07Z,4211280239,285,,4211280241,233,17,4211280237,56,Back,,,,,,,,,,,,,,,,83mk9m591utxa1lboute1kvmc,B. Hency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583439,17,44,1,1,37,erwnez7ksfkns4dqmyr1fhbe,0,53.4,95,2023-04-22T23:36:06.571Z,2023-04-22T23:36:08Z,4211280215,286,,4211280259,233,16,4211280213,56,Left,,,,,,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583455,17,1,1,1,37,8o8m08he36u0j4w08aj2iodn8,0,46,5.1,2023-04-22T23:36:07.015Z,2023-04-22T23:36:08Z,4211280285,56,Right,4211280287,140,63.2,4211280289,141,7.7,4211280283,168,,4211280281,3,,4211280291,212,18.1,4211280293,213,0.1,,,,83mk9m591utxa1lboute1kvmc,B. Hency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583447,18,49,1,1,38,erwnez7ksfkns4dqmyr1fhbe,1,29.6,85.6,2023-04-22T23:36:07.898Z,2023-04-22T23:36:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8pzkxfe5txe71u08n67d8k1uy,E. Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583509,19,1,1,1,40,erwnez7ksfkns4dqmyr1fhbe,1,28.6,82.2,2023-04-22T23:36:09.996Z,2023-04-28T04:09:55Z,4211280549,212,15.0,4211280547,141,66.2,4211280545,140,18.7,4211280543,56,Back,4211280551,213,3.9,,,,,,,,,,8pzkxfe5txe71u08n67d8k1uy,E. Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583539,20,1,1,1,44,erwnez7ksfkns4dqmyr1fhbe,1,18.1,60.8,2023-04-22T23:36:13.435Z,2023-04-28T04:10:00Z,4211280725,213,4.9,4211280721,141,22.4,4211280717,56,Back,4211280723,212,26.6,4211280719,140,22.7,,,,,,,,,,e4xcds6mws71mpp0lskbft9wq,V. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583585,21,1,1,1,47,erwnez7ksfkns4dqmyr1fhbe,1,24.6,22.1,2023-04-22T23:36:16.763Z,2023-04-22T23:36:21Z,4211281005,141,50.4,4211281007,212,28.7,4211280999,155,,4211281009,213,0.7,4211281003,140,44.9,4211281001,56,Back,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583607,22,1,1,1,52,erwnez7ksfkns4dqmyr1fhbe,0,42.5,34.6,2023-04-22T23:36:21.739Z,2023-04-22T23:36:25Z,4211281121,155,,4211281123,56,Right,4211281127,141,0.0,4211281125,140,79.5,4211281131,213,5.7,4211281129,212,45.8,4211281133,1,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583793,18,5,1,1,55,8o8m08he36u0j4w08aj2iodn8,1,17.2,101.4,2023-04-22T23:36:24.964Z,2023-04-23T01:49:06Z,4211282013,347,,4211282017,233,23,4211282009,56,Back,,,,,,,,,,,,,,,,83mk9m591utxa1lboute1kvmc,B. Hency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583611,23,5,1,1,55,erwnez7ksfkns4dqmyr1fhbe,0,82.8,-1.4,2023-04-22T23:36:24.964Z,2023-04-22T23:36:40Z,4211281147,56,Right,4211281149,347,,4211282029,233,18,,,,,,,,,,,,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583847,19,1,1,2,11,8o8m08he36u0j4w08aj2iodn8,1,19.8,100,2023-04-22T23:36:40.264Z,2023-04-22T23:36:44Z,4211282367,141,91.0,4211282365,140,34.6,4211282369,212,17.2,4211282363,56,Back,4211282361,107,,4211282371,213,5.8,,,,,,,gqwm9a2a8wdrj3uws09yj0tl,C. Ostrem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583849,20,1,1,2,13,8o8m08he36u0j4w08aj2iodn8,0,39.9,91.5,2023-04-22T23:36:42.910Z,2023-04-28T04:10:21Z,4211502339,140,32.2,4211502345,213,3.6,4211502343,212,9.1,4211502337,56,Back,4211502341,141,85.5,,,,,,,,,,5sphos4tiokzmv1iqqsa1invu,M. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583853,24,49,1,2,14,erwnez7ksfkns4dqmyr1fhbe,1,63,18.2,2023-04-22T23:36:43.146Z,2023-04-28T04:10:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583877,25,1,1,2,15,erwnez7ksfkns4dqmyr1fhbe,1,63.5,18.6,2023-04-22T23:36:44.466Z,2023-04-28T04:10:50Z,4211282465,213,3.3,4211282459,140,54.7,4211282457,56,Right,4211282461,141,16.7,4211282463,212,9.3,,,,,,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583909,26,1,1,2,16,erwnez7ksfkns4dqmyr1fhbe,0,54.7,16.7,2023-04-22T23:36:45.778Z,2023-04-28T04:11:25Z,4211282619,140,63.0,4211282623,212,9.5,4211282625,213,5.9,4211282617,56,Right,4211282621,141,11.1,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583919,22,61,1,2,17,8o8m08he36u0j4w08aj2iodn8,1,33.6,78.9,2023-04-22T23:36:46.719Z,2023-04-28T04:11:28Z,4211282663,56,Back,,,,,,,,,,,,,,,,,,,,,,64wbk2nsrs0ru0hjcq0lenwgk,S. Oregel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539989791,792,1,1,2,18,erwnez7ksfkns4dqmyr1fhbe,0,64.9,20.5,2023-04-22T23:36:47.476Z,2023-04-28T04:11:47Z,4230772383,212,9.5,4230772385,213,0.1,4230772379,140,73.9,4230772381,141,22.2,4230772377,56,Center,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537625641,421,8,1,2,19,8o8m08he36u0j4w08aj2iodn8,1,30.8,73.3,2023-04-22T23:36:48.088Z,2023-04-28T04:11:56Z,4230772449,385,,4211504519,56,Back,,,,,,,,,,,,,,,,,,,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583937,27,1,1,2,20,erwnez7ksfkns4dqmyr1fhbe,1,65.4,12.8,2023-04-22T23:36:49.659Z,2023-04-28T04:12:02Z,4211282743,212,9.5,4211282737,56,Right,4211282741,141,16.5,4211282739,140,74.1,4211282745,213,0.3,4230772475,155,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583943,28,1,1,2,21,erwnez7ksfkns4dqmyr1fhbe,0,73.8,17.1,2023-04-22T23:36:50.163Z,2023-04-28T04:12:13Z,4211282769,56,Right,4211282777,213,0.1,4211282775,212,2.5,4211282767,168,,4211282771,140,76.2,4211282773,141,17.3,,,,,,,6rzzilhwedeems5je313t0uay,E. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583939,23,49,1,2,22,8o8m08he36u0j4w08aj2iodn8,1,21.7,80.4,2023-04-22T23:36:51.727Z,2023-04-22T23:36:51Z,,,,,,,,,,,,,,,,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583967,24,1,1,2,22,8o8m08he36u0j4w08aj2iodn8,0,28.9,77.5,2023-04-22T23:36:52Z,2023-04-23T00:35:53Z,4211282921,140,34.5,4211282927,213,6.1,4211282925,212,5.9,4211282923,141,76.3,4211282919,56,Back,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583983,29,1,1,2,25,erwnez7ksfkns4dqmyr1fhbe,0,70.2,15.6,2023-04-22T23:36:54.419Z,2023-04-23T01:47:11Z,4211282987,140,75.8,4211282985,56,Right,4211282993,213,5.2,4211282989,141,0.0,4211282991,212,12.9,,,,,,,,,,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583989,25,5,1,2,26,8o8m08he36u0j4w08aj2iodn8,1,22,101.6,2023-04-22T23:36:55.240Z,2023-04-22T23:36:57Z,4211283043,233,30,4211283029,347,,4211283027,56,Back,,,,,,,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537583987,30,5,1,2,26,erwnez7ksfkns4dqmyr1fhbe,0,78,-1.6,2023-04-22T23:36:55.240Z,2023-04-23T01:49:07Z,4211283049,233,25,4211283011,347,,4211283005,56,Right,,,,,,,,,,,,,,,,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584095,26,1,1,2,42,8o8m08he36u0j4w08aj2iodn8,1,23.9,100,2023-04-22T23:37:11.479Z,2023-04-22T23:37:12Z,4211283555,212,8.9,4211283557,213,5.1,4211283549,56,Back,4211283547,107,,4211283551,140,26.7,4211283553,141,89.4,,,,,,,gqwm9a2a8wdrj3uws09yj0tl,C. Ostrem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
