id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2534966403,5,1,1,0,12,4gymgvqmve0m2vh89v84tt3x0,1,34.7,96,2023-04-16T23:05:50.033Z,2023-04-16T23:05:53Z,4197371387,56,Back,4197371389,140,26.0,4197371391,141,86.5,4197371395,213,3.8,4197371393,212,11.2,,,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966411,6,1,1,0,15,4gymgvqmve0m2vh89v84tt3x0,1,25.9,84.5,2023-04-16T23:05:52.969Z,2023-04-20T11:29:56Z,4197371429,213,4.6,4197371427,212,16.3,4197371421,56,Back,4197371425,141,60.8,4197371423,140,23.8,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966425,7,1,1,0,16,4gymgvqmve0m2vh89v84tt3x0,1,23.7,60,2023-04-16T23:05:53.936Z,2023-04-16T23:05:55Z,4197371527,213,4.7,4197371519,56,Back,4197371521,140,22.9,4197371525,212,18.5,4197371523,141,32.8,,,,,,,,,,cy9icu1umyyf9w4cngoqc74es,A. Longmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966443,8,1,1,0,18,4gymgvqmve0m2vh89v84tt3x0,1,15.2,27,2023-04-16T23:05:55.832Z,2023-04-20T14:34:54Z,4197371651,141,37.3,4197371647,56,Back,4197371653,212,10.9,4197371655,213,2.4,4197371649,140,7.3,,,,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536303457,931,1,1,0,19,4gymgvqmve0m2vh89v84tt3x0,1,8.6,34,2023-04-16T23:05:56.902Z,2023-04-20T14:35:51Z,4204457641,140,2.2,4204457645,212,13.5,4204457643,141,51.3,4204457639,56,Back,4204457647,213,2.1,,,,,,,,,,cy9icu1umyyf9w4cngoqc74es,A. Longmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966463,9,1,1,0,23,4gymgvqmve0m2vh89v84tt3x0,1,3.1,56.1,2023-04-16T23:06:01.153Z,2023-04-16T23:06:03Z,4197371777,213,0.8,4197371767,157,,4197371769,56,Back,4197371779,1,,4197371773,141,93.8,4197371775,212,36.5,4197371771,140,27.9,,,,2oo5iizfcb7vdp5jvqd483qsq,E. Panicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966481,10,1,1,0,26,4gymgvqmve0m2vh89v84tt3x0,1,27.9,93.8,2023-04-16T23:06:03.641Z,2023-04-16T23:06:05Z,4197371839,140,43.4,4197371837,56,Back,4197371845,213,6.2,4197371843,212,16.4,4197371841,141,91.2,4197371835,3,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966517,11,1,1,0,28,4gymgvqmve0m2vh89v84tt3x0,1,43.4,91.2,2023-04-16T23:06:05.314Z,2023-04-16T23:06:10Z,4197372017,140,59.8,4197372019,141,86.8,4197372015,56,Left,4197372013,168,,4197372021,212,17.5,4197372023,213,6.1,4197372011,3,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966545,12,1,1,0,33,4gymgvqmve0m2vh89v84tt3x0,1,63.9,92,2023-04-16T23:06:10.713Z,2023-04-16T23:06:15Z,4197372187,213,6.2,4197372179,56,Left,4197372181,140,72.5,4197372183,141,91.4,4197372185,212,9.0,,,,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966609,13,1,1,0,38,4gymgvqmve0m2vh89v84tt3x0,1,87.6,82.7,2023-04-16T23:06:15.513Z,2023-04-20T14:35:51Z,4197372569,213,4.1,4197372567,212,18.7,4197372561,56,Center,4197373187,210,13,4197373189,154,,4197372563,140,77.6,4197372565,141,59.9,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966617,14,13,1,0,40,4gymgvqmve0m2vh89v84tt3x0,1,77.6,59.9,2023-04-16T23:06:17.393Z,2023-04-20T14:35:51Z,4197372751,20,,4197373219,231,49.5,4197373205,55,13,4197373209,102,59.7,4197373215,328,,4197372585,56,Center,4197373201,29,,4197373217,230,98.2,374euncv00zs2oy6ux1u519be,J. Skinner,,4197373199,73,4197373203,154,4197372581,22,4197373213,215,4197373211,103,6.9,4197372583,18,,,,,,,,,,,,,,
2534966563,6,5,1,0,41,4g68p0t2f5jzhzfr67i2rj1ex,1,-0.9,40.5,2023-04-16T23:06:19.032Z,2023-04-17T00:08:09Z,4197372295,346,,4197372293,56,Back,4197483233,233,15,,,,,,,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966629,15,5,1,0,41,4gymgvqmve0m2vh89v84tt3x0,0,100.9,59.5,2023-04-16T23:06:19.032Z,2023-04-17T00:08:09Z,4197372645,56,Center,4197372647,346,,4197483239,233,6,,,,,,,,,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966779,7,1,1,1,3,4g68p0t2f5jzhzfr67i2rj1ex,0,5.1,49.7,2023-04-16T23:06:41.032Z,2023-04-16T23:06:48Z,4197373437,56,Center,4197373439,140,55.5,4197373447,1,,4197373451,74,,4197373441,141,22.4,4197373435,124,,4197373443,212,56.1,4197373445,213,5.9,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966783,16,44,1,1,9,4gymgvqmve0m2vh89v84tt3x0,1,38.9,84.6,2023-04-16T23:06:46.649Z,2023-04-16T23:06:48Z,4197373469,56,Back,4197373471,285,,4197373483,233,8,,,,,,,,,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966785,8,44,1,1,9,4g68p0t2f5jzhzfr67i2rj1ex,0,61.1,15.4,2023-04-16T23:06:46.650Z,2023-04-16T23:57:52Z,4197373501,233,16,4197373475,286,,4197373473,56,Right,,,,,,,,,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966789,17,1,1,1,10,4gymgvqmve0m2vh89v84tt3x0,0,33.3,91.5,2023-04-16T23:06:47.345Z,2023-04-16T23:06:49Z,4197373497,213,6.2,4197373493,141,88.9,4197373495,212,21.4,4197373489,56,Left,4197373491,140,53.6,4197373487,3,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966817,9,1,1,1,11,4g68p0t2f5jzhzfr67i2rj1ex,1,46.6,20.6,2023-04-16T23:06:49.160Z,2023-04-16T23:06:51Z,4197373635,141,20.0,4197373633,140,52.1,4197373631,56,Right,4197373629,3,,4197373637,212,5.8,4197373639,213,6.2,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966819,10,1,1,1,12,4g68p0t2f5jzhzfr67i2rj1ex,0,51.8,21.5,2023-04-16T23:06:49.863Z,2023-04-20T14:36:32Z,4197373659,213,0.5,4197373657,212,4.0,4197373651,56,Center,4197373647,3,,4197373649,168,,4197373655,141,24.3,4197373653,140,55.1,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966829,11,1,1,1,14,4g68p0t2f5jzhzfr67i2rj1ex,0,60.1,37.5,2023-04-16T23:06:51.631Z,2023-04-20T14:36:43Z,4197472193,213,2.1,4197472189,141,55.9,4197373725,56,Center,4197472187,140,52.7,4197472191,212,14.7,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966823,18,49,1,1,15,4gymgvqmve0m2vh89v84tt3x0,1,45.9,50.1,2023-04-16T23:06:52.962Z,2023-04-16T23:06:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966861,19,1,1,1,16,4gymgvqmve0m2vh89v84tt3x0,1,44.2,47.4,2023-04-16T23:06:53.643Z,2023-04-20T14:36:50Z,4197373869,141,47.8,4197373867,140,54.4,4197373871,212,10.7,4197373865,56,Center,4197373873,213,0.0,,,,,,,,,,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966889,20,1,1,1,19,4gymgvqmve0m2vh89v84tt3x0,1,68.1,51.3,2023-04-16T23:06:56.833Z,2023-04-16T23:07:00Z,4197374027,140,59.3,4197374029,141,6.1,4197374025,56,Right,4197374031,212,32.1,4197374033,213,4.4,4197374035,1,,,,,,,,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966915,21,1,1,1,23,4gymgvqmve0m2vh89v84tt3x0,1,56.8,8.8,2023-04-16T23:07:00.449Z,2023-04-16T23:07:03Z,4197374147,212,30.6,4197374149,213,2.6,4197374145,141,32.5,4197374143,140,32.0,4197374141,56,Back,,,,,,,,,,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966921,22,1,1,1,26,4gymgvqmve0m2vh89v84tt3x0,1,31.3,33.3,2023-04-16T23:07:03.329Z,2023-04-16T23:07:05Z,4197374183,140,36.2,4197374185,141,77.5,4197374181,56,Back,4197374187,212,30.5,4197374189,213,1.4,,,,,,,,,,cy9icu1umyyf9w4cngoqc74es,A. Longmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966939,23,1,1,1,27,4gymgvqmve0m2vh89v84tt3x0,1,36.1,75.3,2023-04-16T23:07:05.001Z,2023-04-16T23:07:06Z,4197374321,140,55.0,4197374323,141,94.5,4197374325,212,23.8,4197374319,56,Left,4197374327,213,0.6,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966953,24,1,1,1,29,4gymgvqmve0m2vh89v84tt3x0,1,55,94.5,2023-04-16T23:07:06.761Z,2023-04-16T23:07:10Z,4197374429,212,16.2,4197374427,141,97.2,4197374433,213,0.1,4197374423,56,Left,4197374425,140,70.3,,,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966971,25,1,1,1,32,4gymgvqmve0m2vh89v84tt3x0,1,70.3,97.2,2023-04-16T23:07:09.792Z,2023-04-16T23:07:12Z,4197374521,213,3.2,4197374517,141,94.7,4197374515,140,45.4,4197374513,56,Back,4197374519,212,26.2,,,,,,,,,,3ai567bs32hpam9s7nmeiu044,O. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967033,26,1,1,1,34,4gymgvqmve0m2vh89v84tt3x0,1,45.4,94.7,2023-04-16T23:07:12.081Z,2023-04-16T23:07:19Z,4197374775,141,66.1,4197374773,140,33.7,4197374777,212,23.0,4197374779,213,4.1,4197374771,56,Back,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967039,27,1,1,1,42,4gymgvqmve0m2vh89v84tt3x0,1,33.5,61.2,2023-04-16T23:07:19.433Z,2023-04-16T23:07:21Z,4197374811,212,12.0,4197374807,140,33.5,4197374809,141,78.8,4197374813,213,1.6,4197374805,56,Back,,,,,,,,,,cy9icu1umyyf9w4cngoqc74es,A. Longmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967049,28,1,1,1,43,4gymgvqmve0m2vh89v84tt3x0,1,33.6,79.9,2023-04-16T23:07:21.017Z,2023-04-16T23:07:24Z,4197374873,140,49.4,4197374875,141,94.8,4197374877,212,19.4,4197374879,213,0.5,4197374871,56,Back,,,,,,,,,,b7ph7dek8orcs55sx2jim25m,C. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967059,29,1,1,1,46,4gymgvqmve0m2vh89v84tt3x0,1,49.5,96.9,2023-04-16T23:07:24.129Z,2023-04-16T23:07:26Z,4197374923,141,85.9,4197374925,212,13.0,4197374921,140,59.6,4197374919,56,Left,4197374927,213,5.7,,,,,,,,,,374euncv00zs2oy6ux1u519be,J. Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967063,30,1,1,1,48,4gymgvqmve0m2vh89v84tt3x0,0,59.6,85.1,2023-04-16T23:07:26.161Z,2023-04-16T23:07:26Z,4197374941,140,69.4,4197374945,212,15.9,4197374943,141,67.3,4197374939,56,Center,4197374947,213,5.4,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967079,12,49,1,1,50,4g68p0t2f5jzhzfr67i2rj1ex,1,26.5,51.8,2023-04-16T23:07:27.864Z,2023-04-16T23:07:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3gaoqrkf73134kvk2a023coa1,Y. Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967111,13,1,1,1,50,4g68p0t2f5jzhzfr67i2rj1ex,1,26.5,51.8,2023-04-16T23:07:28.201Z,2023-04-16T23:07:32Z,4197375161,212,6.5,4197375159,141,47.2,4197375163,213,5.8,4197375157,140,31.9,4197375155,56,Back,,,,,,,,,,3gaoqrkf73134kvk2a023coa1,Y. Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967117,14,1,1,1,51,4g68p0t2f5jzhzfr67i2rj1ex,0,40.5,49.3,2023-04-16T23:07:28.791Z,2023-04-16T23:59:31Z,4197375195,140,56.6,4197375193,56,Center,4197375197,141,70.7,4197375201,213,0.7,4197375199,212,22.3,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967091,31,8,1,1,52,4gymgvqmve0m2vh89v84tt3x0,1,54.6,44.2,2023-04-16T23:07:29.968Z,2023-04-20T14:37:10Z,4197375049,56,Center,4204459565,384,,,,,,,,,,,,,,,,,,,,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967119,32,49,1,1,56,4gymgvqmve0m2vh89v84tt3x0,1,60.1,45.8,2023-04-16T23:07:33.729Z,2023-04-16T23:07:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8zokda286fc61hi2znyufz6ga,K. Amiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967155,33,1,1,1,57,4gymgvqmve0m2vh89v84tt3x0,1,60.1,45.8,2023-04-16T23:07:35.112Z,2023-04-16T23:07:37Z,4197375419,213,5.3,4197375411,140,73.8,4197375407,56,Right,4197375417,212,24.9,4197375415,141,15.9,,,,,,,,,,8zokda286fc61hi2znyufz6ga,K. Amiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967213,15,45,1,2,0,4g68p0t2f5jzhzfr67i2rj1ex,0,27.8,80.2,2023-04-16T23:07:37.495Z,2023-04-17T00:00:17Z,4197375659,285,,4197473767,233,34,4197375657,56,Back,,,,,,,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967175,34,3,1,2,0,4gymgvqmve0m2vh89v84tt3x0,1,72.2,19.8,2023-04-16T23:07:37.495Z,2023-04-20T14:37:25Z,4204459933,464,,4197473759,233,15,4197375499,286,,4197375497,56,Right,,,,,,,,,,,,,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967181,35,1,1,2,2,4gymgvqmve0m2vh89v84tt3x0,0,74.1,38.3,2023-04-16T23:07:39.841Z,2023-04-16T23:07:40Z,4197375511,213,1.6,4197375505,140,72.6,4197375503,56,Center,4197375507,141,68.7,4197375509,212,20.7,,,,,,,,,,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985097,399,8,1,2,3,4g68p0t2f5jzhzfr67i2rj1ex,1,36.1,28.5,2023-04-16T23:07:40.230Z,2023-04-20T14:37:31Z,4197474219,56,Back,4204460059,385,,,,,,,,,,,,,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967235,36,1,1,2,7,4gymgvqmve0m2vh89v84tt3x0,0,74.5,67.9,2023-04-16T23:07:44.770Z,2023-04-16T23:07:45Z,4197375767,155,,4197375777,213,5.2,4197375769,56,Center,4197375773,141,33.7,4197375775,212,26.3,4197375771,140,86.1,,,,,,,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967249,16,12,1,2,9,4g68p0t2f5jzhzfr67i2rj1ex,1,21.2,62.1,2023-04-16T23:07:46.328Z,2023-04-17T00:01:01Z,4197375837,140,31.0,4197375867,15,,4197375839,141,65.1,4197375841,212,10.5,4197375835,56,Back,4197375843,213,0.2,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985201,400,49,1,2,12,4g68p0t2f5jzhzfr67i2rj1ex,1,31.3,57.3,2023-04-16T23:07:49.230Z,2023-04-17T00:01:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967299,17,50,1,2,13,4g68p0t2f5jzhzfr67i2rj1ex,1,34.9,59.2,2023-04-16T23:07:51.064Z,2023-04-20T19:42:19Z,4204781517,233,37,4197376087,56,Back,4197376089,286,,,,,,,,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967297,37,7,1,2,13,4gymgvqmve0m2vh89v84tt3x0,0,65.1,40.8,2023-04-16T23:07:51.065Z,2023-04-20T14:37:49Z,4197376085,285,,4197376083,56,Center,4197376095,233,17,4204460459,385,,,,,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985303,401,3,1,2,14,4g68p0t2f5jzhzfr67i2rj1ex,0,37.7,60,2023-04-16T23:07:51.384Z,2023-04-20T14:38:18Z,4197475185,286,,4197475183,56,Back,4197476369,233,447,4204460919,465,,,,,,,,,,,,,,65i99hvdf67qsszz00c9u0jro,E. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985545,447,7,1,2,14,4gymgvqmve0m2vh89v84tt3x0,1,62.3,40,2023-04-16T23:07:51.385Z,2023-04-20T19:42:20Z,4197476355,285,,4197476363,233,401,4197476353,56,Center,4204461131,383,,,,,,,,,,,,,,5w8wyn94ovw846d5gk29u76x,J. DeZart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
