id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2541938509,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-30T20:12:05.087Z,2023-05-06T11:52:48Z,4241421189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241421185,130,4,4241421187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4241421179,30,"1o5qnb5ktq4u6t11lj3fqntg, 1ss7pdaxmlk0sijax5brwpkyy, 4wu5ystem7t4d7veep83j2qne, f1oc42nax0yel4gblge49py7e, 2nu3jw4piu1qnqha0kdq8nzai, 63r5yw1u82xzwndp8c6rwvzoq, 1v39pm9r5ela9fe63tlsq3tka, du287pgrexe4p29tti43grv56, 4x3md4d2zvyvxlhtqp0ocvmqx, cfx7vo0kbjvcly2nf1b7papsk, ew8oodr9hiuqve7xlz24xznfu, 6kq8itr9qyntj286s7q1mxrrp, 38z2cuwmbeanujqho9cqwozmy, 7wsz05ayxgiiu9jldfourk4d0, 5u5nybfj4jbz5w9a1eocjo2l0, dy6ceymv65m6szxwwyq4iami2, 7vv66amgi88if4oyk29agiln8, 5z8hudabjfsvhama7r4bxqnf8",4241421183,59,"51, 48, 53, 45, 46, 54, 18, 56, 49, 47, 39, 71, 40, 44, 52, 57, 58, 61",4241575933,194,1v39pm9r5ela9fe63tlsq3tka,4241680669,197,15057,4241421181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541938531,1,34,16,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-04-30T20:12:07.982Z,2023-04-30T22:13:23Z,4241421355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241604911,194,9dg5ce0f3mlqzoiwak09qeooa,4241421347,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4241421351,130,8,4241421345,30,"608d9yxcn99up33girsspyaga, auomns9j08ffqknhs9007ju38, 9acojrco6dg2i9otq02gj6904, 74rnjizxzn5a0oag6sue0ja7e, bo4noec1doijfg99edrxiii5m, c3casxnuawoljnb937tn49s0k, rtca480n5ehey5ffvt8nudck, 6girdg17h5o2qr8stoywy3vv8, 9zp60lqhm9pbqhuem9izpcpre, 9dg5ce0f3mlqzoiwak09qeooa, 74bhj4xi5zgq6evsr4c766p04, 44imqpdf6e2a9gblwzelw6f4k, 2tfx7w7d0g0br756uj7gzy61g, cxm5xmc7zajd0j1zirav6q2qy, bnw2z5lgmlipqcd211eentst0, 96eutzcdgnp13k6mp6znzmo2y, 9t6mlje26qs2w8n7ivj85vp5g",4241421353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4241682361,197,16961,4241421349,59,"13, 31, 12, 18, 3, 5, 28, 80, 21, 11, 10, 7, 8, 20, 34, 36, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986633,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-30T22:05:27.946Z,2023-05-06T10:13:14Z,4241688887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986631,2,32,1,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-04-30T22:05:27.946Z,2023-04-30T22:05:28Z,4241688871,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986651,3,1,1,0,1,99l7fsj6ykgbyqcb9zqqu9dgq,1,50,50.3,2023-04-30T22:05:29.046Z,2023-05-06T10:18:27Z,4241689009,279,S,4241689005,212,9.5,4241689007,213,2.6,4241688999,56,Back,4241689003,141,57.5,4241689001,140,42.3,,,,,,,9dg5ce0f3mlqzoiwak09qeooa,A. Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986655,4,1,1,0,2,99l7fsj6ykgbyqcb9zqqu9dgq,0,43.2,57.9,2023-04-30T22:05:30.702Z,2023-05-06T10:58:58Z,4241689035,1,,4241689025,56,Center,4253687073,157,,4241689029,141,44.6,4241689031,212,56.3,4241689033,213,6.1,4241689027,140,96.1,,,,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986665,3,52,1,0,4,iiolvosiuokkrl5iuoxcjo4p,1,9.1,63.3,2023-04-30T22:05:32.735Z,2023-05-06T10:12:55Z,4253601729,378,,,,,,,,,,,,,,,,,,,,,,,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986715,4,1,1,0,9,iiolvosiuokkrl5iuoxcjo4p,1,8.4,54.8,2023-04-30T22:05:37.101Z,2023-05-06T10:13:35Z,4241689361,56,Back,4241689359,123,,4241689363,140,13.8,4241689367,212,16.0,4241689365,141,32.8,4241689369,213,5.1,,,,,,,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986735,5,1,1,0,14,iiolvosiuokkrl5iuoxcjo4p,1,14.7,30,2023-04-30T22:05:42.700Z,2023-04-30T22:05:45Z,4241689449,140,21.1,4241689447,56,Back,4241689455,213,5.1,4241689451,141,7.4,4241689453,212,16.8,,,,,,,,,,63r5yw1u82xzwndp8c6rwvzoq,D. Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986743,6,1,1,0,17,iiolvosiuokkrl5iuoxcjo4p,1,21.1,7.4,2023-04-30T22:05:45.164Z,2023-04-30T23:00:40Z,4241689507,56,Back,4241689509,140,8.2,4241689515,213,2.8,4241689511,141,14.6,4241689513,212,14.4,,,,,,,,,,1ss7pdaxmlk0sijax5brwpkyy,L. Batiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
