id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist
2534964239,1,34,16,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-04-16T22:58:29.211Z,2023-04-22T12:07:38Z,4197360319,30,"71y61qa3ywym9sa89dpkzfcyy, bl9rj1qcik8467w0w5i27hkru, 59kky4fyi0w9bdz4ow3gs95yi, dpedfgxin5nc4qmziaokpmiy2, dvre51zzdkdr43uahtwerekiy, dqa88ma3jbk33lsyzo45uy2cq, au9595t3oo0zbzexhr01ts0h6, 1t9thoa7j9ftzkriq2g50w4fe, a5zvb5q87awncgadmlqd0sm0a, 226lvmqm3qdvss5wp8w066qne, 1bmbt6h6bsiimpzxt07cqwfvu, tovg87rxcrz5i06ubaq99nxm, 641y4ji285n1knqul0flhzsyy, 3etb72wtwcrim97dyp9g2px5g, 32t6g252ti1peycjite40qiy2, 7jj0f7zw16u7eu7yvk5exm3v8, 49ag6csupgt40gbs2snq1xs7o, 828t4m5d66xcy7hvq55jbto2c, a7l9tu0j7sibivo0982fepm38, 5n1wehugx0qtun8oopg2jbndg",4197360325,130,9,4197737855,194,1t9thoa7j9ftzkriq2g50w4fe,4197360323,59,"41, 52, 17, 19, 24, 66, 20, 64, 25, 16, 60, 51, 53, 63, 70, 73, 75, 76, 78, 99",4197475641,197,15342,4197360327,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197360329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197360321,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534964249,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-16T22:58:31.647Z,2023-04-17T01:44:29Z,4197360383,30,"2m7xhno7xnktvmzwa6j7wlgfe, 4wu5ystem7t4d7veep83j2qne, 1keonaeqvrkqhbw9sjaaxsff8, 38z2cuwmbeanujqho9cqwozmy, at9jab3qv8j4azup6qd5ggui2, 2nu3jw4piu1qnqha0kdq8nzai, 1v39pm9r5ela9fe63tlsq3tka, f1oc42nax0yel4gblge49py7e, 5u5nybfj4jbz5w9a1eocjo2l0, cfx7vo0kbjvcly2nf1b7papsk, ew8oodr9hiuqve7xlz24xznfu, 7wsz05ayxgiiu9jldfourk4d0, 1ss7pdaxmlk0sijax5brwpkyy, 4x3md4d2zvyvxlhtqp0ocvmqx, 63r5yw1u82xzwndp8c6rwvzoq, 798s8hothcvrkqhvwm8rkry8k, 7vv66amgi88if4oyk29agiln8, 5z8hudabjfsvhama7r4bxqnf8",4197360393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197502413,194,2m7xhno7xnktvmzwa6j7wlgfe,4197360385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4197680773,197,19015,4197360391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4197360389,130,4,4197360387,59,"26, 53, 99, 40, 42, 46, 18, 45, 52, 47, 39, 44, 48, 49, 54, 55, 58, 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985983,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-17T00:05:10.311Z,2023-04-17T00:05:10Z,4197478425,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534985987,2,32,1,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-04-17T00:05:10.311Z,2023-04-22T11:06:06Z,4197478437,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986007,3,1,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,49.8,50,2023-04-17T00:05:10.411Z,2023-04-17T00:05:15Z,4197478515,213,2.9,4197478507,56,Back,4197478517,279,S,4197478511,141,58.2,4197478509,140,31.6,4197478513,212,19.9,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986015,4,1,1,0,5,iiolvosiuokkrl5iuoxcjo4p,0,31.5,56,2023-04-17T00:05:15.588Z,2023-04-17T00:05:18Z,4197478571,213,6.0,4197478631,189,,4197478567,141,36.0,4197478569,212,45.7,4197478561,155,,4197478565,140,73.1,4197478573,1,,4197478563,56,Center,at9jab3qv8j4azup6qd5ggui2,D. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986035,3,1,1,0,7,ew2zirzye0sw1txr2m33nr25y,1,28.4,65.7,2023-04-17T00:05:17.365Z,2023-04-22T11:16:48Z,4197478647,141,50.4,4197478649,212,14.1,4197478641,3,,4197478645,140,37.5,4207822543,189,,4197478651,213,5.5,4197478643,56,Back,,,,au9595t3oo0zbzexhr01ts0h6,W. Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986027,5,43,1,0,8,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-17T00:05:18.755Z,2023-04-17T00:05:23Z,4197478753,144,49,,,,,,,,,,,,,,,,,,,,,,at9jab3qv8j4azup6qd5ggui2,D. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986031,6,43,1,0,8,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-17T00:05:18.915Z,2023-04-17T00:05:21Z,4197478723,144,49,,,,,,,,,,,,,,,,,,,,,,at9jab3qv8j4azup6qd5ggui2,D. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534986043,4,1,1,0,9,ew2zirzye0sw1txr2m33nr25y,1,37,49.3,2023-04-17T00:05:19.588Z,2023-04-17T00:05:20Z,4197478681,56,Back,4197478689,213,2.2,4197478683,140,30.8,4197478685,141,61.8,4197478687,212,10.7,4197478679,3,,,,,,,,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
