id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2538450555,1,34,16,0,0,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-23T22:06:33.133Z,2023-04-23T23:33:21Z,4215904847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216043009,197,14968,4215904835,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4216043357,194,2d9cw6dcm2wsgrr8mj5rt6zje,4215904833,30,"bm2vp4mq94myce80pa3lnshxx, 1ie2n14n0fm7tyl99vxybmk4q, 7xro49ojdjw9aztwbvg8tlzx0, 2d9cw6dcm2wsgrr8mj5rt6zje, 3s1a50dskuehneuuy9b1nxg4, f1mnmkewoytdvqr084a7w7hwq, q12w2p0cgezbfmghgpt7h6hg, dmn67px1dbaq6d9fyge4vxhjo, bpr7u1cp7bzt1w2t1tsmru73e, 9asj8t10cvfumot9hr3dprsic, aw9qtyjb4wdifiixi139m96cq, 3fjb8lymm7grc7nqyfpzw1a8k, b82dmhiv5rfrczfcx26cnvo16, 4uo9isxivewjrtdg9v7lku9zo, bh6ncbb98ru6ox5oth7kle51w, 744hrx48w0k0779oleu4q8tpm, bjk65h9vk125gdcl5l2cx2qz8, 4plou42lepve7wmkvahnbua6s, aqo6onn4jbvsiljanpbtdwf84, e3xsrspideqsbd098pkvr0bqi",4215904843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215904839,130,12,4215904837,59,"36, 57, 62, 40, 3, 60, 41, 55, 43, 44, 58, 25, 30, 37, 61, 67, 68, 74, 75, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538459433,1,34,16,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-04-23T22:23:32.520Z,2023-04-23T23:14:40Z,4215953419,59,"41, 44, 33, 52, 84, 42, 57, 61, 67, 70, 88, 30, 45, 49, 71, 77, 99, 36, 85",4216042741,194,61ltuwhg1tynt0rp3yzvwqjqi,4215953423,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4215953417,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4215953425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216042743,197,7718,4215953421,130,4,4215953415,30,"ek7grk7is4cp4o6zuqqtkyej8, xsmdbwtmmujivlqksjf1lk44, 1yohdc0hkzkom8hlhw3rjfn8q, c7luarkv7hwdspd9xhidhisk4, 8ino35etqepc55sdg5l4ziwa, 9jczt268kcld72pk5ho4xpzsa, 5jozq98hwnnywrh5i4kk0erfu, 61ltuwhg1tynt0rp3yzvwqjqi, i15xuf6lug0m5twd06n2pus4, 93961wszqaocy96z45j4a232s, c14b0rq8cneq393nv17ydbf2s, c6p1v59ji8ve7dggpjrg3h4wk, 5iqzt8ebltozgs5zjwru4xx7u, 7iys7lpxs89h3l5m94g7u7bze, 9ugdxlfzsgfpq5ir4kap4ww2y, 6fgw8jauxqn88fhh8vu32kqqy, 3gzatxlefe9axcrqyllbtrzmc, 3119qoo7rm8jic39r3solyolw, aifybz5snfmoiwlq6qpweitxw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478049,2,32,1,0,0,7fbej4xwoq4imaf5l39304m37,1,0,0,2023-04-23T23:05:32.691Z,2023-04-23T23:05:48Z,4216053807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478037,2,32,1,0,0,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-23T23:05:32.691Z,2023-04-28T10:14:11Z,4216053763,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478053,3,1,1,0,1,7fbej4xwoq4imaf5l39304m37,1,50,49.7,2023-04-23T23:05:33.825Z,2023-04-28T10:15:12Z,4216053843,213,2.8,4216053839,212,11.1,4216053837,141,54.4,4216053847,279,S,4216053835,140,39.9,4216053833,56,Back,,,,,,,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478067,4,1,1,0,2,7fbej4xwoq4imaf5l39304m37,0,39.8,58.8,2023-04-23T23:05:35.601Z,2023-04-24T00:06:13Z,4216053911,140,73.2,4216053907,155,,4216053919,1,,4216053917,213,5.5,4216053909,56,Right,4216053915,212,47.5,4216053913,141,11.6,,,,9jczt268kcld72pk5ho4xpzsa,J. Bartlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478077,3,1,1,0,5,bd0378yx50xpdcgwkt9p9bmz8,0,26.5,89.1,2023-04-23T23:05:38.082Z,2023-04-23T23:06:01Z,4216053961,141,95.7,4216053959,140,38.2,4216053957,56,Back,4216053963,212,13.1,4216053955,3,,4216053965,213,0.4,4216054799,156,,,,,7xro49ojdjw9aztwbvg8tlzx0,H. Conteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478125,5,1,1,0,9,7fbej4xwoq4imaf5l39304m37,1,66.7,6.2,2023-04-23T23:05:42.090Z,2023-04-28T10:16:13Z,4216054211,56,Right,4216054215,141,6.4,4216054217,212,14.3,4216054213,140,53.1,4216054219,213,3.1,,,,,,,,,,5jozq98hwnnywrh5i4kk0erfu,Vitor Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478165,6,1,1,0,10,7fbej4xwoq4imaf5l39304m37,1,53.3,8.1,2023-04-23T23:05:42.873Z,2023-04-28T10:15:47Z,4216054427,141,18.2,4216054431,213,2.8,4216054423,56,Back,4216054429,212,21.5,4216054425,140,33.9,,,,,,,,,,xsmdbwtmmujivlqksjf1lk44,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538478179,7,1,1,0,16,7fbej4xwoq4imaf5l39304m37,1,28.6,29.9,2023-04-23T23:05:48.802Z,2023-04-28T10:16:32Z,4216054491,141,69.0,4216054487,56,Back,4216054495,213,1.8,4216054489,140,21.6,4216054493,212,27.6,,,,,,,,,,8ino35etqepc55sdg5l4ziwa,J. Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
