id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/value
2527897733,4,4,1,0,14,dqx48fglv1l96cyrmjdod0xec,1,32,7.4,2023-04-02T22:05:39.676Z,2023-04-06T08:00:48Z,4159794071,265,,4159794065,13,,4159794073,285,,4159794069,152,,4159794173,233,8,4159794067,56,Back,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897741,8,4,1,0,14,1pc6sx2h4rp113ldkbp5d2xas,0,68,92.6,2023-04-02T22:05:39.677Z,2023-04-06T08:00:50Z,4159794147,13,,4159794151,152,,4159794153,265,,4159794179,233,4,4159794155,286,,4159794149,56,Left,,,,,,,doagfuj1uzz4b9q7j7ptznp5g,E. Iwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897761,5,1,1,0,27,dqx48fglv1l96cyrmjdod0xec,1,27.9,7.3,2023-04-02T22:05:52.909Z,2023-04-06T08:16:28Z,4159794365,213,2.3,4159794353,5,,4159794359,140,7.8,4159794357,56,Back,4159794363,212,31.3,4159794355,152,,4159794361,141,41.2,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897763,6,1,1,0,31,dqx48fglv1l96cyrmjdod0xec,1,7.7,42.7,2023-04-02T22:05:57.287Z,2023-04-06T08:16:36Z,4159794411,141,72.8,4159794407,56,Back,4159794413,212,22.1,4159794409,140,15.7,4159794415,213,1.2,,,,,,,,,,esetc9bteuheaoq6mttyt6rbp,B. Lundt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897797,8,1,1,0,36,dqx48fglv1l96cyrmjdod0xec,1,18.8,72.8,2023-04-02T22:06:02.219Z,2023-04-06T08:17:24Z,4159794647,141,51.8,4159794651,213,4.4,4159794645,140,14.7,4159794643,56,Back,4159794649,212,14.9,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897771,7,1,1,0,39,dqx48fglv1l96cyrmjdod0xec,1,19.2,49.7,2023-04-02T22:06:04.659Z,2023-04-06T08:17:32Z,4159794477,56,Back,4159794485,213,1.4,4159794483,212,18.7,4159794481,141,76.7,4159794479,140,22.6,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897831,11,1,1,0,43,dqx48fglv1l96cyrmjdod0xec,1,21.6,74.6,2023-04-02T22:06:08.363Z,2023-04-06T08:17:40Z,4159794849,141,56.5,4159794853,213,4.5,4159794851,212,12.7,4159794847,140,18.7,4159794845,56,Back,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897803,9,1,1,0,49,dqx48fglv1l96cyrmjdod0xec,1,23.5,49.5,2023-04-02T22:06:15.067Z,2023-04-06T08:17:50Z,4159794691,213,1.7,4159794683,56,Back,4159794687,141,75.0,4159794689,212,17.4,4159794685,140,22.1,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529247275,787,1,1,0,51,dqx48fglv1l96cyrmjdod0xec,1,23.9,76.6,2023-04-02T22:06:16.471Z,2023-04-06T08:18:12Z,4166956459,56,Back,4166956467,213,6.2,4166956465,212,13.7,4166956463,141,75.2,4166956461,140,36.9,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897837,12,1,1,0,53,dqx48fglv1l96cyrmjdod0xec,1,39.2,71.9,2023-04-02T22:06:19.027Z,2023-04-06T08:18:20Z,4159794887,212,19.0,4159794881,56,Center,4159794883,140,53.3,4159794885,141,54.4,4159794889,213,5.6,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897853,13,1,1,0,56,dqx48fglv1l96cyrmjdod0xec,1,53.9,51,2023-04-02T22:06:21.840Z,2023-04-06T08:18:25Z,4159795045,213,5.2,4159795037,56,Center,4159795043,212,12.1,4159795039,140,59.4,4159795041,141,35.4,,,,,,,,,,632mpv8dpnxjm69f8ip1e4l5g,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897859,14,1,1,1,0,dqx48fglv1l96cyrmjdod0xec,1,63.7,31.2,2023-04-02T22:06:25.775Z,2023-04-06T08:18:34Z,4159795117,212,9.3,4159795115,141,24.1,4159795111,56,Center,4159795113,140,71.3,4159795119,213,5.7,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897875,15,1,1,1,1,dqx48fglv1l96cyrmjdod0xec,1,71.3,24.1,2023-04-02T22:06:26.900Z,2023-04-06T08:18:37Z,4159795203,141,14.1,4159795199,56,Right,4159795201,140,69.2,4159795205,212,7.1,4159795207,213,4.4,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897879,16,61,1,1,3,dqx48fglv1l96cyrmjdod0xec,0,70.9,13.7,2023-04-02T22:06:29.213Z,2023-04-06T08:12:52Z,4159795241,56,Right,,,,,,,,,,,,,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897921,9,5,1,1,4,1pc6sx2h4rp113ldkbp5d2xas,1,23,101.4,2023-04-02T22:06:29.913Z,2023-04-06T08:14:52Z,4159795509,233,17,4159795491,56,Back,4159795493,347,,,,,,,,,,,,,,,,,e6ak5mywni8n46ntxsofiabdg,G. Rodas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897887,17,5,1,1,4,dqx48fglv1l96cyrmjdod0xec,0,77,-1.4,2023-04-02T22:06:29.913Z,2023-04-06T08:12:51Z,4159795285,347,,4159795281,56,Right,4159795517,233,9,,,,,,,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897935,10,1,1,1,12,1pc6sx2h4rp113ldkbp5d2xas,0,25.5,100,2023-04-02T22:06:38.353Z,2023-04-06T08:22:02Z,4159795579,213,5.8,4159795573,140,40.0,4159795571,56,Back,4159795575,141,89.9,4159795569,107,,4159795577,212,17.3,,,,,,,2tgt5sjb27wy99ijttspj6r6c,D. Padelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527909185,359,44,1,1,14,dqx48fglv1l96cyrmjdod0xec,1,59.2,14.8,2023-04-02T22:06:39.459Z,2023-04-06T08:22:42Z,4159849275,286,,4159849277,233,487,4159849273,56,Right,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527909161,487,44,1,1,14,1pc6sx2h4rp113ldkbp5d2xas,0,40.8,85.2,2023-04-02T22:06:39.460Z,2023-04-06T08:22:43Z,4159849197,56,Back,4159849283,233,359,4159849199,285,,,,,,,,,,,,,,,,,69h930ebovyl7rut5dz4r2iok,M. Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897959,19,1,1,1,14,dqx48fglv1l96cyrmjdod0xec,0,62,10.6,2023-04-02T22:06:40.114Z,2023-04-06T08:22:46Z,4159795797,213,0.6,4159795789,56,Right,4159795795,212,4.8,4159795791,140,65.9,4159795793,141,14.4,4159795787,3,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897947,11,1,1,1,18,1pc6sx2h4rp113ldkbp5d2xas,0,31.8,72.6,2023-04-02T22:06:43.746Z,2023-04-06T08:22:02Z,4159795689,141,83.5,4159795685,56,Back,4159795695,1,,4159795691,212,10.3,4159795683,157,,4159795687,140,38.6,4159795693,213,0.8,,,,81z7n0qyr2tlkidxphoxqzkve,Z. Bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897961,20,49,1,1,19,dqx48fglv1l96cyrmjdod0xec,1,63.5,16.7,2023-04-02T22:06:44.907Z,2023-04-06T08:23:08Z,,,,,,,,,,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527909167,358,1,1,1,20,dqx48fglv1l96cyrmjdod0xec,1,61.8,16.1,2023-04-02T22:06:45.360Z,2023-04-06T08:23:12Z,4159849211,140,67.0,4159849213,141,31.0,4159849217,213,1.1,4159849209,56,Center,4159849215,212,11.5,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897981,21,1,1,1,23,dqx48fglv1l96cyrmjdod0xec,0,68.5,42.5,2023-04-02T22:06:49.344Z,2023-04-06T08:20:20Z,4159795911,140,80.8,4159795917,213,0.9,4159795913,141,65.8,4159795909,56,Center,4159795915,212,20.4,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897949,18,43,1,1,24,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-02T22:06:49.458Z,2023-04-02T22:57:40Z,4159795699,286,0,4159848733,144,44,4159795697,56,Right,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897967,12,1,1,1,24,1pc6sx2h4rp113ldkbp5d2xas,1,21.8,40.3,2023-04-02T22:06:49.602Z,2023-04-06T08:22:01Z,4159795849,212,18.0,4159795843,56,Back,4159795845,140,5.0,4159795847,141,45.2,4159795851,213,3.0,,,,,,,,,,930c0oge6pi38eofh75m0u2y2,M. Marqués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897969,13,49,1,1,26,1pc6sx2h4rp113ldkbp5d2xas,1,5,45.2,2023-04-02T22:06:51.538Z,2023-04-06T08:22:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4tengy9p53kcukevpi8s54wh6,F. Emmings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897979,14,1,1,1,27,1pc6sx2h4rp113ldkbp5d2xas,0,6.1,46.2,2023-04-02T22:06:53.161Z,2023-04-06T08:23:29Z,4159795895,213,0.6,4159795889,140,41.2,4159795897,1,,4159795885,155,,4159795893,212,43.7,4159795887,56,Back,4159795891,141,80.6,,,,4tengy9p53kcukevpi8s54wh6,F. Emmings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897983,22,8,1,1,30,dqx48fglv1l96cyrmjdod0xec,1,61.4,17.6,2023-04-02T22:06:55.520Z,2023-04-06T08:23:35Z,4159795925,56,Right,4159795941,15,,4166957269,385,,,,,,,,,,,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897987,15,1,1,1,32,1pc6sx2h4rp113ldkbp5d2xas,0,24.3,67.2,2023-04-02T22:06:57.409Z,2023-04-06T08:22:01Z,4159795951,140,25.3,4159795997,233,23,4159795953,141,68.2,4159795995,236,,4159795957,213,0.6,4159796001,286,,4159795955,212,1.3,4159795949,56,Back,e6ak5mywni8n46ntxsofiabdg,G. Rodas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527897993,23,74,1,1,32,dqx48fglv1l96cyrmjdod0xec,1,69.7,22.4,2023-04-02T22:06:57.410Z,2023-04-06T08:20:20Z,4159795993,285,,4159795991,56,Center,4159796003,233,15,,,,,,,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898003,16,1,1,1,34,1pc6sx2h4rp113ldkbp5d2xas,1,24.5,82.4,2023-04-02T22:07:00.354Z,2023-04-06T08:22:00Z,4159796061,56,Back,4159796063,140,31.9,4159796069,213,0.6,4159796067,212,9.3,4159796059,3,,4159796065,141,90.0,,,,,,,2tgt5sjb27wy99ijttspj6r6c,D. Padelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898007,17,61,1,1,35,1pc6sx2h4rp113ldkbp5d2xas,0,34.5,94.4,2023-04-02T22:07:00.594Z,2023-04-06T08:22:00Z,4159796089,56,Back,,,,,,,,,,,,,,,,,,,,,,6sp49nn88r1ztu9vmt1x7f1wq,J. Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898011,18,5,1,1,36,1pc6sx2h4rp113ldkbp5d2xas,0,34,101.4,2023-04-02T22:07:02.268Z,2023-04-06T08:22:00Z,4159796105,56,Back,4159796351,233,24,4159796107,347,,,,,,,,,,,,,,,,,6sp49nn88r1ztu9vmt1x7f1wq,J. Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898049,24,5,1,1,36,dqx48fglv1l96cyrmjdod0xec,1,66,-1.4,2023-04-02T22:07:02.268Z,2023-04-06T08:20:19Z,4159796335,56,Right,4159796341,233,18,4159796337,347,,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898051,25,1,1,1,46,dqx48fglv1l96cyrmjdod0xec,0,69.8,0,2023-04-02T22:07:11.518Z,2023-04-06T08:20:19Z,4159796357,56,Right,4159796361,141,3.4,4159796355,107,,4159796363,212,3.1,4159796365,213,1.4,4159796359,140,70.2,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898055,19,8,1,1,47,1pc6sx2h4rp113ldkbp5d2xas,1,28.7,88.9,2023-04-02T22:07:12.506Z,2023-04-06T08:24:11Z,4166957399,385,,4159796385,56,Back,,,,,,,,,,,,,,,,,,,6sp49nn88r1ztu9vmt1x7f1wq,J. Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898059,20,5,1,1,48,1pc6sx2h4rp113ldkbp5d2xas,0,29.2,101.6,2023-04-02T22:07:14.082Z,2023-04-06T08:21:59Z,4159796405,347,,4159796403,56,Back,4159796629,233,26,,,,,,,,,,,,,,,,6sp49nn88r1ztu9vmt1x7f1wq,J. Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898091,26,5,1,1,48,dqx48fglv1l96cyrmjdod0xec,1,70.8,-1.6,2023-04-02T22:07:14.082Z,2023-04-06T08:20:19Z,4159796615,347,,4159796617,233,20,4159796613,56,Right,,,,,,,,,,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898095,27,1,1,1,57,dqx48fglv1l96cyrmjdod0xec,1,68.7,0,2023-04-02T22:07:22.522Z,2023-04-06T08:20:19Z,4159796675,56,Right,4159796679,141,13.1,4159796677,140,62.0,4159796683,213,2.2,4159796681,212,11.7,4159796673,107,,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898097,28,1,1,1,58,dqx48fglv1l96cyrmjdod0xec,1,61.7,12.5,2023-04-02T22:07:24.023Z,2023-04-06T08:24:21Z,4159796695,141,3.2,4159796699,213,5.0,4159796691,56,Right,4159796697,212,6.5,4159796693,140,63.2,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898099,29,1,1,2,2,dqx48fglv1l96cyrmjdod0xec,1,63.2,3.2,2023-04-02T22:07:27.667Z,2023-04-06T08:20:18Z,4159796747,212,34.2,4159796751,1,,4159796745,141,44.3,4159796743,140,44.5,4159796741,56,Back,4159796749,213,2.2,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898101,30,1,1,2,6,dqx48fglv1l96cyrmjdod0xec,1,51.7,53.9,2023-04-02T22:07:31.638Z,2023-04-06T08:20:18Z,4159796787,213,0.7,4159796785,212,15.8,4159796781,140,63.5,4159796783,141,68.4,4159796779,56,Center,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898107,31,1,1,2,8,dqx48fglv1l96cyrmjdod0xec,1,56.1,74.5,2023-04-02T22:07:34.319Z,2023-04-06T08:20:18Z,4159796851,141,63.3,4159796847,56,Back,4159796853,212,15.7,4159796855,213,3.6,4159796849,140,43.0,,,,,,,,,,8kclbxu88w9n38hs3fp0ampsk,Célio Pompeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898111,32,1,1,2,11,dqx48fglv1l96cyrmjdod0xec,1,41.1,60.2,2023-04-02T22:07:37.114Z,2023-04-06T08:20:18Z,4159796891,141,43.9,4159796893,212,11.2,4159796887,56,Back,4159796889,140,39.7,4159796895,213,4.6,,,,,,,,,,9tl3xo6tmq5b2eeil9e1p048a,J. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898133,33,1,1,2,13,dqx48fglv1l96cyrmjdod0xec,1,39.7,42.8,2023-04-02T22:07:39.014Z,2023-04-06T08:20:17Z,4159797013,213,4.9,4159797007,140,41.4,4159797011,212,12.9,4159797005,56,Back,4159797009,141,24.0,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898135,34,61,1,2,18,dqx48fglv1l96cyrmjdod0xec,0,41.1,29.8,2023-04-02T22:07:43.472Z,2023-04-06T08:24:45Z,4159797017,56,Back,,,,,,,,,,,,,,,,,,,,,,7h6a0x05z2laewfq7spicxwd0,N. McGuire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527898139,21,49,1,2,19,1pc6sx2h4rp113ldkbp5d2xas,1,69,50.4,2023-04-02T22:07:44.915Z,2023-04-06T08:21:59Z,,,,,,,,,,,,,,,,,,,,,,,,,2mhvgtcem9qn2yzobtkqiegpg,T. Oluwaseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
