id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2531387915,1,34,16,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-09T22:22:38.053Z,2023-04-09T23:10:58Z,4178318381,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178318379,130,2,4178379167,197,3126,4178318377,59,"40, 88, 42, 75, 98, 47, 19, 5, 90, 97, 77, 2, 24, 30, 34, 31, 46, 61, 80, 92",4178318383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178318373,30,"8nw8gd0fkp3a3g0sivl7cu63u, 7pdl6jqfaq1x1trdi5k30wsus, 92np3jwhxchmtfeov82ehe13o, dhy8f54t9uvukub7qbmsth8iy, abrdu87vmuqj50ebgalr3c7op, 3gaoqrkf73134kvk2a023coa1, dug5046izrlh3owqk26hnvdre, cmzykwa5y30iswcjdurx7jfxm, 1nh4q19wfaedlpp1vnfuny9zo, 4akvdujqbywk628gok9xbh2j8, 1diaoqi51gzx23j4d5f8xc8b8, 7zkzjmk1go1u2vi5qkqlmezu, nhhmltlm3ayn7vqmp6etck5w, 3o4uxnvpnf3cwjs3srwegxp90, 4l2l3c8qwsf1aogh5j1qiz3f8, afqry84j23xgkhqryrontj190, o3gftw0hatp1r62ynjmlaaui, cmup7c348sh1oor9hsk5jk2jt, exx5i2dd45ucmqejerap8zlzo, 65i99hvdf67qsszz00c9u0jro",4178381153,194,abrdu87vmuqj50ebgalr3c7op,4178318375,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531389267,1,34,16,0,0,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-04-09T22:26:46.494Z,2023-04-09T23:12:22Z,4178326151,59,"41, 35, 3, 32, 83, 37, 58, 66, 79, 88, 33, 38, 44, 50, 52, 56, 61, 71, 80",4178326157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178326153,130,13,4178377949,197,18743,4178377947,194,b1p6qcv8wjzoxoax3nt13n5gq,4178326147,30,"8fb62dbrpiodc3n3csiw8rz3e, ds4avrkvrp4jxq9lp02ssci22, blzz9pnbehjnxt77cuoxjye0a, 6fjpwiqcuvkedo3hhpj4341zo, duyoju8g87ig7h2n0jnddtm38, exk9svcdgcbn05ms00fhorvv8, b1p6qcv8wjzoxoax3nt13n5gq, dercetgxemr74f5yasq86s5t6, crpkn4juf1s72y9c76t3o4k16, 8hkbb39xnqy71xe1a4iblhes4, 8vzvcjbccc5skj9e7n5f6vd3o, 7bxp7ho4cmsoviw19q4bxr02c, dkgv1asv2glgvoddpvxe56t5g, 8371i654l37iyn3vo28umuiac, 1dt70coxi909x1qmgk9axibys, doqbp8fg8hke6hhifdr4jzklw, e5hpgmctt7gv4raikw0qvbtre, 35i699wz5v6nush729peu776c, d47ks2lj1bgbm1x11qil2352i",4178326149,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4178326155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399709,2,32,1,0,0,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-04-09T23:05:57.830Z,2023-04-09T23:05:58Z,4178381835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399723,2,32,1,0,0,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-09T23:05:57.830Z,2023-04-13T07:02:43Z,4178381921,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399731,3,1,1,0,0,6ubc4y1v6hr63mca7ica4hp90,1,49.8,49.7,2023-04-09T23:05:57.930Z,2023-04-09T23:06:01Z,4178381941,56,Back,4178381949,213,3.3,4178381947,212,22.3,4178381943,140,28.7,4178381951,279,S,4178381945,141,45.4,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399749,4,3,1,0,3,6ubc4y1v6hr63mca7ica4hp90,1,36.4,45.5,2023-04-09T23:06:01.018Z,2023-04-13T07:07:20Z,4178382031,56,Back,4178442619,286,,4178442615,233,240,4185584773,465,,,,,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531411177,240,45,1,0,3,4g68p0t2f5jzhzfr67i2rj1ex,0,63.6,54.5,2023-04-09T23:06:01.018Z,2023-04-09T23:33:20Z,4178442605,56,Center,4178442607,285,,4178442623,233,4,,,,,,,,,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399759,5,3,1,0,5,6ubc4y1v6hr63mca7ica4hp90,1,44.7,48.7,2023-04-09T23:06:03.041Z,2023-04-13T07:07:24Z,4185584877,465,,4178382067,56,Back,4178382069,286,,4178443023,233,241,,,,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531411181,241,45,1,0,5,4g68p0t2f5jzhzfr67i2rj1ex,0,55.3,51.3,2023-04-09T23:06:03.041Z,2023-04-09T23:58:35Z,4178442975,285,,4178443043,233,5,4178442973,56,Center,,,,,,,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531399773,6,1,1,0,6,6ubc4y1v6hr63mca7ica4hp90,1,51.3,47,2023-04-09T23:06:03.873Z,2023-04-13T07:07:54Z,4178382153,140,62.0,4178382159,212,12.6,4178382149,56,Center,4178382157,141,55.3,4178382161,213,0.5,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
