id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2534964089,1,34,16,0,0,erwnez7ksfkns4dqmyr1fhbe,1,0,0,2023-04-16T22:57:54.859Z,2023-04-16T23:34:28Z,4197359671,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4197428091,194,dowfebdy2qnsz8hkj0ilrux62,4197359675,130,8,4197359679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197359669,30,"e4xcds6mws71mpp0lskbft9wq, chsrsho2yeaqt0uh2jhtlb78q, cla0i94uyddjw7jzqoyfsplre, dowfebdy2qnsz8hkj0ilrux62, d3gmzmf34c6o8vzngnf7ishlg, 8pzkxfe5txe71u08n67d8k1uy, a63su8pudaernrvj1fi9006qc, 9zuk40rppwiyzn980bw7z1v1m, 6rzzilhwedeems5je313t0uay, 6i2k03ji4uy1a9vgbl6t0hno4, ah3swx80hoddr239t1r6qg2ga, 5gpjbhk7vnf6thpu3kdg9tkic, 1b9b97pxox77ia41cilqqm4iy, eg5gobm8zylt21enud00dfnmy, ewcakfzpjc85xasxgu3y8bc6i, astn4ytzoaav30ifi17s4dn8, cbjd834y2hdx5jr3bda1zz6ga, 7inaxcmnecufn8ast6amh6jqi, bvk07vv7fbe5xsrf9j2rb0ueh",4197359673,59,"23, 33, 37, 14, 24, 4, 7, 35, 32, 10, 28, 6, 8, 9, 11, 18, 21, 22, 5",4197428093,197,6108,4197359677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534965781,1,34,16,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-16T23:04:06.369Z,2023-04-16T23:51:42Z,4197368497,59,"50, 30, 61, 65, 54, 68, 53, 64, 95, 27, 58, 14, 47, 51, 57, 59, 70, 96",4197368499,130,21,4197368495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4197368501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4197430667,194,eqws52w506rp4a2x9mqwm76ga,4197430669,197,16418,4197368493,30,"c2j0af3amobjhnadwf8cucbca, 6g7i7z6m8vts105dny1g6z3hm, 2wsgrwgiotfis2l96i0sxlvys, 27ajd5d69mrgie5c9x5izn4oa, ex99a6zbacpkkhgvynu80qpzo, 4jkf81djj5h43v8rlnib1tizu, i5wj5hcg2r9934e7gauxtgmi, p99ze5cksh5tv01knf5oj33e, 25rizu4n91uyax4z6l5jv6dqs, 2b8nmdlsqa9wxn8xlujvyaqga, eqws52w506rp4a2x9mqwm76ga, 7tpb4dk9meee0utyu4cosnxn8, xcadelq7wz6yspew25xyg2dw, 5bgt61vb5lnzyoczqnr202lpm, ebik6jxp20k3m9u3hj1c1j5zo, d0neh5vcdezvb0ful49zguiok, 30me1zjey2l8lywfm3k5rkhsk, 37uh4n2zngcixlzo8vnk50vtg",4197368503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977623,2,32,1,0,0,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-16T23:36:14.257Z,2023-04-16T23:36:14Z,4197431589,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977631,2,32,1,0,0,erwnez7ksfkns4dqmyr1fhbe,1,0,0,2023-04-16T23:36:14.257Z,2023-04-22T06:51:31Z,4197431623,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977653,3,1,1,0,1,479lsfr4cwlzewpbuda3y2xv4,1,50.1,50.1,2023-04-16T23:36:15.357Z,2023-04-22T12:46:02Z,4197431707,213,3.8,4197431703,141,43.1,4197431705,212,8.1,4197431701,140,43.9,4197431709,279,S,4197431699,56,Back,4208157867,278,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977675,4,1,1,0,2,479lsfr4cwlzewpbuda3y2xv4,1,43.2,41.9,2023-04-16T23:36:16.861Z,2023-04-22T12:46:06Z,4197431789,213,0.7,4197431785,141,49.5,4197431781,56,Back,4197431787,212,8.2,4197431783,140,49.3,,,,,,,,,,i5wj5hcg2r9934e7gauxtgmi,J. Almaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977697,5,1,1,0,4,479lsfr4cwlzewpbuda3y2xv4,1,50.1,50.1,2023-04-16T23:36:18.732Z,2023-04-22T12:46:12Z,4197431925,213,2.1,4197431921,141,58.8,4197431919,140,46.7,4197431917,56,Back,4197431923,212,6.9,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977703,6,1,1,0,6,479lsfr4cwlzewpbuda3y2xv4,0,42.8,65.5,2023-04-16T23:36:21.118Z,2023-04-16T23:36:22Z,4197431973,56,Center,4197431981,213,6.1,4197431977,141,55.2,4197431975,140,72.0,4197431971,155,,4197431979,212,31.4,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977711,3,1,1,0,6,erwnez7ksfkns4dqmyr1fhbe,1,31.7,30.1,2023-04-16T23:36:21.230Z,2023-04-16T23:36:24Z,4197432043,213,5.4,4197432035,56,Back,4197432037,140,41.7,4197432039,141,10.9,4197432033,3,,4197432041,212,16.8,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977713,4,49,1,0,10,erwnez7ksfkns4dqmyr1fhbe,1,42.8,10,2023-04-16T23:36:24.303Z,2023-04-16T23:36:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a63su8pudaernrvj1fi9006qc,L. Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
