id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2524971269,1,34,16,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-03-26T23:09:22.182Z,2023-03-27T00:03:08Z,4125684591,130,4,4125738689,194,9dg5ce0f3mlqzoiwak09qeooa,4125684593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4125684587,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4125684589,59,"1, 28, 12, 80, 24, 3, 11, 50, 21, 77, 10, 16, 20, 27, 5, 36, 42, 51",4125737871,197,16961,4125684595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125684585,30,"351ujd3nfpktc0km8sq400tn8, rtca480n5ehey5ffvt8nudck, 9acojrco6dg2i9otq02gj6904, 6girdg17h5o2qr8stoywy3vv8, 9nl0k91lrjonu0z2irbs01oiy, bo4noec1doijfg99edrxiii5m, 9dg5ce0f3mlqzoiwak09qeooa, 32c9e26wcnr5kmab8ep4zph5g, 9zp60lqhm9pbqhuem9izpcpre, 4rbdimd60mev06u2km69yyvo, 74bhj4xi5zgq6evsr4c766p04, 1iedtrzbcgj817i0ccin8dvro, cxm5xmc7zajd0j1zirav6q2qy, akgtib8zyv5lrvh9mxunj2rdg, c3casxnuawoljnb937tn49s0k, 96eutzcdgnp13k6mp6znzmo2y, 9t6mlje26qs2w8n7ivj85vp5g, 8vnnownnzz2ksuuitbw3ax5yi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524975329,1,34,16,0,0,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-03-26T23:27:21.498Z,2023-03-27T00:00:27Z,4125705599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125705589,30,"8m19c2e0raanzp3dzf7aaf6jt, 8bnjioj1guv0abf5zdd21c2ui, a4gyvdkcnjn0b1hru0w1nwyne, 9i53xk5oxyd6tzi3tbinjo6j8, do2o6ka25talswmmillufejqi, 28cixms5w9uu1e38kcc8o2j9w, 9mykkeqzvaf8r8lb3qidk8ro4, er0xm9k5zv8kcvcy7bnwp086i, ew25ktcp76pmryz5psl1ctlka, ajxa2yfzwct5nd0ded1sa9vmy, 36e17qrefearxp7lxb1eibwbu, 98fsrsej50fnbqmssbxw0rc44, 9kwo52gydq7po5fqdzxulzr3d, amv1k59v4y61ld157atwkk7bo, bls8gtet20h0ct2gjro0h1638, 21z7llugd0b62zpbdymm27iay, 97r1c6d1znrpxc65794q2h2sq, 1efr6u06hvhm9drygb9qsi92i, 7s32iecltoopsjddclg0ixzx0",4125705595,130,7,4125705597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4125705593,59,"1, 80, 25, 12, 13, 5, 20, 18, 7, 8, 27, 9, 30, 22, 23, 19, 28, 29, 15",4125705591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4125737801,197,18751,4125737799,194,8m19c2e0raanzp3dzf7aaf6jt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981969,2,32,1,0,0,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-03-27T00:06:16.452Z,2023-03-29T12:44:06Z,4125739863,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981971,2,32,1,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-03-27T00:06:16.452Z,2023-03-27T00:06:17Z,4125739867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981977,3,1,1,0,0,6gaq85erpkvbyxvivd96wuw44,1,49.9,49.9,2023-03-27T00:06:16.552Z,2023-03-27T00:06:19Z,4125739887,56,Back,4125739893,212,18.0,4125739897,279,S,4125739889,140,33.0,4125739895,213,3.3,4125739891,141,45.5,,,,,,,ew25ktcp76pmryz5psl1ctlka,Y. Subah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981981,4,1,1,0,2,6gaq85erpkvbyxvivd96wuw44,1,32.2,45.4,2023-03-27T00:06:18.944Z,2023-03-27T00:06:21Z,4125739907,140,32.8,4125739911,212,23.7,4125739905,56,Back,4125739909,141,10.6,4125739913,213,4.7,,,,,,,,,,9i53xk5oxyd6tzi3tbinjo6j8,Jeremi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981991,5,1,1,0,4,6gaq85erpkvbyxvivd96wuw44,1,32.7,11.1,2023-03-27T00:06:21.025Z,2023-03-27T00:06:25Z,4125739969,56,Back,4125739971,140,17.7,4125739977,213,2.0,4125739973,141,60.2,4125739979,1,,4125739975,212,36.9,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981993,6,1,1,0,9,6gaq85erpkvbyxvivd96wuw44,1,24.8,68.5,2023-03-27T00:06:25.728Z,2023-03-27T00:06:27Z,4125739991,141,90.3,4125739989,140,23.8,4125739995,213,1.6,4125739987,56,Back,4125739993,212,14.9,,,,,,,,,,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524982001,7,1,1,0,11,6gaq85erpkvbyxvivd96wuw44,1,23.7,91.2,2023-03-27T00:06:27.712Z,2023-03-27T00:06:30Z,4125740021,56,Back,4125740023,140,7.0,4125740027,212,21.4,4125740029,213,3.8,4125740025,141,73.2,,,,,,,,,,a4gyvdkcnjn0b1hru0w1nwyne,A. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524982009,8,1,1,0,13,6gaq85erpkvbyxvivd96wuw44,1,7,73.2,2023-03-27T00:06:30.033Z,2023-03-27T00:06:34Z,4125740083,213,4.4,4125740079,141,49.4,4125740081,212,16.8,4125740075,56,Back,4125740077,140,2.8,,,,,,,,,,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524982021,9,1,1,0,17,6gaq85erpkvbyxvivd96wuw44,1,4.2,44.8,2023-03-27T00:06:34.033Z,2023-03-27T00:06:37Z,4125740149,213,5.6,4125740145,141,5.6,4125740147,212,42.7,4125740143,140,36.0,4125740151,1,,4125740141,56,Back,4125740139,155,,,,,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524982025,10,1,1,0,20,6gaq85erpkvbyxvivd96wuw44,0,36,5.6,2023-03-27T00:06:37.169Z,2023-03-27T00:06:39Z,4125740183,212,14.6,4125740185,213,6.0,4125740179,140,49.3,4125740181,141,0.0,4125740175,3,,4125740177,56,Back,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
