id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2527894095,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-02T21:50:55.303Z,2023-04-02T22:59:35Z,4159849633,194,2m7xhno7xnktvmzwa6j7wlgfe,4159771737,59,"26, 27, 99, 56, 42, 46, 47, 40, 14, 18, 39, 44, 45, 48, 51, 52, 53, 58",4159849497,197,15057,4159771743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159771735,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4159771741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4159771733,30,"2m7xhno7xnktvmzwa6j7wlgfe, 8qqehla9xvhut6uua4a0zcju2, 1keonaeqvrkqhbw9sjaaxsff8, du287pgrexe4p29tti43grv56, at9jab3qv8j4azup6qd5ggui2, 2nu3jw4piu1qnqha0kdq8nzai, cfx7vo0kbjvcly2nf1b7papsk, 38z2cuwmbeanujqho9cqwozmy, 8iak9g0hidtul7s5b298x7wq2, 1v39pm9r5ela9fe63tlsq3tka, ew8oodr9hiuqve7xlz24xznfu, 7wsz05ayxgiiu9jldfourk4d0, f1oc42nax0yel4gblge49py7e, 1ss7pdaxmlk0sijax5brwpkyy, 1o5qnb5ktq4u6t11lj3fqntg, 5u5nybfj4jbz5w9a1eocjo2l0, 4wu5ystem7t4d7veep83j2qne, 7vv66amgi88if4oyk29agiln8",4159771739,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896115,1,34,16,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-02T21:56:17.932Z,2023-04-02T23:16:38Z,4159783193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4159783185,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4159783187,59,"1, 13, 3, 6, 2, 4, 7, 8, 21, 18, 11, 5, 10, 16, 19, 24, 27, 31, 32, 77",4159864815,194,9imj5ig0i01uljnd3gd2cz1m,4159851303,197,15044,4159783189,130,8,4159783183,30,"e81zc97bmfjgwo978gplrx46i, 3acyax22zfwdjw0cpgg4x7dre, 6lyedmu2vuf7jig3jmhz9b4ve, 4e4c7mr0ljxxmt53k0wsqg4r8, 52zm1dgc5jge02cdhzptghq3u, 9imj5ig0i01uljnd3gd2cz1m, eehmjxbl4xwc3mz1geibnszkk, 7gmf2omch4d84vwb55m2apt9m, 6oia90bi52zwmgdlvcvfnj1pm, 4uuq2zuhmlbg7kh85v5l8723u, azzpjrq2pndxuz0waw25p7r6y, 1d43ue54zl1o9rvnwz5zfotm, dgrqyrhb6nyp5primfoltapuy, 541ve7ua98ybp4nq29c4i6l4a, erwor15ez2ech6aoyxoeyix62, 9ec4ump12btlgb7tkc3sqwfvu, 4a4ljwnpjdu0n7480r7d9n14a, 8qgdg40qe62yreujy7rueil0p, 8wph21b781hbbm11te701mhd6, e4vvdd1cn5ezrocpequewmwic",4159783191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910001,2,32,1,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-02T23:04:59.251Z,2023-04-08T05:06:59Z,4159853425,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527909997,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-02T23:04:59.251Z,2023-04-02T23:04:59Z,4159853407,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910013,3,1,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,49.9,49.8,2023-04-02T23:04:59.351Z,2023-04-08T04:58:17Z,4159853503,213,2.7,4159853495,56,Back,4159853499,141,63.2,4159853505,279,S,4159853497,140,31.0,4159853501,212,21.8,,,,,,,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910017,4,1,1,0,3,iiolvosiuokkrl5iuoxcjo4p,0,30.4,63.2,2023-04-02T23:05:02.679Z,2023-04-02T23:05:06Z,4159853519,140,74.1,4159853523,212,51.6,4159853521,141,28.5,4159853517,56,Center,4159853525,213,5.8,4159853527,1,,4159853515,155,,,,,2nu3jw4piu1qnqha0kdq8nzai,B. Malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910031,3,1,1,0,5,7pmw399vh2v44cjle4fkklp1w,1,28.1,76.3,2023-04-02T23:05:04.527Z,2023-04-08T05:13:05Z,4159853601,3,,4159853605,140,41.4,4159853607,141,82.1,4159853611,213,0.3,4159853609,212,14.5,4159853603,56,Back,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910035,4,1,1,0,8,7pmw399vh2v44cjle4fkklp1w,0,41.4,82.1,2023-04-02T23:05:07.526Z,2023-04-08T05:13:19Z,4159853637,141,87.5,4159853629,3,,4159853635,140,56.0,4159853631,168,,4159853633,56,Left,4159853641,213,0.2,4159853639,212,15.8,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910039,5,1,1,0,10,iiolvosiuokkrl5iuoxcjo4p,1,41.6,13.6,2023-04-02T23:05:09.750Z,2023-04-02T23:05:12Z,4159853663,140,56.3,4159853667,212,15.9,4159853661,56,Right,4159853669,213,6.0,4159853665,141,7.7,,,,,,,,,,at9jab3qv8j4azup6qd5ggui2,D. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910041,6,1,1,0,12,iiolvosiuokkrl5iuoxcjo4p,1,55.3,8.6,2023-04-02T23:05:11.863Z,2023-04-08T05:13:35Z,4159853677,56,Center,4159853685,213,1.8,4159853681,141,22.6,4159853683,212,9.8,4159853679,140,52.9,,,,,,,,,,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
